Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3)
1/01/2012,0:00,162,0.6,13.3,0.3,28.6,,39.2
1/01/2012,1:00,152,0.4,67.7,0.4,27.8,0,26.3
1/01/2012,2:00,144,0.6,26.5,0.3,27.2,0,27.3
1/01/2012,3:00,149,0.2,111.6,0.2,26.7,0,22.8
1/01/2012,4:00,19,0.5,173.3,0.4,26.9,0,22.1
1/01/2012,5:00,69,0.5,29.3,0.3,26.3,0,32.3
1/01/2012,6:00,134,0.4,42.9,0.2,27.3,0,34.3
1/01/2012,7:00,168,0.6,29.1,0.3,30.8,0.004,36.8
1/01/2012,8:00,148,0.2,111.1,0.3,33.4,0.057,37.8
1/01/2012,9:00,337,0.2,112.8,0.6,36.1,0.06,33.9
1/01/2012,10:00,330,0.9,69.6,0.7,38.1,0.001,10.4
1/01/2012,11:00,345,0.7,83.5,0.9,40,0,6.8
1/01/2012,12:00,29,0.9,65.4,0.7,41.7,0.003,5.7
1/01/2012,13:00,326,1.1,60,0.9,42,0.012,14.6
1/01/2012,14:00,2,0.8,128.4,0.7,42.4,0.015,20.6
1/01/2012,15:00,132,1.5,36.2,0.9,39.4,0.005,16.7
1/01/2012,16:00,222,1.6,54.7,1.3,40.1,0.031,28.1
1/01/2012,17:00,264,1.7,62.7,1.5,37.3,0.059,50.2
1/01/2012,18:00,286,0.8,63.1,0.7,36.4,0.061,27.4
1/01/2012,19:00,253,0.3,101.6,0.5,35.1,0.071,58.2
1/01/2012,20:00,66,0.6,34.2,0.3,33.2,0.031,59.2
1/01/2012,21:00,44,1.1,32.4,0.5,32.6,0.023,29.6
1/01/2012,22:00,32,0.6,165.3,0.6,31.4,0.015,34.4
1/01/2012,23:00,20,0.2,149.2,0.2,30.5,0.013,26
2/01/2012,0:00,12,0.3,123.2,0.5,30,,26.2
2/01/2012,1:00,8,0.2,184.7,0.3,28.9,0.003,23.3
2/01/2012,2:00,9,0.7,163.3,0.3,28.6,0.001,18.9
2/01/2012,3:00,12,0.8,167.1,0.4,28.8,0,15.5
2/01/2012,4:00,8,0.6,151.4,0.3,28.3,0,17.9
2/01/2012,5:00,42,0.3,42.1,0.2,27.4,0,18.5
2/01/2012,6:00,52,0.4,37.3,0.3,28.6,0,17.2
2/01/2012,7:00,21,0.9,27.8,0.5,33.2,0,14.8
2/01/2012,8:00,351,1.8,25.8,0.8,34.5,0,16.2
2/01/2012,9:00,336,2.6,24.1,1,36.7,0,13.5
2/01/2012,10:00,320,2.8,30.6,1.1,38.8,0,8.9
2/01/2012,11:00,311,2.9,30,1.3,39.6,0,17.7
2/01/2012,12:00,332,2.5,28.3,1.1,40.4,0,12.8
2/01/2012,13:00,341,2.1,34.9,1,39.5,0,13.5
2/01/2012,14:00,334,3.3,24.1,1.4,40.2,0,19.2
2/01/2012,15:00,304,3.2,36.3,1.6,40.4,0.002,39.3
2/01/2012,16:00,124,5.7,28.7,3.1,29.4,0.001,182.1
2/01/2012,17:00,164,1,68.2,1,27.8,0.001,26.5
2/01/2012,18:00,357,1.6,163.8,1.1,31.9,0.011,18.9
2/01/2012,19:00,49,3.4,20.4,1.6,29.5,0.002,17.6
2/01/2012,20:00,10,1.2,165.9,0.7,29.3,0,22.3
2/01/2012,21:00,5,0.9,182.2,0.5,28.8,0,17.2
2/01/2012,22:00,343,0.8,31.7,0.4,28.1,0,13.3
2/01/2012,23:00,315,1.2,38.1,0.7,27.6,0,17.6
3/01/2012,0:00,286,1,45.6,0.6,28,,40.1
3/01/2012,1:00,291,1.9,25.8,0.7,27.3,0.033,34.8
3/01/2012,2:00,320,1.5,29.1,0.8,27.2,0.001,15.7
3/01/2012,3:00,23,0.7,157.2,0.4,26.5,0,13.7
3/01/2012,4:00,50,0.7,30.2,0.5,25.9,0,13
3/01/2012,5:00,152,0.4,49,0.3,25.4,0,17.1
3/01/2012,6:00,140,0.4,56,0.3,25.5,0.002,20.2
3/01/2012,7:00,150,0.3,47.3,0.2,29,0.03,25.4
3/01/2012,8:00,142,0.7,44.2,0.5,31.1,0.031,25.7
3/01/2012,9:00,148,0.8,52.4,0.5,33.4,0.012,15.3
3/01/2012,10:00,113,0.1,111.1,0.5,36.2,0.093,22.7
3/01/2012,11:00,59,1,71.1,0.9,38.5,0.081,47.3
3/01/2012,12:00,74,1.3,43.1,0.7,40.2,0.046,41.9
3/01/2012,13:00,170,0.8,76.7,0.9,39.7,0.028,30.5
3/01/2012,14:00,60,1.5,40.7,0.9,41.7,0.015,25.4
3/01/2012,15:00,87,1,68.4,0.9,41.2,0.004,19.7
3/01/2012,16:00,91,1.6,43,1,40.9,0.003,19.5
3/01/2012,17:00,97,1.1,53,0.8,40,0.004,19.1
3/01/2012,18:00,102,1.5,26.4,0.8,38.9,0.001,15.1
3/01/2012,19:00,74,1.4,24.7,0.6,35.9,0,25.3
3/01/2012,20:00,64,1.2,22.5,0.5,34.1,0,23.8
3/01/2012,21:00,76,1,23.9,0.4,32.6,0,22.5
3/01/2012,22:00,79,0.8,22.9,0.4,31.3,0,28.9
3/01/2012,23:00,79,1,23.7,0.5,30.8,0,24.1
4/01/2012,0:00,80,1,26.1,0.5,30.3,,16.8
4/01/2012,1:00,77,1.2,25,0.6,29.8,0,13.1
4/01/2012,2:00,45,0.4,74.3,0.5,28.8,0,18.3
4/01/2012,3:00,62,0.6,36.4,0.3,27.3,0,19.8
4/01/2012,4:00,41,0.7,16.9,0.3,26.7,0,18.4
4/01/2012,5:00,37,0.5,27.8,0.3,25.6,0,26
4/01/2012,6:00,58,0.9,25,0.3,27.1,0,19.6
4/01/2012,7:00,71,1.2,28,0.6,31.2,0,22.7
4/01/2012,8:00,62,2,27.8,1,33,0,22.2
4/01/2012,9:00,51,2,28.8,1,35.2,0,31.5
4/01/2012,10:00,26,2,23.5,0.9,37.7,0,30.5
4/01/2012,11:00,12,1.8,31.6,1,39.5,0,23.3
4/01/2012,12:00,70,1.7,51.6,1,39.5,0,22.7
4/01/2012,13:00,85,1.7,55.4,1.2,40.1,0,19.8
4/01/2012,14:00,92,2.2,43.1,1.3,40.4,0,18.7
4/01/2012,15:00,115,1.8,50,1.2,40.1,0,17.2
4/01/2012,16:00,94,2.4,30.6,1.1,40.2,0,19.6
4/01/2012,17:00,103,1.7,39,0.9,39.9,0,22.4
4/01/2012,18:00,98,1.5,30,0.8,39.3,0,21.6
4/01/2012,19:00,52,0.8,20,0.4,35.6,0,30.1
4/01/2012,20:00,33,0.3,160.4,0.2,32.5,0,31
4/01/2012,21:00,23,0.3,143.2,0.3,30.6,0,38.7
4/01/2012,22:00,74,0.4,40.5,0.2,29.4,0,47.8
4/01/2012,23:00,162,0.8,23.8,0.4,27.8,0,40.2
5/01/2012,0:00,167,1,22.2,0.4,26.9,,21.1
5/01/2012,1:00,165,0.8,25.3,0.4,26.1,0,18.7
5/01/2012,2:00,113,0.7,37,0.3,26.1,0,
5/01/2012,3:00,29,0.2,124.8,0.3,26.4,0,18.4
5/01/2012,4:00,68,1.3,24.6,0.6,27.1,0,12.5
5/01/2012,5:00,2,0.8,149,0.6,26.8,0,29.7
5/01/2012,6:00,6,0.3,152.5,0.3,26.2,0,43.1
5/01/2012,7:00,345,1,30.1,0.5,31.4,0,23.7
5/01/2012,8:00,339,1.4,30,0.7,33.2,0,25.7
5/01/2012,9:00,342,1.1,47.6,0.7,35.5,0,27.1
5/01/2012,10:00,20,1.4,37,0.9,38.5,0,18.3
5/01/2012,11:00,21,1.1,56,0.8,39.9,0,19.8
5/01/2012,12:00,27,1.2,50.1,0.8,41.1,0.002,9.9
5/01/2012,13:00,177,0.9,77.6,0.9,40.3,0.013,14.6
5/01/2012,14:00,148,1.9,35.8,1.1,40.4,0,10.4
5/01/2012,15:00,109,1,73.4,1,41.3,0,12.1
5/01/2012,16:00,177,0.5,86.5,0.7,41.5,0,11.6
5/01/2012,17:00,156,1.4,44.4,0.9,41.1,0,7.9
5/01/2012,18:00,100,1.4,37.2,0.8,40.9,0,19.1
5/01/2012,19:00,107,1,20.5,0.4,36.3,0,18.5
5/01/2012,20:00,120,0.5,75.9,0.6,34.3,0,21.6
5/01/2012,21:00,136,0.3,77.6,0.4,32.2,0,23.6
5/01/2012,22:00,180,0.6,19.7,0.3,30.3,0,20.9
5/01/2012,23:00,163,0.7,16.2,0.2,29.1,0,23.9
6/01/2012,0:00,163,1,15.4,0.3,28.4,,17.4
6/01/2012,1:00,151,0.6,42.3,0.4,27.8,0,16.8
6/01/2012,2:00,336,0.4,112.6,0.9,27,0,23.5
6/01/2012,3:00,11,0.6,175.4,0.3,27,0.001,43.9
6/01/2012,4:00,38,0.4,53,0.3,26.3,0,42.1
6/01/2012,5:00,20,0.6,15.6,0.2,26.5,0,39.2
6/01/2012,6:00,344,1.3,22.5,0.8,27.9,0,36
6/01/2012,7:00,328,2.4,19.9,0.8,30.8,0,33.5
6/01/2012,8:00,302,2.4,24.5,0.9,33.2,0.014,45.1
6/01/2012,9:00,298,2.8,26.2,1.1,35.4,0.029,33.5
6/01/2012,10:00,277,2.3,29,0.9,37.1,0.31,43.6
6/01/2012,11:00,294,2.1,35.6,1.1,39.7,0.021,26.8
6/01/2012,12:00,338,1.6,49.3,1.2,42.3,0,11.8
6/01/2012,13:00,353,0.8,180.2,0.9,43.2,0,14.4
6/01/2012,14:00,109,1,65.4,0.9,43.4,0,14
6/01/2012,15:00,179,0.6,82.8,0.8,43.2,0.001,16.3
6/01/2012,16:00,326,1.3,55.4,0.9,44.1,0.001,15.5
6/01/2012,17:00,109,1.2,42.8,0.8,42.4,0,15
6/01/2012,18:00,93,0.1,126.7,0.4,40.8,0,17.5
6/01/2012,19:00,9,0.8,161.4,0.3,38.8,0,30.8
6/01/2012,20:00,348,0.9,18.3,0.3,36.9,0,38.5
6/01/2012,21:00,350,1.1,18.9,0.4,35.8,0,27.4
6/01/2012,22:00,16,0.7,170.5,0.3,34.2,0,34.7
6/01/2012,23:00,359,0.8,18.8,0.3,33.4,0,25.5
7/01/2012,0:00,353,0.4,81.2,0.4,32,,34.3
7/01/2012,1:00,357,1,20.8,0.5,31.7,0,28.6
7/01/2012,2:00,353,1.7,16.9,0.7,31.5,0,26.3
7/01/2012,3:00,348,1.6,18.4,0.6,30.7,0,24.9
7/01/2012,4:00,346,1.9,17.7,0.6,30.1,0,17.5
7/01/2012,5:00,344,1.6,20.8,0.6,29.4,0,20.7
7/01/2012,6:00,344,2,20.9,0.8,29.9,0,23.2
7/01/2012,7:00,326,2.3,26,1,32.1,0,24.8
7/01/2012,8:00,294,3.8,18,1.5,33.8,0.022,56.5
7/01/2012,9:00,281,3.7,23.4,1.5,35.4,0.042,73.8
7/01/2012,10:00,279,4,21.4,1.4,37.4,0.091,57.8
7/01/2012,11:00,278,4.1,21.6,1.4,39,0.128,37.2
7/01/2012,12:00,277,3.3,28.2,1.4,40.5,0.239,30.8
7/01/2012,13:00,255,2.3,46.3,1.3,41.5,0.102,20.4
7/01/2012,14:00,298,1.9,58.3,1.5,42.9,0.054,19.5
7/01/2012,15:00,274,1.7,48.3,1.3,42.2,0.136,19.4
7/01/2012,16:00,300,2.2,37.1,1.2,43.6,0.119,22.5
7/01/2012,17:00,300,3.1,24.1,1.2,43,0.001,23.2
7/01/2012,18:00,327,2.1,22,0.9,42.7,0.002,21.4
7/01/2012,19:00,346,1.3,18.3,0.4,39.4,0,28.6
7/01/2012,20:00,356,1.1,167.6,0.4,37.5,0,45.2
7/01/2012,21:00,10,0.7,174.8,0.4,36.2,0,33.9
7/01/2012,22:00,20,0.6,22.3,0.2,35,0,34.4
7/01/2012,23:00,4,0.9,160.4,0.4,34.4,0,37.4
8/01/2012,0:00,312,2.4,17.4,0.9,34.8,,25.9
8/01/2012,1:00,345,1.8,20.8,0.7,33.7,0,24.8
8/01/2012,2:00,330,2,20.6,0.7,32.8,0,25.6
8/01/2012,3:00,312,3.1,15.4,1,32.4,0,26.6
8/01/2012,4:00,314,2.1,30.8,1.1,31.7,0,25
8/01/2012,5:00,263,0.9,43.6,0.6,31.1,0.178,40.9
8/01/2012,6:00,273,1.5,27.7,0.8,31.1,0.078,46.8
8/01/2012,7:00,280,2.1,22.1,0.9,32.8,0.05,47.6
8/01/2012,8:00,292,3.3,17.7,1.2,34.2,0.047,46.3
8/01/2012,9:00,292,3.4,18.9,1.2,35.1,0.201,39.9
8/01/2012,10:00,280,2.9,22.4,1,36.6,0.212,36.5
8/01/2012,11:00,285,2.9,26.5,1.3,37.7,0.146,32.6
8/01/2012,12:00,285,3.4,24.1,1.4,37.3,0.175,30.6
8/01/2012,13:00,334,1.7,124.8,1.8,36.3,0.001,46.5
8/01/2012,14:00,28,2.4,31.6,1.5,34.3,0.001,22
8/01/2012,15:00,4,2.7,176.1,1.4,37,0,22.2
8/01/2012,16:00,199,1.1,85.3,1.5,34.4,0.004,31
8/01/2012,17:00,148,2.6,18.8,1.1,31.3,0,24.9
8/01/2012,18:00,145,1,56.2,0.7,30.8,0,14.2
8/01/2012,19:00,174,1.7,22.4,0.7,30.1,0,21.2
8/01/2012,20:00,172,0.9,30.7,0.4,29.8,0,12.6
8/01/2012,21:00,206,0.6,44.7,0.4,29.8,0.001,13.7
8/01/2012,22:00,141,0.6,41.4,0.3,29.7,0.001,14.6
8/01/2012,23:00,97,0.4,49.7,0.3,29.5,0,17.7
9/01/2012,0:00,166,0.4,60.7,0.4,29,,13.2
9/01/2012,1:00,159,0.4,51.5,0.2,28.6,0,11.5
9/01/2012,2:00,166,0.9,27.1,0.4,27.9,0,17.3
9/01/2012,3:00,171,1,23,0.5,27.7,0,14.4
9/01/2012,4:00,181,1.5,26.6,0.7,28.3,0,11.9
9/01/2012,5:00,171,1,22,0.5,28.6,0,13.8
9/01/2012,6:00,168,0.8,31.7,0.4,28.7,0,15.8
9/01/2012,7:00,8,0.2,148.8,0.3,30.2,0,18.5
9/01/2012,8:00,146,1.4,24.8,0.6,31.5,0,12.9
9/01/2012,9:00,145,2.6,20.8,1.3,33.7,0,5.1
9/01/2012,10:00,148,3.1,20.4,1.2,34.9,0,10.1
9/01/2012,11:00,154,2.6,29.1,1.2,36.3,0,6.4
9/01/2012,12:00,164,3.1,25.6,1.2,37.2,0,
9/01/2012,13:00,168,2.8,23.6,1.3,38.1,0,9.3
9/01/2012,14:00,173,2.6,26.6,1.1,39.1,0,10.3
9/01/2012,15:00,175,2.6,32.2,1.2,39.2,0,11.4
9/01/2012,16:00,155,1.9,31.3,1,38.1,0,9.8
9/01/2012,17:00,136,1.9,22.5,0.9,38,0,11.2
9/01/2012,18:00,138,2.5,17.5,0.9,38.2,0,6.4
9/01/2012,19:00,137,1.4,12.2,0.5,36.3,0,9.9
9/01/2012,20:00,160,0.7,28,0.3,34.7,0,22.5
9/01/2012,21:00,164,0.6,20.6,0.2,33.2,0,25.7
9/01/2012,22:00,166,0.7,24.9,0.4,32.3,0,16.6
9/01/2012,23:00,158,1.5,17.6,0.8,32.5,0,
10/01/2012,0:00,153,2.6,16.3,0.9,32.9,,0.5
10/01/2012,1:00,149,3,14.3,1.2,32.1,0,
10/01/2012,2:00,151,3.6,14.6,1.5,31.6,0,
10/01/2012,3:00,152,4.1,15.8,1.5,31.1,0,
10/01/2012,4:00,152,3.7,15.5,1.4,30.4,0,4.7
10/01/2012,5:00,155,3.1,17.6,1.2,29.8,0,7.6
10/01/2012,6:00,151,2.9,18,1.1,29.5,0,11.4
10/01/2012,7:00,141,3.2,15.6,1.2,30.9,0,11.9
10/01/2012,8:00,133,4.1,14.8,1.4,31.9,0,15.7
10/01/2012,9:00,142,3.8,18.5,1.5,33.9,0,12.9
10/01/2012,10:00,144,3.6,18.6,1.4,35.3,0,12.6
10/01/2012,11:00,151,2.7,27.3,1.1,38.1,0,10.2
10/01/2012,12:00,142,2.5,32.4,1.4,39.6,0,9.6
10/01/2012,13:00,154,2.3,35.2,1.1,41,0,12.4
10/01/2012,14:00,157,2.5,35.1,1.2,41.5,0,14.3
10/01/2012,15:00,145,3.2,21.3,1.4,41.8,0,7.2
10/01/2012,16:00,161,2.8,23.8,1.3,42,0,10.6
10/01/2012,17:00,169,3.1,24.5,1.5,41,0,11
10/01/2012,18:00,193,3.7,23.1,1.7,39.1,0,21.4
10/01/2012,19:00,188,2.7,23.8,1.3,36.8,0,12.7
10/01/2012,20:00,184,2.2,21.7,1,35.4,0,9.3
10/01/2012,21:00,173,3.2,21.2,1.6,34.4,0,2.8
10/01/2012,22:00,167,4.3,15.9,1.5,33.5,0,6
10/01/2012,23:00,167,3.9,16.4,1.4,32.7,0,6.1
11/01/2012,0:00,165,3.4,16,1.2,31.9,,4.9
11/01/2012,1:00,163,3.6,17.1,1.4,31.3,0,8.8
11/01/2012,2:00,165,2.6,18.4,1.1,30.3,0,7.5
11/01/2012,3:00,156,3.4,15.7,1.2,30,0,8.6
11/01/2012,4:00,156,3.4,15.8,1.2,29.6,0,10.1
11/01/2012,5:00,160,2.7,16.6,1,29,0,9.6
11/01/2012,6:00,155,3.1,16.4,1.1,28.5,0,12.1
11/01/2012,7:00,150,2.6,16.6,1.1,29.1,0,13.7
11/01/2012,8:00,148,3.5,15.6,1.2,31,0,11.6
11/01/2012,9:00,146,3.4,18,1.1,33.4,0,8.4
11/01/2012,10:00,143,3.1,22.8,1.2,35.9,0,10
11/01/2012,11:00,149,2.8,25.6,1,37.3,0,10.3
11/01/2012,12:00,149,2.7,24.9,1.2,38.9,0,13.1
11/01/2012,13:00,155,2.7,30,1.3,39.9,0,12
11/01/2012,14:00,153,2.9,26.5,1.2,40.6,0,9.2
11/01/2012,15:00,167,3.2,26.3,1.5,40.8,0,12.6
11/01/2012,16:00,151,3.3,20.6,1.3,40.3,0,10.8
11/01/2012,17:00,158,3.1,21.6,1.4,39.4,0,15.6
11/01/2012,18:00,166,2.9,19.3,1.2,38.6,0,15.8
11/01/2012,19:00,159,1.6,15.9,0.7,36.2,0,18.1
11/01/2012,20:00,158,1,15.9,0.4,34.1,0,18.4
11/01/2012,21:00,161,1.3,15.9,0.6,33.1,0,10.6
11/01/2012,22:00,161,1.2,17.2,0.5,32,0,12.1
11/01/2012,23:00,159,1.7,19,0.7,31.8,0,7.5
12/01/2012,0:00,165,1.8,18.1,0.7,30.9,,7.9
12/01/2012,1:00,163,2.5,18.4,0.9,30.6,0,7.1
12/01/2012,2:00,162,2.8,17.4,1.1,30.4,0,5.6
12/01/2012,3:00,158,3.4,17.1,1.3,30.7,0,7.5
12/01/2012,4:00,163,3.9,15.7,1.3,29.9,0,6.1
12/01/2012,5:00,154,3.4,18,1.2,29.3,0,9.7
12/01/2012,6:00,147,2.7,15,0.9,28.8,0,8
12/01/2012,7:00,144,3.3,14.7,1.1,29.7,0,8.1
12/01/2012,8:00,133,4.3,17.6,1.4,31.6,0,12
12/01/2012,9:00,129,4.2,18.7,1.5,33.3,0,14.5
12/01/2012,10:00,133,3.5,22.2,1.2,35.6,0,7
12/01/2012,11:00,130,3.4,21.7,1.3,36.8,0,8.2
12/01/2012,12:00,135,2.9,29.2,1.4,38.5,0,7.9
12/01/2012,13:00,135,2.6,31.3,1.3,39.5,0,7.1
12/01/2012,14:00,151,2.7,25.7,1.2,40.2,0,7.7
12/01/2012,15:00,142,2.5,32.7,1.3,40.5,0,6.8
12/01/2012,16:00,139,2.6,27.7,1.1,40.4,0,4.8
12/01/2012,17:00,139,2.6,25.6,1.1,40.4,0,7.7
12/01/2012,18:00,137,2.4,19.4,0.8,39.6,0,10.1
12/01/2012,19:00,132,1.9,11.6,0.6,36.3,0,13.2
12/01/2012,20:00,150,1.2,23.5,0.5,34.2,0,17
12/01/2012,21:00,166,1,17,0.4,31.6,0,47.1
12/01/2012,22:00,164,1.8,15.6,0.7,31.7,0,3.9
12/01/2012,23:00,158,2,17,0.8,31.6,0,4.5
13/01/2012,0:00,164,1.7,16.3,0.6,30.1,,5.7
13/01/2012,1:00,163,1.4,16.2,0.6,28.6,0,6.9
13/01/2012,2:00,169,1.6,15.8,0.5,27.8,0,8.5
13/01/2012,3:00,163,2.1,15.1,0.8,27.4,0,6.3
13/01/2012,4:00,163,2.5,16,0.9,27.5,0,9.3
13/01/2012,5:00,161,2,15.8,0.7,26.6,0,12
13/01/2012,6:00,164,2.2,15.8,0.7,26.6,0,15.8
13/01/2012,7:00,151,2.4,15.3,0.8,29.1,0,16
13/01/2012,8:00,139,2.8,19.4,1,31.7,0,15.3
13/01/2012,9:00,122,2.9,22.5,1.1,33.9,0,20.1
13/01/2012,10:00,110,2.6,30.3,1.1,36.4,0,15.5
13/01/2012,11:00,138,2.6,31.7,1.1,37.8,0,9.5
13/01/2012,12:00,157,2.5,33.6,1.2,39,0,13
13/01/2012,13:00,137,2.2,33.2,1.1,39.9,0,9.8
13/01/2012,14:00,148,1.9,51.8,1.3,40.7,0,8
13/01/2012,15:00,185,2,39.8,1.3,41,0,12
13/01/2012,16:00,172,1.8,44.2,1.1,41.5,0,7.4
13/01/2012,17:00,191,2,28.8,1,41.2,0,9.3
13/01/2012,18:00,167,2.3,20.6,1,40,0,16.3
13/01/2012,19:00,170,1.4,19.3,0.6,35.8,0,26.6
13/01/2012,20:00,166,0.9,19.9,0.4,32.6,0,54.6
13/01/2012,21:00,163,0.8,22.5,0.3,30.5,0,27.5
13/01/2012,22:00,142,0.5,25.8,0.3,29.1,0,18.9
13/01/2012,23:00,150,0.9,19.3,0.4,28.9,0,10.1
14/01/2012,0:00,155,1,12.7,0.4,28.2,,12.1
14/01/2012,1:00,166,1.2,16.5,0.4,26.7,0,9.3
14/01/2012,2:00,158,1.5,13.8,0.5,26.7,0,9.4
14/01/2012,3:00,165,2.1,15.3,0.7,26.8,0,7.4
14/01/2012,4:00,164,2.4,15.2,0.8,27.2,0,8.3
14/01/2012,5:00,167,2.1,16.4,0.8,26.1,0,11.3
14/01/2012,6:00,166,2,18.2,0.8,26,0,13
14/01/2012,7:00,142,1.2,24.2,0.6,28.4,0,14.8
14/01/2012,8:00,159,3.1,20.9,1.3,30.6,0,11.6
14/01/2012,9:00,162,3.7,19,1.4,33.2,0,16.3
14/01/2012,10:00,158,2.7,24.1,1.1,35.8,0,12.3
14/01/2012,11:00,149,2.1,34.6,1.1,37.9,0,8.3
14/01/2012,12:00,197,1.8,47.6,1.2,39.7,0.01,7
14/01/2012,13:00,201,2,36.4,1.1,39.8,0.003,9.3
14/01/2012,14:00,188,2.2,36.7,1.4,40.3,0,7.1
14/01/2012,15:00,231,1.9,42,1.1,41.1,0.052,8.3
14/01/2012,16:00,197,1.1,85.1,1.3,41.5,0.019,14.1
14/01/2012,17:00,200,2.2,29,1.1,40.8,0,9.8
14/01/2012,18:00,201,2.2,24.4,1,39.8,0,13.2
14/01/2012,19:00,183,1.7,20.9,0.8,36.1,0,20.1
14/01/2012,20:00,169,0.9,21.5,0.4,33.2,0,33.4
14/01/2012,21:00,162,0.8,18.7,0.3,31.5,0,28.4
14/01/2012,22:00,162,0.8,16.1,0.3,30.4,0,21.4
14/01/2012,23:00,157,0.9,14.9,0.3,30.3,0,10.3
15/01/2012,0:00,166,0.9,20.3,0.3,29.9,,11.1
15/01/2012,1:00,160,1.6,17.1,0.6,30.4,0,4.4
15/01/2012,2:00,163,2.2,18.8,0.9,31,0,7
15/01/2012,3:00,165,2.2,18.6,0.8,29.7,0,8.9
15/01/2012,4:00,164,2.1,16.4,0.7,28.6,0,8.9
15/01/2012,5:00,150,1.9,14.4,0.7,27.9,0,9.8
15/01/2012,6:00,162,1.3,21.8,0.5,27.1,0,14.8
15/01/2012,7:00,172,1.3,26.5,0.7,29.2,0,22.5
15/01/2012,8:00,156,1.8,28.2,0.8,31.3,0,21.2
15/01/2012,9:00,131,1.3,50,0.8,34.5,0,35.1
15/01/2012,10:00,86,2.2,32.9,1.1,37.1,0,20
15/01/2012,11:00,106,2.1,37.8,1.2,38.6,0,17
15/01/2012,12:00,114,1.4,53.3,1.1,38.5,0,13.2
15/01/2012,13:00,107,0.8,76.2,0.9,39.7,0,14.6
15/01/2012,14:00,113,1.1,73.1,1,40.5,0,12.9
15/01/2012,15:00,143,1.6,49.9,1.2,39.5,0,16.4
15/01/2012,16:00,147,2.5,28.9,1.2,38.3,0,18.3
15/01/2012,17:00,153,2.4,19.4,0.9,37,0,14.1
15/01/2012,18:00,147,2.2,15.5,0.9,36.2,0,17
15/01/2012,19:00,142,1.6,14.9,0.6,35.5,0,15.8
15/01/2012,20:00,145,1.4,13.9,0.5,35,0,12.1
15/01/2012,21:00,145,1.6,15,0.6,34.7,0,7.5
15/01/2012,22:00,80,2.6,38.1,1.6,33.6,0,19.1
15/01/2012,23:00,96,2.6,26.5,1.3,32.5,0,12.9
16/01/2012,0:00,66,1.2,26.9,0.9,31.6,,17.1
16/01/2012,1:00,110,1.3,23.5,0.5,31.1,0,9.6
16/01/2012,2:00,116,1.3,21.4,0.6,31,0,8.8
16/01/2012,3:00,110,1.7,29,0.7,30.7,0,17.1
16/01/2012,4:00,78,2.5,23.7,1.3,28.8,0,56.5
16/01/2012,5:00,50,2.8,22.8,1.4,27.8,0,25.5
16/01/2012,6:00,44,2,24.6,1.1,27.5,0,6.2
16/01/2012,7:00,42,1.8,23.9,0.9,27.6,0,16.1
16/01/2012,8:00,53,2.2,26.9,1.2,28.9,0,8.2
16/01/2012,9:00,60,2.8,23.8,1.3,32.2,0,4.7
16/01/2012,10:00,66,2.7,28.8,1.3,34.2,0,5.2
16/01/2012,11:00,64,3.4,28.9,1.4,36.1,0,8.7
16/01/2012,12:00,69,2.5,35.5,1.3,37.1,0,4.5
16/01/2012,13:00,93,2.5,34,1.3,38.1,0,
16/01/2012,14:00,83,2.2,40.5,1.2,38.8,0,7.2
16/01/2012,15:00,63,2.1,31.2,1,37.7,0,9.3
16/01/2012,16:00,92,1.8,37.4,1.1,37.9,0,1.5
16/01/2012,17:00,80,2.2,30.8,1.1,38.1,0,3.8
16/01/2012,18:00,128,2.1,23,0.8,37.1,0,6.3
16/01/2012,19:00,118,1.1,23.4,0.7,34.6,0,13
16/01/2012,20:00,77,0.7,29.8,0.4,33.3,0,17.9
16/01/2012,21:00,58,0.6,24.6,0.3,31.8,0,21.6
16/01/2012,22:00,29,0.6,154,0.3,30.9,0,13.6
16/01/2012,23:00,5,0.5,162.2,0.4,30.3,0,27.5
17/01/2012,0:00,152,0.5,21.9,0.2,29.2,,22.7
17/01/2012,1:00,156,0.7,36.5,0.4,27.9,0,10.5
17/01/2012,2:00,133,1,42.4,0.7,28,0,
17/01/2012,3:00,100,1.2,29.2,0.7,29.5,0,7.8
17/01/2012,4:00,95,1.4,29.1,0.9,28.9,0,13.1
17/01/2012,5:00,77,2,26,1,28.9,0,10.4
17/01/2012,6:00,87,1.4,31.2,0.8,28.5,0,16.6
17/01/2012,7:00,86,1.7,26.6,0.8,30.5,0,13.8
17/01/2012,8:00,69,2.6,22.8,1,32.1,0,11.6
17/01/2012,9:00,68,2.5,27.8,1.2,34.6,0,
17/01/2012,10:00,87,2.9,29.4,1.3,36.4,0,2.6
17/01/2012,11:00,94,2.8,31,1.4,38.2,0,
17/01/2012,12:00,96,2.2,37.2,1.3,39.4,0,5
17/01/2012,13:00,114,2.4,37.5,1.4,38.8,0,6.7
17/01/2012,14:00,99,2.3,38.9,1.3,39.9,0,8
17/01/2012,15:00,84,2.1,40.7,1.2,39.3,0,7.6
17/01/2012,16:00,84,2,35,1.2,39.1,0,8.4
17/01/2012,17:00,127,2.3,35.4,1.1,39.2,0,4.2
17/01/2012,18:00,137,2.3,19.9,0.9,38.4,0,5.7
