Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
27/03/2012,21:00,206,0.6,12.8,0.6,16.2
27/03/2012,22:00,270,0.7,22.2,0.7,15.3
27/03/2012,23:00,296,0.8,15,0.7,14.1
28/03/2012,0:00,292,2,14.2,1,13.9
28/03/2012,1:00,290,2.4,6.5,0.8,13.8
28/03/2012,2:00,286,2.6,10.9,1,13.5
28/03/2012,3:00,288,2.6,10.8,0.6,13.3
28/03/2012,4:00,299,1.5,26.8,1.3,13.2
28/03/2012,5:00,301,1.8,20.2,1.2,13
28/03/2012,6:00,301,0.6,130.6,1,15.1
28/03/2012,7:00,123,1.1,61.4,1.4,20
28/03/2012,8:00,150,4.4,14.9,1.2,20.7
28/03/2012,9:00,150,4.1,25.2,1.1,21.8
28/03/2012,10:00,124,5.5,22.2,1.8,24.1
28/03/2012,11:00,131,4.6,23.7,1.3,24.4
28/03/2012,12:00,131,4.9,23,1.7,24.6
28/03/2012,13:00,150,4.7,22.1,1.6,24.8
28/03/2012,14:00,158,4.4,21.2,1.8,24.3
28/03/2012,15:00,129,5.2,20.2,1.5,24
28/03/2012,16:00,130,4.5,18.3,1.3,23.7
28/03/2012,17:00,151,5,11.1,1.2,21.4
28/03/2012,18:00,148,3.9,8.3,1,19.8
28/03/2012,19:00,154,3.9,9.1,0.9,19.2
28/03/2012,20:00,147,3.8,9.2,0.9,18.4
28/03/2012,21:00,141,2,9,1,17.3
28/03/2012,22:00,,0,42.9,0,15.2
28/03/2012,23:00,260,0.1,114,0.1,14.1
29/03/2012,0:00,267,0.8,109.1,1.1,13.2
29/03/2012,1:00,291,2,5.9,1.2,13.3
29/03/2012,2:00,280,2.4,7.7,0.9,12.7
29/03/2012,3:00,291,3,5.9,0.5,12.5
29/03/2012,4:00,285,2.9,4.7,0.4,12
29/03/2012,5:00,285,2.4,7.1,0.5,11.6
29/03/2012,6:00,290,3.5,8.7,1,13.3
29/03/2012,7:00,293,3.5,10.1,0.9,16.7
29/03/2012,8:00,244,0.7,72.4,1,21.7
29/03/2012,9:00,172,3.4,35.2,1.9,23.1
29/03/2012,10:00,136,4.9,19.9,1.3,23.9
29/03/2012,11:00,162,5,24.1,1.6,24.8
29/03/2012,12:00,154,5,25,1.5,25.9
29/03/2012,13:00,155,4.8,24.3,1.5,26.3
29/03/2012,14:00,150,4.9,21.4,1.6,26.1
29/03/2012,15:00,137,7.1,21.1,2.8,25.4
29/03/2012,16:00,127,7.7,13.9,2.3,21.2
29/03/2012,17:00,113,2.4,19.7,1.9,19.3
29/03/2012,18:00,213,0.6,39.5,0.6,17.8
29/03/2012,19:00,211,0.4,29.1,0.4,16.6
29/03/2012,20:00,257,0.5,11.2,0.6,15.1
29/03/2012,21:00,272,1.2,14.3,1,14.3
29/03/2012,22:00,290,2.6,11.7,0.9,14.8
29/03/2012,23:00,280,2.2,10.7,0.7,13.9
30/03/2012,0:00,291,3.8,5.2,0.7,13.6
30/03/2012,1:00,283,3.1,5.8,0.6,13.2
30/03/2012,2:00,280,2,11.4,0.8,12.6
30/03/2012,3:00,281,2.7,6.8,0.5,12.3
30/03/2012,4:00,285,3.3,6.5,0.7,12
30/03/2012,5:00,275,3.2,8.8,0.8,12
30/03/2012,6:00,280,3.7,7.4,0.6,13.8
30/03/2012,7:00,279,4.3,11,0.8,17
30/03/2012,8:00,276,1.6,65.4,1.4,21.6
30/03/2012,9:00,148,3.4,24.2,1.4,23.8
30/03/2012,10:00,155,3.4,20.6,1.6,23.9
30/03/2012,11:00,134,3.9,25.4,1.4,26
30/03/2012,12:00,158,3.2,28.3,1.4,26.3
30/03/2012,13:00,141,3.2,32.2,1.5,27.4
30/03/2012,14:00,151,2.9,43.3,1.3,27.6
30/03/2012,15:00,124,4.7,27.2,2.2,26.7
30/03/2012,16:00,98,6.3,12,1.6,23.8
30/03/2012,17:00,115,5,11.2,2.5,20.6
30/03/2012,18:00,115,0.3,64.2,0.5,18.9
30/03/2012,19:00,175,0.2,79,0.4,17.7
30/03/2012,20:00,252,0.1,26.5,0.4,15.9
30/03/2012,21:00,290,1,117.4,1.2,15.1
30/03/2012,22:00,267,2.1,22.6,0.8,15
30/03/2012,23:00,274,2.1,12.2,0.5,14.3
31/03/2012,0:00,282,3.4,5.1,0.6,14.2
31/03/2012,1:00,268,2.8,7.4,0.6,13.9
31/03/2012,2:00,288,3.5,5.6,0.8,13.4
31/03/2012,3:00,282,3.3,7.3,0.6,13
31/03/2012,4:00,285,3.3,7.8,0.6,12.6
31/03/2012,5:00,280,3.9,6.7,0.6,12.3
31/03/2012,6:00,278,3.7,6.3,0.9,14
31/03/2012,7:00,287,5,9.3,0.8,17
31/03/2012,8:00,286,2.5,45.2,1.4,21
31/03/2012,9:00,162,1.7,57.5,1.6,24.3
31/03/2012,10:00,165,3.1,28.6,1.6,25.4
31/03/2012,11:00,150,2.3,49.6,1.8,26.6
31/03/2012,12:00,134,2.5,48.8,1.7,27.3
31/03/2012,13:00,139,3.7,27.4,1.6,26.5
31/03/2012,14:00,140,4.8,21.9,1.5,27
31/03/2012,15:00,146,4.5,15.7,1.5,26.7
31/03/2012,16:00,130,4.5,14,1.4,25.6
31/03/2012,17:00,124,3.3,7.8,0.8,22.7
31/03/2012,18:00,91,3.2,9.2,0.9,20.3
31/03/2012,19:00,87,1.2,7.4,1,18.9
31/03/2012,20:00,69,0.2,23.2,0.4,16.6
31/03/2012,21:00,301,0.2,101.9,0.7,15.7
31/03/2012,22:00,317,0.2,131.5,0.4,15
31/03/2012,23:00,,0,10.1,0.1,13.9
1/04/2012,0:00,292,0.9,25.4,1.4,13.1
1/04/2012,1:00,294,3.3,6,0.8,13.6
1/04/2012,2:00,284,3.2,5.2,0.7,12.9
1/04/2012,3:00,275,3.1,7.4,0.5,12.6
1/04/2012,4:00,273,3.4,5.7,0.7,12.4
1/04/2012,5:00,287,3.1,8,0.7,12.1
1/04/2012,6:00,277,4.8,6.3,0.9,13.7
1/04/2012,7:00,283,5.1,7.7,0.7,17
1/04/2012,8:00,277,5.3,9.6,1,20.8
1/04/2012,9:00,251,2.3,39,1.7,24.5
1/04/2012,10:00,158,1.2,49.9,1.2,25.9
1/04/2012,11:00,166,1.6,70.8,1.7,26.9
1/04/2012,12:00,156,3.2,37.8,2,26.6
1/04/2012,13:00,143,3.8,26.1,1.6,26.9
1/04/2012,14:00,159,4.2,28.8,1.8,27.4
1/04/2012,15:00,150,5.2,17.4,1.3,26.5
1/04/2012,16:00,144,4.3,13.4,1.2,25.5
1/04/2012,17:00,149,3.5,7.6,0.7,22.7
1/04/2012,18:00,162,2.3,11.8,0.6,20.5
1/04/2012,19:00,155,2.7,12.3,0.7,19.2
1/04/2012,20:00,156,1.6,24.8,1.2,17.9
1/04/2012,21:00,146,0.9,50,0.9,16.6
1/04/2012,22:00,285,1.8,12.8,1.6,14.1
1/04/2012,23:00,284,2.6,6.3,1,13.2
2/04/2012,0:00,289,3.5,7.4,1,12.8
2/04/2012,1:00,286,3.2,13.8,0.8,12.2
2/04/2012,2:00,285,4.6,7.9,1,11.9
2/04/2012,3:00,276,3.6,9.4,0.6,11.8
2/04/2012,4:00,289,4.4,8.5,0.8,11.6
2/04/2012,5:00,288,3.2,13.2,1,11.5
2/04/2012,6:00,284,4.2,9.7,0.9,13.3
2/04/2012,7:00,281,4,12.2,0.7,16.9
2/04/2012,8:00,281,2.2,27.3,1,21.4
2/04/2012,9:00,142,0.7,80.7,1.1,24.9
2/04/2012,10:00,146,1.6,57.4,1.5,26.2
2/04/2012,11:00,90,2,53.5,1.5,27.9
2/04/2012,12:00,357,2.7,41.8,1.4,27.9
2/04/2012,13:00,15,1.6,179.4,1.5,28.9
2/04/2012,14:00,53,1.4,63.6,1.4,29.3
2/04/2012,15:00,126,2,35.2,1.3,28.2
2/04/2012,16:00,90,3.3,12.9,0.9,26.8
2/04/2012,17:00,101,1.2,19.4,0.9,23.4
2/04/2012,18:00,67,0.3,24.1,0.5,20.7
2/04/2012,19:00,119,0.8,63.2,0.9,19.4
2/04/2012,20:00,115,0.2,68.8,0.4,18
2/04/2012,21:00,315,0.5,45.1,0.6,16.7
2/04/2012,22:00,271,0.8,10.9,0.6,15.8
2/04/2012,23:00,293,1.6,10.3,0.9,15.7
3/04/2012,0:00,282,1.7,9.5,0.9,15
3/04/2012,1:00,292,3.3,5,0.6,14.7
3/04/2012,2:00,289,2.9,6.2,0.5,14
3/04/2012,3:00,289,3.1,5.3,0.5,13.5
3/04/2012,4:00,292,2.9,7.8,0.6,13.1
3/04/2012,5:00,278,3,10.4,0.5,12.7
3/04/2012,6:00,287,3.3,11.3,0.8,14.2
3/04/2012,7:00,283,3.7,9.5,0.7,17.8
3/04/2012,8:00,281,2.5,21.1,1.1,21.7
3/04/2012,9:00,323,1.4,46.3,0.9,25.1
3/04/2012,10:00,68,1,90,1.3,27.6
3/04/2012,11:00,147,1.5,83.5,1.7,28.2
3/04/2012,12:00,10,1.2,156.7,1.4,29.8
3/04/2012,13:00,79,1.1,87.8,1.6,30.5
3/04/2012,14:00,105,3.7,29.4,1.6,29.2
3/04/2012,15:00,118,2.9,22.9,1.2,28.6
3/04/2012,16:00,115,4.6,14.1,1.2,26.9
3/04/2012,17:00,120,3.5,8.6,0.9,23.6
3/04/2012,18:00,109,1.6,27.2,0.8,20.8
3/04/2012,19:00,57,0.4,18.8,0.6,18.8
3/04/2012,20:00,,0,24.8,0,17.3
3/04/2012,21:00,,0,37.3,0,15.8
3/04/2012,22:00,,0,21.7,0,14.7
3/04/2012,23:00,242,0.2,101.6,0.5,14.1
4/04/2012,0:00,281,1.6,31.2,1,13.6
4/04/2012,1:00,291,2.5,6.4,0.6,13.6
4/04/2012,2:00,284,2.6,8.1,0.5,12.9
4/04/2012,3:00,288,3.4,10.4,0.6,12.8
4/04/2012,4:00,283,2.9,6.5,0.6,12.3
4/04/2012,5:00,286,3.1,4.9,0.7,12
4/04/2012,6:00,285,3,6.9,0.8,13.8
4/04/2012,7:00,276,4.8,8.8,0.7,17.4
4/04/2012,8:00,288,2.9,23.8,1.3,21.4
4/04/2012,9:00,147,2.3,45.4,1.6,24.1
4/04/2012,10:00,113,2.8,37.1,1.3,25
4/04/2012,11:00,140,2.9,40.4,1.6,26.4
4/04/2012,12:00,154,3.1,38.1,1.5,27.3
4/04/2012,13:00,137,3.5,32.4,1.5,27.5
4/04/2012,14:00,143,5,23.6,1.4,27.2
4/04/2012,15:00,139,4.9,16.6,1.3,26.9
4/04/2012,16:00,132,4.2,14.1,1,25.7
4/04/2012,17:00,115,2.2,9,0.7,22.5
4/04/2012,18:00,89,3.3,9.1,1.1,20.5
4/04/2012,19:00,77,2.6,14,0.7,19.5
4/04/2012,20:00,65,1.5,16.2,0.4,18.4
4/04/2012,21:00,72,0.1,31.2,0.2,16.7
4/04/2012,22:00,83,0.2,15,0.3,15.2
4/04/2012,23:00,96,0.3,40.8,0.4,14.5
5/04/2012,0:00,229,0.3,15.9,0.6,15
5/04/2012,1:00,272,1.3,27.7,0.4,14.9
5/04/2012,2:00,289,2.7,8.1,0.6,15
5/04/2012,3:00,282,2.7,8.9,0.5,14.8
5/04/2012,4:00,287,2.6,7.2,0.5,14.4
5/04/2012,5:00,285,3,5.8,0.4,13.7
5/04/2012,6:00,280,3,6.6,0.5,15.1
5/04/2012,7:00,281,3.1,9.4,0.6,18.5
5/04/2012,8:00,174,2.2,46.2,1.6,21.9
5/04/2012,9:00,141,4.5,21.6,1.2,23.3
5/04/2012,10:00,103,4.4,28.2,1.5,25.6
5/04/2012,11:00,136,2.8,38.4,1.4,25.7
5/04/2012,12:00,136,3.1,32.6,1.4,26.1
5/04/2012,13:00,147,4.5,21.4,2,26.9
5/04/2012,14:00,141,4.2,32.7,1.4,27.4
5/04/2012,15:00,140,4.2,18.3,1.4,26.5
5/04/2012,16:00,122,3.3,11.2,1,25.2
5/04/2012,17:00,98,4.5,11.2,1.7,22.2
5/04/2012,18:00,84,3.4,14.4,1,20.3
5/04/2012,19:00,79,2.5,14.4,0.9,19.8
5/04/2012,20:00,62,1.6,16,0.6,18.7
5/04/2012,21:00,78,0.2,58.9,0.4,16.8
5/04/2012,22:00,31,0.3,20,0.4,15.5
5/04/2012,23:00,251,1.2,68.8,0.9,13.9
6/04/2012,0:00,293,0.4,23.3,0.6,13.2
6/04/2012,1:00,260,1.1,22,0.7,12.5
6/04/2012,2:00,271,1.9,15,0.6,12.1
6/04/2012,3:00,283,2.6,5.7,0.6,12
6/04/2012,4:00,287,2.5,11.4,0.7,12.2
6/04/2012,5:00,275,2.4,17.8,0.9,11.8
6/04/2012,6:00,283,3.1,12.5,0.9,13.4
6/04/2012,7:00,277,4.2,7.7,0.9,16.9
6/04/2012,8:00,201,1.3,67.8,1,21.5
6/04/2012,9:00,154,3.8,26.1,1.5,23.1
6/04/2012,10:00,162,3.8,19.7,1.5,22.9
6/04/2012,11:00,141,3.4,34,1.8,25.9
6/04/2012,12:00,173,2.6,39.7,1.4,26
6/04/2012,13:00,130,2.9,42.6,1.9,26.5
6/04/2012,14:00,130,3.4,31.7,1.8,26.6
6/04/2012,15:00,132,3.6,25.4,1.4,25.9
6/04/2012,16:00,114,3,13.9,0.8,25
6/04/2012,17:00,103,3.3,15.7,1.2,21.6
6/04/2012,18:00,78,2.9,10.4,0.7,19.6
6/04/2012,19:00,80,0.8,11.1,0.6,17.8
6/04/2012,20:00,,0,31.3,0,16
6/04/2012,21:00,257,0.4,102.1,0.5,14.9
6/04/2012,22:00,269,0.4,8.3,0.6,13.8
6/04/2012,23:00,272,1.3,21.5,0.6,13.1
7/04/2012,0:00,287,2.5,4.3,0.5,13.4
7/04/2012,1:00,286,2.5,4.1,0.4,12.8
7/04/2012,2:00,284,2.7,6.6,0.3,12.4
7/04/2012,3:00,280,2.7,7.9,0.5,12
7/04/2012,4:00,288,2.7,6.7,0.6,11.6
7/04/2012,5:00,285,3,4.2,0.3,11.5
7/04/2012,6:00,282,2.9,8.1,0.7,13.1
7/04/2012,7:00,280,3.4,10.5,0.7,16.5
7/04/2012,8:00,279,2.3,22.4,1.1,20.6
7/04/2012,9:00,304,1.1,55,1.1,24.1
7/04/2012,10:00,22,1,177.1,1.3,26.3
7/04/2012,11:00,307,1.1,78.3,1.4,27.2
7/04/2012,12:00,252,0.9,109.8,1.4,28.6
7/04/2012,13:00,82,1.1,151.3,1.6,29.9
7/04/2012,14:00,77,2.7,34.9,1.4,29.6
7/04/2012,15:00,56,3.7,19.8,1.2,28.9
7/04/2012,16:00,55,4,9.7,0.9,27.1
7/04/2012,17:00,49,2.3,13.7,0.8,23.2
7/04/2012,18:00,80,0.9,33.6,0.5,20.6
7/04/2012,19:00,135,2.7,9.9,0.9,19.7
7/04/2012,20:00,159,1.4,19.5,0.7,18.7
7/04/2012,21:00,201,1.6,15.8,0.7,17.3
7/04/2012,22:00,180,0.2,70.6,0.4,16.3
7/04/2012,23:00,313,0.4,15.5,0.6,14.8
8/04/2012,0:00,305,0.2,25.7,0.4,13.9
8/04/2012,1:00,292,1.9,8.7,0.6,14.1
8/04/2012,2:00,283,2.3,8.7,0.4,13.8
8/04/2012,3:00,283,2.7,6.5,0.5,13.5
8/04/2012,4:00,286,2.4,8.8,0.5,13.2
8/04/2012,5:00,290,1.9,14.6,0.8,13.1
8/04/2012,6:00,289,3.2,10.8,0.5,14.6
8/04/2012,7:00,287,3,11.1,0.6,17.3
8/04/2012,8:00,260,1,78,1.5,22.2
8/04/2012,9:00,138,3.4,23.2,1.3,23.4
8/04/2012,10:00,109,3.4,34.8,1.4,26
8/04/2012,11:00,91,3.7,28.9,1.3,27
8/04/2012,12:00,91,3.6,18.4,1.2,26.7
8/04/2012,13:00,80,4.1,31.4,1.4,27.7
8/04/2012,14:00,61,5.2,16.3,1.2,28.2
8/04/2012,15:00,78,4.5,18.2,1.2,27.3
8/04/2012,16:00,87,5,14.2,1.2,25
8/04/2012,17:00,75,3.4,9.9,1,21.8
8/04/2012,18:00,80,2.3,8,0.6,19.9
8/04/2012,19:00,82,2.1,10.3,0.6,18.8
8/04/2012,20:00,136,1.9,16,0.5,17.8
8/04/2012,21:00,167,0.4,26.9,0.6,16.7
8/04/2012,22:00,188,0.7,72.1,0.7,15.5
8/04/2012,23:00,348,0.2,47.9,0.3,14.5
9/04/2012,0:00,291,0.9,8.4,0.6,13.6
9/04/2012,1:00,285,1.7,5.9,0.9,13.3
9/04/2012,2:00,295,1.9,6.7,0.5,13.5
9/04/2012,3:00,291,1.7,5.5,0.5,13
9/04/2012,4:00,295,2.4,4.9,0.5,12.8
9/04/2012,5:00,285,1,15.5,0.9,12.4
9/04/2012,6:00,269,2.5,13.9,0.9,13.7
9/04/2012,7:00,280,3.2,8.9,0.8,15.9
9/04/2012,8:00,300,1.3,30.9,0.9,20.5
9/04/2012,9:00,12,0.4,152.1,1.1,24.6
9/04/2012,10:00,56,1.6,54,1.3,26.4
9/04/2012,11:00,45,1.9,43.1,1.3,28.3
9/04/2012,12:00,35,2.7,39.1,1.5,29.2
9/04/2012,13:00,35,3.3,29.1,1.7,30.8
9/04/2012,14:00,303,5,21.9,1.6,30.8
9/04/2012,15:00,306,3.4,20.8,1.2,30.5
9/04/2012,16:00,78,3.1,58.1,1.9,27.6
9/04/2012,17:00,287,3,107.2,3.8,23.3
9/04/2012,18:00,323,1.1,153.7,0.8,19.6
9/04/2012,19:00,226,0.7,85.2,1.3,18.9
9/04/2012,20:00,281,2.8,22,1.3,18.1
9/04/2012,21:00,298,4.6,6,0.6,17.6
9/04/2012,22:00,282,5,15.5,0.6,17.2
9/04/2012,23:00,271,5.1,7.8,1,17.1
10/04/2012,0:00,272,4.2,14.7,1.4,16.5
10/04/2012,1:00,301,6.3,10.5,1.1,15.6
10/04/2012,2:00,298,5.3,8.6,1.7,14.5
10/04/2012,3:00,290,7.8,6.2,1.4,13.8
10/04/2012,4:00,290,5.2,7,1.1,12.9
10/04/2012,5:00,288,6.1,6.1,1.1,12.8
10/04/2012,6:00,290,6.3,6,1.2,13.8
10/04/2012,7:00,290,8.4,8.9,1.5,16
10/04/2012,8:00,291,7.8,9,1.3,18.3
10/04/2012,9:00,297,6.2,11.1,1.3,21.2
10/04/2012,10:00,303,3.5,20.6,1.4,23.9
10/04/2012,11:00,317,4.3,28.6,1.7,25.1
10/04/2012,12:00,290,5.5,26.2,1.9,26.1
10/04/2012,13:00,283,6.1,22.6,1.9,26.8
10/04/2012,14:00,293,6.9,18.3,1.5,26.7
10/04/2012,15:00,295,6.7,10.4,1.4,25.8
10/04/2012,16:00,305,3.8,29.1,1.4,24.2
10/04/2012,17:00,116,4.9,19.3,1.7,19.7
10/04/2012,18:00,137,3.5,29.6,2.3,18
10/04/2012,19:00,151,6.8,11.4,2.2,17.2
10/04/2012,20:00,142,6.8,12.2,2.3,16
10/04/2012,21:00,121,1.2,33.7,1.2,15.1
10/04/2012,22:00,197,1,49.4,0.7,13.7
10/04/2012,23:00,112,0.4,65.1,0.6,12
11/04/2012,0:00,95,0.7,22.8,0.6,11.6
11/04/2012,1:00,86,1.3,22,0.5,10.2
11/04/2012,2:00,232,0.5,95.6,0.8,8.6
11/04/2012,3:00,287,3,11.9,0.7,7.5
11/04/2012,4:00,287,3.2,6.4,0.6,7.4
11/04/2012,5:00,284,3.7,7.3,0.6,6.9
11/04/2012,6:00,286,4.1,9.1,0.9,8.5
11/04/2012,7:00,286,4.8,8.7,1,12
11/04/2012,8:00,272,2.5,52.8,1.2,16.6
11/04/2012,9:00,160,5.7,19.1,1.5,19.3
11/04/2012,10:00,143,6.7,20.6,2.1,21
11/04/2012,11:00,142,8.7,15.3,2.2,21.8
11/04/2012,12:00,145,7.2,17.8,2.1,22.3
11/04/2012,13:00,140,6.2,19.8,1.9,22.7
11/04/2012,14:00,140,7,15.3,1.9,22.6
11/04/2012,15:00,149,6.8,12.6,1.3,21.8
11/04/2012,16:00,140,6.5,11.2,1.5,20.3
11/04/2012,17:00,137,3.8,9.9,0.9,18.2
11/04/2012,18:00,125,2.2,13.2,0.9,16.3
11/04/2012,19:00,118,0.9,39.2,1,14.8
11/04/2012,20:00,48,0.8,27.5,0.5,13.6
11/04/2012,21:00,141,2.3,19.2,1,14.4
11/04/2012,22:00,178,0.2,55.8,0.5,12.5
11/04/2012,23:00,137,0.3,67.4,0.5,11
12/04/2012,0:00,144,0.1,64.3,0.3,9.5
12/04/2012,1:00,283,1.5,39.9,1.5,8.2
12/04/2012,2:00,284,3.2,6.9,0.5,8.3
12/04/2012,3:00,289,3.7,7.7,0.5,8.1
12/04/2012,4:00,290,3.7,6.8,0.9,8
12/04/2012,5:00,283,3.6,7.9,0.7,7.7
12/04/2012,6:00,284,3.5,12.5,1.1,9.2
12/04/2012,7:00,290,3,14.6,0.7,13.2
12/04/2012,8:00,166,3.1,46.1,2.5,18.2
12/04/2012,9:00,163,6.2,19.3,1.8,20.3
12/04/2012,10:00,163,8,14.2,2.1,20.9
12/04/2012,11:00,148,9,14.1,2.3,22.3
12/04/2012,12:00,160,9,14.5,2.3,22.3
12/04/2012,13:00,161,7.8,14.2,1.9,22.3
12/04/2012,14:00,161,8,16.7,1.8,22.1
12/04/2012,15:00,154,9.1,11.5,2.4,21.1
12/04/2012,16:00,150,6.2,9.3,2,19
12/04/2012,17:00,148,1.4,13.1,1.2,17.4
12/04/2012,18:00,147,0.1,54,0.2,14.8
12/04/2012,19:00,220,0.6,20.3,0.8,13.1
12/04/2012,20:00,154,1,24.2,1.1,12.9
12/04/2012,21:00,167,2.6,13,0.9,14.6
12/04/2012,22:00,258,1,32.6,0.5,12.5
12/04/2012,23:00,297,0.7,26.7,0.7,11.3
13/04/2012,0:00,270,2,13.8,0.7,11.4
13/04/2012,1:00,355,0.7,155.1,1,11.8
13/04/2012,2:00,247,1.5,24.7,0.6,10.4
13/04/2012,3:00,288,2.2,20.4,0.9,11.2
13/04/2012,4:00,321,1.7,25.6,0.8,11.7
13/04/2012,5:00,258,0.7,50.7,0.7,11.6
13/04/2012,6:00,158,2.1,45,1.9,13.8
13/04/2012,7:00,181,4.3,12.4,1.9,15.4
13/04/2012,8:00,157,5.2,19.3,2,18.4
13/04/2012,9:00,131,5.8,20.2,1.5,19.3
13/04/2012,10:00,124,5.2,17.9,1.5,20.4
13/04/2012,11:00,122,5.9,17.4,1.6,21.5
13/04/2012,12:00,138,4.9,21.6,1.7,23.3
13/04/2012,13:00,115,6,18.5,1.8,23.4
13/04/2012,14:00,114,6.4,14.9,1.6,23.8
13/04/2012,15:00,108,6.5,12.4,1.6,22.7
13/04/2012,16:00,117,5.7,12.7,1.3,21.1
13/04/2012,17:00,128,3,11.4,1.3,19.5
13/04/2012,18:00,142,3.4,31.4,2.2,17.7
13/04/2012,19:00,161,3.2,16.2,1.8,15.6
13/04/2012,20:00,203,0.2,75.2,0.4,15.3
13/04/2012,21:00,185,0.9,53.7,1.4,15.2
13/04/2012,22:00,207,1.4,10.9,1.1,15
13/04/2012,23:00,323,0.1,136.4,0.4,14.3
14/04/2012,0:00,315,0.7,26.1,0.5,13.3
14/04/2012,1:00,273,0.3,14.2,0.4,12.1
14/04/2012,2:00,294,0.7,12.7,0.9,12.5
14/04/2012,3:00,256,0.6,124,0.7,13.4
14/04/2012,4:00,299,1.2,16.9,1.3,13.9
14/04/2012,5:00,284,1.6,11.5,1.3,14
14/04/2012,6:00,276,0.3,19.9,0.7,15
14/04/2012,7:00,248,0.3,30.5,0.6,17.7
14/04/2012,8:00,171,1.9,26,1.5,19.1
14/04/2012,9:00,143,3.8,23.1,1.3,20.3
14/04/2012,10:00,121,4.2,23.2,1.2,22
14/04/2012,11:00,124,4,21.5,1.4,22
14/04/2012,12:00,109,5.2,16.9,2.4,20
14/04/2012,13:00,76,3.5,18.3,1.1,19.8
14/04/2012,14:00,81,3.3,18.7,0.8,20.1
14/04/2012,15:00,74,2.9,13.9,0.9,20.2
14/04/2012,16:00,117,0.8,27.2,0.8,19.9
14/04/2012,17:00,207,1,22.4,0.7,18.3
14/04/2012,18:00,249,0.7,18.6,0.8,16.7
14/04/2012,19:00,104,0.1,35.5,0.4,15.7
14/04/2012,20:00,288,0.5,28.2,0.6,14.6
14/04/2012,21:00,279,1.1,4.3,0.6,13.8
14/04/2012,22:00,288,1.3,10.3,1,13.5
14/04/2012,23:00,279,0.5,10.9,0.8,13.5
15/04/2012,0:00,324,0.1,135.2,0.1,13.7
15/04/2012,1:00,285,0.1,117.6,0.1,14.5
15/04/2012,2:00,282,0.4,42,0.6,15
15/04/2012,3:00,267,0.1,14.3,0,14.7
15/04/2012,4:00,288,0.1,5.8,0,14.9
15/04/2012,5:00,291,0.1,12.6,0.1,14.9
15/04/2012,6:00,276,0.1,8.4,0.2,15.5
15/04/2012,7:00,,0,44.6,0,16.9
15/04/2012,8:00,131,1.2,23.9,1,18.2
15/04/2012,9:00,153,2.6,19.6,1.1,19
15/04/2012,10:00,142,4.4,13.9,1.2,20.7
15/04/2012,11:00,144,4,20.1,1.2,21.7
15/04/2012,12:00,143,2.9,32.7,1.4,22.6
15/04/2012,13:00,106,2.8,49.6,1.8,22.8
15/04/2012,14:00,95,5.8,17.8,1.3,21.5
15/04/2012,15:00,105,4.5,12.7,1.4,20
15/04/2012,16:00,132,1.4,11.4,1.3,18.9
15/04/2012,17:00,144,2.4,11,1.2,18.1
15/04/2012,18:00,154,3.5,9.4,1.1,17.6
15/04/2012,19:00,183,2.9,11.9,0.6,16.9
15/04/2012,20:00,186,2.8,8.3,0.9,16.8
15/04/2012,21:00,184,0.9,30.8,0.9,16.7
15/04/2012,22:00,134,0.1,56.2,0.2,16.4
15/04/2012,23:00,321,0.2,138,0.3,15.4
16/04/2012,0:00,331,0.1,138.3,0.2,14.9
16/04/2012,1:00,279,1.2,8.5,0.5,14.2
16/04/2012,2:00,,0,6.1,0,14.1
16/04/2012,3:00,,0,28.3,0,14
16/04/2012,4:00,262,0.8,110.6,1,14.3
16/04/2012,5:00,299,1.6,12.1,1.5,15
16/04/2012,6:00,,0,7.6,0,15.4
16/04/2012,7:00,285,0.8,21.5,0.9,17.4
16/04/2012,8:00,209,0.4,79.9,0.9,20.8
16/04/2012,9:00,154,0.6,81.4,1,23.2
16/04/2012,10:00,143,0.7,59.8,1,23.1
16/04/2012,11:00,67,1.4,36,1.2,24.9
16/04/2012,12:00,52,1.7,45.4,1.1,24.8
16/04/2012,13:00,75,2.2,28.1,1.3,25
16/04/2012,14:00,84,2.6,20.5,1,24.5
16/04/2012,15:00,99,3.4,14.5,0.9,23.2
16/04/2012,16:00,107,4.6,10.9,1.2,22
16/04/2012,17:00,117,3.4,12.2,1,19.8
16/04/2012,18:00,118,1.9,11.6,0.6,18.1
16/04/2012,19:00,169,1.3,12.8,0.7,16.8
16/04/2012,20:00,234,0.4,56,0.7,15.9
16/04/2012,21:00,307,0.9,13.4,0.6,15.6
16/04/2012,22:00,287,0.4,116.8,0.6,15.2
16/04/2012,23:00,299,1.7,16.8,1,15.6
17/04/2012,0:00,280,4.1,8.3,1.7,16.1
17/04/2012,1:00,296,4.6,9,1.1,15.7
17/04/2012,2:00,285,2,16.4,0.8,15
17/04/2012,3:00,292,0.1,131.7,0.2,14.5
17/04/2012,4:00,307,0.2,129.2,0.3,14.9
17/04/2012,5:00,293,0.6,4.9,0.7,14.6
17/04/2012,6:00,299,0.3,129.5,0.5,15.6
17/04/2012,7:00,119,3.7,13.2,2.2,17.1
17/04/2012,8:00,113,3.9,14.2,1.1,18.5
17/04/2012,9:00,117,3.7,16.4,1.1,19.7
17/04/2012,10:00,118,4,23,1,21.1
17/04/2012,11:00,111,3.5,31.9,1.6,23
