Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),RAD (w/m^2),Ozone (ppm),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
01/01/2016,00:00,241,1.4,20.5,0.7,20.7,57.3,,1013,0,,,,,32.1,6.1,
01/01/2016,01:00,251,1.3,13.8,0.5,19.8,60.4,,1012,0,0.008,0.001,0.007,0.007,23.5,6.6,21
01/01/2016,02:00,253,2.1,13.2,0.8,19.6,61.6,,1011,0,0.011,0.000,0.003,0.003,23.4,8.9,22
01/01/2016,03:00,261,1.6,18.6,0.8,19.5,62.4,,1011,0,0.012,0.000,0.002,0.002,16.1,4.9,19
01/01/2016,04:00,306,0.9,16.5,0.4,18.7,67.3,,1011,1,0.007,0.004,0.005,0.009,14.3,4.3,18
01/01/2016,05:00,291,0.5,52.6,0.3,19.2,66.5,,1012,81,0.010,0.000,0.003,0.003,13.4,5.5,18
01/01/2016,06:00,230,2.3,19.8,1.2,21.4,58.8,,1012,317,0.013,0.001,0.001,0.002,15.5,3.3,18
01/01/2016,07:00,225,4.0,11.4,1.0,22.7,53.6,,1012,456,0.016,0.000,0.000,0.000,22.3,6.0,14
01/01/2016,08:00,206,3.7,17.7,1.2,23.6,49.4,,1012,656,0.018,0.000,0.000,0.000,21.7,3.6,13
01/01/2016,09:00,192,3.5,24.8,1.3,24.5,46.9,,1012,613,0.019,0.000,0.000,0.000,22.6,7.3,12
01/01/2016,10:00,190,2.3,38.5,1.4,25.4,43.4,,1012,672,0.021,0.000,0.000,0.000,23.1,9.5,13
01/01/2016,11:00,194,2.5,33.2,1.4,26.7,39.2,,1011,883,0.022,0.000,0.000,0.000,21.8,7.3,12
01/01/2016,12:00,172,1.7,56.9,1.1,27.5,37.1,,1010,759,0.023,0.000,0.000,0.000,18.9,5.8,12
01/01/2016,13:00,186,2.1,48.3,1.2,27.9,36.8,,1009,719,0.024,0.000,0.000,0.000,21.8,7.1,12
01/01/2016,14:00,165,2.1,37.1,1.2,28.4,35.2,,1008,540,0.026,0.000,0.000,0.000,22.5,8.5,12
01/01/2016,15:00,133,3.1,27.2,1.8,28.0,39.7,,1008,454,0.028,0.000,0.000,0.000,20.1,8.9,17
01/01/2016,16:00,142,4.9,16.2,1.2,27.2,42.3,,1008,425,0.026,0.000,0.000,0.000,28.9,10.0,19
01/01/2016,17:00,122,4.1,18.4,1.2,25.9,45.0,,1009,119,0.023,0.000,0.000,0.000,24.3,8.2,20
01/01/2016,18:00,127,3.4,15.4,0.9,24.6,47.3,,1009,16,0.020,0.000,0.001,0.001,25.4,6.9,19
01/01/2016,19:00,124,2.6,19.4,0.9,23.5,49.9,,1010,0,0.019,0.000,0.001,0.001,21.9,4.3,20
01/01/2016,20:00,139,2.2,23.6,0.9,22.8,51.2,,1011,0,0.019,0.000,0.001,0.001,22.8,6.0,20
01/01/2016,21:00,162,1.6,22.5,0.7,22.0,53.7,,1011,0,0.017,0.000,0.002,0.002,31.1,5.2,20
01/01/2016,22:00,180,1.4,29.0,0.6,21.4,56.2,,1011,0,0.015,0.000,0.003,0.003,28.1,4.4,20
01/01/2016,23:00,250,1.1,19.7,0.3,20.8,58.6,,1010,0,0.015,0.000,0.002,0.002,15.3,4.4,19
02/01/2016,00:00,274,0.9,23.6,0.3,20.1,61.2,,1010,0,,,,,22.7,5.5,
02/01/2016,01:00,257,0.7,23.8,0.2,19.3,63.9,,1010,0,0.007,0.000,0.008,0.008,14.2,1.9,17
02/01/2016,02:00,338,0.4,95.2,0.5,18.4,69.5,,1009,0,0.009,0.000,0.005,0.005,14.1,4.3,19
02/01/2016,03:00,291,0.4,51.0,0.3,18.1,72.1,,1009,0,0.009,0.000,0.003,0.003,13.1,2.8,19
02/01/2016,04:00,272,1.0,25.8,0.5,17.7,73.7,,1010,1,0.009,0.000,0.003,0.003,11.9,1.6,20
02/01/2016,05:00,246,0.5,51.2,0.4,18.2,71.8,,1010,80,0.011,0.000,0.002,0.002,16.1,3.8,20
02/01/2016,06:00,226,1.1,32.1,0.5,20.6,63.9,,1010,305,0.014,0.001,0.001,0.002,14.4,4.9,20
02/01/2016,07:00,212,2.3,23.3,0.9,22.5,56.6,,1010,569,0.018,0.001,0.001,0.002,18.3,4.1,18
02/01/2016,08:00,217,1.1,59.4,0.7,24.4,48.6,,1010,809,0.021,0.000,0.001,0.001,11.0,4.4,15
02/01/2016,09:00,182,0.6,97.4,0.9,25.8,42.3,,1010,1002,0.024,0.000,0.000,0.000,16.5,5.0,14
02/01/2016,10:00,103,1.0,69.2,0.8,27.0,36.9,,1009,1137,0.028,0.000,0.000,0.000,17.5,5.7,13
02/01/2016,11:00,138,1.1,76.1,1.1,28.3,31.7,,1008,1195,0.034,0.000,0.001,0.001,40.9,9.6,13
02/01/2016,12:00,70,1.4,94.4,1.8,28.4,34.1,,1007,766,0.037,0.000,0.001,0.001,32.4,7.0,15
02/01/2016,13:00,78,4.1,26.6,1.2,27.8,40.0,,1007,1118,0.033,0.001,0.001,0.002,24.7,8.8,17
02/01/2016,14:00,86,3.7,31.5,1.2,27.5,42.5,,1006,809,0.030,0.000,0.001,0.001,29.3,8.6,17
02/01/2016,15:00,91,3.8,22.4,1.1,27.3,41.8,,1006,558,0.029,0.000,0.000,0.000,30.4,8.8,16
02/01/2016,16:00,95,4.0,18.2,1.0,26.5,44.6,,1006,282,0.025,0.000,0.001,0.001,28.4,11.9,16
02/01/2016,17:00,110,4.0,17.9,1.0,25.6,49.5,,1007,154,0.024,0.000,0.000,0.000,13.0,8.0,18
02/01/2016,18:00,115,3.9,16.1,0.8,24.5,53.9,,1008,32,0.022,0.000,0.000,0.000,18.0,6.5,20
02/01/2016,19:00,113,3.1,14.9,0.9,23.7,56.2,,1008,0,0.019,0.000,0.001,0.001,17.1,4.7,19
02/01/2016,20:00,103,2.6,11.8,0.7,23.3,58.3,,1009,0,0.017,0.000,0.001,0.001,17.9,1.6,20
02/01/2016,21:00,117,2.2,19.5,0.6,23.0,59.9,,1009,0,0.017,0.000,0.002,0.002,25.1,2.7,22
02/01/2016,22:00,122,2.3,19.2,0.9,22.7,60.0,,1009,0,0.017,0.000,0.003,0.003,13.1,2.6,23
02/01/2016,23:00,157,1.7,26.4,0.7,22.4,59.9,,1009,0,0.017,0.000,0.003,0.003,,,21
03/01/2016,00:00,158,2.5,16.6,0.8,22.4,58.5,,1009,0,,,,,6.5,3.3,
03/01/2016,01:00,175,1.7,19.1,0.7,22.1,59.8,,1008,0,0.017,0.000,0.001,0.001,13.9,3.8,14
03/01/2016,02:00,200,1.8,13.1,0.4,21.7,60.9,,1008,0,0.017,0.000,0.001,0.001,20.6,6.3,19
03/01/2016,03:00,220,1.4,13.4,0.5,21.3,62.3,,1008,0,0.015,0.000,0.001,0.001,13.9,3.2,18
03/01/2016,04:00,221,1.0,36.8,0.5,21.1,63.6,,1008,0,0.015,0.000,0.001,0.001,19.6,3.9,19
03/01/2016,05:00,212,1.7,10.8,0.8,20.9,65.7,,1009,18,0.013,0.000,0.001,0.001,5.4,3.8,19
03/01/2016,06:00,196,2.2,14.0,0.6,20.9,67.0,,1009,64,0.013,0.000,0.001,0.001,13.1,4.8,19
03/01/2016,07:00,208,2.2,19.3,1.0,20.8,69.5,,1010,154,0.013,0.000,0.001,0.001,10.9,3.9,19
03/01/2016,08:00,203,1.6,38.1,1.1,22.1,64.7,,1010,294,0.016,0.001,0.001,0.001,11.3,2.7,18
03/01/2016,09:00,163,0.5,97.0,0.8,23.8,59.2,,1010,384,0.019,0.001,0.001,0.001,12.9,3.5,17
03/01/2016,10:00,146,2.6,25.4,1.0,24.7,58.0,,1010,568,0.022,0.001,0.000,0.001,22.7,8.9,16
03/01/2016,11:00,144,2.8,30.1,1.0,25.4,54.6,,1009,519,0.024,0.001,0.001,0.001,18.2,7.9,15
03/01/2016,12:00,142,3.0,27.3,1.0,25.9,52.6,,1008,495,0.025,0.001,0.000,0.001,16.4,6.4,16
03/01/2016,13:00,149,2.8,30.9,1.1,26.3,52.1,,1008,514,0.025,0.000,0.001,0.001,16.4,4.8,16
03/01/2016,14:00,133,3.2,20.8,0.8,26.0,53.2,,1008,353,0.024,0.000,0.000,0.000,13.7,4.8,16
03/01/2016,15:00,146,3.5,22.4,1.3,25.9,53.8,,1008,227,0.023,0.000,0.001,0.001,13.4,4.5,15
03/01/2016,16:00,160,4.3,11.4,1.0,24.7,59.4,,1008,132,0.020,0.000,0.001,0.001,7.2,1.4,12
03/01/2016,17:00,160,4.1,13.1,1.2,23.9,65.7,,1009,70,0.018,0.000,0.002,0.002,2.7,1.5,9
03/01/2016,18:00,170,3.8,12.9,1.0,22.9,72.0,,1009,12,0.017,0.000,0.002,0.002,8.1,2.8,10
03/01/2016,19:00,207,2.8,11.1,0.6,21.9,76.5,,1010,0,0.014,0.000,0.001,0.001,5.6,-0.6,10
03/01/2016,20:00,225,2.5,10.6,0.5,21.5,78.9,,1011,0,0.012,0.000,0.001,0.001,2.1,-0.6,10
03/01/2016,21:00,218,2.9,12.2,0.9,20.5,82.9,,1011,0,0.012,0.000,0.001,0.001,1.1,1.8,8
03/01/2016,22:00,205,2.6,18.5,0.8,19.9,84.5,,1011,0,0.013,0.000,0.001,0.001,10.1,4.8,8
03/01/2016,23:00,218,1.4,45.0,0.7,19.8,85.2,,1011,0,0.012,0.000,0.001,0.001,18.5,1.9,8
04/01/2016,00:00,232,1.6,27.2,0.7,19.6,86.0,,1010,0,,,,,20.1,0.8,
04/01/2016,01:00,243,1.9,15.2,0.6,19.4,86.3,,1010,0,0.011,0.000,0.001,0.001,6.8,1.5,7
04/01/2016,02:00,237,2.3,8.9,0.6,18.7,85.1,,1009,0,0.012,0.000,0.001,0.001,6.6,-0.3,7
04/01/2016,03:00,230,1.4,37.0,0.9,18.4,85.3,,1009,0,0.012,0.000,0.001,0.001,9.2,0.2,7
04/01/2016,04:00,240,1.2,11.5,0.4,18.4,84.8,,1009,0,0.010,0.000,0.002,0.002,1.9,0.2,6
04/01/2016,05:00,233,1.6,19.2,0.6,18.6,83.4,,1010,26,0.010,0.001,0.002,0.003,5.9,0.8,7
04/01/2016,06:00,236,1.0,25.7,0.3,19.5,81.8,,1010,146,0.008,0.002,0.004,0.006,7.1,1.0,8
04/01/2016,07:00,238,1.8,20.4,0.7,20.4,78.3,,1011,242,0.009,0.004,0.005,0.008,7.8,0.9,9
04/01/2016,08:00,231,2.2,17.6,0.6,21.7,71.7,,1011,393,0.010,0.005,0.006,0.011,8.5,1.2,9
04/01/2016,09:00,229,1.5,33.7,0.7,23.2,67.1,,1011,580,0.012,0.005,0.005,0.010,11.0,3.1,9
04/01/2016,10:00,194,1.8,41.3,1.1,25.0,61.1,,1010,740,0.020,0.003,0.003,0.006,17.2,5.2,7
04/01/2016,11:00,164,1.5,50.1,1.0,26.3,56.7,,1010,472,0.026,0.001,0.003,0.004,7.0,3.0,7
04/01/2016,12:00,84,2.6,20.8,0.8,25.4,62.7,,1009,157,0.021,0.002,0.007,0.008,11.5,4.2,8
04/01/2016,13:00,17,1.9,157.6,0.9,24.5,68.0,,1009,252,0.019,0.002,0.003,0.004,7.6,3.4,6
04/01/2016,14:00,353,1.4,19.0,0.6,24.8,66.9,,1008,219,0.019,0.002,0.003,0.005,9.5,3.9,6
04/01/2016,15:00,80,2.2,55.9,1.9,25.6,63.9,,1008,102,0.016,0.001,0.005,0.006,8.9,4.2,8
04/01/2016,16:00,43,2.6,18.9,1.2,23.2,76.4,,1008,129,0.013,0.003,0.007,0.010,7.5,1.9,11
04/01/2016,17:00,25,1.5,17.5,0.5,22.0,83.6,,1009,83,0.011,0.003,0.007,0.010,5.1,0.7,9
04/01/2016,18:00,24,1.3,164.3,0.6,21.8,84.4,,1009,16,0.007,0.002,0.009,0.011,3.6,1.8,9
04/01/2016,19:00,350,0.6,24.3,0.3,21.6,84.9,,1010,0,0.008,0.001,0.007,0.008,14.2,4.2,9
04/01/2016,20:00,347,0.8,43.4,0.6,21.6,86.0,,1011,0,0.008,0.000,0.007,0.007,11.7,2.4,10
04/01/2016,21:00,327,0.9,30.8,0.5,21.3,86.6,,1011,0,0.008,0.000,0.005,0.005,1.9,2.5,9
04/01/2016,22:00,287,1.0,42.6,0.6,21.3,87.1,,1011,0,0.006,0.001,0.004,0.005,1.8,-0.3,8
04/01/2016,23:00,232,0.9,30.1,0.7,21.3,87.5,,1010,0,0.005,0.000,0.004,0.004,9.7,0.2,8
05/01/2016,00:00,261,0.6,24.4,0.5,21.2,87.7,,1009,0,,,,,2.5,2.2,
05/01/2016,01:00,283,0.7,24.8,0.4,21.3,88.0,,1008,0,0.003,0.001,0.005,0.006,4.0,1.8,10
05/01/2016,02:00,216,1.1,32.5,0.5,21.3,88.0,,1008,0,0.004,0.001,0.005,0.006,8.7,1.3,10
05/01/2016,03:00,144,1.8,16.9,0.5,21.2,87.0,,1007,0,0.005,0.001,0.004,0.005,5.8,2.5,7
05/01/2016,04:00,175,1.8,30.0,0.7,20.9,84.3,,1008,0,0.008,0.001,0.004,0.004,0.8,1.1,5
05/01/2016,05:00,235,2.1,36.1,1.5,20.8,86.6,,1008,6,0.006,0.001,0.004,0.005,3.3,0.0,9
05/01/2016,06:00,310,0.3,128.2,0.6,20.9,87.5,,1009,20,0.003,0.004,0.007,0.010,7.5,1.9,6
05/01/2016,07:00,97,2.0,16.4,0.8,20.9,87.4,,1009,59,0.003,0.015,0.012,0.027,4.6,-0.2,9
05/01/2016,08:00,105,1.9,21.5,0.8,20.8,86.8,,1010,143,0.006,0.012,0.012,0.024,2.6,0.4,6
05/01/2016,09:00,98,2.9,16.3,1.0,21.3,84.6,,1009,264,0.011,0.007,0.007,0.014,6.4,0.0,4
05/01/2016,10:00,107,2.8,16.2,0.9,21.7,82.4,,1009,213,0.012,0.004,0.005,0.008,9.2,-2.5,4
05/01/2016,11:00,153,2.3,20.6,0.8,22.0,81.7,,1008,154,0.011,0.002,0.004,0.006,16.7,6.7,5
05/01/2016,12:00,153,2.9,13.7,0.8,22.5,81.2,,1008,221,0.012,0.002,0.003,0.005,12.5,7.7,5
05/01/2016,13:00,137,2.4,18.7,0.6,22.3,83.9,,1007,275,0.011,0.003,0.004,0.006,4.5,0.4,6
05/01/2016,14:00,66,2.7,23.4,1.0,21.5,85.6,,1007,216,0.013,0.004,0.005,0.008,5.7,2.8,8
05/01/2016,15:00,87,1.6,31.9,0.5,21.4,87.1,,1006,147,0.009,0.005,0.008,0.013,9.3,3.3,12
05/01/2016,16:00,97,1.7,17.3,0.6,21.7,86.2,,1006,132,0.012,0.002,0.007,0.009,11.1,1.7,7
05/01/2016,17:00,72,2.8,15.4,1.2,21.9,86.1,,1006,60,0.008,0.003,0.008,0.011,5.1,-0.8,6
05/01/2016,18:00,67,1.8,66.4,2.0,21.6,85.5,,1005,12,0.007,0.002,0.010,0.011,5.9,-0.9,8
05/01/2016,19:00,179,0.6,65.4,0.5,21.6,86.2,,1006,0,0.006,0.000,0.009,0.009,9.2,2.2,11
05/01/2016,20:00,247,1.0,33.7,0.3,21.6,86.7,,1006,0,0.005,0.001,0.008,0.008,7.5,-0.1,11
05/01/2016,21:00,282,1.1,30.3,0.4,21.6,87.6,,1007,0,0.005,0.001,0.008,0.009,2.2,1.1,10
05/01/2016,22:00,259,1.1,15.9,0.4,21.6,87.9,,1007,0,0.004,0.001,0.009,0.009,6.2,4.2,9
05/01/2016,23:00,264,1.2,15.9,0.4,21.6,88.1,,1006,0,0.007,0.001,0.004,0.005,6.1,2.9,8
06/01/2016,00:00,258,1.6,11.1,0.5,21.5,88.0,,1006,0,,,,,6.6,2.6,
06/01/2016,01:00,246,1.4,24.7,0.5,21.3,88.1,,1005,0,0.011,0.000,0.002,0.002,7.2,3.0,6
06/01/2016,02:00,136,0.6,118.9,0.7,21.2,88.2,,1003,0,0.004,0.007,0.009,0.015,8.7,1.2,14
06/01/2016,03:00,258,1.2,42.1,0.5,21.1,88.2,,1003,0,0.006,0.001,0.006,0.007,17.4,3.4,18
06/01/2016,04:00,274,1.1,36.4,0.7,20.8,87.8,,1003,0,0.011,0.000,0.003,0.003,11.6,3.1,9
06/01/2016,05:00,260,0.9,44.7,0.9,20.8,87.1,,1004,51,0.012,0.000,0.002,0.002,16.3,0.0,6
06/01/2016,06:00,275,1.9,14.9,0.7,21.1,81.9,,1005,185,0.016,0.001,0.002,0.003,4.0,0.5,4
06/01/2016,07:00,276,1.6,22.5,0.7,23.4,72.4,,1005,554,0.018,0.001,0.001,0.002,12.2,4.2,4
06/01/2016,08:00,259,2.3,25.3,1.1,24.7,68.8,,1005,718,0.019,0.001,0.002,0.003,8.6,2.9,5
06/01/2016,09:00,272,2.4,22.0,0.9,26.1,62.1,,1005,954,0.025,0.001,0.001,0.002,6.7,2.0,5
06/01/2016,10:00,284,2.3,24.9,1.0,27.4,55.1,,1005,1121,0.029,0.000,0.001,0.001,11.1,5.9,4
06/01/2016,11:00,287,2.6,24.5,1.1,28.7,47.1,,1004,1178,0.033,0.000,0.001,0.001,8.2,2.0,4
06/01/2016,12:00,293,2.6,23.1,1.2,29.5,43.5,,1004,1161,0.034,0.000,0.001,0.001,9.0,2.8,4
06/01/2016,13:00,281,2.2,30.2,1.3,30.8,40.0,,1003,1093,0.035,0.000,0.001,0.001,9.6,2.3,4
06/01/2016,14:00,285,2.6,27.4,1.3,31.2,38.7,,1003,836,0.036,0.000,0.001,0.001,7.6,6.1,4
06/01/2016,15:00,288,2.5,23.7,1.1,31.6,37.9,,1003,730,0.035,0.000,0.001,0.001,13.0,6.2,5
06/01/2016,16:00,293,2.5,25.2,1.2,31.5,37.3,,1002,414,0.034,0.000,0.002,0.002,11.2,5.3,5
06/01/2016,17:00,280,2.5,20.9,1.1,31.0,37.3,,1003,130,0.033,0.000,0.001,0.001,8.1,5.5,5
06/01/2016,18:00,295,1.6,19.9,0.8,29.8,40.5,,1004,14,0.029,0.000,0.004,0.004,5.8,2.2,10
06/01/2016,19:00,246,0.7,48.3,0.5,28.1,46.2,,1005,0,0.023,0.000,0.006,0.006,13.8,5.3,7
06/01/2016,20:00,161,1.1,51.7,0.7,26.1,68.2,,1005,0,0.019,0.000,0.007,0.007,13.1,3.4,10
06/01/2016,21:00,161,1.3,31.6,0.7,25.1,73.7,,1006,0,0.017,0.000,0.005,0.005,8.9,3.1,8
06/01/2016,22:00,148,0.5,47.7,0.5,24.4,77.6,,1007,0,0.014,0.000,0.005,0.005,7.7,2.1,8
06/01/2016,23:00,146,0.1,111.8,0.4,23.6,80.4,,1007,0,0.012,0.000,0.005,0.005,9.4,2.3,9
07/01/2016,00:00,193,0.1,99.6,0.3,23.3,80.5,,1006,0,,,,,7.4,0.7,
07/01/2016,01:00,227,0.8,33.5,0.4,22.7,83.3,,1006,0,0.004,0.001,0.006,0.007,7.5,1.6,10
07/01/2016,02:00,232,1.2,13.4,0.2,22.1,84.9,,1006,0,0.003,0.000,0.007,0.007,5.0,0.1,12
07/01/2016,03:00,237,0.9,12.6,0.3,21.8,85.6,,1006,0,0.003,0.000,0.007,0.007,10.6,4.3,13
07/01/2016,04:00,250,0.6,67.1,0.4,21.3,86.1,,1006,1,0.004,0.004,0.005,0.009,4.8,1.4,13
07/01/2016,05:00,236,0.3,49.0,0.2,21.4,86.6,,1007,75,0.003,0.004,0.005,0.009,18.8,1.9,11
07/01/2016,06:00,219,0.9,37.4,0.5,23.4,79.8,,1008,297,0.007,0.004,0.004,0.008,12.2,2.2,12
07/01/2016,07:00,222,1.2,40.8,0.8,25.5,67.3,,1009,557,0.012,0.006,0.006,0.012,13.5,7.3,12
07/01/2016,08:00,199,1.4,54.4,1.0,26.6,53.2,,1009,835,0.021,0.002,0.003,0.004,14.0,6.5,8
07/01/2016,09:00,201,1.0,76.6,0.9,27.6,48.3,,1009,871,0.027,0.002,0.003,0.005,10.4,2.7,8
07/01/2016,10:00,288,0.2,126.4,0.8,28.4,44.0,,1009,1007,0.036,0.001,0.003,0.003,12.4,4.9,8
07/01/2016,11:00,320,0.3,89.7,0.9,29.6,40.5,,1008,1053,0.040,0.000,0.001,0.001,17.7,6.9,8
07/01/2016,12:00,56,2.7,57.6,1.9,29.1,43.5,,1008,750,0.035,0.001,0.003,0.004,16.7,6.3,8
07/01/2016,13:00,65,3.3,25.6,1.0,28.9,44.7,,1008,759,0.038,0.001,0.005,0.006,13.3,4.2,9
07/01/2016,14:00,71,3.7,24.0,1.1,28.5,46.5,,1008,401,0.032,0.001,0.003,0.004,6.9,7.5,7
07/01/2016,15:00,63,4.8,18.8,1.2,28.6,45.3,,1008,702,0.029,0.001,0.003,0.004,20.3,5.7,7
07/01/2016,16:00,86,4.2,16.2,1.0,28.0,46.7,,1008,403,0.029,0.001,0.002,0.003,18.7,2.1,7
07/01/2016,17:00,90,4.2,15.0,1.1,27.1,48.2,,1009,130,0.026,0.001,0.002,0.003,8.1,0.6,7
07/01/2016,18:00,109,4.1,16.4,1.1,25.9,51.2,,1011,16,0.023,0.000,0.002,0.002,3.2,-1.6,8
07/01/2016,19:00,104,3.2,15.3,0.9,25.0,57.5,,1012,0,0.022,0.000,0.002,0.002,13.9,4.1,13
07/01/2016,20:00,110,3.2,22.4,1.0,24.9,58.8,,1013,0,0.021,0.000,0.002,0.002,14.6,2.3,17
07/01/2016,21:00,134,3.6,20.8,1.3,24.5,58.4,,1014,0,0.021,0.000,0.001,0.001,19.0,3.7,24
07/01/2016,22:00,135,3.5,14.0,1.1,23.8,57.0,,1015,0,0.020,0.000,0.002,0.002,20.8,5.3,25
07/01/2016,23:00,166,2.1,19.2,0.9,23.2,58.3,,1015,0,0.019,0.000,0.002,0.002,15.6,5.0,22
08/01/2016,00:00,163,2.6,12.9,0.8,22.5,60.6,,1015,0,,,,,18.9,6.1,
08/01/2016,01:00,163,1.7,14.9,0.6,22.2,61.3,,1014,0,0.016,0.000,0.002,0.002,15.0,4.9,16
08/01/2016,02:00,173,1.5,26.8,0.9,21.8,61.5,,1014,0,0.014,0.000,0.002,0.002,19.8,6.3,17
08/01/2016,03:00,216,0.6,35.0,0.3,21.5,62.8,,1014,0,0.012,0.000,0.003,0.003,15.6,3.5,20
08/01/2016,04:00,216,0.5,65.0,0.5,21.4,64.7,,1015,0,0.010,0.000,0.003,0.003,15.7,4.8,21
08/01/2016,05:00,222,0.5,39.9,0.3,21.2,65.1,,1016,31,0.008,0.001,0.004,0.005,15.1,2.9,20
08/01/2016,06:00,191,1.1,25.5,0.6,22.3,58.6,,1016,219,0.008,0.003,0.004,0.007,13.7,3.0,19
08/01/2016,07:00,210,1.6,28.0,0.6,23.5,50.6,,1017,461,0.011,0.004,0.003,0.006,16.8,5.5,15
08/01/2016,08:00,222,1.3,45.7,1.0,24.6,46.2,,1017,601,0.015,0.002,0.002,0.004,15.5,4.7,12
08/01/2016,09:00,22,0.3,120.3,0.7,25.8,42.9,,1017,733,0.021,0.001,0.002,0.003,12.6,6.2,12
08/01/2016,10:00,13,0.9,170.1,0.8,27.0,39.9,,1017,1012,0.026,0.001,0.002,0.003,12.5,7.1,12
08/01/2016,11:00,161,0.2,118.7,0.8,27.8,38.3,,1017,919,0.037,0.001,0.002,0.003,17.9,6.4,14
08/01/2016,12:00,331,0.4,87.8,0.8,28.6,37.5,,1016,882,0.044,0.001,0.002,0.003,25.5,11.6,15
08/01/2016,13:00,76,3.0,28.4,1.2,27.9,39.5,,1015,797,0.040,0.001,0.004,0.004,26.7,11.4,16
08/01/2016,14:00,74,2.6,40.0,1.2,27.9,40.7,,1015,827,0.038,0.001,0.002,0.003,30.3,9.7,17
08/01/2016,15:00,83,4.5,18.0,1.2,27.0,44.2,,1015,584,0.028,0.002,0.003,0.004,27.2,6.6,17
08/01/2016,16:00,119,3.6,28.7,1.3,26.7,44.8,,1015,386,0.026,0.001,0.001,0.002,25.7,7.6,18
08/01/2016,17:00,117,4.0,17.3,1.0,26.1,44.9,,1016,133,0.024,0.001,0.002,0.002,21.7,7.5,17
08/01/2016,18:00,124,3.7,18.6,1.1,25.0,47.0,,1017,19,0.020,0.000,0.002,0.002,23.7,6.7,16
08/01/2016,19:00,113,2.5,17.7,0.9,24.1,50.9,,1017,0,0.020,0.000,0.002,0.002,22.2,6.5,18
08/01/2016,20:00,90,1.7,19.7,0.5,23.6,53.3,,1018,0,0.016,0.001,0.004,0.005,22.0,5.0,19
08/01/2016,21:00,100,1.6,18.3,0.5,23.3,55.7,,1019,0,0.015,0.000,0.004,0.004,23.7,3.2,19
08/01/2016,22:00,171,0.7,38.3,0.4,22.4,60.4,,1019,0,0.013,0.000,0.005,0.005,16.2,5.3,20
08/01/2016,23:00,183,1.1,14.9,0.4,21.9,63.5,,1019,0,0.010,0.000,0.007,0.007,18.9,2.3,21
09/01/2016,00:00,288,0.5,35.5,0.2,21.4,66.2,,1019,0,,,,,16.7,2.3,
09/01/2016,01:00,285,0.5,14.2,0.1,20.5,72.7,,1018,0,0.004,0.001,0.008,0.009,21.6,3.0,19
09/01/2016,02:00,279,0.3,53.1,0.2,19.6,77.0,,1018,0,0.002,0.001,0.008,0.009,21.3,5.2,20
09/01/2016,03:00,286,0.4,40.4,0.3,18.9,79.8,,1018,0,0.003,0.001,0.006,0.007,15.2,4.3,20
09/01/2016,04:00,227,0.4,50.7,0.2,18.3,82.0,,1018,1,0.002,0.001,0.005,0.006,8.2,3.2,15
09/01/2016,05:00,272,0.7,26.4,0.4,18.5,82.2,,1018,70,0.003,0.003,0.005,0.007,8.5,2.3,17
09/01/2016,06:00,263,1.1,26.1,0.5,20.7,70.7,,1019,209,0.009,0.002,0.003,0.005,8.9,0.6,19
09/01/2016,07:00,245,1.5,27.3,0.8,23.1,60.3,,1019,536,0.014,0.003,0.003,0.006,16.6,4.6,19
09/01/2016,08:00,236,1.3,51.0,0.9,24.8,55.7,,1019,790,0.019,0.001,0.001,0.002,21.3,5.9,17
09/01/2016,09:00,268,0.7,67.7,0.8,25.8,52.7,,1019,368,0.021,0.001,0.002,0.002,21.7,6.1,16
09/01/2016,10:00,137,1.2,54.1,0.9,27.3,46.9,,1019,1170,0.028,0.000,0.001,0.001,24.9,8.8,16
09/01/2016,11:00,134,0.8,79.1,0.9,28.2,42.5,,1018,896,0.034,0.000,0.001,0.001,24.6,9.7,17
09/01/2016,12:00,201,1.5,50.4,1.0,28.9,41.1,,1017,911,0.035,0.000,0.001,0.001,26.3,12.4,16
09/01/2016,13:00,116,1.3,73.5,1.3,29.5,40.3,,1016,838,0.038,0.001,0.002,0.003,25.4,11.9,18
09/01/2016,14:00,69,3.9,19.7,1.0,28.0,47.4,,1016,449,0.038,0.001,0.004,0.005,28.8,11.8,22
09/01/2016,15:00,79,4.8,16.5,1.0,27.5,50.6,,1015,582,0.028,0.001,0.002,0.003,25.7,10.0,18
09/01/2016,16:00,73,4.6,16.9,1.1,27.0,53.5,,1015,379,0.022,0.001,0.001,0.002,25.7,9.3,17
09/01/2016,17:00,97,3.9,23.6,1.1,26.3,54.1,,1016,126,0.021,0.001,0.001,0.002,16.1,3.6,16
09/01/2016,18:00,117,4.0,14.3,0.9,25.4,56.5,,1017,17,0.022,0.000,0.001,0.001,21.0,5.9,17
09/01/2016,19:00,132,3.2,25.6,1.0,24.5,61.4,,1018,0,0.019,0.000,0.001,0.001,19.0,4.3,17
09/01/2016,20:00,95,2.0,19.6,0.7,24.3,63.1,,1018,0,0.017,0.000,0.003,0.003,19.0,6.7,19
