Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Sulfur Dioxide (ppm),Methane (ppb),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1),PM10 Black Carbon (ug/m^3)
26/07/2016,00:00,190,2.7,14.4,0.8,16.6,46.8,0.0,1014,,,,,1.8,,,,0.4
26/07/2016,01:00,177,3.5,10.2,0.9,16.2,48.0,0.0,1014,0.000,0.006,0.006,0.000,1.8,,,10,0.5
26/07/2016,02:00,178,3.2,8.6,0.8,15.5,50.8,0.0,1013,0.000,0.004,0.004,0.000,1.8,,,9,0.4
26/07/2016,03:00,184,3.3,12.4,1.0,15.0,51.2,0.0,1014,0.000,0.006,0.006,0.001,1.8,,,7,0.4
26/07/2016,04:00,179,2.6,11.0,0.6,14.1,54.1,0.0,1014,0.001,0.007,0.008,0.001,1.8,,,8,0.4
26/07/2016,05:00,182,2.2,12.8,0.6,13.6,55.1,0.0,1015,0.000,0.005,0.005,0.001,1.8,,,6,0.4
26/07/2016,06:00,175,2.7,11.0,0.7,13.4,56.1,0.0,1015,0.001,0.005,0.006,0.000,1.8,,,7,0.4
26/07/2016,07:00,165,3.4,11.8,0.7,14.1,55.9,0.0,1016,0.001,0.004,0.005,0.000,1.8,,,7,0.5
26/07/2016,08:00,175,5.0,11.2,1.4,14.8,52.2,0.0,1016,0.001,0.003,0.004,0.000,1.8,,,8,0.4
26/07/2016,09:00,166,4.8,13.8,1.2,16.2,47.3,0.0,1016,0.001,0.002,0.003,0.000,1.8,,,7,0.4
26/07/2016,10:00,164,4.1,14.1,1.2,16.9,43.1,0.0,1016,0.001,0.002,0.003,0.000,1.8,,,5,0.4
26/07/2016,11:00,178,2.9,14.6,1.0,16.3,44.8,0.0,1016,0.000,0.002,0.002,0.000,1.8,,,5,0.4
26/07/2016,12:00,165,3.0,14.1,0.8,16.3,43.7,0.0,1015,0.000,0.002,0.002,0.000,1.8,9.1,-3.1,4,0.4
26/07/2016,13:00,174,2.3,24.2,1.1,16.3,42.2,0.0,1014,0.000,0.002,0.002,0.000,1.8,8.5,-1.1,4,0.4
26/07/2016,14:00,195,1.3,18.5,0.6,16.3,45.0,0.0,1014,0.000,0.002,0.002,0.000,1.8,6.0,2.6,4,0.5
26/07/2016,15:00,306,0.8,51.5,0.6,16.9,45.1,0.0,1014,0.001,0.002,0.003,0.000,1.8,4.9,-0.3,5,0.5
26/07/2016,16:00,314,1.5,26.6,0.6,18.2,42.9,0.0,1015,0.001,0.003,0.004,0.001,1.8,1.8,-2.8,6,0.4
26/07/2016,17:00,258,1.1,25.4,0.4,17.7,41.3,0.0,1015,0.000,0.006,0.006,0.000,1.8,6.5,-2.5,6,0.6
26/07/2016,18:00,234,1.4,10.0,0.4,16.5,43.4,0.0,1016,0.004,0.011,0.015,0.000,1.9,12.7,1.8,7,0.7
26/07/2016,19:00,228,1.7,10.1,0.3,15.2,47.7,0.0,1017,0.000,0.008,0.008,0.000,1.9,15.2,7.0,7,1.2
26/07/2016,20:00,228,2.4,7.5,0.5,15.9,41.2,0.0,1017,0.000,0.003,0.003,0.000,1.8,9.9,4.4,4,0.6
26/07/2016,21:00,219,2.3,9.0,0.5,15.5,40.9,0.0,1018,0.002,0.003,0.005,0.000,1.8,7.5,4.2,3,0.4
26/07/2016,22:00,213,1.3,36.7,0.5,14.5,44.0,0.0,1018,0.001,0.004,0.004,0.000,1.8,6.7,4.8,4,0.5
26/07/2016,23:00,214,1.9,33.3,1.0,13.5,47.6,0.0,1018,0.000,0.004,0.004,0.000,1.8,14.2,4.8,4,0.5
27/07/2016,00:00,216,2.0,13.9,0.6,13.5,45.1,0.0,1019,,,,,1.8,5.6,0.9,,0.5
27/07/2016,01:00,199,1.9,20.8,0.6,12.4,50.1,0.0,1018,0.000,0.004,0.004,0.002,1.8,8.8,1.7,5,0.5
27/07/2016,02:00,212,2.5,10.1,0.6,12.6,48.2,0.0,1018,0.000,0.005,0.005,0.006,1.8,10.2,3.5,4,0.4
27/07/2016,03:00,215,2.0,9.6,0.4,12.0,50.1,0.0,1018,0.000,0.002,0.002,0.004,1.8,7.3,5.0,5,0.4
27/07/2016,04:00,189,1.6,18.5,0.3,10.9,54.5,0.0,1018,0.000,0.003,0.003,0.002,1.8,20.3,3.7,7,0.4
27/07/2016,05:00,179,1.6,19.6,0.4,9.7,59.6,0.0,1020,0.003,0.005,0.008,0.000,1.8,53.6,1.2,8,0.5
27/07/2016,06:00,182,1.9,18.3,0.5,9.6,60.0,0.0,1020,0.001,0.002,0.003,0.000,1.8,73.3,4.9,5,0.5
27/07/2016,07:00,192,1.7,23.9,0.6,11.5,54.7,0.0,1021,0.001,0.003,0.003,0.000,1.8,45.5,3.3,5,0.4
27/07/2016,08:00,201,2.6,20.4,1.1,13.6,42.8,0.0,1021,0.002,0.004,0.005,0.002,1.8,15.0,0.7,4,0.3
27/07/2016,09:00,185,3.9,18.7,1.3,14.7,38.0,0.0,1021,0.002,0.003,0.004,0.002,1.8,16.8,-0.7,5,0.3
27/07/2016,10:00,189,4.0,22.5,1.4,15.8,34.8,0.0,1020,0.001,0.002,0.003,0.001,1.8,46.1,0.7,6,0.3
27/07/2016,11:00,198,2.9,37.7,1.3,17.2,31.5,0.0,1019,0.000,0.002,0.002,0.001,1.8,82.0,0.6,9,0.3
27/07/2016,12:00,217,2.5,39.2,1.3,18.5,27.3,0.0,1019,0.000,0.001,0.001,0.000,1.8,44.0,12.3,4,0.3
27/07/2016,13:00,222,1.6,61.6,1.3,19.7,24.8,0.0,1018,0.000,0.000,0.000,0.000,1.8,,,4,0.3
27/07/2016,14:00,203,1.2,61.1,1.2,20.5,23.8,0.0,1017,0.000,0.002,0.002,0.001,1.8,,,5,0.3
27/07/2016,15:00,116,0.1,118.7,1.0,20.9,24.0,0.0,1017,0.001,0.003,0.004,0.001,1.8,25.9,2.5,4,0.4
27/07/2016,16:00,141,0.6,83.4,0.9,21.1,24.4,0.0,1017,0.000,0.002,0.002,0.001,1.8,28.7,3.9,5,0.4
27/07/2016,17:00,18,3.5,12.9,1.0,18.9,40.3,0.0,1018,0.000,0.002,0.002,0.001,1.8,10.1,0.1,2,0.3
27/07/2016,18:00,320,2.3,22.4,0.6,17.1,46.8,0.0,1019,0.000,0.001,0.001,0.001,1.8,4.1,0.0,3,0.3
27/07/2016,19:00,302,2.3,10.0,0.6,16.1,49.0,0.0,1020,0.000,0.001,0.001,0.000,1.8,35.0,2.5,6,0.3
27/07/2016,20:00,276,1.0,65.4,0.9,15.0,51.9,0.0,1020,0.001,0.007,0.008,0.000,1.8,77.1,3.2,13,0.8
27/07/2016,21:00,232,1.0,39.7,0.5,13.0,59.4,0.0,1020,0.001,0.005,0.006,0.000,1.8,122.1,6.9,9,0.9
27/07/2016,22:00,197,1.7,14.4,0.4,13.6,49.9,0.0,1021,0.000,0.002,0.002,0.000,1.8,98.8,4.7,5,0.4
27/07/2016,23:00,209,1.6,41.2,0.7,13.6,48.7,0.0,1021,0.000,0.004,0.004,0.001,1.8,50.6,0.3,6,0.5
28/07/2016,00:00,186,1.9,20.7,0.4,11.8,54.4,0.0,1021,,,,,1.8,26.4,-1.1,,0.6
28/07/2016,01:00,222,2.7,7.1,0.5,12.7,47.5,0.0,1020,0.000,0.003,0.003,0.002,,34.4,5.5,22,0.6
28/07/2016,02:00,214,3.1,9.7,0.6,13.0,46.8,0.0,1020,0.000,0.002,0.002,0.003,,13.7,3.7,18,0.5
28/07/2016,03:00,211,2.8,9.9,0.6,12.6,49.0,0.0,1020,0.002,0.006,0.008,0.010,,24.3,6.9,17,0.5
28/07/2016,04:00,219,2.9,9.5,0.6,12.5,49.4,0.0,1020,0.000,0.004,0.004,0.005,,8.8,5.9,18,0.6
28/07/2016,05:00,214,3.0,8.8,0.7,12.7,49.5,0.0,1021,0.000,0.002,0.002,0.004,,19.9,10.3,15,0.5
28/07/2016,06:00,207,2.6,11.7,0.7,12.7,50.8,0.0,1022,0.000,0.003,0.003,0.006,,19.3,8.7,16,0.6
28/07/2016,07:00,186,1.9,20.0,0.6,13.8,51.6,0.0,1022,0.001,0.003,0.004,0.006,,22.4,8.1,17,0.5
28/07/2016,08:00,188,2.0,25.4,0.7,16.0,46.7,0.0,1022,0.001,0.003,0.004,0.005,,34.2,5.9,13,0.4
28/07/2016,09:00,156,2.2,24.0,0.9,18.0,39.6,0.0,1023,0.016,0.012,0.028,0.014,,23.5,5.7,7,0.4
28/07/2016,10:00,101,2.7,24.9,1.3,19.1,38.8,0.0,1022,0.007,0.009,0.016,0.010,,16.3,7.6,7,0.4
28/07/2016,11:00,93,5.2,8.4,0.8,20.3,31.1,0.0,1022,0.002,0.005,0.006,0.003,,11.8,4.0,7,0.4
28/07/2016,12:00,91,5.0,8.7,0.8,20.5,31.5,0.0,1021,0.000,0.001,0.001,0.001,,11.4,2.3,6,0.4
28/07/2016,13:00,90,4.9,9.1,0.7,20.9,31.8,0.0,1020,0.000,0.002,0.002,0.001,,5.3,-2.3,6,0.4
28/07/2016,14:00,91,4.4,10.8,0.8,20.9,32.3,0.0,1020,0.000,0.002,0.002,0.002,,11.8,1.1,6,0.4
28/07/2016,15:00,94,3.6,13.1,0.7,20.8,33.9,0.0,1020,0.000,0.002,0.002,0.001,,6.9,-1.5,5,0.4
28/07/2016,16:00,86,3.5,12.5,0.7,20.6,33.7,0.0,1020,0.000,0.002,0.002,0.001,,7.9,-0.2,4,0.4
28/07/2016,17:00,59,2.5,19.1,0.7,19.9,38.5,0.0,1020,0.000,0.002,0.002,0.000,,1.9,-3.2,4,0.4
28/07/2016,18:00,13,1.7,154.3,0.8,19.0,43.9,0.0,1020,0.000,0.001,0.001,0.000,,4.3,-0.8,6,0.4
28/07/2016,19:00,308,1.4,11.7,0.5,17.8,49.4,0.0,1021,0.000,0.001,0.001,0.000,,89.8,5.4,9,0.5
28/07/2016,20:00,265,0.6,35.9,0.3,17.1,52.6,0.0,1021,0.000,0.004,0.004,0.000,,58.5,6.0,16,1.4
28/07/2016,21:00,210,1.2,19.3,0.6,15.7,60.8,0.0,1021,0.000,0.001,0.001,0.000,,84.6,9.4,11,0.6
28/07/2016,22:00,222,2.5,8.0,0.5,14.8,63.5,0.0,1021,0.000,0.003,0.003,0.001,,43.4,3.2,8,0.5
28/07/2016,23:00,216,2.3,14.7,0.5,15.1,58.8,0.0,1021,0.000,0.004,0.004,0.000,,25.9,4.1,9,0.6
29/07/2016,00:00,188,1.8,11.0,0.3,14.3,62.7,0.0,1021,,,,,,50.4,6.0,,0.6
29/07/2016,01:00,205,1.4,16.7,0.6,14.0,64.2,0.0,1021,0.000,0.006,0.006,0.002,,28.3,5.3,10,0.6
29/07/2016,02:00,200,1.5,14.0,0.3,13.5,66.3,0.0,1020,0.000,0.005,0.005,0.002,,26.3,4.9,10,0.7
29/07/2016,03:00,204,1.5,10.2,0.4,12.8,69.5,0.0,1020,0.000,0.004,0.004,0.002,,22.3,6.4,9,0.6
29/07/2016,04:00,220,2.5,8.7,0.9,12.8,70.8,0.0,1021,0.000,0.004,0.004,0.003,,10.5,3.7,7,0.5
29/07/2016,05:00,210,2.5,12.2,0.7,12.8,70.4,0.0,1021,0.000,0.005,0.005,0.003,,7.0,3.2,7,0.5
29/07/2016,06:00,210,2.9,8.5,0.6,13.3,68.7,0.0,1022,0.001,0.006,0.007,0.008,,9.3,3.4,8,0.5
29/07/2016,07:00,204,2.8,11.4,0.6,15.0,65.2,0.0,1023,0.002,0.005,0.007,0.006,,3.5,-2.3,6,0.5
29/07/2016,08:00,202,2.4,18.7,0.6,17.4,63.0,0.0,1023,0.004,0.007,0.010,0.006,,13.0,0.4,7,0.6
29/07/2016,09:00,144,2.2,25.7,0.6,19.9,61.5,0.0,1024,0.013,0.014,0.026,0.009,,20.6,2.7,8,0.6
29/07/2016,10:00,106,4.3,6.7,1.4,21.0,56.8,0.0,1024,0.003,0.004,0.006,0.004,,20.7,5.3,5,0.5
29/07/2016,11:00,109,4.8,5.8,0.7,21.5,55.1,0.0,1023,0.000,0.000,0.000,0.001,,25.1,4.5,4,0.4
29/07/2016,12:00,105,4.7,7.0,0.6,21.9,53.8,0.0,1022,0.000,0.001,0.001,0.001,,20.8,4.9,4,0.4
29/07/2016,13:00,92,5.1,7.6,0.7,22.3,50.4,0.0,1022,0.000,0.001,0.001,0.001,,18.9,4.7,4,0.4
29/07/2016,14:00,90,5.1,11.6,0.9,22.6,45.8,0.0,1021,0.000,0.001,0.001,0.001,,25.9,3.4,6,0.5
29/07/2016,15:00,91,5.6,6.6,0.8,22.0,51.6,0.0,1021,0.000,0.002,0.002,0.001,,21.8,1.4,6,0.5
29/07/2016,16:00,94,5.1,6.7,0.8,21.4,56.7,0.0,1022,0.000,0.001,0.001,0.001,,20.7,3.3,4,0.4
29/07/2016,17:00,98,5.1,5.5,0.8,20.6,61.8,0.0,1022,0.000,0.002,0.002,0.000,,23.0,3.6,4,0.5
29/07/2016,18:00,103,5.0,4.7,0.8,20.2,66.7,0.0,1022,0.000,0.005,0.005,0.000,,27.2,0.5,5,0.7
29/07/2016,19:00,107,5.0,5.3,0.8,20.0,69.0,0.0,1023,0.000,0.001,0.001,0.000,,14.6,-1.9,5,0.6
29/07/2016,20:00,116,4.4,10.1,1.0,19.9,71.1,0.0,1023,0.000,0.004,0.004,0.000,,20.6,2.6,5,0.6
29/07/2016,21:00,148,2.9,23.2,0.9,19.1,73.4,0.0,1023,0.000,0.004,0.004,0.000,,15.3,1.9,6,0.6
29/07/2016,22:00,184,2.1,8.5,0.4,17.2,76.2,0.0,1023,0.000,0.002,0.002,0.000,,16.2,2.2,10,0.5
29/07/2016,23:00,180,2.5,9.2,0.6,17.0,75.0,0.0,1023,0.000,0.003,0.003,0.001,,17.7,3.5,9,0.5
30/07/2016,00:00,186,1.8,11.6,0.5,16.8,73.6,0.0,1023,,,,,,14.9,0.8,,0.6
30/07/2016,01:00,191,1.2,12.5,0.4,16.5,73.9,0.0,1022,0.000,0.002,0.002,0.000,,8.7,-1.6,9,0.5
30/07/2016,02:00,196,1.5,11.6,0.3,16.3,74.6,0.0,1022,0.000,0.001,0.001,0.000,,8.2,-1.8,7,0.4
30/07/2016,03:00,192,1.5,12.2,0.4,16.3,75.0,0.0,1022,0.000,0.001,0.001,0.000,,9.1,-0.4,5,0.3
30/07/2016,04:00,157,1.0,40.8,0.5,16.4,75.2,0.0,1022,0.000,0.002,0.002,0.000,,11.9,0.0,5,0.6
30/07/2016,05:00,185,1.6,10.4,0.3,16.0,76.4,0.0,1023,0.000,0.002,0.002,0.000,,18.2,4.1,6,0.4
30/07/2016,06:00,192,1.8,10.4,0.4,16.2,76.0,0.0,1023,0.000,0.004,0.004,0.000,,14.4,0.1,6,0.5
30/07/2016,07:00,168,2.2,13.9,0.5,17.4,72.8,0.0,1024,0.001,0.003,0.003,0.000,,13.6,1.2,5,0.5
30/07/2016,08:00,115,2.6,29.9,1.4,19.6,66.2,0.0,1024,0.003,0.006,0.008,0.001,,42.7,6.2,7,0.5
30/07/2016,09:00,108,4.9,6.4,0.7,20.8,62.7,0.0,1025,0.001,0.003,0.004,0.001,,31.2,5.2,5,0.5
30/07/2016,10:00,106,5.7,4.8,0.8,21.3,61.7,0.0,1025,0.000,0.002,0.002,0.000,,23.5,-1.0,5,0.3
30/07/2016,11:00,110,5.6,5.7,0.9,21.7,60.6,0.0,1024,0.000,0.002,0.002,0.000,,26.0,3.1,6,0.4
30/07/2016,12:00,111,6.0,5.3,0.8,21.7,61.9,0.0,1023,0.000,0.001,0.001,0.000,,28.3,3.4,4,0.3
30/07/2016,13:00,108,6.3,5.6,0.9,21.7,61.5,0.0,1023,0.000,0.001,0.001,0.000,,18.2,-1.0,5,0.3
30/07/2016,14:00,106,6.9,4.3,1.0,21.9,61.2,0.0,1022,0.001,0.002,0.003,0.000,,38.3,5.1,5,0.3
30/07/2016,15:00,106,6.5,5.7,0.9,21.6,62.6,0.0,1022,0.000,0.002,0.002,0.000,,21.8,1.8,5,0.4
30/07/2016,16:00,107,6.2,4.4,0.9,21.2,64.5,0.0,1022,0.000,0.002,0.002,0.000,,32.0,2.2,5,0.3
30/07/2016,17:00,105,5.6,4.4,1.0,20.9,66.9,0.0,1023,0.000,0.003,0.003,0.000,,41.4,3.5,6,0.4
30/07/2016,18:00,106,5.5,6.6,0.9,20.7,67.3,0.0,1023,0.000,0.005,0.005,0.000,,21.7,1.1,6,0.4
30/07/2016,19:00,121,5.9,8.5,1.2,20.5,67.4,0.0,1023,0.001,0.012,0.013,0.000,,17.2,3.3,6,0.4
30/07/2016,20:00,133,4.1,9.4,0.9,20.0,69.2,0.0,1024,0.001,0.009,0.010,0.000,,20.4,6.2,11,0.6
30/07/2016,21:00,131,3.7,11.0,0.8,20.0,69.2,0.0,1024,0.000,0.011,0.011,0.000,,19.7,3.9,8,0.7
30/07/2016,22:00,139,3.9,8.9,0.8,19.9,68.3,0.0,1024,0.000,0.006,0.006,0.001,,14.3,0.3,7,0.6
30/07/2016,23:00,142,3.2,10.6,0.8,19.8,68.5,0.0,1024,0.001,0.014,0.015,0.002,,14.3,4.8,7,0.7
31/07/2016,00:00,159,2.6,15.2,0.5,19.5,68.7,0.0,1023,,,,,,13.7,1.2,,0.5
31/07/2016,01:00,152,2.1,15.9,0.5,19.4,70.1,0.0,1022,0.000,0.008,0.008,0.002,,10.3,-1.0,6,0.8
31/07/2016,02:00,166,1.7,10.8,0.4,19.2,70.7,0.0,1022,0.000,0.015,0.015,0.003,,22.0,-0.5,6,0.4
31/07/2016,03:00,158,1.5,26.5,0.7,19.2,71.9,0.0,1022,0.000,0.010,0.010,0.002,,21.7,0.3,7,0.5
31/07/2016,04:00,189,0.9,25.6,0.4,19.0,72.9,0.0,1022,0.000,0.007,0.007,0.001,,15.4,-1.2,7,0.5
31/07/2016,05:00,139,1.1,52.3,1.0,19.0,72.9,0.0,1022,0.000,0.007,0.007,0.002,,20.5,1.6,7,0.5
31/07/2016,06:00,190,1.4,19.2,0.5,19.0,72.6,0.0,1023,0.001,0.011,0.012,0.002,,15.8,2.0,8,0.6
31/07/2016,07:00,192,1.9,18.6,0.5,19.2,71.9,0.0,1023,0.001,0.009,0.010,0.004,,15.3,4.8,7,0.7
31/07/2016,08:00,194,2.0,17.9,0.5,19.8,69.5,0.0,1024,0.002,0.007,0.009,0.002,,18.9,5.5,7,0.5
31/07/2016,09:00,160,2.7,11.5,0.6,20.5,67.1,0.0,1024,0.017,0.017,0.034,0.009,,18.4,3.0,6,0.4
31/07/2016,10:00,134,2.0,28.1,0.6,21.4,66.1,0.0,1023,0.019,0.019,0.038,0.014,,16.7,3.5,8,0.5
31/07/2016,11:00,109,2.1,11.9,0.5,22.0,63.9,0.0,1022,0.008,0.009,0.017,0.007,,18.6,5.3,9,0.5
31/07/2016,12:00,100,2.4,55.1,2.0,22.6,60.5,0.0,1021,0.001,0.004,0.005,0.003,,20.7,6.8,7,0.5
31/07/2016,13:00,104,4.3,6.7,0.7,22.4,65.9,0.0,1020,0.000,0.001,0.001,0.001,,16.6,4.7,6,0.5
31/07/2016,14:00,107,4.6,5.2,0.6,22.5,63.8,0.0,1020,0.000,0.001,0.001,0.000,,13.4,2.0,6,0.4
31/07/2016,15:00,104,4.2,9.1,0.7,22.6,62.7,0.0,1019,0.000,0.001,0.001,0.000,,18.2,5.0,6,0.4
31/07/2016,16:00,75,4.2,9.6,0.9,22.4,60.0,0.0,1019,0.000,0.001,0.001,0.000,,17.8,0.4,6,0.5
31/07/2016,17:00,90,3.4,6.2,0.6,21.4,67.6,0.0,1020,0.000,0.002,0.002,0.000,,28.9,3.1,6,0.5
31/07/2016,18:00,90,3.9,6.2,0.6,20.9,73.2,0.0,1020,0.000,0.000,0.000,0.000,,16.0,4.1,6,0.4
31/07/2016,19:00,96,3.0,6.4,0.6,20.6,76.2,0.0,1020,0.000,0.001,0.001,0.000,,15.0,3.1,5,0.4
31/07/2016,20:00,81,0.9,41.9,0.7,20.3,77.9,0.0,1020,0.000,0.001,0.001,0.000,,13.6,0.7,7,0.6
31/07/2016,21:00,140,1.4,21.6,0.4,20.2,82.2,0.0,1020,0.000,0.001,0.001,0.000,,13.3,-0.6,7,0.5
31/07/2016,22:00,179,1.5,29.7,0.4,19.5,85.0,0.0,1020,0.000,0.005,0.005,0.000,,11.7,1.1,10,0.6
31/07/2016,23:00,197,1.6,15.1,0.3,19.2,86.3,0.0,1020,0.000,0.006,0.006,0.000,,15.3,1.1,10,0.5
01/08/2016,00:00,191,2.0,18.2,0.4,18.6,86.1,0.0,1020,,,,,,12.6,2.6,,0.5
01/08/2016,01:00,214,1.8,9.0,0.3,18.3,86.1,0.0,1019,0.001,0.011,0.012,0.000,,14.1,4.6,11,0.6
01/08/2016,02:00,216,1.6,13.3,0.3,18.1,85.2,0.0,1019,0.000,0.004,0.004,0.000,,18.7,7.2,8,0.4
01/08/2016,03:00,209,1.5,10.3,0.3,17.9,83.9,0.0,1018,0.000,0.005,0.005,0.000,,9.3,0.1,8,0.4
01/08/2016,04:00,201,1.4,21.9,0.6,17.3,85.5,0.0,1018,0.000,0.004,0.004,0.000,,6.2,-0.8,7,0.5
01/08/2016,05:00,204,1.2,20.6,0.6,17.4,84.1,0.0,1018,0.002,0.008,0.009,0.000,,18.6,3.4,10,0.8
01/08/2016,06:00,212,2.2,9.1,0.5,17.2,83.9,0.0,1018,0.001,0.007,0.008,0.000,,25.9,5.3,9,0.6
01/08/2016,07:00,179,1.6,33.0,0.5,18.8,79.3,0.0,1019,0.002,0.007,0.009,0.002,,22.3,5.8,9,0.7
01/08/2016,08:00,153,1.7,22.5,0.5,19.8,75.9,0.0,1019,0.002,0.006,0.008,0.000,,17.8,4.2,10,0.8
01/08/2016,09:00,118,2.0,15.4,0.5,21.0,72.7,0.0,1019,0.006,0.009,0.015,0.001,,19.3,4.3,11,0.9
01/08/2016,10:00,124,2.7,10.2,0.6,21.7,71.8,0.0,1019,0.001,0.003,0.004,0.001,,30.9,7.4,8,0.6
01/08/2016,11:00,124,2.6,11.7,0.7,22.1,68.1,0.0,1018,0.000,0.001,0.001,0.000,,25.6,4.5,8,0.6
01/08/2016,12:00,124,2.4,17.7,0.9,22.4,66.2,0.0,1017,0.001,0.002,0.003,0.000,,33.4,7.9,8,0.6
01/08/2016,13:00,97,3.2,14.4,0.8,22.6,66.5,0.0,1016,0.000,0.001,0.001,0.000,,26.3,5.1,6,0.5
01/08/2016,14:00,56,4.0,15.3,0.9,22.8,62.7,0.0,1015,0.000,0.002,0.002,0.000,,16.6,6.0,6,0.6
01/08/2016,15:00,47,4.2,9.8,0.9,22.8,63.3,0.0,1015,0.000,0.001,0.001,0.000,,15.1,2.8,6,0.5
01/08/2016,16:00,51,4.9,8.1,1.2,22.6,62.3,0.0,1014,0.000,0.001,0.001,0.000,,12.1,2.1,5,0.5
01/08/2016,17:00,57,4.5,10.5,0.8,22.2,64.4,0.0,1014,0.000,0.001,0.001,0.000,,7.8,0.0,5,0.6
01/08/2016,18:00,64,3.5,9.7,0.7,21.8,68.5,0.0,1014,0.000,0.002,0.002,0.000,,6.1,-0.6,6,0.7
01/08/2016,19:00,65,3.6,10.4,1.0,21.9,68.4,0.0,1015,0.000,0.003,0.003,0.000,,6.7,0.7,6,0.8
01/08/2016,20:00,81,3.1,10.4,0.7,21.5,75.3,0.0,1015,0.000,0.004,0.004,0.000,,10.3,2.6,6,0.6
01/08/2016,21:00,64,3.9,10.7,1.1,21.8,73.6,0.0,1015,0.000,0.001,0.001,0.000,,6.6,-2.2,5,0.4
01/08/2016,22:00,67,4.1,16.9,1.0,21.7,73.0,0.0,1015,0.000,0.001,0.001,0.000,,9.3,2.2,5,0.4
01/08/2016,23:00,40,5.5,7.0,1.1,22.0,68.2,0.0,1014,0.000,0.000,0.000,0.000,,12.9,6.9,4,0.3
02/08/2016,00:00,28,4.0,8.8,0.7,21.7,70.9,0.0,1014,,,,,,7.6,1.3,,0.3
02/08/2016,01:00,20,2.8,10.0,0.7,21.6,66.4,0.0,1013,0.000,0.000,0.000,0.000,,6.3,-0.2,4,0.3
02/08/2016,02:00,19,2.8,7.2,0.5,21.5,65.8,0.0,1013,0.000,0.000,0.000,0.000,,7.5,1.1,4,0.3
02/08/2016,03:00,25,2.8,12.7,0.7,21.5,68.7,0.0,1012,0.000,0.001,0.001,0.000,,5.5,-0.8,5,0.3
02/08/2016,04:00,332,1.7,31.6,0.5,21.2,72.7,0.0,1012,0.001,0.001,0.001,0.000,,11.1,-0.3,9,0.4
02/08/2016,05:00,324,2.4,11.1,1.2,20.7,73.0,0.0,1013,0.000,0.002,0.002,0.000,,71.6,1.2,5,0.4
02/08/2016,06:00,312,1.4,33.2,0.6,20.0,77.7,0.0,1014,0.000,0.003,0.003,0.000,,31.1,2.1,7,0.4
02/08/2016,07:00,10,2.9,171.1,1.6,19.6,84.0,0.0,1015,0.000,0.001,0.001,0.000,,13.3,-1.1,4,0.4
02/08/2016,08:00,351,2.6,27.2,1.6,20.1,83.5,0.0,1015,0.000,0.001,0.001,0.000,,-0.9,-3.5,4,0.3
02/08/2016,09:00,10,3.7,172.2,1.5,21.3,75.7,0.0,1015,0.000,0.000,0.000,0.000,,1.4,-1.7,4,0.3
02/08/2016,10:00,337,4.3,9.1,0.9,22.5,71.4,0.0,1014,0.000,0.000,0.000,0.000,,1.4,-2.6,6,0.3
02/08/2016,11:00,350,4.3,13.2,1.2,24.5,60.7,0.0,1013,0.000,0.000,0.000,0.000,,10.5,3.2,7,0.3
02/08/2016,12:00,359,5.1,11.2,1.2,25.1,55.7,0.0,1012,0.000,0.000,0.000,0.000,,13.3,3.3,6,0.3
02/08/2016,13:00,1,5.2,11.8,1.4,25.4,53.5,0.0,1011,0.000,0.000,0.000,0.000,,16.0,8.0,6,0.3
02/08/2016,14:00,2,5.2,11.2,1.4,24.9,56.1,0.0,1010,0.000,0.000,0.000,0.000,,13.3,5.5,6,0.3
02/08/2016,15:00,4,5.3,12.4,1.4,25.1,55.1,0.0,1010,0.000,0.000,0.000,0.000,,7.8,-0.7,6,0.3
02/08/2016,16:00,5,5.6,11.0,1.4,24.5,57.4,0.0,1010,0.000,0.000,0.000,0.000,,11.3,4.4,6,0.3
02/08/2016,17:00,11,3.7,178.6,1.2,23.3,68.0,0.0,1010,0.000,0.001,0.001,0.000,,9.9,2.0,7,0.3
02/08/2016,18:00,3,3.1,14.7,1.0,22.3,75.7,0.0,1011,0.000,0.001,0.001,0.000,,10.1,0.1,7,0.3
02/08/2016,19:00,318,2.4,17.7,0.5,22.0,78.2,0.0,1012,0.000,0.000,0.000,0.000,,9.1,0.0,7,0.3
02/08/2016,20:00,343,3.1,17.0,1.0,22.0,81.3,0.0,1012,0.001,0.001,0.001,0.000,,14.9,-2.5,8,0.4
02/08/2016,21:00,347,4.5,9.7,1.0,21.8,83.3,0.0,1012,0.000,0.000,0.000,0.000,,9.1,-2.2,8,0.3
02/08/2016,22:00,343,4.9,7.7,1.0,21.9,83.6,0.0,1012,0.000,0.000,0.000,0.000,,8.0,-1.7,8,0.3
02/08/2016,23:00,343,4.8,7.3,1.0,22.1,83.1,0.0,1012,0.000,0.000,0.000,0.000,,14.1,3.7,9,0.3
03/08/2016,00:00,341,5.1,8.3,1.2,22.2,81.8,0.0,1011,,,,,,15.0,4.3,,0.3
03/08/2016,01:00,331,6.0,6.7,1.1,22.2,79.9,0.0,1011,0.000,0.000,0.000,0.000,,12.8,1.2,7,0.3
