Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Sulfur Dioxide (ppm),PM10 (ug/m^3)
01/01/2015,00:00,,,,,31.7,,6.5
01/01/2015,01:00,,,,,32.1,0.001,11.7
01/01/2015,02:00,,,,,31.2,0.001,35.3
01/01/2015,03:00,,,,,30.5,0.002,26.1
01/01/2015,04:00,,,,,29.7,0.004,21.8
01/01/2015,05:00,,,,,29.4,0.021,41.4
01/01/2015,06:00,,,,,29.0,0.002,10.6
01/01/2015,07:00,,,,,29.8,0.002,6.3
01/01/2015,08:00,,,,,32.1,0.002,
01/01/2015,09:00,,,,,35.2,0.001,
01/01/2015,10:00,,,,,35.9,0.001,8.3
01/01/2015,11:00,,,,,38.5,0.001,7.9
01/01/2015,12:00,,,,,38.2,0.001,7.5
01/01/2015,13:00,,,,,40.0,0.000,6.0
01/01/2015,14:00,,,,,41.0,0.003,9.0
01/01/2015,15:00,,,,,42.2,0.004,8.9
01/01/2015,16:00,,,,,41.2,0.042,14.7
01/01/2015,17:00,,,,,40.3,0.024,16.9
01/01/2015,18:00,,,,,37.6,0.008,22.9
01/01/2015,19:00,,,,,34.9,0.002,108.6
01/01/2015,20:00,,,,,30.8,0.001,26.5
01/01/2015,21:00,,,,,29.9,0.001,10.7
01/01/2015,22:00,,,,,29.3,0.001,9.4
01/01/2015,23:00,,,,,29.0,0.001,6.9
02/01/2015,00:00,,,,,28.7,,14.0
02/01/2015,01:00,,,,,28.7,0.001,14.1
02/01/2015,02:00,,,,,29.0,0.001,6.7
02/01/2015,03:00,,,,,28.7,0.001,3.9
02/01/2015,04:00,,,,,28.7,0.001,6.6
02/01/2015,05:00,,,,,28.3,0.001,5.6
02/01/2015,06:00,,,,,28.4,0.001,12.9
02/01/2015,07:00,,,,,28.6,0.001,20.2
02/01/2015,08:00,,,,,31.0,0.001,14.7
02/01/2015,09:00,,,,,32.7,0.001,9.6
02/01/2015,10:00,,,,,35.3,0.001,8.5
02/01/2015,11:00,,,,,37.3,0.001,6.9
02/01/2015,12:00,,,,,38.0,0.001,
02/01/2015,13:00,,,,,37.7,0.001,10.3
02/01/2015,14:00,,,,,35.6,0.001,48.2
02/01/2015,15:00,,,,,31.8,0.016,114.6
02/01/2015,16:00,,,,,32.3,0.070,61.7
02/01/2015,17:00,,,,,31.2,0.013,27.8
02/01/2015,18:00,,,,,29.4,0.005,14.9
02/01/2015,19:00,,,,,25.9,0.002,21.3
02/01/2015,20:00,,,,,25.0,0.001,14.0
02/01/2015,21:00,,,,,23.9,0.001,4.3
02/01/2015,22:00,,,,,23.9,0.001,6.2
02/01/2015,23:00,,,,,23.8,0.001,5.0
03/01/2015,00:00,,,,,23.9,,4.3
03/01/2015,01:00,,,,,24.0,0.001,2.2
03/01/2015,02:00,,,,,24.1,0.001,4.4
03/01/2015,03:00,,,,,24.2,0.001,7.7
03/01/2015,04:00,,,,,24.0,0.001,7.5
03/01/2015,05:00,,,,,23.4,0.001,3.4
03/01/2015,06:00,,,,,23.0,0.001,7.3
03/01/2015,07:00,,,,,23.9,0.001,9.6
03/01/2015,08:00,,,,,25.0,0.001,11.5
03/01/2015,09:00,,,,,25.7,0.001,
03/01/2015,10:00,,,,,28.1,0.001,9.1
03/01/2015,11:00,,,,,29.9,0.001,7.0
03/01/2015,12:00,,,,,33.5,0.001,2.8
03/01/2015,13:00,,,,,35.8,0.001,
03/01/2015,14:00,,,,,36.8,0.001,
03/01/2015,15:00,,,,,37.1,0.001,3.1
03/01/2015,16:00,,,,,36.9,0.001,
03/01/2015,17:00,,,,,37.0,0.001,4.4
03/01/2015,18:00,,,,,36.1,0.001,6.1
03/01/2015,19:00,,,,,31.6,0.001,7.2
03/01/2015,20:00,,,,,30.3,0.001,9.5
03/01/2015,21:00,,,,,29.6,0.001,9.0
03/01/2015,22:00,,,,,28.9,0.001,8.0
03/01/2015,23:00,,,,,28.5,0.001,5.8
04/01/2015,00:00,,,,,27.9,,5.0
04/01/2015,01:00,,,,,27.5,0.001,8.2
04/01/2015,02:00,,,,,27.1,0.001,8.8
04/01/2015,03:00,,,,,26.5,0.001,9.9
04/01/2015,04:00,,,,,25.9,0.001,8.8
04/01/2015,05:00,,,,,25.5,0.001,11.7
04/01/2015,06:00,,,,,26.7,0.001,17.3
04/01/2015,07:00,,,,,30.0,0.001,13.5
04/01/2015,08:00,,,,,31.6,0.001,7.5
04/01/2015,09:00,,,,,33.1,0.001,5.3
04/01/2015,10:00,,,,,35.4,0.001,
04/01/2015,11:00,,,,,37.3,0.001,2.8
04/01/2015,12:00,,,,,38.6,0.001,3.8
04/01/2015,13:00,,,,,32.0,0.008,46.3
04/01/2015,14:00,,,,,28.0,0.004,24.1
04/01/2015,15:00,,,,,27.7,0.003,35.0
04/01/2015,16:00,,,,,29.9,0.007,17.7
04/01/2015,17:00,,,,,32.4,0.005,12.9
04/01/2015,18:00,,,,,31.8,0.003,13.2
04/01/2015,19:00,,,,,30.0,0.003,15.2
04/01/2015,20:00,,,,,29.4,0.002,11.8
04/01/2015,21:00,,,,,28.0,0.002,9.9
04/01/2015,22:00,,,,,26.8,0.001,
04/01/2015,23:00,,,,,26.2,0.001,6.1
05/01/2015,00:00,,,,,25.7,,1.4
05/01/2015,01:00,,,,,25.3,0.001,1.3
05/01/2015,02:00,,,,,25.2,0.001,1.9
05/01/2015,03:00,,,,,24.8,0.001,3.5
05/01/2015,04:00,,,,,24.6,0.001,3.2
05/01/2015,05:00,,,,,24.8,0.001,4.6
05/01/2015,06:00,,,,,25.1,0.001,7.3
05/01/2015,07:00,,,,,26.3,0.001,8.4
05/01/2015,08:00,,,,,27.5,0.001,8.0
05/01/2015,09:00,,,,,30.8,0.001,5.7
05/01/2015,10:00,,,,,32.1,0.001,5.2
05/01/2015,11:00,,,,,34.0,0.001,6.1
05/01/2015,12:00,,,,,33.8,0.001,4.1
05/01/2015,13:00,,,,,33.4,0.001,5.5
05/01/2015,14:00,,,,,33.0,0.027,12.7
05/01/2015,15:00,,,,,33.2,0.054,26.8
05/01/2015,16:00,,,,,32.7,0.040,14.4
05/01/2015,17:00,,,,,31.0,0.007,16.8
05/01/2015,18:00,,,,,31.4,0.006,16.0
05/01/2015,19:00,,,,,29.7,0.003,12.4
05/01/2015,20:00,,,,,28.9,0.001,10.7
05/01/2015,21:00,,,,,28.6,0.001,8.8
05/01/2015,22:00,,,,,28.1,0.001,9.8
05/01/2015,23:00,,,,,27.5,0.001,4.2
06/01/2015,00:00,,,,,27.3,,5.0
06/01/2015,01:00,,,,,27.1,0.001,5.9
06/01/2015,02:00,,,,,23.3,0.001,
06/01/2015,03:00,,,,,22.9,0.001,4.8
06/01/2015,04:00,,,,,23.0,0.001,1.8
06/01/2015,05:00,,,,,23.1,0.001,5.2
06/01/2015,06:00,,,,,23.3,0.001,14.0
06/01/2015,07:00,,,,,24.3,0.001,19.0
06/01/2015,08:00,,,,,26.6,0.001,51.5
06/01/2015,09:00,,,,,28.1,0.001,45.9
06/01/2015,10:00,,,,,29.7,0.001,38.7
06/01/2015,11:00,,,,,31.5,0.001,49.6
06/01/2015,12:00,,,,,34.1,0.001,59.0
06/01/2015,13:00,,,,,34.3,0.001,26.2
06/01/2015,14:00,,,,,35.4,0.001,32.9
06/01/2015,15:00,,,,,36.5,0.001,43.2
06/01/2015,16:00,,,,,29.9,0.001,66.3
06/01/2015,17:00,,,,,24.5,0.001,10.2
06/01/2015,18:00,,,,,23.6,0.001,5.2
06/01/2015,19:00,,,,,23.8,0.001,9.9
06/01/2015,20:00,,,,,24.5,0.136,30.0
06/01/2015,21:00,,,,,23.7,0.018,
06/01/2015,22:00,,,,,23.3,0.003,
06/01/2015,23:00,,,,,23.5,0.002,
07/01/2015,00:00,,,,,23.5,,
07/01/2015,01:00,,,,,23.6,0.001,
07/01/2015,02:00,,,,,23.6,0.001,
07/01/2015,03:00,,,,,23.6,0.001,
07/01/2015,04:00,,,,,23.5,0.001,
07/01/2015,05:00,,,,,23.4,0.001,
07/01/2015,06:00,,,,,23.3,0.001,
07/01/2015,07:00,,,,,23.8,0.001,
07/01/2015,08:00,,,,,24.7,0.001,8.6
07/01/2015,09:00,,,,,24.9,0.001,10.4
07/01/2015,10:00,,,,,25.7,0.001,11.0
07/01/2015,11:00,,,,,27.6,0.001,11.2
07/01/2015,12:00,,,,,28.2,0.001,8.1
07/01/2015,13:00,,,,,28.1,0.001,9.9
07/01/2015,14:00,,,,,29.1,0.001,8.0
07/01/2015,15:00,,,,,29.4,0.001,13.1
07/01/2015,16:00,,,,,28.9,0.001,8.9
07/01/2015,17:00,,,,,28.3,0.001,10.7
07/01/2015,18:00,,,,,27.6,0.001,10.6
07/01/2015,19:00,,,,,26.6,0.001,10.6
07/01/2015,20:00,,,,,26.0,0.001,7.4
07/01/2015,21:00,,,,,25.7,0.001,5.4
07/01/2015,22:00,,,,,25.6,0.001,4.0
07/01/2015,23:00,,,,,25.5,0.001,4.4
08/01/2015,00:00,,,,,25.2,,4.9
08/01/2015,01:00,,,,,25.2,0.001,8.9
08/01/2015,02:00,,,,,25.0,0.001,7.2
08/01/2015,03:00,,,,,25.4,0.001,5.5
08/01/2015,04:00,,,,,25.6,0.001,9.9
08/01/2015,05:00,,,,,25.7,0.001,12.1
08/01/2015,06:00,,,,,25.5,0.001,17.2
08/01/2015,07:00,,,,,25.9,0.001,21.3
08/01/2015,08:00,,,,,27.3,0.001,13.4
08/01/2015,09:00,,,,,29.8,0.001,8.1
08/01/2015,10:00,,,,,33.1,0.001,15.9
08/01/2015,11:00,,,,,33.3,0.001,16.7
08/01/2015,12:00,,,,,34.3,0.001,19.5
08/01/2015,13:00,,,,,34.1,0.001,18.8
08/01/2015,14:00,,,,,34.2,0.001,
08/01/2015,15:00,,,,,34.1,0.001,
08/01/2015,16:00,,,,,33.3,0.001,17.4
08/01/2015,17:00,,,,,33.5,0.001,15.4
08/01/2015,18:00,,,,,32.5,0.001,11.5
08/01/2015,19:00,,,,,30.4,0.001,13.9
08/01/2015,20:00,,,,,29.7,0.001,13.0
08/01/2015,21:00,,,,,29.2,0.001,17.7
08/01/2015,22:00,,,,,28.8,0.001,11.9
08/01/2015,23:00,,,,,28.3,0.001,16.7
09/01/2015,00:00,,,,,27.5,,16.0
09/01/2015,01:00,,,,,27.3,0.001,12.0
09/01/2015,02:00,,,,,26.9,0.002,20.9
09/01/2015,03:00,,,,,26.8,0.009,21.4
09/01/2015,04:00,,,,,26.8,0.018,21.3
09/01/2015,05:00,,,,,26.4,0.003,23.3
09/01/2015,06:00,,,,,26.2,0.001,20.9
09/01/2015,07:00,,,,,27.6,0.001,30.0
09/01/2015,08:00,,,,,30.4,0.001,26.9
09/01/2015,09:00,,,,,32.0,0.001,17.9
09/01/2015,10:00,,,,,30.9,0.001,15.6
09/01/2015,11:00,,,,,33.4,0.001,18.5
09/01/2015,12:00,,,,,35.6,0.001,18.0
09/01/2015,13:00,,,,,34.0,0.001,20.3
09/01/2015,14:00,,,,,35.9,0.001,21.4
09/01/2015,15:00,,,,,35.8,0.001,21.3
09/01/2015,16:00,,,,,36.0,0.001,23.6
09/01/2015,17:00,,,,,34.2,0.001,17.8
09/01/2015,18:00,,,,,31.5,0.001,28.8
09/01/2015,19:00,,,,,27.7,0.001,16.3
09/01/2015,20:00,,,,,27.5,0.001,15.9
09/01/2015,21:00,,,,,27.4,0.001,10.8
09/01/2015,22:00,,,,,26.3,0.001,10.3
09/01/2015,23:00,,,,,25.8,0.001,8.3
10/01/2015,00:00,,,,,26.0,,9.8
10/01/2015,01:00,,,,,26.1,0.001,11.2
10/01/2015,02:00,,,,,25.9,0.001,19.8
10/01/2015,03:00,,,,,25.8,0.001,12.1
10/01/2015,04:00,,,,,25.7,0.001,10.2
10/01/2015,05:00,,,,,25.3,0.001,10.6
10/01/2015,06:00,,,,,25.4,0.001,14.4
10/01/2015,07:00,,,,,26.9,0.001,14.4
10/01/2015,08:00,,,,,29.7,0.001,14.9
10/01/2015,09:00,,,,,32.1,0.001,16.1
10/01/2015,10:00,,,,,33.8,0.001,19.7
10/01/2015,11:00,,,,,35.3,0.001,23.7
10/01/2015,12:00,,,,,34.3,0.001,37.6
10/01/2015,13:00,,,,,34.9,0.001,24.3
10/01/2015,14:00,,,,,37.3,0.001,22.8
10/01/2015,15:00,,,,,32.8,0.001,12.8
10/01/2015,16:00,,,,,36.3,0.001,16.1
10/01/2015,17:00,,,,,32.0,0.001,17.4
10/01/2015,18:00,,,,,32.3,0.001,22.6
10/01/2015,19:00,,,,,30.8,0.001,21.6
10/01/2015,20:00,,,,,29.9,0.001,17.7
10/01/2015,21:00,,,,,29.2,0.001,18.2
10/01/2015,22:00,,,,,28.6,0.001,17.4
10/01/2015,23:00,,,,,28.1,0.001,14.3
11/01/2015,00:00,,,,,27.4,,13.5
11/01/2015,01:00,,,,,27.1,0.001,12.8
11/01/2015,02:00,,,,,26.8,0.001,14.1
11/01/2015,03:00,,,,,26.5,0.001,16.6
11/01/2015,04:00,,,,,26.1,0.001,24.1
11/01/2015,05:00,,,,,25.8,0.001,
11/01/2015,06:00,,,,,26.0,0.001,
11/01/2015,07:00,,,,,28.7,0.001,19.1
11/01/2015,08:00,,,,,30.9,0.001,21.5
11/01/2015,09:00,,,,,33.1,0.001,20.7
11/01/2015,10:00,,,,,35.3,0.001,20.9
11/01/2015,11:00,,,,,32.9,0.001,78.8
11/01/2015,12:00,,,,,33.1,0.001,16.1
11/01/2015,13:00,,,,,36.2,0.001,18.7
11/01/2015,14:00,,,,,33.4,0.002,139.3
11/01/2015,15:00,,,,,31.3,0.047,55.4
11/01/2015,16:00,,,,,32.8,0.004,19.6
11/01/2015,17:00,,,,,30.3,0.001,15.0
11/01/2015,18:00,,,,,30.1,0.001,12.5
11/01/2015,19:00,,,,,29.6,0.001,15.8
11/01/2015,20:00,,,,,29.2,0.001,12.0
11/01/2015,21:00,,,,,29.1,0.001,14.9
11/01/2015,22:00,,,,,28.9,0.001,17.0
11/01/2015,23:00,,,,,28.4,0.001,16.6
12/01/2015,00:00,,,,,28.1,,10.7
12/01/2015,01:00,,,,,27.1,0.003,17.9
12/01/2015,02:00,,,,,26.4,0.002,10.1
12/01/2015,03:00,,,,,25.6,0.001,7.3
12/01/2015,04:00,,,,,25.3,0.002,11.8
12/01/2015,05:00,,,,,26.0,0.009,21.7
12/01/2015,06:00,,,,,26.2,0.075,19.8
12/01/2015,07:00,,,,,28.0,0.007,8.6
12/01/2015,08:00,,,,,30.5,0.002,7.3
12/01/2015,09:00,,,,,32.3,0.011,8.5
12/01/2015,10:00,,,,,35.3,0.046,22.2
12/01/2015,11:00,,,,,36.0,0.012,14.4
12/01/2015,12:00,,,,,37.2,0.009,18.9
12/01/2015,13:00,,,,,36.5,0.015,24.9
12/01/2015,14:00,,,,,38.3,0.023,46.8
12/01/2015,15:00,,,,,39.5,0.024,43.8
12/01/2015,16:00,,,,,39.4,0.018,39.7
12/01/2015,17:00,,,,,36.7,0.007,37.3
12/01/2015,18:00,,,,,36.3,0.003,20.8
12/01/2015,19:00,,,,,33.1,0.002,28.8
12/01/2015,20:00,,,,,30.5,0.001,13.8
12/01/2015,21:00,,,,,29.2,0.001,12.6
12/01/2015,22:00,,,,,29.1,0.001,15.9
12/01/2015,23:00,,,,,29.0,0.001,11.6
13/01/2015,00:00,,,,,28.2,,27.8
13/01/2015,01:00,,,,,27.9,0.015,34.4
13/01/2015,02:00,,,,,27.5,0.024,26.9
13/01/2015,03:00,,,,,27.6,0.008,8.3
13/01/2015,04:00,,,,,27.7,0.002,8.6
13/01/2015,05:00,,,,,27.3,0.001,10.3
13/01/2015,06:00,,,,,27.3,0.001,12.4
13/01/2015,07:00,,,,,28.9,0.001,12.8
13/01/2015,08:00,,,,,30.6,0.001,12.5
13/01/2015,09:00,,,,,32.7,0.001,8.9
13/01/2015,10:00,,,,,34.8,0.001,8.7
13/01/2015,11:00,,,,,35.1,0.001,5.5
13/01/2015,12:00,,,,,38.0,0.001,8.0
13/01/2015,13:00,,,,,39.4,0.001,8.9
13/01/2015,14:00,,,,,41.1,0.001,11.9
13/01/2015,15:00,,,,,41.3,0.001,13.7
13/01/2015,16:00,,,,,36.0,0.001,18.2
13/01/2015,17:00,,,,,35.4,0.001,10.5
13/01/2015,18:00,,,,,35.0,0.001,14.4
13/01/2015,19:00,,,,,33.1,0.001,14.3
13/01/2015,20:00,,,,,32.1,0.001,14.7
13/01/2015,21:00,,,,,31.9,0.001,11.2
13/01/2015,22:00,,,,,31.3,0.001,11.6
13/01/2015,23:00,,,,,31.1,0.001,7.6
14/01/2015,00:00,,,,,30.8,,8.7
14/01/2015,01:00,,,,,29.4,0.001,7.5
14/01/2015,02:00,,,,,27.5,0.001,10.7
14/01/2015,03:00,,,,,26.0,0.001,12.2
14/01/2015,04:00,,,,,25.7,0.001,6.1
14/01/2015,05:00,,,,,26.0,0.001,14.0
14/01/2015,06:00,,,,,25.7,0.001,8.6
14/01/2015,07:00,,,,,24.8,0.001,7.1
14/01/2015,08:00,,,,,23.6,0.001,5.3
14/01/2015,09:00,,,,,23.1,0.001,6.6
14/01/2015,10:00,,,,,23.6,0.001,0.8
14/01/2015,11:00,,,,,24.5,0.001,8.0
14/01/2015,12:00,,,,,25.5,0.001,
14/01/2015,13:00,,,,,26.3,0.001,
14/01/2015,14:00,,,,,26.5,0.004,
14/01/2015,15:00,,,,,26.2,0.004,2.7
14/01/2015,16:00,,,,,26.3,0.001,2.9
14/01/2015,17:00,,,,,26.0,0.001,8.3
14/01/2015,18:00,,,,,26.0,0.001,9.2
14/01/2015,19:00,,,,,25.9,0.001,10.1
14/01/2015,20:00,,,,,25.6,0.001,14.5
14/01/2015,21:00,,,,,25.2,0.001,9.8
14/01/2015,22:00,,,,,25.0,0.001,13.0
14/01/2015,23:00,,,,,25.4,0.001,
15/01/2015,00:00,,,,,25.1,,
15/01/2015,01:00,,,,,24.6,0.001,2.6
15/01/2015,02:00,,,,,24.3,0.001,7.0
15/01/2015,03:00,,,,,24.6,0.001,6.0
15/01/2015,04:00,,,,,24.6,0.001,10.1
15/01/2015,05:00,,,,,24.3,0.001,18.9
15/01/2015,06:00,,,,,23.8,0.001,
15/01/2015,07:00,,,,,24.2,0.001,8.1
15/01/2015,08:00,,,,,25.4,0.001,7.2
15/01/2015,09:00,,,,,26.9,0.001,11.2
15/01/2015,10:00,,,,,28.2,0.001,5.9
15/01/2015,11:00,,,,,29.3,0.001,4.9
15/01/2015,12:00,,,,,31.2,0.001,8.2
15/01/2015,13:00,,,,,32.9,0.001,7.5
15/01/2015,14:00,,,,,33.9,0.001,6.5
15/01/2015,15:00,,,,,34.7,0.005,7.7
15/01/2015,16:00,,,,,34.4,0.003,10.6
15/01/2015,17:00,,,,,33.5,0.002,11.4
15/01/2015,18:00,,,,,32.6,0.001,13.1
15/01/2015,19:00,,,,,31.5,0.001,13.2
15/01/2015,20:00,,,,,30.7,0.001,22.6
15/01/2015,21:00,,,,,30.4,0.001,19.6
15/01/2015,22:00,,,,,30.1,0.001,18.2
15/01/2015,23:00,,,,,29.1,0.001,18.3
16/01/2015,00:00,,,,,28.1,,9.7
16/01/2015,01:00,,,,,27.7,0.001,12.8
16/01/2015,02:00,,,,,27.1,0.001,12.1
16/01/2015,03:00,,,,,25.7,0.001,17.4
16/01/2015,04:00,,,,,23.8,0.001,4.6
16/01/2015,05:00,,,,,23.6,0.001,7.4
16/01/2015,06:00,,,,,23.3,0.001,6.0
16/01/2015,07:00,,,,,23.5,0.001,7.0
16/01/2015,08:00,,,,,24.5,0.002,
16/01/2015,09:00,,,,,26.1,0.002,8.8
16/01/2015,10:00,,,,,30.1,0.003,9.9
16/01/2015,11:00,,,,,34.8,0.002,11.3
16/01/2015,12:00,,,,,37.0,0.001,10.5
16/01/2015,13:00,,,,,36.6,0.001,11.8
16/01/2015,14:00,,,,,36.0,0.001,8.2
16/01/2015,15:00,,,,,37.1,0.001,8.1
16/01/2015,16:00,,,,,38.1,0.001,10.9
16/01/2015,17:00,,,,,31.8,0.001,18.4
16/01/2015,18:00,,,,,28.2,0.058,21.2
16/01/2015,19:00,,,,,27.2,0.027,12.2
16/01/2015,20:00,,,,,27.0,0.005,10.2
16/01/2015,21:00,,,,,27.0,0.003,9.6
16/01/2015,22:00,,,,,26.2,0.002,7.5
16/01/2015,23:00,,,,,24.4,0.031,8.7
17/01/2015,00:00,,,,,23.9,,11.5
17/01/2015,01:00,,,,,24.2,0.036,10.6
17/01/2015,02:00,,,,,24.5,0.009,2.7
17/01/2015,03:00,,,,,24.7,0.011,14.1
17/01/2015,04:00,,,,,24.7,0.011,8.0
17/01/2015,05:00,,,,,23.8,0.004,6.8
17/01/2015,06:00,,,,,23.9,0.002,10.3
17/01/2015,07:00,,,,,24.2,0.001,8.9
17/01/2015,08:00,,,,,25.9,0.002,9.7
17/01/2015,09:00,,,,,28.3,0.002,23.9
17/01/2015,10:00,,,,,30.6,0.001,11.9
17/01/2015,11:00,,,,,33.1,0.001,9.7
17/01/2015,12:00,,,,,34.7,0.001,7.5
17/01/2015,13:00,,,,,35.3,0.001,7.5
17/01/2015,14:00,,,,,37.2,0.170,17.4
17/01/2015,15:00,,,,,34.8,0.341,78.6
17/01/2015,16:00,,,,,35.0,0.101,60.5
17/01/2015,17:00,,,,,31.9,0.004,13.7
17/01/2015,18:00,,,,,30.3,0.002,17.0
17/01/2015,19:00,,,,,29.5,0.002,31.6
17/01/2015,20:00,,,,,29.3,0.003,36.3
17/01/2015,21:00,,,,,28.8,0.002,17.0
17/01/2015,22:00,,,,,28.2,0.002,24.4
17/01/2015,23:00,,,,,27.1,0.002,14.8
18/01/2015,00:00,,,,,26.5,,20.8
18/01/2015,01:00,,,,,26.5,0.001,21.1
18/01/2015,02:00,,,,,26.8,0.002,14.8
18/01/2015,03:00,,,,,26.4,0.002,16.4
18/01/2015,04:00,,,,,26.0,0.002,22.6
18/01/2015,05:00,,,,,25.9,0.002,21.7
18/01/2015,06:00,,,,,26.0,0.002,21.0
18/01/2015,07:00,,,,,26.4,0.019,26.8
18/01/2015,08:00,,,,,27.5,0.020,46.5
18/01/2015,09:00,,,,,29.0,0.093,31.5
18/01/2015,10:00,,,,,31.9,0.156,42.8
18/01/2015,11:00,,,,,33.8,0.074,41.1
18/01/2015,12:00,,,,,35.3,0.131,59.7
18/01/2015,13:00,,,,,35.7,0.029,31.5
18/01/2015,14:00,,,,,34.5,0.017,16.6
18/01/2015,15:00,,,,,36.0,0.008,13.1
18/01/2015,16:00,,,,,36.8,0.003,7.1
18/01/2015,17:00,,,,,35.5,0.001,2.7
18/01/2015,18:00,,,,,34.7,0.001,5.4
18/01/2015,19:00,,,,,33.0,0.017,28.9
18/01/2015,20:00,,,,,32.0,0.011,85.1
18/01/2015,21:00,,,,,30.2,0.008,40.0
18/01/2015,22:00,,,,,29.7,0.006,30.0
18/01/2015,23:00,,,,,28.9,0.006,39.1
19/01/2015,00:00,,,,,29.0,,32.4
19/01/2015,01:00,,,,,28.1,0.005,34.3
19/01/2015,02:00,,,,,26.7,0.004,34.6
19/01/2015,03:00,,,,,25.8,0.004,40.7
19/01/2015,04:00,,,,,25.3,0.010,40.5
19/01/2015,05:00,,,,,24.9,0.004,27.6
19/01/2015,06:00,,,,,25.4,0.002,21.2
19/01/2015,07:00,,,,,28.9,0.001,16.9
19/01/2015,08:00,,,,,30.7,0.001,10.7
19/01/2015,09:00,,,,,32.3,0.009,8.8
19/01/2015,10:00,,,,,34.0,0.003,7.0
19/01/2015,11:00,,,,,35.9,0.045,21.7
19/01/2015,12:00,,,,,37.6,0.020,9.1
19/01/2015,13:00,,,,,39.1,0.001,
19/01/2015,14:00,,,,,39.5,0.001,2.2
19/01/2015,15:00,,,,,39.4,0.001,2.6
19/01/2015,16:00,,,,,40.0,0.013,4.5
19/01/2015,17:00,,,,,39.6,0.064,5.5
19/01/2015,18:00,,,,,39.1,0.009,8.7
19/01/2015,19:00,,,,,35.4,0.001,11.5
19/01/2015,20:00,,,,,31.6,0.001,30.3
19/01/2015,21:00,,,,,30.1,0.001,29.2
19/01/2015,22:00,,,,,29.2,0.003,27.9
19/01/2015,23:00,,,,,27.8,0.003,28.9
20/01/2015,00:00,,,,,27.1,,49.8
20/01/2015,01:00,,,,,27.0,0.004,36.5
20/01/2015,02:00,,,,,27.3,0.045,31.2
20/01/2015,03:00,,,,,27.6,0.084,29.0
20/01/2015,04:00,,,,,27.0,0.050,26.7
20/01/2015,05:00,,,,,25.2,0.010,47.0
20/01/2015,06:00,,,,,25.0,0.003,100.6
20/01/2015,07:00,,,,,28.2,0.009,35.2
20/01/2015,08:00,,,,,30.8,0.014,47.8
20/01/2015,09:00,,,,,32.9,0.050,55.0
20/01/2015,10:00,,,,,34.7,0.251,53.7
20/01/2015,11:00,,,,,37.2,0.059,59.0
20/01/2015,12:00,,,,,36.6,0.124,105.0
20/01/2015,13:00,,,,,35.1,0.090,95.2
20/01/2015,14:00,,,,,37.0,0.041,38.9
20/01/2015,15:00,,,,,37.6,0.042,107.0
20/01/2015,16:00,,,,,38.0,0.084,51.5
20/01/2015,17:00,,,,,38.1,0.049,60.2
20/01/2015,18:00,,,,,36.7,0.011,35.8
20/01/2015,19:00,,,,,35.5,0.017,48.8
20/01/2015,20:00,,,,,34.8,0.006,45.7
20/01/2015,21:00,,,,,33.9,0.001,27.0
20/01/2015,22:00,,,,,33.2,0.001,23.1
20/01/2015,23:00,,,,,32.5,0.001,16.5
21/01/2015,00:00,,,,,31.9,,26.3
21/01/2015,01:00,,,,,31.1,0.010,30.2
21/01/2015,02:00,,,,,30.3,0.020,35.3
21/01/2015,03:00,,,,,29.6,0.016,44.4
21/01/2015,04:00,,,,,29.3,0.017,41.3
21/01/2015,05:00,,,,,28.8,0.021,42.8
21/01/2015,06:00,,,,,28.6,0.061,32.1
21/01/2015,07:00,,,,,29.8,0.055,51.5
21/01/2015,08:00,,,,,31.5,0.023,46.9
21/01/2015,09:00,,,,,32.8,0.002,43.0
21/01/2015,10:00,,,,,34.6,0.001,39.2
21/01/2015,11:00,,,,,35.9,0.001,30.8
21/01/2015,12:00,,,,,37.0,0.001,23.4
21/01/2015,13:00,,,,,37.9,0.001,36.6
21/01/2015,14:00,,,,,38.3,0.002,32.4
21/01/2015,15:00,,,,,37.6,0.001,21.8
21/01/2015,16:00,,,,,37.0,0.001,23.6
21/01/2015,17:00,,,,,35.8,0.001,33.0
21/01/2015,18:00,,,,,34.0,0.001,71.6
21/01/2015,19:00,,,,,31.3,0.001,86.5
21/01/2015,20:00,,,,,30.3,0.001,110.3
21/01/2015,21:00,,,,,29.3,0.001,86.0
21/01/2015,22:00,,,,,28.3,0.001,82.4
21/01/2015,23:00,,,,,27.4,0.001,71.7
22/01/2015,00:00,,,,,26.6,,72.3
22/01/2015,01:00,,,,,26.3,0.001,79.3
22/01/2015,02:00,,,,,25.8,0.001,87.4
22/01/2015,03:00,,,,,24.7,0.001,86.9
22/01/2015,04:00,,,,,24.3,0.001,95.6
22/01/2015,05:00,,,,,24.5,0.001,130.6
22/01/2015,06:00,,,,,24.5,0.001,120.8
22/01/2015,07:00,,,,,26.1,0.029,129.0
22/01/2015,08:00,,,,,27.7,0.017,87.9
22/01/2015,09:00,,,,,29.2,0.001,67.0
22/01/2015,10:00,,,,,31.0,0.001,66.4
22/01/2015,11:00,,,,,33.0,0.001,68.4
22/01/2015,12:00,,,,,35.1,0.001,61.4
22/01/2015,13:00,,,,,36.6,0.002,56.9
22/01/2015,14:00,,,,,36.8,0.001,52.1
22/01/2015,15:00,,,,,37.9,0.001,46.1
22/01/2015,16:00,,,,,37.7,0.001,44.2
