Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Nitrogen Oxide (ppm),Nitrogen Dioxide (ppm),Nitrogen Oxides (ppm),Carbon Monoxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3)
01/01/2015,00:00,54,1.3,30.9,0.7,27.0,85.2,,,,,9.8,3.6
01/01/2015,01:00,60,1.4,27.7,0.6,26.9,87.0,0.004,0.007,0.011,0.2,15.0,5.4
01/01/2015,02:00,71,1.2,27.3,0.6,26.6,86.6,0.001,0.005,0.006,0.1,16.8,7.5
01/01/2015,03:00,55,0.6,37.2,0.4,26.3,87.6,0.001,0.005,0.006,0.1,13.7,5.5
01/01/2015,04:00,65,0.8,40.6,0.4,26.3,87.9,0.002,0.006,0.008,0.1,13.0,5.0
01/01/2015,05:00,113,1.0,25.4,0.4,26.1,87.6,0.001,0.004,0.005,0.1,10.3,3.8
01/01/2015,06:00,115,1.0,25.8,0.5,27.1,84.9,0.001,0.002,0.003,0.1,7.8,3.3
01/01/2015,07:00,67,1.2,43.4,0.9,26.5,88.8,0.003,0.003,0.006,0.1,10.0,3.6
01/01/2015,08:00,69,2.4,26.9,1.0,30.5,70.5,0.001,0.001,0.002,0.1,8.2,3.1
01/01/2015,09:00,70,2.6,26.2,1.0,31.9,62.7,0.001,0.001,0.002,0.0,11.5,5.3
01/01/2015,10:00,66,2.7,24.2,1.0,31.8,63.1,0.002,0.002,0.004,0.0,13.2,8.3
01/01/2015,11:00,74,2.7,24.5,1.1,31.8,63.4,0.002,0.003,0.005,0.1,18.9,8.9
01/01/2015,12:00,74,3.3,21.7,1.3,32.7,60.8,0.002,0.002,0.004,0.1,17.0,9.0
01/01/2015,13:00,72,3.5,22.0,1.3,32.8,60.2,0.001,0.003,0.004,0.1,16.1,9.0
01/01/2015,14:00,71,3.6,20.2,1.3,32.3,61.8,0.002,0.002,0.004,0.1,9.4,6.8
01/01/2015,15:00,74,3.2,24.5,1.3,32.4,59.6,0.003,0.002,0.005,0.1,14.7,9.9
01/01/2015,16:00,72,3.5,24.3,1.6,31.2,61.8,0.002,0.003,0.005,0.1,17.3,9.3
01/01/2015,17:00,74,3.6,18.8,1.2,28.8,69.8,0.003,0.003,0.006,0.1,14.6,6.5
01/01/2015,18:00,74,3.3,17.5,1.3,27.9,74.3,0.001,0.003,0.004,0.0,11.9,5.6
01/01/2015,19:00,72,2.9,19.3,1.1,27.3,77.4,0.001,0.003,0.004,0.1,10.9,4.6
01/01/2015,20:00,76,2.3,22.6,1.0,26.9,78.0,0.002,0.002,0.004,0.1,11.9,4.4
01/01/2015,21:00,65,1.9,21.4,0.8,26.8,78.5,0.002,0.003,0.005,0.1,13.4,5.6
01/01/2015,22:00,69,1.8,23.1,0.8,26.6,79.2,0.002,0.004,0.006,0.1,13.6,5.0
01/01/2015,23:00,65,1.7,24.3,0.8,26.4,80.8,0.001,0.003,0.004,0.0,9.9,2.8
02/01/2015,00:00,69,1.6,22.9,0.6,26.2,82.2,,,,,11.1,3.9
02/01/2015,01:00,61,1.1,24.1,0.5,26.0,83.1,0.000,0.003,0.003,0.0,9.3,1.3
02/01/2015,02:00,67,1.3,24.4,0.6,25.9,83.6,0.000,0.001,0.001,0.0,8.9,2.0
02/01/2015,03:00,68,1.1,23.7,0.5,25.8,84.3,0.000,0.004,0.004,0.0,10.8,2.9
02/01/2015,04:00,68,1.1,27.9,0.6,25.7,84.0,0.001,0.003,0.004,0.0,10.3,2.4
02/01/2015,05:00,71,0.7,31.6,0.4,25.7,84.2,0.003,0.006,0.009,0.1,11.3,3.8
02/01/2015,06:00,84,0.8,32.9,0.4,26.5,81.3,0.008,0.006,0.014,0.1,14.9,5.2
02/01/2015,07:00,68,1.9,25.7,0.9,28.3,73.7,0.006,0.004,0.010,0.1,17.1,6.5
02/01/2015,08:00,51,2.2,29.7,1.0,29.6,68.1,0.008,0.005,0.013,0.1,21.9,8.6
02/01/2015,09:00,67,2.8,24.8,1.2,30.2,65.0,0.003,0.003,0.006,0.1,20.1,7.7
02/01/2015,10:00,70,2.4,27.8,1.1,31.5,60.8,0.003,0.003,0.006,0.1,21.0,8.6
02/01/2015,11:00,73,3.5,19.5,1.4,31.2,60.5,0.003,0.003,0.006,0.0,21.1,8.7
02/01/2015,12:00,76,3.5,24.4,1.3,31.3,62.2,0.003,0.002,0.005,0.1,21.7,9.8
02/01/2015,13:00,76,3.8,20.8,1.5,31.1,62.1,0.003,0.001,0.004,0.1,20.5,8.5
02/01/2015,14:00,76,3.4,22.7,1.5,29.2,68.9,0.003,0.002,0.005,0.1,19.4,8.3
02/01/2015,15:00,73,3.6,20.0,1.5,28.7,70.8,0.003,0.003,0.006,0.1,15.8,3.9
02/01/2015,16:00,81,3.1,26.2,1.3,29.0,68.4,0.003,0.002,0.005,0.1,15.7,4.5
02/01/2015,17:00,80,3.1,26.1,1.6,29.0,67.4,0.005,0.003,0.008,0.1,16.0,5.6
02/01/2015,18:00,88,2.3,27.4,1.1,27.4,73.1,0.003,0.002,0.005,0.1,12.4,3.6
02/01/2015,19:00,89,2.0,23.8,1.0,26.8,76.2,0.001,0.004,0.005,0.1,13.8,4.0
02/01/2015,20:00,87,1.9,26.0,0.9,26.7,77.0,0.002,0.003,0.005,0.1,13.5,3.3
02/01/2015,21:00,82,2.0,27.1,1.1,26.8,76.7,0.002,0.003,0.005,0.1,12.9,2.7
02/01/2015,22:00,82,2.0,25.8,1.0,26.7,76.9,0.002,0.002,0.004,0.1,14.1,4.4
02/01/2015,23:00,88,1.6,28.0,0.9,26.3,80.3,0.002,0.003,0.005,0.1,15.3,4.7
03/01/2015,00:00,80,1.7,26.8,0.9,26.0,80.4,,,,,13.8,3.3
03/01/2015,01:00,96,1.4,24.5,0.7,26.0,80.4,0.000,0.001,0.001,0.0,14.7,3.7
03/01/2015,02:00,64,1.1,34.0,0.7,25.8,81.7,0.000,0.002,0.002,0.0,15.5,4.9
03/01/2015,03:00,80,1.3,26.1,0.6,25.5,83.6,0.000,0.002,0.002,0.0,12.4,2.9
03/01/2015,04:00,89,1.3,26.7,0.6,25.9,81.3,0.000,0.001,0.001,0.0,15.3,4.6
03/01/2015,05:00,88,1.4,26.0,0.7,26.2,79.6,0.000,0.002,0.002,0.0,16.4,4.5
03/01/2015,06:00,121,1.5,18.4,0.6,25.9,81.2,0.001,0.003,0.004,0.1,15.5,4.2
03/01/2015,07:00,115,1.4,26.4,0.6,26.2,82.6,0.004,0.004,0.008,0.1,15.5,5.8
03/01/2015,08:00,95,1.8,26.3,0.9,26.6,79.7,0.002,0.002,0.004,0.1,18.3,5.5
03/01/2015,09:00,46,1.0,49.5,0.7,26.8,81.8,0.010,0.009,0.019,0.2,20.0,6.5
03/01/2015,10:00,79,2.3,28.6,1.1,27.9,72.7,0.003,0.003,0.006,0.1,20.5,6.9
03/01/2015,11:00,76,3.0,23.7,1.3,28.4,69.8,0.002,0.002,0.004,0.1,19.3,5.3
03/01/2015,12:00,69,2.8,24.6,1.2,29.0,68.7,0.002,0.003,0.005,0.1,22.7,7.4
03/01/2015,13:00,68,3.1,27.7,1.2,29.6,64.0,0.003,0.003,0.006,0.1,27.3,9.0
03/01/2015,14:00,69,2.9,23.4,1.2,29.7,62.7,0.002,0.004,0.006,0.1,26.4,9.9
03/01/2015,15:00,69,3.1,25.8,1.3,30.5,59.4,0.002,0.003,0.005,0.0,28.4,11.7
