Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Carbon Monoxide (CO) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3)
01/01/2011,00:00,223,0.9,36.9,0.6,22.6,80.2,,,,,18.4,7.7
01/01/2011,01:00,217,0.7,41.5,0.5,22.3,80.7,0.001,0.007,0.007,0.1,14.5,4.3
01/01/2011,02:00,220,0.7,39.0,0.5,22.1,80.9,0.001,0.005,0.006,0.0,16.5,6.4
01/01/2011,03:00,225,0.8,36.9,0.5,22.1,81.0,0.001,0.005,0.006,0.0,14.3,3.7
01/01/2011,04:00,206,1.3,28.1,0.7,22.3,80.9,0.001,0.004,0.005,0.0,16.0,5.4
01/01/2011,05:00,200,1.1,27.5,0.6,22.2,81.0,0.002,0.003,0.005,0.0,12.1,1.0
01/01/2011,06:00,192,1.8,25.7,0.8,22.2,82.8,0.002,0.004,0.006,0.0,12.4,2.8
01/01/2011,07:00,195,2.1,23.1,0.9,22.0,89.4,0.002,0.003,0.004,0.0,6.7,-0.8
01/01/2011,08:00,177,2.0,25.5,0.9,22.8,90.0,0.004,0.003,0.006,0.0,6.3,1.1
01/01/2011,09:00,159,2.3,22.9,1.1,23.2,90.4,0.007,0.005,0.012,0.1,5.3,0.8
01/01/2011,10:00,142,2.4,22.7,0.9,23.7,90.8,0.010,0.005,0.015,0.1,4.0,0.1
01/01/2011,11:00,141,2.9,23.8,1.2,25.0,86.9,0.010,0.005,0.015,0.1,4.3,0.2
01/01/2011,12:00,140,3.3,22.4,1.2,25.6,83.0,0.009,0.004,0.013,0.1,4.0,1.2
01/01/2011,13:00,141,2.9,23.1,1.1,24.9,88.4,0.011,0.005,0.016,0.1,3.9,1.0
01/01/2011,14:00,146,2.6,20.5,1.0,24.1,91.6,0.012,0.006,0.017,0.1,3.1,0.7
01/01/2011,15:00,145,1.7,24.8,0.8,24.1,92.3,0.018,0.008,0.026,0.2,2.2,-1.3
01/01/2011,16:00,134,1.7,27.1,0.7,24.6,91.6,0.020,0.007,0.027,0.2,3.4,0.5
01/01/2011,17:00,88,1.3,35.8,0.7,25.1,90.7,0.019,0.006,0.025,0.3,6.4,1.1
01/01/2011,18:00,69,1.9,25.0,0.8,25.3,90.0,0.018,0.006,0.023,0.2,19.6,5.4
01/01/2011,19:00,64,1.7,19.6,0.6,25.0,90.6,0.017,0.006,0.023,0.1,23.8,5.6
01/01/2011,20:00,87,1.0,30.0,0.5,24.8,91.2,0.024,0.008,0.032,0.3,25.9,8.9
01/01/2011,21:00,105,1.1,27.8,0.5,24.4,92.7,0.020,0.006,0.026,0.2,25.7,10.4
01/01/2011,22:00,107,1.1,24.5,0.5,24.4,93.1,0.018,0.006,0.024,0.2,21.9,8.1
01/01/2011,23:00,110,0.7,31.5,0.4,24.1,93.2,0.014,0.005,0.019,0.2,22.5,7.9
02/01/2011,00:00,144,0.9,20.9,0.4,24.0,93.3,,,,,25.2,11.2
02/01/2011,01:00,132,0.6,35.8,0.3,23.6,93.8,0.010,0.004,0.013,0.1,22.4,9.6
02/01/2011,02:00,152,0.7,23.8,0.3,23.5,94.0,0.005,0.004,0.009,0.1,16.8,5.1
02/01/2011,03:00,142,0.7,26.9,0.3,23.5,94.2,0.009,0.004,0.013,0.1,16.3,4.1
02/01/2011,04:00,79,1.2,29.8,0.5,23.5,93.6,0.005,0.003,0.007,0.0,11.7,1.8
02/01/2011,05:00,94,0.2,78.9,0.3,23.3,93.4,0.017,0.006,0.023,0.1,10.0,3.4
02/01/2011,06:00,118,0.8,47.2,0.7,25.7,87.6,0.010,0.004,0.014,0.1,10.1,3.6
02/01/2011,07:00,68,1.6,31.1,0.6,27.2,79.2,0.008,0.002,0.009,0.1,17.0,7.5
02/01/2011,08:00,62,1.6,36.6,0.8,29.3,68.5,0.011,0.002,0.013,0.1,7.5,-1.0
02/01/2011,09:00,72,2.0,31.8,0.8,29.6,66.5,0.012,0.004,0.016,0.1,,
02/01/2011,10:00,48,2.2,29.5,1.0,29.6,66.5,0.015,0.004,0.019,0.2,27.7,17.9
02/01/2011,11:00,62,2.3,30.0,0.9,30.1,65.3,0.016,0.004,0.020,0.2,32.7,20.1
02/01/2011,12:00,58,2.5,28.7,0.9,30.0,64.7,0.015,0.004,0.019,0.2,22.9,14.5
02/01/2011,13:00,58,2.7,29.2,1.1,30.3,62.7,0.015,0.004,0.019,0.2,22.9,13.7
02/01/2011,14:00,58,2.9,25.7,1.0,29.9,64.7,0.014,0.005,0.019,0.2,12.9,7.4
02/01/2011,15:00,65,2.5,27.9,0.9,29.0,67.9,0.016,0.003,0.019,0.1,11.3,0.0
02/01/2011,16:00,52,2.6,26.3,0.9,28.2,69.9,0.013,0.004,0.017,0.1,17.4,7.0
02/01/2011,17:00,59,2.4,23.2,0.9,27.6,72.0,0.016,0.004,0.019,0.2,12.4,13.2
02/01/2011,18:00,57,1.8,24.2,0.6,26.8,76.2,0.018,0.006,0.024,0.2,13.6,6.4
02/01/2011,19:00,40,1.6,21.4,0.6,26.2,79.7,0.025,0.008,0.033,0.2,13.4,4.7
02/01/2011,20:00,55,1.1,25.4,0.4,25.6,83.1,0.018,0.007,0.025,0.2,17.9,4.2
02/01/2011,21:00,54,0.9,22.9,0.3,25.3,84.7,0.028,0.007,0.035,0.4,45.5,9.0
02/01/2011,22:00,46,1.0,22.6,0.3,25.0,86.3,0.026,0.008,0.033,0.3,32.7,10.6
02/01/2011,23:00,56,0.8,27.9,0.3,24.8,87.9,0.020,0.007,0.027,0.2,67.7,18.2
03/01/2011,00:00,137,0.6,39.7,0.4,24.5,89.1,,,,,7.3,6.0
03/01/2011,01:00,184,0.4,61.5,0.3,24.1,90.5,0.011,0.006,0.017,0.2,16.7,6.9
03/01/2011,02:00,260,0.3,51.3,0.2,23.9,91.3,0.004,0.005,0.009,0.0,9.6,5.8
03/01/2011,03:00,281,0.4,39.6,0.2,23.7,91.3,0.007,0.005,0.011,0.1,11.5,6.2
03/01/2011,04:00,147,1.1,30.0,0.5,23.6,92.0,0.013,0.005,0.018,0.1,7.6,4.1
03/01/2011,05:00,206,0.4,61.0,0.5,24.5,89.6,0.006,0.004,0.010,0.0,12.1,6.0
03/01/2011,06:00,211,0.6,39.2,0.4,25.5,85.2,0.009,0.004,0.012,0.1,10.0,4.0
03/01/2011,07:00,201,0.8,46.9,0.5,26.6,81.8,0.008,0.004,0.011,0.1,12.3,4.3
03/01/2011,08:00,196,1.3,45.1,0.9,29.0,69.6,0.004,0.003,0.006,0.0,8.7,1.4
03/01/2011,09:00,170,1.8,30.7,0.9,30.0,65.1,0.006,0.004,0.010,0.1,13.3,7.0
03/01/2011,10:00,151,1.5,33.2,0.7,30.4,62.4,0.012,0.008,0.019,0.2,23.8,15.6
03/01/2011,11:00,134,1.8,39.3,0.9,32.1,57.1,0.011,0.009,0.020,0.2,21.6,15.4
03/01/2011,12:00,120,1.7,41.1,1.0,32.0,56.9,0.010,0.008,0.018,0.2,12.6,5.3
03/01/2011,13:00,136,2.3,29.7,0.9,31.1,59.1,0.011,0.009,0.020,0.2,10.8,-0.3
03/01/2011,14:00,110,1.8,36.5,0.9,29.6,61.9,0.020,0.009,0.029,0.2,6.6,0.9
03/01/2011,15:00,115,2.0,37.9,0.9,28.9,63.7,0.019,0.006,0.025,0.2,14.4,9.0
03/01/2011,16:00,117,2.3,30.8,1.0,28.4,65.3,0.013,0.004,0.017,0.1,15.9,7.1
03/01/2011,17:00,118,1.7,36.2,0.9,27.7,67.6,0.016,0.005,0.021,0.2,15.3,5.8
03/01/2011,18:00,89,1.5,31.6,0.7,26.7,73.4,0.019,0.006,0.025,0.2,13.5,5.6
03/01/2011,19:00,74,1.1,41.6,0.5,26.1,77.8,0.020,0.006,0.026,0.3,17.8,8.1
03/01/2011,20:00,119,1.3,31.4,0.6,25.7,79.7,0.016,0.007,0.022,0.2,17.2,4.9
03/01/2011,21:00,143,1.2,37.5,0.7,25.3,82.0,0.010,0.005,0.014,0.2,24.5,9.9
03/01/2011,22:00,207,0.4,57.1,0.4,25.0,82.5,0.004,0.007,0.010,0.1,16.3,3.5
03/01/2011,23:00,252,0.3,43.7,0.2,24.7,84.6,0.004,0.007,0.011,0.1,20.6,7.3
04/01/2011,00:00,262,0.5,35.9,0.3,23.4,88.3,,,,,15.6,4.5
04/01/2011,01:00,207,0.6,47.0,0.4,22.9,88.1,0.003,0.009,0.012,0.1,18.9,9.0
04/01/2011,02:00,249,0.4,64.4,0.4,23.0,87.7,0.003,0.008,0.011,0.1,14.8,6.1
04/01/2011,03:00,189,0.9,36.9,0.5,22.8,88.1,0.002,0.006,0.008,0.0,15.7,6.4
04/01/2011,04:00,203,0.5,56.5,0.4,22.7,88.2,0.006,0.011,0.016,0.1,13.9,5.4
04/01/2011,05:00,258,0.3,50.7,0.3,23.0,87.9,0.022,0.013,0.034,0.3,15.3,6.5
04/01/2011,06:00,226,0.4,50.5,0.4,25.2,80.4,0.033,0.011,0.044,0.3,13.7,4.0
04/01/2011,07:00,187,1.6,32.6,1.0,26.9,72.5,0.022,0.011,0.033,0.2,18.8,8.4
04/01/2011,08:00,184,1.8,31.4,0.9,28.5,65.3,0.013,0.009,0.022,0.1,20.3,10.8
04/01/2011,09:00,182,1.6,32.9,0.8,29.4,61.4,0.016,0.010,0.026,0.1,23.5,14.1
04/01/2011,10:00,187,1.6,38.9,0.9,30.1,58.3,0.010,0.009,0.018,0.1,20.6,12.8
04/01/2011,11:00,164,1.3,59.9,0.9,31.4,53.9,0.022,0.012,0.034,0.2,13.2,8.4
04/01/2011,12:00,161,1.3,46.0,0.8,31.3,52.9,,,,,,
04/01/2011,13:00,61,2.7,28.0,1.2,29.6,64.0,0.030,0.015,0.044,0.3,14.7,7.0
04/01/2011,14:00,96,2.5,31.1,1.0,29.0,65.9,0.025,0.013,0.038,0.3,23.6,13.2
04/01/2011,15:00,101,2.7,34.0,1.1,28.9,65.1,0.029,0.013,0.041,0.3,27.7,12.7
04/01/2011,16:00,123,2.6,28.1,1.1,27.9,68.9,0.025,0.012,0.037,0.3,25.9,12.1
04/01/2011,17:00,121,2.0,35.4,0.9,27.1,71.5,0.025,0.014,0.039,0.3,26.1,12.4
04/01/2011,18:00,116,1.8,33.8,0.9,26.3,72.6,0.016,0.010,0.026,0.2,20.2,7.6
04/01/2011,19:00,123,1.6,33.4,0.8,25.8,73.4,0.019,0.011,0.030,0.2,22.4,8.5
04/01/2011,20:00,127,1.8,27.5,0.8,25.2,77.3,0.010,0.009,0.019,0.2,26.3,11.2
04/01/2011,21:00,139,1.8,24.3,0.7,24.8,78.0,0.010,0.008,0.018,0.1,29.2,13.4
04/01/2011,22:00,129,1.1,30.0,0.6,24.6,77.9,0.012,0.009,0.020,0.2,24.1,9.9
04/01/2011,23:00,165,0.8,47.4,0.5,24.2,78.9,0.006,0.009,0.015,0.1,22.5,10.3
05/01/2011,00:00,124,0.7,53.6,0.6,23.8,80.7,,,,,20.0,7.9
05/01/2011,01:00,200,0.3,49.6,0.3,23.4,81.8,0.001,0.005,0.006,0.0,16.3,4.8
05/01/2011,02:00,270,0.3,51.6,0.2,23.6,81.8,0.002,0.007,0.009,0.0,18.1,5.9
05/01/2011,03:00,177,0.3,52.8,0.3,23.3,83.4,0.007,0.010,0.017,0.1,19.6,7.4
05/01/2011,04:00,206,0.3,60.9,0.3,23.1,83.5,0.010,0.013,0.023,0.1,19.7,7.8
05/01/2011,05:00,171,0.5,47.1,0.3,23.4,83.5,0.036,0.014,0.049,0.3,19.0,8.3
05/01/2011,06:00,193,0.6,46.0,0.5,25.3,75.4,0.023,0.012,0.035,0.2,18.7,8.1
05/01/2011,07:00,99,0.8,60.2,0.7,27.6,67.8,0.045,0.017,0.062,0.3,23.3,11.2
05/01/2011,08:00,60,1.1,52.1,0.6,27.9,65.6,0.055,0.021,0.076,0.3,26.9,10.2
05/01/2011,09:00,61,0.5,83.2,0.6,28.0,64.7,0.041,0.020,0.060,0.2,33.5,17.8
05/01/2011,10:00,24,0.4,81.5,0.4,28.5,62.7,0.042,0.022,0.064,0.3,36.4,18.9
05/01/2011,11:00,35,1.2,53.2,0.9,30.1,58.2,0.037,0.024,0.061,0.3,35.7,18.0
05/01/2011,12:00,44,1.8,40.0,0.9,29.7,60.1,0.041,0.025,0.066,0.3,44.4,24.0
05/01/2011,13:00,41,2.1,30.5,0.9,29.5,61.0,0.038,0.022,0.059,0.3,29.5,12.3
05/01/2011,14:00,55,2.6,26.2,0.9,29.1,62.2,0.035,0.017,0.052,0.3,38.5,19.6
05/01/2011,15:00,52,2.7,23.5,1.0,28.2,67.4,0.044,0.020,0.064,0.3,36.7,19.5
05/01/2011,16:00,47,2.5,22.0,1.0,27.5,71.4,0.050,0.019,0.069,0.4,33.5,15.4
05/01/2011,17:00,55,2.0,29.8,1.0,25.1,85.0,0.049,0.019,0.068,0.5,29.9,14.1
05/01/2011,18:00,76,1.3,19.7,0.5,24.4,91.3,0.048,0.016,0.063,0.5,21.6,10.1
05/01/2011,19:00,239,0.3,106.4,0.5,24.4,90.5,0.025,0.013,0.038,0.3,26.8,13.6
05/01/2011,20:00,212,0.6,67.5,0.5,21.8,91.4,0.008,0.011,0.019,0.1,22.2,14.5
05/01/2011,21:00,160,1.0,34.8,0.6,20.8,93.2,0.014,0.016,0.029,0.2,10.9,7.2
05/01/2011,22:00,188,0.9,33.4,0.5,20.8,93.5,0.005,0.013,0.017,0.2,8.9,5.9
05/01/2011,23:00,138,0.7,55.0,0.5,20.9,93.3,0.006,0.013,0.019,0.2,8.8,5.3
06/01/2011,00:00,158,0.3,51.2,0.3,21.0,92.6,,,,,8.0,4.0
06/01/2011,01:00,143,0.9,23.9,0.4,21.1,92.6,0.005,0.011,0.016,0.1,9.3,5.6
06/01/2011,02:00,121,0.8,33.2,0.4,21.1,92.5,0.006,0.007,0.013,0.1,8.4,5.0
06/01/2011,03:00,134,0.8,24.3,0.4,21.3,92.6,0.005,0.007,0.012,0.1,9.4,6.2
06/01/2011,04:00,155,0.9,25.6,0.5,21.1,92.6,0.008,0.009,0.017,0.1,8.6,4.4
06/01/2011,05:00,165,0.8,23.9,0.4,21.0,92.1,0.036,0.021,0.056,0.3,7.9,3.9
06/01/2011,06:00,199,0.5,45.5,0.3,21.5,90.3,0.023,0.018,0.041,0.3,12.0,6.8
06/01/2011,07:00,156,1.0,40.6,0.5,22.5,88.2,0.035,0.020,0.055,0.3,16.6,9.2
06/01/2011,08:00,117,1.2,39.2,0.5,23.5,87.4,0.047,0.022,0.069,0.4,14.2,5.7
06/01/2011,09:00,77,1.4,30.5,0.7,23.8,84.6,0.062,0.022,0.083,0.4,23.9,15.6
06/01/2011,10:00,93,0.5,97.7,0.7,24.3,85.3,0.049,0.020,0.068,0.3,18.2,12.9
06/01/2011,11:00,190,1.5,40.0,1.2,23.6,85.8,0.024,0.015,0.038,0.2,18.4,14.3
06/01/2011,12:00,178,0.8,106.8,1.0,20.2,91.0,0.036,0.023,0.058,0.4,12.1,8.9
06/01/2011,13:00,62,0.6,162.2,0.7,20.0,91.7,0.053,0.034,0.086,0.4,11.7,9.0
06/01/2011,14:00,176,1.5,48.4,1.1,20.0,91.4,0.033,0.032,0.065,0.4,13.2,9.5
06/01/2011,15:00,316,0.5,39.6,0.3,20.7,91.5,0.037,0.030,0.067,0.6,14.5,10.5
06/01/2011,16:00,355,0.1,129.8,0.3,20.6,91.2,0.069,0.036,0.105,0.9,15.1,10.6
06/01/2011,17:00,38,0.8,154.6,0.5,20.4,92.4,0.084,0.035,0.119,0.8,16.9,11.9
06/01/2011,18:00,180,0.7,65.8,0.6,20.2,92.6,0.033,0.030,0.063,0.5,15.5,10.4
06/01/2011,19:00,197,0.3,79.9,0.3,20.3,93.1,0.031,0.030,0.061,0.5,8.1,4.2
06/01/2011,20:00,272,0.3,52.9,0.2,20.4,93.0,0.011,0.021,0.032,0.4,8.5,4.6
06/01/2011,21:00,256,0.5,53.2,0.3,20.3,92.8,0.005,0.012,0.016,0.3,6.8,3.5
06/01/2011,22:00,183,0.9,34.9,0.5,19.9,93.2,0.006,0.013,0.019,0.2,4.5,2.0
06/01/2011,23:00,136,0.3,57.4,0.2,20.1,94.0,0.017,0.021,0.037,0.3,8.5,5.3
07/01/2011,00:00,148,0.5,38.1,0.4,20.4,94.4,,,,,14.1,9.4
07/01/2011,01:00,276,0.3,79.1,0.3,20.6,94.3,0.003,0.013,0.016,0.1,6.6,3.6
07/01/2011,02:00,250,0.5,40.9,0.4,20.4,94.2,0.001,0.011,0.012,0.1,8.1,3.1
07/01/2011,03:00,258,0.6,44.5,0.4,20.4,94.4,0.005,0.014,0.019,0.1,12.5,6.4
07/01/2011,04:00,252,0.7,37.6,0.5,20.3,94.2,0.006,0.013,0.019,0.1,29.4,11.0
07/01/2011,05:00,260,0.5,52.6,0.4,20.6,94.3,0.016,0.014,0.030,0.2,25.9,8.6
07/01/2011,06:00,170,0.9,44.9,0.7,21.9,92.2,0.053,0.021,0.074,0.4,17.6,9.0
07/01/2011,07:00,179,0.7,46.3,0.5,22.9,88.6,0.045,0.020,0.065,0.4,22.8,12.4
07/01/2011,08:00,79,1.8,37.8,1.0,21.5,92.0,0.055,0.024,0.079,0.4,23.1,13.3
07/01/2011,09:00,140,1.3,39.9,0.8,21.6,94.0,0.044,0.019,0.063,0.3,12.9,9.1
07/01/2011,10:00,120,0.4,103.4,1.2,23.4,91.0,0.028,0.015,0.043,0.3,7.3,4.9
07/01/2011,11:00,98,3.9,26.0,1.6,26.3,71.9,0.026,0.011,0.037,0.2,18.0,9.5
07/01/2011,12:00,109,3.5,26.2,1.5,26.3,71.1,0.030,0.011,0.041,0.2,23.8,7.9
07/01/2011,13:00,113,3.6,25.4,1.4,25.9,70.6,0.023,0.008,0.031,0.1,18.9,4.5
07/01/2011,14:00,116,3.2,26.6,1.4,26.3,68.8,0.027,0.010,0.037,0.2,25.1,9.6
07/01/2011,15:00,123,3.3,28.6,1.4,26.5,67.7,0.031,0.011,0.042,0.3,26.6,10.7
07/01/2011,16:00,132,3.0,30.7,1.3,26.2,71.3,0.026,0.012,0.038,0.3,22.6,7.5
07/01/2011,17:00,125,1.9,32.6,0.9,23.4,88.1,0.036,0.017,0.053,0.4,21.3,8.5
07/01/2011,18:00,141,1.5,23.5,0.6,23.2,88.2,0.029,0.016,0.044,0.4,15.0,5.9
07/01/2011,19:00,140,1.3,21.0,0.6,23.1,86.2,0.033,0.015,0.048,0.4,16.4,3.7
07/01/2011,20:00,139,1.6,26.9,0.7,23.2,84.4,0.025,0.012,0.036,0.3,21.5,6.3
07/01/2011,21:00,135,0.8,40.3,0.4,23.2,83.2,0.039,0.018,0.057,0.4,19.8,4.4
07/01/2011,22:00,149,1.0,24.5,0.5,23.2,82.2,0.030,0.016,0.046,0.3,20.6,5.4
07/01/2011,23:00,146,0.6,77.3,0.5,23.0,83.1,0.031,0.014,0.044,0.3,20.4,6.0
08/01/2011,00:00,170,0.8,45.5,0.4,22.8,84.5,,,,,22.4,8.4
08/01/2011,01:00,279,0.3,53.0,0.3,22.7,85.6,0.008,0.011,0.018,0.1,17.3,4.6
08/01/2011,02:00,218,0.8,35.4,0.6,22.1,88.4,0.001,0.006,0.007,0.0,15.3,4.4
08/01/2011,03:00,186,1.1,31.0,0.7,21.9,88.7,0.001,0.004,0.005,0.0,12.3,2.6
08/01/2011,04:00,189,1.2,32.6,0.8,22.1,87.1,0.001,0.004,0.005,0.0,15.6,4.9
08/01/2011,05:00,210,0.8,45.9,0.6,21.9,87.9,0.005,0.007,0.011,0.1,17.2,5.5
08/01/2011,06:00,190,1.5,29.4,0.8,23.0,85.3,0.006,0.006,0.011,0.0,15.0,3.1
08/01/2011,07:00,166,2.3,21.9,1.1,25.0,76.1,0.013,0.007,0.020,0.1,18.0,4.2
08/01/2011,08:00,158,3.2,21.5,1.3,26.4,69.7,0.013,0.006,0.019,0.1,26.3,10.4
08/01/2011,09:00,158,3.3,20.9,1.2,27.2,66.8,0.013,0.007,0.020,0.1,22.6,8.7
08/01/2011,10:00,165,2.5,23.5,1.1,26.5,70.3,0.018,0.009,0.026,0.2,16.0,5.9
08/01/2011,11:00,163,2.0,28.7,0.9,26.8,71.9,0.018,0.010,0.028,0.2,17.7,8.9
08/01/2011,12:00,165,1.9,29.2,0.9,26.6,75.2,0.016,0.011,0.027,0.2,16.2,9.2
08/01/2011,13:00,188,0.7,53.4,0.6,25.6,84.0,0.015,0.013,0.027,0.2,7.4,1.3
08/01/2011,14:00,162,1.8,44.5,1.3,26.0,79.1,0.022,0.012,0.034,0.3,12.6,7.0
08/01/2011,15:00,158,2.7,18.8,1.2,25.9,78.9,0.020,0.011,0.030,0.2,5.7,1.8
08/01/2011,16:00,156,3.3,18.6,1.4,26.3,76.1,0.016,0.009,0.025,0.2,8.0,3.1
08/01/2011,17:00,154,3.0,21.9,1.3,26.1,76.8,0.014,0.009,0.022,0.2,10.7,4.6
08/01/2011,18:00,150,2.4,25.6,1.2,25.6,78.9,0.015,0.007,0.021,0.1,8.5,1.7
08/01/2011,19:00,134,1.0,30.4,0.5,25.0,82.6,0.024,0.011,0.034,0.3,14.3,5.9
08/01/2011,20:00,141,0.6,55.9,0.4,24.0,89.0,0.025,0.012,0.037,0.4,13.4,5.0
08/01/2011,21:00,141,0.8,31.7,0.4,23.6,90.3,0.031,0.014,0.045,0.4,12.3,4.9
08/01/2011,22:00,145,0.6,47.9,0.4,23.5,89.2,0.018,0.017,0.034,0.3,10.6,3.1
08/01/2011,23:00,141,0.9,24.2,0.4,23.2,89.5,0.016,0.016,0.032,0.3,16.9,5.4
09/01/2011,00:00,162,1.1,23.3,0.5,23.0,90.7,,,,,19.5,5.9
09/01/2011,01:00,161,0.9,35.4,0.5,22.8,91.7,0.003,0.008,0.011,0.1,12.7,3.4
09/01/2011,02:00,180,0.9,32.3,0.5,22.7,91.8,0.002,0.009,0.011,0.0,9.6,3.3
09/01/2011,03:00,155,1.4,25.0,0.9,22.6,92.8,0.003,0.007,0.010,0.0,6.3,0.3
09/01/2011,04:00,178,1.1,25.5,0.6,22.6,93.2,0.001,0.008,0.009,0.0,7.9,2.3
09/01/2011,05:00,172,1.1,20.8,0.5,22.9,92.5,0.004,0.009,0.013,0.1,11.6,2.9
09/01/2011,06:00,157,1.4,24.1,0.7,23.5,91.6,0.007,0.010,0.017,0.0,10.7,1.6
09/01/2011,07:00,158,1.4,39.5,0.8,24.0,91.2,0.007,0.009,0.015,0.1,11.1,4.5
09/01/2011,08:00,155,2.1,20.8,0.8,25.0,88.2,0.008,0.007,0.015,0.1,9.8,4.1
09/01/2011,09:00,138,2.2,24.8,1.2,24.5,90.4,0.013,0.008,0.020,0.1,12.5,6.8
09/01/2011,10:00,118,3.0,29.7,1.3,23.8,92.5,0.016,0.006,0.022,0.2,9.0,3.9
09/01/2011,11:00,108,3.3,29.4,1.6,26.4,84.9,0.012,0.004,0.016,0.1,12.8,5.7
09/01/2011,12:00,116,4.3,25.2,1.7,27.2,77.9,0.011,0.004,0.014,0.1,25.0,10.6
09/01/2011,13:00,131,3.6,24.3,1.7,26.8,80.6,0.012,0.004,0.016,0.1,20.7,4.6
09/01/2011,14:00,135,3.7,25.6,1.7,25.5,85.1,0.012,0.004,0.015,0.1,33.2,15.7
09/01/2011,15:00,115,2.7,28.5,1.3,23.8,92.4,0.016,0.006,0.021,0.1,19.1,7.7
09/01/2011,16:00,140,2.5,20.5,1.0,23.8,92.8,0.017,0.006,0.023,0.2,14.7,4.6
09/01/2011,17:00,140,2.6,22.0,1.1,24.1,91.1,0.014,0.006,0.020,0.1,22.1,5.6
09/01/2011,18:00,146,2.4,21.7,1.0,23.7,92.2,0.012,0.006,0.017,0.1,25.0,8.4
09/01/2011,19:00,126,2.6,26.2,1.2,23.5,93.0,0.008,0.004,0.012,0.0,13.7,4.1
09/01/2011,20:00,135,2.6,22.6,1.2,23.0,93.7,0.007,0.003,0.010,0.0,14.6,6.2
09/01/2011,21:00,148,1.8,25.1,0.8,23.2,94.4,0.011,0.004,0.015,0.0,11.0,4.4
09/01/2011,22:00,142,2.1,21.8,0.9,23.7,93.2,0.007,0.004,0.010,0.0,8.4,-0.4
09/01/2011,23:00,137,1.8,20.9,0.8,23.8,92.5,0.005,0.003,0.008,0.0,14.0,4.2
10/01/2011,00:00,128,2.1,22.7,0.9,23.7,93.1,,,,,17.1,1.3
10/01/2011,01:00,134,2.0,22.0,0.9,23.5,93.7,0.002,0.002,0.003,0.0,18.3,4.7
10/01/2011,02:00,147,1.5,24.2,0.7,23.6,94.1,0.002,0.002,0.003,0.0,11.6,4.0
10/01/2011,03:00,140,1.3,24.3,0.6,23.8,94.0,0.005,0.003,0.008,0.0,16.1,2.7
10/01/2011,04:00,122,2.5,24.9,1.1,23.8,94.2,0.007,0.003,0.010,0.0,18.4,6.5
10/01/2011,05:00,117,2.1,22.1,0.9,23.8,93.9,0.030,0.007,0.037,0.2,,
10/01/2011,06:00,118,1.2,25.6,0.6,24.2,93.9,0.068,0.015,0.083,0.5,,
10/01/2011,07:00,92,1.5,30.8,0.7,24.5,94.1,0.073,0.017,0.090,0.5,39.7,20.4
10/01/2011,08:00,91,1.8,30.4,1.0,24.5,94.2,0.064,0.016,0.079,0.5,24.0,14.6
10/01/2011,09:00,107,2.3,26.6,1.1,24.3,94.5,0.040,0.011,0.051,0.2,16.1,10.2
10/01/2011,10:00,109,2.7,26.6,1.2,25.7,91.9,0.037,0.010,0.047,0.2,13.6,6.7
10/01/2011,11:00,106,3.7,24.5,1.5,26.8,86.6,0.025,0.007,0.032,0.1,25.4,10.7
10/01/2011,12:00,102,3.5,25.1,1.4,26.0,89.8,0.026,0.008,0.034,0.1,25.3,10.9
10/01/2011,13:00,95,4.0,24.9,1.5,26.6,86.8,0.021,0.005,0.026,0.1,14.8,2.8
10/01/2011,14:00,97,3.5,30.1,1.6,26.6,85.8,0.025,0.006,0.031,0.2,14.1,1.0
10/01/2011,15:00,93,2.8,25.9,1.2,26.0,88.8,0.035,0.010,0.045,0.4,23.6,9.8
10/01/2011,16:00,99,2.5,25.8,1.1,26.3,87.2,0.032,0.008,0.040,0.3,21.1,7.1
10/01/2011,17:00,103,2.7,25.7,1.2,26.0,89.2,0.032,0.009,0.041,0.3,15.4,3.6
10/01/2011,18:00,105,2.4,25.1,1.0,25.7,89.7,0.021,0.008,0.029,0.2,15.2,4.4
10/01/2011,19:00,82,3.3,27.4,1.3,25.8,89.0,0.010,0.004,0.014,0.1,24.8,9.1
10/01/2011,20:00,100,3.0,22.6,1.2,25.1,92.1,0.008,0.005,0.012,0.1,25.9,9.4
10/01/2011,21:00,84,2.7,26.7,1.1,24.9,92.8,0.007,0.004,0.010,0.0,22.5,4.9
10/01/2011,22:00,73,3.6,22.8,1.4,25.0,92.5,0.005,0.002,0.007,0.0,23.5,3.8
10/01/2011,23:00,67,3.7,21.6,1.4,25.1,91.4,0.003,0.001,0.004,0.0,25.2,4.8
11/01/2011,00:00,77,3.0,24.6,1.2,25.3,90.5,,,,,20.9,3.0
11/01/2011,01:00,89,2.7,25.0,1.1,25.0,91.2,0.001,0.001,0.002,0.0,15.7,1.0
11/01/2011,02:00,82,2.5,26.9,1.1,25.0,91.6,0.002,0.001,0.002,0.0,21.2,4.3
11/01/2011,03:00,92,2.5,24.9,1.1,25.0,91.9,0.002,0.001,0.003,0.0,26.2,5.3
11/01/2011,04:00,108,2.5,24.4,1.0,24.9,91.4,0.006,0.003,0.009,0.0,18.8,1.8
