Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm)
18/03/2011,17:00,217,0.4,37.3,0.2,23.3,80.0,0.0
18/03/2011,18:00,312,0.1,80.7,0.2,22.9,80.5,0.0
18/03/2011,19:00,207,0.4,36.0,0.3,22.7,82.5,0.0
18/03/2011,20:00,339,0.2,58.5,0.2,22.2,84.7,0.0
18/03/2011,21:00,220,0.2,69.9,0.2,22.1,84.9,0.0
18/03/2011,22:00,211,0.4,47.1,0.3,21.7,86.2,0.0
18/03/2011,23:00,226,0.9,12.9,0.3,21.2,87.3,0.0
19/03/2011,00:00,212,0.7,17.7,0.3,21.1,87.2,0.0
19/03/2011,01:00,217,0.5,21.4,0.3,21.0,87.9,0.1
19/03/2011,02:00,216,0.5,38.4,0.4,20.6,88.7,0.0
19/03/2011,03:00,201,0.5,27.0,0.3,20.4,88.7,0.0
19/03/2011,04:00,210,0.6,18.9,0.3,20.3,89.0,0.0
19/03/2011,05:00,197,0.6,23.5,0.3,20.4,89.0,0.1
19/03/2011,06:00,211,0.8,16.8,0.4,20.4,88.9,0.8
19/03/2011,07:00,193,0.7,33.2,0.5,20.5,88.8,0.4
19/03/2011,08:00,211,0.7,34.7,0.4,20.6,88.8,0.2
19/03/2011,09:00,199,0.9,32.4,0.6,20.8,85.5,0.0
19/03/2011,10:00,212,1.1,26.3,0.7,20.0,84.9,1.7
19/03/2011,11:00,216,1.1,23.9,0.7,19.8,86.5,1.1
19/03/2011,12:00,211,0.7,29.7,0.4,19.7,88.0,2.0
19/03/2011,13:00,225,0.8,30.8,0.5,19.7,88.3,4.8
19/03/2011,14:00,231,0.5,91.9,0.6,19.9,88.6,4.0
19/03/2011,15:00,148,0.5,53.6,0.4,19.8,86.8,1.0
19/03/2011,16:00,230,0.6,47.2,0.4,19.4,87.6,2.3
19/03/2011,17:00,201,0.5,35.9,0.4,19.1,88.4,0.2
19/03/2011,18:00,213,0.8,20.0,0.4,19.1,88.7,0.1
19/03/2011,19:00,191,0.5,35.3,0.3,18.9,88.5,0.0
19/03/2011,20:00,222,0.6,19.4,0.4,18.9,88.4,0.0
19/03/2011,21:00,213,0.8,22.8,0.5,19.1,89.1,0.0
19/03/2011,22:00,206,0.7,26.3,0.4,19.0,89.4,0.0
19/03/2011,23:00,205,0.8,31.9,0.5,19.2,89.4,0.0
20/03/2011,00:00,215,1.0,20.1,0.4,19.0,89.4,0.0
20/03/2011,01:00,196,0.6,30.7,0.4,19.1,89.9,0.0
20/03/2011,02:00,208,0.6,34.8,0.4,19.0,89.5,0.0
20/03/2011,03:00,197,0.6,24.7,0.3,19.1,90.1,0.0
20/03/2011,04:00,211,0.9,19.8,0.4,19.0,89.8,0.0
20/03/2011,05:00,214,1.1,26.3,0.6,19.0,89.6,0.0
20/03/2011,06:00,217,1.1,22.0,0.5,19.2,90.2,0.0
20/03/2011,07:00,215,1.1,17.3,0.5,19.5,89.7,0.0
20/03/2011,08:00,212,1.0,23.3,0.6,20.3,88.7,0.0
20/03/2011,09:00,216,1.1,28.8,0.7,21.7,83.7,0.1
20/03/2011,10:00,215,0.8,30.5,0.5,22.2,83.7,0.0
20/03/2011,11:00,213,0.8,34.5,0.6,23.2,78.9,0.0
20/03/2011,12:00,206,0.9,33.3,0.7,23.5,74.5,0.0
20/03/2011,13:00,211,0.9,47.9,0.8,23.5,75.2,0.0
20/03/2011,14:00,210,0.8,33.2,0.5,23.4,75.2,0.2
20/03/2011,15:00,214,1.0,25.9,0.6,22.8,79.6,0.0
20/03/2011,16:00,212,0.7,32.0,0.5,22.5,81.0,0.2
20/03/2011,17:00,207,0.6,31.1,0.4,22.7,79.7,0.0
20/03/2011,18:00,219,1.2,19.2,0.6,22.2,78.8,0.0
20/03/2011,19:00,218,1.1,21.2,0.7,21.9,78.3,0.0
20/03/2011,20:00,221,1.1,21.0,0.6,21.8,78.9,0.0
20/03/2011,21:00,222,0.9,14.5,0.4,21.7,79.6,0.0
20/03/2011,22:00,222,1.0,13.0,0.4,21.5,80.5,0.0
20/03/2011,23:00,216,0.9,17.6,0.4,21.2,80.8,0.0
21/03/2011,00:00,208,0.6,30.6,0.4,21.4,81.5,0.0
21/03/2011,01:00,209,0.7,27.8,0.4,20.9,84.3,0.0
21/03/2011,02:00,209,0.8,16.1,0.4,20.9,83.9,0.0
21/03/2011,03:00,220,1.0,17.2,0.5,21.0,84.2,0.0
21/03/2011,04:00,209,1.0,20.6,0.5,20.9,85.6,0.0
21/03/2011,05:00,209,0.8,23.8,0.5,20.6,87.7,0.0
21/03/2011,06:00,217,1.1,15.8,0.5,20.8,86.1,0.0
21/03/2011,07:00,210,0.9,28.7,0.6,22.7,79.6,0.0
21/03/2011,08:00,212,1.0,27.5,0.7,24.3,70.6,0.0
21/03/2011,09:00,210,0.6,50.1,0.5,26.5,64.3,0.0
21/03/2011,10:00,132,0.2,103.5,0.5,27.9,58.9,0.0
21/03/2011,11:00,84,0.8,47.3,0.6,28.2,59.7,0.0
21/03/2011,12:00,56,0.3,132.9,0.5,28.9,55.0,0.0
21/03/2011,13:00,303,0.8,37.2,0.5,29.3,55.0,0.0
21/03/2011,14:00,3,0.5,76.2,0.6,29.5,54.6,0.0
21/03/2011,15:00,86,0.5,34.1,0.3,29.2,58.2,0.0
21/03/2011,16:00,54,0.8,39.5,0.7,28.5,62.4,0.0
21/03/2011,17:00,74,1.1,27.2,0.7,26.9,71.5,0.0
21/03/2011,18:00,6,0.8,21.7,0.3,25.9,76.9,0.0
21/03/2011,19:00,9,0.9,22.2,0.4,25.2,78.5,0.0
21/03/2011,20:00,356,0.9,14.3,0.4,24.3,81.4,0.0
21/03/2011,21:00,353,1.1,13.6,0.4,23.9,84.6,0.0
21/03/2011,22:00,5,0.8,168.5,0.3,23.5,84.9,0.0
21/03/2011,23:00,65,0.6,37.9,0.3,23.1,86.1,0.0
22/03/2011,00:00,52,0.5,54.4,0.3,22.9,87.9,0.0
22/03/2011,01:00,176,0.1,89.7,0.2,22.7,89.0,0.0
22/03/2011,02:00,226,0.3,67.6,0.3,22.5,89.1,0.0
22/03/2011,03:00,229,0.4,45.7,0.3,22.5,89.8,0.0
22/03/2011,04:00,233,0.5,20.9,0.2,22.4,89.0,0.0
22/03/2011,05:00,221,0.5,40.9,0.3,22.5,88.7,0.0
22/03/2011,06:00,226,0.5,48.4,0.4,22.9,88.8,0.0
22/03/2011,07:00,221,0.5,41.8,0.4,23.9,85.5,0.0
22/03/2011,08:00,239,0.5,58.2,0.4,26.0,73.9,0.0
22/03/2011,09:00,82,0.7,55.8,0.5,27.7,68.2,0.0
22/03/2011,10:00,71,0.6,73.0,0.6,29.7,62.1,0.0
22/03/2011,11:00,294,1.6,42.3,0.9,31.2,50.8,0.0
22/03/2011,12:00,288,1.7,35.9,1.2,31.7,46.5,0.0
22/03/2011,13:00,267,2.0,27.3,1.1,32.2,42.6,0.0
22/03/2011,14:00,295,1.8,31.7,1.0,32.8,37.5,0.0
22/03/2011,15:00,286,3.2,17.5,1.3,32.5,36.4,0.0
22/03/2011,16:00,286,2.6,20.1,1.2,32.1,38.0,0.0
22/03/2011,17:00,283,1.9,13.1,1.0,30.6,38.6,0.0
22/03/2011,18:00,290,1.9,8.7,0.4,29.2,41.7,0.0
22/03/2011,19:00,289,0.8,69.3,0.8,28.5,43.2,0.0
22/03/2011,20:00,105,0.7,51.3,0.5,27.6,47.7,0.0
22/03/2011,21:00,263,0.2,100.2,0.3,25.4,54.4,0.0
22/03/2011,22:00,212,0.4,54.6,0.3,24.0,59.8,0.0
22/03/2011,23:00,219,0.7,20.6,0.3,22.5,65.8,0.0
23/03/2011,00:00,223,0.7,22.2,0.4,21.4,72.4,0.0
23/03/2011,01:00,225,0.5,52.6,0.4,20.5,76.7,0.0
23/03/2011,02:00,295,0.3,43.9,0.3,19.4,80.0,0.0
23/03/2011,03:00,240,0.6,29.7,0.3,19.2,78.6,0.0
23/03/2011,04:00,231,0.8,26.1,0.4,18.5,80.9,0.0
23/03/2011,05:00,271,0.3,70.9,0.4,17.8,82.5,0.0
23/03/2011,06:00,237,0.5,45.0,0.3,17.8,84.6,0.0
23/03/2011,07:00,227,0.8,36.4,0.5,20.2,72.6,0.0
23/03/2011,08:00,48,0.3,82.9,0.4,23.7,59.8,0.0
23/03/2011,09:00,2,0.5,160.0,0.5,27.1,49.3,0.0
23/03/2011,10:00,280,1.0,64.5,0.9,29.0,39.0,0.0
23/03/2011,11:00,299,1.9,28.8,1.0,29.1,38.9,0.0
23/03/2011,12:00,270,2.0,34.5,1.2,29.8,38.1,0.0
23/03/2011,13:00,282,2.1,32.4,1.2,30.0,35.9,0.0
23/03/2011,14:00,278,3.2,19.2,1.3,30.1,34.9,0.0
23/03/2011,15:00,271,2.5,19.9,1.0,30.6,34.2,0.0
23/03/2011,16:00,275,3.0,16.3,1.2,30.0,34.7,0.0
23/03/2011,17:00,279,2.5,12.0,0.8,28.9,36.6,0.0
23/03/2011,18:00,272,2.3,12.9,0.7,27.4,40.9,0.0
23/03/2011,19:00,253,1.5,13.6,0.5,25.9,45.9,0.0
23/03/2011,20:00,230,1.2,14.2,0.4,25.1,48.1,0.0
23/03/2011,21:00,224,0.9,30.3,0.4,23.2,54.4,0.0
23/03/2011,22:00,212,0.4,38.4,0.3,22.0,59.0,0.0
23/03/2011,23:00,114,0.6,70.3,0.5,20.9,64.8,0.0
24/03/2011,00:00,52,0.1,126.7,0.3,19.9,68.4,0.0
24/03/2011,01:00,221,0.9,23.9,0.4,19.6,69.9,0.0
24/03/2011,02:00,231,0.6,37.7,0.3,18.6,75.3,0.0
24/03/2011,03:00,240,0.7,18.2,0.2,17.6,80.1,0.0
24/03/2011,04:00,239,0.8,22.0,0.3,17.0,82.2,0.0
24/03/2011,05:00,237,0.7,16.9,0.3,16.7,84.0,0.0
24/03/2011,06:00,227,0.9,17.6,0.3,16.9,83.8,0.0
24/03/2011,07:00,231,0.3,37.6,0.2,19.7,75.0,0.0
24/03/2011,08:00,218,0.3,71.2,0.3,22.5,62.2,0.0
24/03/2011,09:00,325,0.3,130.2,1.1,25.3,48.0,0.0
24/03/2011,10:00,276,2.4,24.0,1.2,26.7,36.5,0.0
24/03/2011,11:00,291,2.0,32.3,1.1,27.6,34.4,0.0
24/03/2011,12:00,295,2.5,26.7,1.1,28.2,32.8,0.0
24/03/2011,13:00,300,2.1,28.1,1.2,29.0,30.5,0.0
24/03/2011,14:00,284,2.1,28.6,1.2,29.3,26.5,0.0
24/03/2011,15:00,283,2.1,28.5,1.0,29.4,25.5,0.0
24/03/2011,16:00,286,2.0,20.5,0.9,28.8,27.9,0.0
24/03/2011,17:00,290,1.1,20.5,0.8,27.6,30.0,0.0
24/03/2011,18:00,281,1.3,14.6,0.6,25.1,34.1,0.0
24/03/2011,19:00,279,3.0,7.8,0.8,24.9,30.9,0.0
24/03/2011,20:00,270,2.1,18.2,0.8,24.6,29.7,0.0
24/03/2011,21:00,211,0.8,19.8,0.4,21.9,39.5,0.0
24/03/2011,22:00,226,0.9,29.8,0.4,19.0,50.4,0.0
24/03/2011,23:00,222,1.0,12.4,0.4,17.5,59.3,0.0
25/03/2011,00:00,237,0.8,27.6,0.4,16.0,68.2,0.0
25/03/2011,01:00,224,1.0,17.7,0.5,15.2,72.8,0.0
25/03/2011,02:00,220,1.0,13.6,0.4,14.6,74.6,0.0
25/03/2011,03:00,221,0.8,22.2,0.4,14.1,77.4,0.0
25/03/2011,04:00,212,0.9,17.5,0.4,13.9,77.0,0.0
25/03/2011,05:00,220,0.7,18.9,0.3,13.3,81.0,0.0
25/03/2011,06:00,228,0.9,15.8,0.4,13.3,82.7,0.0
25/03/2011,07:00,225,0.7,18.9,0.4,15.8,74.2,0.0
25/03/2011,08:00,210,0.4,48.7,0.3,19.7,59.5,0.0
25/03/2011,09:00,49,0.2,115.8,0.4,24.3,45.8,0.0
25/03/2011,10:00,284,1.9,52.3,1.5,25.6,37.5,0.0
25/03/2011,11:00,290,2.0,32.1,1.1,26.4,35.9,0.0
25/03/2011,12:00,,,,,,,
25/03/2011,13:00,,,,,,,
25/03/2011,14:00,,,,,,,
25/03/2011,15:00,278,2.5,24.5,1.1,28.3,29.8,0.0
25/03/2011,16:00,286,2.2,21.0,1.1,28.1,31.4,0.0
25/03/2011,17:00,279,2.2,12.4,0.7,27.0,33.0,0.0
25/03/2011,18:00,273,2.3,11.7,0.7,25.4,35.4,0.0
25/03/2011,19:00,256,1.4,20.4,0.6,24.3,37.6,0.0
25/03/2011,20:00,225,0.5,55.3,0.5,23.5,39.8,0.0
25/03/2011,21:00,217,0.3,69.6,0.3,21.6,45.7,0.0
25/03/2011,22:00,193,0.2,89.2,0.4,19.7,56.3,0.0
25/03/2011,23:00,219,0.8,24.8,0.5,18.6,60.9,0.0
26/03/2011,00:00,196,0.5,36.4,0.4,18.0,65.5,0.0
26/03/2011,01:00,204,0.6,35.8,0.4,17.7,66.8,0.0
26/03/2011,02:00,209,1.0,18.6,0.4,18.7,61.2,0.0
26/03/2011,03:00,216,1.1,13.4,0.5,18.1,64.1,0.0
26/03/2011,04:00,215,0.9,13.5,0.4,18.0,67.7,0.0
26/03/2011,05:00,213,0.9,17.1,0.5,17.9,71.6,0.0
26/03/2011,06:00,216,0.9,13.1,0.4,17.8,74.7,0.0
26/03/2011,07:00,213,1.2,19.3,0.6,19.5,70.9,0.0
26/03/2011,08:00,209,1.1,25.9,0.7,21.9,63.6,0.0
26/03/2011,09:00,213,1.3,35.1,1.0,24.5,53.7,0.0
26/03/2011,10:00,213,1.6,34.1,1.0,25.3,48.7,0.0
26/03/2011,11:00,214,1.8,28.8,1.1,25.6,49.8,0.0
26/03/2011,12:00,210,1.4,33.3,0.9,26.0,45.8,0.0
26/03/2011,13:00,209,1.2,38.3,0.9,26.3,44.7,0.0
26/03/2011,14:00,213,1.5,29.2,1.0,26.5,43.5,0.0
26/03/2011,15:00,202,1.2,38.4,0.8,26.9,42.1,0.0
26/03/2011,16:00,161,0.6,49.0,0.5,26.2,42.5,0.0
26/03/2011,17:00,167,0.3,56.5,0.4,24.5,47.1,0.0
26/03/2011,18:00,241,0.3,89.8,0.4,22.1,56.6,0.0
26/03/2011,19:00,218,0.9,19.4,0.4,20.8,62.5,0.0
26/03/2011,20:00,178,0.3,42.4,0.3,19.7,67.7,0.0
26/03/2011,21:00,190,0.6,34.8,0.4,19.6,70.3,0.0
26/03/2011,22:00,195,1.0,53.1,0.9,19.6,71.1,0.0
26/03/2011,23:00,218,2.4,19.5,1.1,20.4,66.6,0.0
27/03/2011,00:00,220,2.4,19.5,1.2,20.0,66.6,0.0
27/03/2011,01:00,218,2.4,21.0,1.3,19.8,67.6,0.0
27/03/2011,02:00,217,2.3,23.4,1.3,19.6,67.1,0.0
27/03/2011,03:00,219,2.4,25.5,1.4,19.4,66.4,0.0
27/03/2011,04:00,218,2.4,22.9,1.3,19.3,66.1,0.0
27/03/2011,05:00,218,2.1,26.1,1.2,19.2,65.9,0.0
27/03/2011,06:00,212,1.5,28.1,1.0,19.4,65.7,0.0
27/03/2011,07:00,211,1.5,33.4,1.0,20.4,62.3,0.0
27/03/2011,08:00,198,1.8,28.9,1.0,21.3,58.9,0.0
27/03/2011,09:00,205,2.0,24.2,1.1,22.3,56.7,0.0
27/03/2011,10:00,203,1.9,25.2,1.0,22.9,54.3,0.0
27/03/2011,11:00,205,2.0,28.8,1.2,23.9,53.8,0.0
27/03/2011,12:00,200,1.6,32.3,0.9,24.5,52.2,0.0
27/03/2011,13:00,186,1.1,40.0,0.8,24.5,50.1,0.0
27/03/2011,14:00,157,1.1,45.8,0.8,25.4,46.7,0.0
27/03/2011,15:00,180,1.1,41.4,0.8,24.8,50.3,0.0
27/03/2011,16:00,191,1.1,38.0,0.8,23.9,51.5,0.0
27/03/2011,17:00,194,0.9,34.3,0.6,22.5,53.9,0.0
27/03/2011,18:00,213,0.9,27.9,0.5,21.3,59.6,0.0
27/03/2011,19:00,212,0.8,19.0,0.4,20.6,63.8,0.0
27/03/2011,20:00,216,1.1,14.8,0.5,20.0,65.7,0.0
27/03/2011,21:00,212,1.0,17.6,0.6,19.9,67.2,0.0
27/03/2011,22:00,211,1.2,18.4,0.7,19.5,67.5,0.0
27/03/2011,23:00,209,1.1,22.4,0.6,19.1,68.7,0.0
28/03/2011,00:00,211,1.2,19.5,0.6,18.9,69.4,0.0
28/03/2011,01:00,210,1.0,21.9,0.6,18.5,70.3,0.0
28/03/2011,02:00,203,0.9,25.7,0.5,18.2,70.1,0.0
28/03/2011,03:00,209,1.1,23.2,0.6,17.7,72.6,0.0
28/03/2011,04:00,209,1.1,27.2,0.7,17.7,73.4,0.0
28/03/2011,05:00,206,1.2,24.3,0.8,17.6,76.4,0.0
28/03/2011,06:00,202,1.0,25.2,0.5,17.2,79.2,0.0
28/03/2011,07:00,209,1.1,26.4,0.7,18.6,75.4,0.0
28/03/2011,08:00,201,1.1,30.6,0.8,20.7,65.0,0.0
28/03/2011,09:00,211,1.2,35.8,0.9,22.5,58.1,0.0
28/03/2011,10:00,210,1.4,33.0,0.8,23.5,55.5,0.0
28/03/2011,11:00,181,0.7,58.4,0.7,24.5,52.4,0.0
28/03/2011,12:00,127,1.1,49.3,0.8,25.6,45.8,0.0
28/03/2011,13:00,95,1.1,53.0,1.0,23.7,59.4,0.0
28/03/2011,14:00,193,0.4,78.3,0.7,22.9,65.5,0.0
28/03/2011,15:00,146,0.7,66.6,0.9,24.0,56.9,0.0
28/03/2011,16:00,131,0.6,62.1,0.6,22.3,64.0,0.1
28/03/2011,17:00,218,0.7,35.6,0.5,20.5,74.7,0.0
28/03/2011,18:00,208,0.7,57.0,0.6,20.1,73.0,0.0
28/03/2011,19:00,218,0.5,35.4,0.4,20.0,74.4,0.0
28/03/2011,20:00,220,0.5,40.2,0.4,19.7,74.4,0.0
28/03/2011,21:00,205,0.5,29.7,0.4,19.6,74.1,0.0
28/03/2011,22:00,208,0.7,31.3,0.5,19.2,75.9,0.0
28/03/2011,23:00,209,0.8,24.8,0.5,18.9,77.4,0.0
29/03/2011,00:00,207,0.9,22.5,0.5,18.4,77.9,0.0
29/03/2011,01:00,222,1.4,16.7,0.6,18.4,79.3,0.0
29/03/2011,02:00,200,0.6,60.8,0.5,18.2,83.1,0.0
29/03/2011,03:00,211,0.9,24.6,0.6,18.3,84.3,0.0
29/03/2011,04:00,202,0.7,31.0,0.4,18.2,86.8,0.0
29/03/2011,05:00,209,0.9,32.2,0.6,18.2,86.7,0.0
29/03/2011,06:00,204,0.9,24.9,0.5,18.5,86.9,0.0
29/03/2011,07:00,210,1.0,24.3,0.7,18.8,84.8,0.0
29/03/2011,08:00,207,0.8,29.9,0.5,20.1,80.7,0.0
29/03/2011,09:00,176,0.5,76.3,0.7,22.6,68.1,0.0
29/03/2011,10:00,108,1.6,32.1,0.9,24.7,52.7,0.0
29/03/2011,11:00,107,2.5,16.9,0.9,24.6,51.0,0.0
29/03/2011,12:00,107,2.0,27.1,1.0,24.9,47.6,0.0
29/03/2011,13:00,108,2.4,19.0,1.0,24.9,48.3,0.0
29/03/2011,14:00,101,2.4,19.2,0.9,24.5,49.0,0.0
29/03/2011,15:00,110,1.7,20.2,0.8,24.3,54.4,0.0
29/03/2011,16:00,115,1.1,25.4,0.7,23.5,57.3,0.0
29/03/2011,17:00,127,0.5,45.4,0.4,22.7,58.6,0.0
29/03/2011,18:00,152,0.4,53.1,0.3,21.7,61.1,0.0
29/03/2011,19:00,218,0.8,23.7,0.5,21.0,66.3,0.0
29/03/2011,20:00,193,0.4,34.0,0.3,20.4,69.1,0.2
29/03/2011,21:00,221,0.9,16.4,0.4,19.4,77.1,0.0
29/03/2011,22:00,209,0.6,21.0,0.4,19.6,76.7,0.0
29/03/2011,23:00,208,0.7,25.0,0.4,19.4,76.5,0.0
30/03/2011,00:00,210,0.6,26.2,0.4,19.2,78.6,0.0
30/03/2011,01:00,205,0.8,26.2,0.5,19.1,79.4,0.0
30/03/2011,02:00,200,0.6,26.1,0.4,19.0,81.8,0.0
30/03/2011,03:00,212,0.4,63.6,0.4,18.8,84.0,0.0
30/03/2011,04:00,207,0.6,25.2,0.4,18.8,83.8,0.0
30/03/2011,05:00,217,0.8,23.0,0.5,18.6,85.3,0.4
30/03/2011,06:00,206,0.6,38.9,0.4,18.4,87.8,0.0
30/03/2011,07:00,217,0.6,24.6,0.4,18.9,87.0,0.0
30/03/2011,08:00,217,1.0,22.9,0.5,19.5,86.7,0.0
30/03/2011,09:00,199,0.6,37.1,0.4,20.8,81.7,0.0
30/03/2011,10:00,202,0.5,35.7,0.4,21.5,74.1,0.0
30/03/2011,11:00,131,0.6,52.9,0.5,21.4,75.5,0.0
30/03/2011,12:00,135,0.3,78.6,0.4,20.5,82.7,0.2
30/03/2011,13:00,263,0.5,42.3,0.3,20.7,80.9,0.0
30/03/2011,14:00,230,0.3,53.0,0.3,21.4,77.6,0.0
30/03/2011,15:00,226,0.7,29.7,0.4,21.7,76.2,0.0
30/03/2011,16:00,226,0.4,30.8,0.3,21.7,77.1,0.0
30/03/2011,17:00,256,0.1,147.8,0.2,21.4,80.7,0.0
30/03/2011,18:00,274,0.2,83.4,0.2,20.7,85.1,0.2
30/03/2011,19:00,194,0.4,50.8,0.3,20.0,86.2,0.0
30/03/2011,20:00,242,0.3,56.8,0.2,19.7,87.3,0.0
30/03/2011,21:00,220,0.5,37.9,0.3,19.6,88.5,0.0
30/03/2011,22:00,207,0.4,31.5,0.3,19.4,88.9,0.0
30/03/2011,23:00,204,0.6,25.6,0.4,19.2,88.6,0.0
31/03/2011,00:00,217,0.7,26.7,0.4,19.1,89.3,0.0
31/03/2011,01:00,211,0.8,22.5,0.4,18.9,88.8,0.0
31/03/2011,02:00,200,0.6,20.2,0.3,18.7,88.6,0.0
31/03/2011,03:00,211,1.0,16.5,0.4,18.6,88.5,0.0
31/03/2011,04:00,215,1.1,13.9,0.4,18.3,88.6,0.0
31/03/2011,05:00,202,0.7,20.6,0.4,18.5,87.1,0.0
31/03/2011,06:00,207,0.4,41.0,0.3,18.5,86.9,0.0
31/03/2011,07:00,208,0.3,38.2,0.3,19.8,83.3,0.0
31/03/2011,08:00,215,0.6,32.4,0.4,20.7,77.8,0.0
31/03/2011,09:00,217,0.5,51.9,0.5,23.1,66.3,0.0
31/03/2011,10:00,110,0.4,80.6,0.6,24.9,56.8,0.0
31/03/2011,11:00,73,0.6,61.8,0.6,26.7,50.4,0.0
31/03/2011,12:00,75,0.5,101.3,0.7,26.9,50.1,0.0
31/03/2011,13:00,76,2.3,18.4,0.9,25.4,54.1,0.5
31/03/2011,14:00,114,0.9,64.7,0.8,23.1,71.6,2.2
31/03/2011,15:00,245,0.6,48.0,0.4,21.8,76.8,0.5
31/03/2011,16:00,92,0.8,34.3,0.5,24.6,66.2,0.0
31/03/2011,17:00,94,1.2,17.3,0.4,23.7,68.4,0.0
31/03/2011,18:00,106,0.4,89.6,0.5,22.3,74.0,0.0
31/03/2011,19:00,289,0.1,170.6,0.3,21.5,77.6,0.0
31/03/2011,20:00,219,0.7,29.0,0.4,20.4,79.7,0.0
31/03/2011,21:00,218,0.8,15.8,0.5,19.6,84.8,0.0
31/03/2011,22:00,223,1.3,9.8,0.5,19.0,84.1,0.0
31/03/2011,23:00,220,1.2,11.9,0.4,18.8,82.7,0.0
01/04/2011,00:00,222,1.3,11.7,0.5,18.6,83.5,0.0
01/04/2011,01:00,218,1.1,18.1,0.4,18.9,81.3,0.0
01/04/2011,02:00,221,1.1,14.4,0.4,18.5,82.6,0.0
01/04/2011,03:00,216,1.0,20.1,0.5,18.5,82.4,0.0
01/04/2011,04:00,203,0.8,23.6,0.5,18.3,82.4,0.0
01/04/2011,05:00,204,0.8,23.1,0.5,18.3,82.2,0.0
01/04/2011,06:00,202,0.7,23.4,0.4,18.7,82.4,0.0
01/04/2011,07:00,207,1.0,20.7,0.5,19.7,78.6,0.0
01/04/2011,08:00,210,0.9,26.1,0.6,21.0,76.3,0.0
01/04/2011,09:00,210,1.0,36.8,0.7,22.3,69.6,0.0
01/04/2011,10:00,200,1.0,35.7,0.7,22.0,69.9,0.0
01/04/2011,11:00,201,0.7,41.3,0.5,21.4,75.5,0.0
01/04/2011,12:00,177,0.4,65.3,0.5,22.6,69.5,0.0
01/04/2011,13:00,187,0.6,46.7,0.5,23.9,59.2,0.0
01/04/2011,14:00,118,1.1,33.5,0.7,23.8,58.4,0.0
01/04/2011,15:00,133,1.0,53.3,0.9,23.1,63.5,0.0
01/04/2011,16:00,220,0.9,23.5,0.5,21.2,73.8,0.0
01/04/2011,17:00,226,0.7,20.9,0.4,20.5,76.5,0.0
01/04/2011,18:00,217,0.7,21.4,0.4,20.1,77.9,0.0
01/04/2011,19:00,219,0.7,24.0,0.4,19.5,79.4,0.0
01/04/2011,20:00,216,0.7,17.9,0.4,18.9,82.2,0.0
01/04/2011,21:00,218,0.8,16.1,0.4,18.5,82.9,0.0
01/04/2011,22:00,215,0.8,14.8,0.4,18.0,83.3,0.0
01/04/2011,23:00,220,1.0,13.1,0.4,17.9,84.3,0.0
02/04/2011,00:00,215,0.9,17.1,0.4,17.3,86.4,0.0
02/04/2011,01:00,198,0.6,19.4,0.3,17.0,87.2,0.0
02/04/2011,02:00,211,0.8,17.6,0.4,16.7,87.1,0.0
02/04/2011,03:00,218,0.9,14.7,0.4,16.6,87.1,0.0
02/04/2011,04:00,217,1.0,13.1,0.4,16.6,86.1,0.0
02/04/2011,05:00,218,1.1,11.3,0.4,16.2,86.8,0.0
02/04/2011,06:00,200,0.5,36.2,0.4,16.1,87.1,0.0
02/04/2011,07:00,198,0.7,26.1,0.4,17.6,82.6,0.0
02/04/2011,08:00,202,0.6,41.5,0.5,20.1,72.9,0.0
02/04/2011,09:00,204,0.5,61.6,0.5,22.7,62.2,0.0
02/04/2011,10:00,120,0.2,105.9,0.5,24.4,53.5,0.0
02/04/2011,11:00,243,0.9,44.2,0.6,25.4,49.6,0.0
02/04/2011,12:00,319,0.8,44.3,0.5,26.4,45.7,0.0
02/04/2011,13:00,357,0.4,96.6,0.7,27.0,41.8,0.0
02/04/2011,14:00,15,0.3,158.2,0.5,27.1,43.1,0.0
02/04/2011,15:00,187,0.3,92.0,0.5,27.8,39.8,0.0
02/04/2011,16:00,118,0.1,90.2,0.5,27.8,42.3,0.0
02/04/2011,17:00,230,0.2,92.3,0.2,25.3,49.9,0.0
02/04/2011,18:00,357,0.6,45.1,0.4,23.3,65.4,0.0
02/04/2011,19:00,78,0.1,105.4,0.2,21.8,71.6,0.0
02/04/2011,20:00,225,2.0,26.0,1.5,19.5,75.6,10.1
02/04/2011,21:00,219,1.0,32.3,0.6,17.8,82.0,0.0
02/04/2011,22:00,193,0.7,30.5,0.4,18.0,79.8,0.0
02/04/2011,23:00,219,1.5,15.9,0.6,18.2,78.2,0.0
03/04/2011,00:00,215,1.5,22.0,0.7,18.7,78.6,0.0
03/04/2011,01:00,198,0.7,28.7,0.5,18.4,78.5,0.0
03/04/2011,02:00,192,0.4,58.2,0.4,17.7,81.5,0.0
03/04/2011,03:00,214,0.9,17.9,0.4,17.6,81.0,0.0
03/04/2011,04:00,213,1.0,16.7,0.5,17.6,78.7,0.0
03/04/2011,05:00,212,1.1,18.7,0.6,17.3,80.6,0.0
03/04/2011,06:00,217,1.7,15.0,0.7,17.8,80.2,0.0
03/04/2011,07:00,215,1.4,26.0,0.8,19.2,77.3,0.0
03/04/2011,08:00,211,1.5,25.9,0.9,20.3,73.0,0.0
03/04/2011,09:00,213,1.6,25.5,0.9,20.8,69.3,0.0
