Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),Sulfur Dioxide (SO2) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3),Visibility-reducing particles (Mm^-1)
01/01/2011,00:00,156,2.1,14.4,0.7,22.8,71.4,0.0,1009,,,,,18.3,6.1,
01/01/2011,01:00,174,2.2,16.8,0.7,22.5,72.9,0.0,1008,0.001,0.001,0.002,0.001,20.6,9.6,11
01/01/2011,02:00,183,2.3,12.2,0.8,21.9,75.6,0.0,1008,0.000,0.001,0.001,0.001,15.0,4.1,10
01/01/2011,03:00,187,1.9,12.0,0.5,22.1,74.6,0.0,1007,0.001,0.001,0.002,0.000,11.7,1.5,10
01/01/2011,04:00,190,1.9,12.9,0.6,22.2,75.1,0.0,1007,0.000,0.002,0.002,0.001,10.9,1.1,9
01/01/2011,05:00,183,1.7,15.9,0.6,22.4,76.0,0.0,1007,0.001,0.001,0.002,0.001,12.0,2.1,9
01/01/2011,06:00,189,1.7,18.1,0.7,23.4,73.5,0.0,1008,0.001,0.001,0.002,0.001,10.8,0.8,9
01/01/2011,07:00,196,2.4,19.0,1.0,24.7,70.3,0.0,1008,0.000,0.000,0.000,0.001,7.5,-2.5,8
01/01/2011,08:00,205,2.8,18.4,1.0,25.6,68.6,0.0,1008,0.001,0.001,0.001,0.001,7.1,-0.4,6
01/01/2011,09:00,178,2.6,23.3,1.0,26.6,67.0,0.0,1008,0.001,0.001,0.002,0.000,4.6,-0.6,6
01/01/2011,10:00,143,2.7,18.8,0.9,27.5,66.1,0.0,1008,0.001,0.001,0.002,0.000,4.8,-0.1,5
01/01/2011,11:00,164,1.8,29.4,0.8,27.8,66.4,0.0,1008,0.002,0.001,0.002,0.001,15.6,12.1,5
01/01/2011,12:00,102,2.5,24.6,0.8,27.8,68.0,0.0,1007,0.001,0.001,0.001,0.000,9.6,6.2,7
01/01/2011,13:00,92,4.5,13.2,1.3,28.8,65.4,0.0,1007,0.001,0.001,0.002,0.001,7.3,4.5,6
01/01/2011,14:00,88,6.0,10.6,0.9,28.5,68.4,0.0,1006,0.001,0.001,0.001,0.001,25.2,23.2,4
01/01/2011,15:00,98,6.2,8.4,1.0,28.1,69.8,0.0,1006,0.002,0.002,0.003,0.001,4.3,0.2,4
01/01/2011,16:00,96,6.6,8.8,0.8,28.0,72.2,0.0,1006,0.002,0.002,0.003,0.001,6.5,2.7,4
01/01/2011,17:00,93,6.3,8.7,1.0,27.5,75.5,0.0,1007,0.002,0.002,0.004,0.001,9.4,4.2,4
01/01/2011,18:00,98,5.8,7.9,1.1,27.3,76.7,0.0,1007,0.002,0.006,0.007,0.001,8.1,3.6,6
01/01/2011,19:00,107,4.4,8.3,0.9,26.8,80.8,0.0,1008,0.001,0.004,0.004,0.001,10.4,5.6,10
01/01/2011,20:00,100,4.6,24.6,1.1,26.7,83.0,0.0,1008,0.001,0.001,0.002,0.001,13.8,5.8,14
01/01/2011,21:00,67,4.7,22.4,2.2,25.6,82.5,2.0,1009,0.001,0.002,0.003,0.001,13.1,2.0,16
01/01/2011,22:00,36,1.5,58.9,1.5,23.5,88.2,5.1,1009,0.001,0.003,0.003,0.001,11.3,2.7,9
01/01/2011,23:00,181,0.6,38.1,0.4,23.9,88.9,0.0,1008,0.001,0.003,0.003,0.001,8.3,2.3,11
02/01/2011,00:00,111,2.0,16.7,0.8,25.5,88.6,0.0,1008,,,,,12.4,1.7,
02/01/2011,01:00,111,3.2,7.5,0.9,25.9,86.5,0.0,1007,0.000,0.002,0.002,0.001,22.7,9.4,15
02/01/2011,02:00,111,3.1,17.5,0.9,25.5,86.9,2.0,1007,0.000,0.002,0.002,0.001,11.1,-0.1,13
02/01/2011,03:00,116,2.2,14.6,0.8,25.4,87.7,0.0,1007,0.000,0.001,0.001,0.001,10.9,1.3,14
02/01/2011,04:00,137,1.6,14.6,0.5,25.1,88.2,0.0,1007,0.001,0.002,0.003,0.001,12.0,1.1,14
02/01/2011,05:00,153,1.9,12.9,0.6,24.9,87.7,0.0,1008,0.001,0.001,0.001,0.001,10.2,-0.7,13
02/01/2011,06:00,137,2.1,18.9,0.7,25.6,83.7,0.0,1008,0.001,0.001,0.001,0.001,14.7,3.9,13
02/01/2011,07:00,132,2.3,19.2,0.7,26.3,80.2,0.0,1009,0.001,0.001,0.002,0.001,15.4,5.0,13
02/01/2011,08:00,124,3.4,19.0,0.9,27.6,73.2,0.0,1009,0.002,0.002,0.003,0.001,12.1,1.7,16
02/01/2011,09:00,98,5.2,14.7,1.2,28.5,66.4,0.0,1009,0.002,0.002,0.004,0.002,13.8,5.2,14
02/01/2011,10:00,95,6.4,12.5,1.1,28.5,66.4,0.0,1009,0.002,0.002,0.004,0.001,13.9,8.0,11
02/01/2011,11:00,89,5.6,10.6,0.9,28.6,65.2,0.0,1008,0.001,0.002,0.003,0.001,9.3,4.5,11
02/01/2011,12:00,89,5.1,13.1,1.1,28.9,62.5,0.0,1008,0.001,0.001,0.002,0.001,19.5,12.7,12
02/01/2011,13:00,92,6.0,12.2,1.1,29.0,61.8,0.0,1007,0.003,0.003,0.005,0.001,18.8,12.4,11
02/01/2011,14:00,91,7.4,9.3,1.2,28.6,65.7,0.0,1006,0.002,0.002,0.003,0.001,9.2,-0.3,12
02/01/2011,15:00,92,7.4,9.9,1.1,28.0,65.9,0.0,1006,0.002,0.003,0.005,0.001,15.7,6.6,7
02/01/2011,16:00,99,7.0,9.6,1.3,27.6,69.6,0.0,1006,0.001,0.001,0.002,0.001,,,9
02/01/2011,17:00,106,4.5,11.3,1.0,27.3,70.1,0.0,1007,0.002,0.002,0.004,0.001,,,8
02/01/2011,18:00,105,3.9,13.8,1.1,26.9,73.8,0.0,1007,0.000,0.002,0.002,0.001,6.9,0.2,10
02/01/2011,19:00,103,2.1,16.6,0.8,26.3,77.2,0.0,1007,0.000,0.002,0.002,0.001,8.9,2.2,11
02/01/2011,20:00,174,1.6,29.9,0.5,25.6,80.2,0.0,1008,0.000,0.003,0.003,0.001,8.9,1.9,10
02/01/2011,21:00,183,1.9,16.3,0.6,25.0,82.4,0.0,1008,0.001,0.001,0.002,0.001,6.8,1.4,9
02/01/2011,22:00,156,1.2,28.6,0.3,24.8,83.4,0.0,1008,0.000,0.002,0.002,0.001,9.0,4.3,10
02/01/2011,23:00,204,1.7,13.8,0.5,24.4,85.2,0.0,1008,0.001,0.002,0.002,0.001,7.7,1.4,10
03/01/2011,00:00,188,1.6,15.2,0.5,24.4,85.0,0.0,1007,,,,,5.6,-0.8,
03/01/2011,01:00,173,1.2,25.5,0.4,24.3,84.5,0.0,1006,0.000,0.001,0.001,0.001,6.5,-0.9,11
03/01/2011,02:00,206,1.3,18.7,0.5,23.7,86.3,0.0,1005,0.000,0.001,0.001,0.001,11.2,3.1,10
03/01/2011,03:00,209,1.4,17.3,0.5,23.3,88.1,0.0,1005,0.000,0.001,0.001,0.000,9.8,2.3,10
03/01/2011,04:00,196,1.1,14.3,0.4,23.0,88.8,0.0,1005,0.000,0.001,0.001,0.001,6.0,-1.5,9
03/01/2011,05:00,201,1.6,12.2,0.5,22.9,89.3,0.0,1006,0.001,0.001,0.002,0.001,4.4,-3.2,9
03/01/2011,06:00,187,1.7,17.0,0.7,23.9,85.2,0.0,1006,0.001,0.001,0.002,0.001,8.1,1.0,10
03/01/2011,07:00,184,1.9,22.0,0.8,25.7,76.0,0.0,1006,0.001,0.001,0.002,0.000,12.4,4.7,10
03/01/2011,08:00,104,3.1,15.5,1.1,27.4,65.3,0.0,1006,0.001,0.001,0.002,0.000,11.7,5.4,9
03/01/2011,09:00,98,2.9,21.2,1.0,28.3,61.7,0.0,1006,0.001,0.002,0.002,0.001,13.5,8.4,9
03/01/2011,10:00,57,3.1,39.1,1.6,28.7,61.1,0.0,1006,0.003,0.003,0.006,0.001,8.0,1.4,10
03/01/2011,11:00,19,3.9,161.9,0.9,28.4,62.7,0.0,1006,0.002,0.002,0.004,0.002,12.2,0.8,12
03/01/2011,12:00,47,3.2,38.3,0.9,27.8,67.5,0.7,1005,0.002,0.002,0.004,0.001,5.4,-2.9,15
03/01/2011,13:00,70,4.4,12.3,0.7,27.6,72.7,0.0,1005,0.001,0.001,0.002,0.001,17.6,10.2,16
03/01/2011,14:00,50,3.0,20.1,0.8,27.1,73.9,0.0,1004,0.001,0.002,0.003,0.001,17.0,10.6,14
03/01/2011,15:00,35,2.8,15.5,0.6,27.1,72.9,0.0,1003,0.001,0.002,0.003,0.001,9.8,2.6,13
03/01/2011,16:00,11,2.3,172.5,0.7,27.8,68.0,0.0,1003,0.001,0.002,0.003,0.001,7.9,0.7,12
03/01/2011,17:00,44,2.7,20.6,0.7,27.8,65.9,0.0,1003,0.001,0.002,0.002,0.000,13.9,7.6,11
03/01/2011,18:00,40,2.5,14.0,0.5,27.1,70.6,0.0,1003,0.003,0.003,0.006,0.001,6.9,1.4,12
03/01/2011,19:00,47,1.7,21.9,0.5,26.5,75.3,0.0,1004,0.004,0.007,0.010,0.001,8.5,2.5,13
03/01/2011,20:00,317,0.6,98.6,0.7,26.1,78.9,0.0,1005,0.001,0.004,0.005,0.001,9.8,3.4,13
03/01/2011,21:00,192,0.5,73.3,0.5,25.4,82.3,0.0,1005,0.004,0.006,0.010,0.001,11.1,3.3,14
03/01/2011,22:00,177,0.6,56.1,0.5,24.7,85.4,0.0,1006,0.002,0.005,0.007,0.001,9.5,0.8,14
03/01/2011,23:00,152,1.2,29.8,0.5,24.4,86.9,0.0,1005,0.002,0.004,0.005,0.001,8.2,0.3,13
04/01/2011,00:00,161,1.6,18.8,0.5,24.6,85.4,0.0,1005,,,,,9.7,1.7,
04/01/2011,01:00,222,2.2,34.2,1.5,23.2,82.6,1.2,1004,0.000,0.002,0.002,0.001,13.2,6.1,9
04/01/2011,02:00,237,1.4,44.3,0.7,21.5,87.6,1.3,1004,0.000,0.002,0.002,0.001,10.3,5.4,9
04/01/2011,03:00,193,1.7,23.0,0.8,21.1,89.0,0.0,1004,0.000,0.002,0.002,0.001,10.2,3.9,12
04/01/2011,04:00,192,1.8,20.8,0.6,21.1,88.7,0.0,1004,0.000,0.002,0.002,0.001,12.5,5.6,13
04/01/2011,05:00,197,2.5,11.9,0.7,21.3,88.1,0.0,1004,0.001,0.003,0.004,0.001,10.6,4.2,10
04/01/2011,06:00,212,1.8,57.8,1.8,22.2,85.9,0.0,1005,0.001,0.003,0.004,0.001,14.5,8.7,10
04/01/2011,07:00,200,2.8,17.0,1.2,24.0,79.6,0.0,1005,0.002,0.002,0.004,0.001,9.6,3.5,11
04/01/2011,08:00,246,0.7,71.2,0.6,26.4,69.0,0.0,1005,0.001,0.002,0.003,0.001,9.7,4.2,12
04/01/2011,09:00,3,0.7,60.9,0.6,27.8,63.0,0.0,1004,0.001,0.003,0.003,0.001,17.1,11.4,15
04/01/2011,10:00,20,2.0,38.5,1.2,28.2,61.3,0.0,1004,0.004,0.008,0.012,0.002,13.9,6.3,19
04/01/2011,11:00,39,3.5,18.9,0.9,28.6,58.0,0.0,1004,0.004,0.006,0.010,0.003,23.2,10.4,19
04/01/2011,12:00,40,4.1,18.6,0.9,29.0,56.9,0.0,1004,0.003,0.004,0.007,0.003,23.0,12.6,18
04/01/2011,13:00,48,5.4,16.2,1.1,28.6,58.0,0.0,1003,0.001,0.002,0.003,0.002,16.0,5.7,18
04/01/2011,14:00,64,5.5,11.6,0.8,27.7,60.9,0.0,1003,0.001,0.001,0.001,0.001,17.6,7.4,20
04/01/2011,15:00,53,4.1,15.1,0.9,28.2,54.6,0.0,1003,0.001,0.001,0.002,0.001,18.9,7.4,17
04/01/2011,16:00,49,3.3,15.5,1.0,28.0,59.4,0.0,1002,0.001,0.003,0.003,0.001,21.8,8.5,19
04/01/2011,17:00,74,3.6,20.3,1.0,27.7,60.1,0.0,1003,0.002,0.007,0.008,0.002,23.4,9.9,18
04/01/2011,18:00,109,3.9,14.3,1.2,26.5,65.9,0.0,1004,0.001,0.004,0.004,0.002,10.8,-0.6,15
04/01/2011,19:00,149,1.5,36.2,0.6,24.3,75.5,0.0,1004,0.001,0.004,0.005,0.001,8.1,3.5,12
04/01/2011,20:00,182,1.7,16.0,0.6,23.2,80.5,0.0,1005,0.001,0.003,0.003,0.002,3.3,-1.1,17
04/01/2011,21:00,191,2.2,12.5,0.7,22.7,81.0,0.0,1005,0.000,0.002,0.002,0.002,11.7,6.6,18
04/01/2011,22:00,199,2.3,8.2,0.6,22.4,81.7,0.0,1006,0.001,0.002,0.003,0.001,12.3,6.3,14
04/01/2011,23:00,200,2.5,9.1,0.5,22.1,83.6,0.0,1005,0.000,0.003,0.003,0.001,7.2,1.6,10
05/01/2011,00:00,196,2.2,8.1,0.5,21.9,84.3,0.0,1004,,,,,7.7,2.3,
05/01/2011,01:00,200,2.2,8.0,0.5,21.8,85.0,0.0,1004,0.000,0.001,0.001,0.001,7.2,2.1,12
05/01/2011,02:00,199,2.1,9.1,0.4,21.8,85.8,0.0,1003,0.000,0.001,0.001,0.001,8.0,1.8,14
05/01/2011,03:00,199,2.2,8.4,0.4,21.5,87.1,0.0,1003,0.000,0.001,0.001,0.001,12.3,5.4,15
05/01/2011,04:00,202,2.0,8.3,0.4,21.4,87.6,0.0,1004,0.001,0.002,0.002,0.001,9.1,2.9,13
05/01/2011,05:00,200,2.2,8.5,0.5,21.3,88.2,0.0,1004,0.002,0.003,0.004,0.001,9.6,2.5,12
05/01/2011,06:00,203,1.8,13.9,0.6,22.7,84.3,0.0,1004,0.002,0.003,0.005,0.001,10.5,2.8,12
05/01/2011,07:00,207,1.9,18.2,0.7,25.1,76.9,0.0,1005,0.003,0.002,0.004,0.000,11.1,3.5,12
05/01/2011,08:00,89,2.1,38.0,1.1,27.0,67.2,0.0,1005,0.002,0.003,0.004,0.001,20.8,12.4,11
05/01/2011,09:00,82,2.6,24.9,1.1,27.5,63.4,0.0,1005,0.004,0.006,0.010,0.002,14.0,4.3,11
05/01/2011,10:00,65,3.1,26.5,1.0,28.0,60.3,0.0,1004,0.009,0.008,0.017,0.003,19.1,9.2,10
05/01/2011,11:00,55,3.3,24.9,1.0,28.2,59.2,0.0,1004,0.011,0.008,0.019,0.003,23.7,11.7,15
05/01/2011,12:00,40,3.5,22.6,1.1,28.4,58.4,0.0,1003,0.004,0.004,0.008,0.003,,,9
05/01/2011,13:00,36,4.0,16.3,0.9,28.3,59.7,0.0,1003,0.001,0.002,0.003,0.001,,,9
05/01/2011,14:00,52,4.6,13.3,0.9,28.0,63.0,0.0,1002,0.004,0.004,0.007,0.001,26.5,7.6,9
05/01/2011,15:00,50,4.7,17.8,1.0,27.9,63.4,0.0,1001,0.003,0.002,0.005,0.001,21.2,8.5,8
05/01/2011,16:00,47,4.4,14.4,0.8,27.5,65.9,0.0,1001,0.003,0.004,0.007,0.001,15.5,5.5,8
05/01/2011,17:00,54,3.9,12.9,0.7,27.2,68.6,0.0,1002,0.001,0.002,0.003,0.000,16.0,8.3,7
05/01/2011,18:00,40,3.4,15.9,0.7,26.9,70.4,0.0,1002,0.001,0.005,0.006,0.001,11.3,5.3,7
05/01/2011,19:00,45,3.2,10.9,0.6,26.7,71.4,0.0,1002,0.006,0.009,0.015,0.001,5.4,-0.1,10
05/01/2011,20:00,38,3.5,11.1,0.7,26.8,72.2,0.0,1003,0.002,0.005,0.007,0.001,5.6,-0.6,7
05/01/2011,21:00,20,3.6,11.2,0.7,26.7,71.3,0.0,1003,0.001,0.003,0.004,0.001,6.7,0.6,7
05/01/2011,22:00,4,2.6,12.1,0.6,26.5,72.2,0.0,1003,0.000,0.003,0.003,0.001,7.8,1.5,7
05/01/2011,23:00,357,2.0,18.8,0.5,26.2,75.2,0.0,1003,0.001,0.003,0.004,0.001,7.3,-0.6,7
06/01/2011,00:00,15,1.4,171.3,0.5,26.2,75.2,0.0,1002,,,,,,,
06/01/2011,01:00,335,1.3,19.1,0.4,26.0,76.0,0.0,1002,,,,0.001,6.1,-0.5,7
06/01/2011,02:00,127,1.7,57.1,1.5,24.5,80.8,9.4,1001,,,,0.001,9.9,2.9,8
06/01/2011,03:00,128,1.3,29.6,0.7,22.0,83.7,8.4,1001,,,,0.001,10.8,6.7,7
06/01/2011,04:00,208,1.9,12.2,0.5,21.5,86.5,2.1,1001,,,,0.001,7.5,2.8,7
06/01/2011,05:00,176,0.4,105.7,0.6,21.9,87.5,0.1,1001,,,,0.001,8.6,3.2,7
06/01/2011,06:00,213,0.9,36.1,0.4,22.3,87.8,0.0,1002,,,,0.001,8.6,3.0,9
06/01/2011,07:00,213,1.0,46.0,0.5,22.5,87.6,0.0,1002,,,,0.001,9.4,2.8,9
06/01/2011,08:00,207,1.9,20.5,0.7,22.9,87.7,0.1,1002,,,,0.001,6.3,-0.1,9
06/01/2011,09:00,210,2.1,19.0,0.8,23.8,85.2,0.0,1002,,,,0.001,3.2,-3.2,9
06/01/2011,10:00,231,2.0,20.4,0.9,23.8,85.2,0.2,1002,,,,0.001,3.8,-3.2,7
06/01/2011,11:00,261,1.2,36.6,0.7,23.8,83.7,0.2,1002,,,,0.001,6.3,2.5,8
06/01/2011,12:00,354,0.6,137.4,0.8,25.0,76.7,0.0,1001,,,,0.001,19.1,17.1,8
06/01/2011,13:00,34,2.7,24.0,0.8,25.8,71.9,0.0,1000,,,,0.002,5.7,0.6,6
06/01/2011,14:00,38,3.5,16.2,0.9,25.8,73.1,0.2,999,,,,0.001,,,5
06/01/2011,15:00,33,3.8,12.5,0.8,25.5,75.7,0.0,999,,,,0.001,6.2,2.9,4
06/01/2011,16:00,44,4.0,13.4,0.8,25.2,78.0,0.0,999,,,,0.001,,,4
06/01/2011,17:00,73,1.9,40.5,0.6,25.0,78.3,0.0,999,,,,0.001,6.4,3.9,5
06/01/2011,18:00,174,2.4,31.1,1.2,23.3,79.0,0.5,1001,,,,0.001,8.8,5.8,6
06/01/2011,19:00,222,0.7,75.7,0.9,21.3,84.9,0.6,1001,,,,0.001,4.1,1.0,6
06/01/2011,20:00,178,0.6,53.1,0.6,21.4,87.9,0.3,1001,,,,0.001,,,8
06/01/2011,21:00,162,1.5,20.7,0.5,21.3,87.6,0.0,1002,,,,0.001,2.0,-3.5,7
06/01/2011,22:00,152,1.0,26.7,0.4,21.0,87.2,0.0,1002,,,,0.001,,,5
06/01/2011,23:00,173,1.2,22.8,0.5,20.8,86.4,0.0,1002,,,,0.001,8.5,3.8,4
07/01/2011,00:00,197,1.2,23.1,0.5,20.3,87.4,0.0,1001,,,,,3.2,-1.8,
07/01/2011,01:00,202,1.1,29.5,0.5,19.8,89.4,0.0,1000,,,,0.001,14.0,8.4,5
07/01/2011,02:00,190,0.7,30.2,0.3,19.7,89.6,0.0,1000,,,,0.000,5.1,-0.4,4
07/01/2011,03:00,219,1.2,15.7,0.4,19.8,89.4,0.0,1000,,,,0.000,11.7,6.2,5
07/01/2011,04:00,194,1.6,13.6,0.4,19.5,89.5,0.0,1000,,,,0.000,15.0,8.1,5
07/01/2011,05:00,203,1.6,12.2,0.4,19.5,88.8,0.0,1001,,,,0.000,6.2,-1.3,5
07/01/2011,06:00,189,1.6,18.1,0.5,20.0,88.2,0.0,1002,,,,0.001,11.4,3.3,6
07/01/2011,07:00,184,2.3,18.4,1.0,20.8,87.0,0.0,1002,,,,0.001,8.8,0.6,4
07/01/2011,08:00,179,1.4,63.6,1.4,22.6,80.6,0.0,1002,,,,0.000,5.3,1.2,3
07/01/2011,09:00,100,2.4,24.1,1.1,24.6,69.2,0.0,1002,,,,0.002,3.0,-0.2,5
07/01/2011,10:00,74,2.6,24.0,0.8,25.1,67.2,0.0,1002,,,,0.002,,,5
07/01/2011,11:00,72,3.2,24.1,1.1,25.1,68.2,1.5,1001,,,,0.002,7.9,0.8,6
07/01/2011,12:00,194,1.2,63.3,1.2,24.3,76.2,0.0,1001,,,,0.001,10.8,4.4,6
07/01/2011,13:00,198,2.3,21.3,0.8,23.6,77.6,0.0,1001,,,,0.001,,,8
07/01/2011,14:00,198,3.1,29.9,1.7,24.3,72.0,0.0,1000,,,,0.001,12.8,10.5,6
07/01/2011,15:00,200,3.2,14.0,1.3,23.6,64.6,0.0,1000,,,,0.001,12.4,8.6,5
07/01/2011,16:00,180,3.0,20.9,1.1,24.7,55.2,0.0,999,,,,0.000,5.8,0.9,2
07/01/2011,17:00,216,1.4,34.8,0.7,24.9,51.7,0.0,999,,,,0.000,5.2,3.3,2
07/01/2011,18:00,209,1.9,22.1,0.7,23.1,64.2,0.0,1001,,,,0.000,7.3,3.6,4
07/01/2011,19:00,201,1.9,11.5,0.5,21.7,70.2,0.0,1002,,,,0.000,4.5,0.3,4
07/01/2011,20:00,186,2.4,14.7,0.6,21.0,74.0,0.0,1002,,,,0.000,9.3,5.0,6
07/01/2011,21:00,189,1.4,30.4,0.7,20.8,75.6,0.0,1003,,,,0.000,5.2,0.7,4
07/01/2011,22:00,179,2.0,15.4,0.6,20.8,78.3,0.0,1003,,,,0.000,4.2,-0.3,4
07/01/2011,23:00,226,1.0,42.6,0.4,20.6,80.2,0.0,1002,,,,0.000,8.6,3.9,5
08/01/2011,00:00,151,1.1,41.1,0.5,21.0,80.1,0.0,1002,,,,,9.1,3.0,
08/01/2011,01:00,125,1.4,24.3,0.6,21.4,76.6,0.0,1001,,,,0.000,8.1,4.1,3
08/01/2011,02:00,137,1.0,30.0,0.5,21.2,77.6,0.0,1001,,,,0.000,5.3,2.7,2
08/01/2011,03:00,195,1.6,29.8,0.9,20.6,81.9,0.0,1000,,,,0.000,2.0,-1.5,4
08/01/2011,04:00,186,1.5,42.8,0.8,19.8,86.4,0.0,1000,,,,0.000,8.0,1.1,5
08/01/2011,05:00,218,1.7,34.6,0.6,19.5,87.2,0.0,1001,,,,0.000,5.1,-1.6,5
08/01/2011,06:00,206,1.6,19.7,0.7,20.5,83.9,0.0,1002,,,,0.000,8.3,0.1,5
08/01/2011,07:00,213,2.1,20.1,0.8,22.4,77.4,0.0,1003,,,,0.000,,,3
08/01/2011,08:00,162,1.4,44.8,0.9,24.5,70.2,0.0,1003,,,,0.000,,,4
08/01/2011,09:00,111,3.2,23.4,1.0,26.6,59.7,0.0,1002,,,,0.001,7.8,2.6,3
08/01/2011,10:00,123,3.1,25.9,1.2,27.3,55.8,0.0,1002,,,,0.001,16.2,13.0,3
08/01/2011,11:00,101,2.4,34.0,1.2,28.1,52.0,0.0,1002,,,,0.000,30.2,27.3,4
08/01/2011,12:00,60,5.6,14.9,1.2,27.0,64.9,0.0,1001,,,,0.000,16.4,10.4,7
08/01/2011,13:00,100,3.2,61.3,2.1,26.4,64.8,0.0,1001,,,,0.001,16.0,5.3,6
08/01/2011,14:00,133,1.7,65.0,1.3,23.6,73.4,0.0,1001,,,,0.001,21.7,16.8,4
08/01/2011,15:00,348,0.5,154.9,0.5,25.4,61.3,0.0,1000,,,,0.001,17.1,14.7,3
08/01/2011,16:00,232,1.1,45.9,0.6,26.1,62.1,0.0,1000,,,,0.000,12.0,9.5,4
08/01/2011,17:00,167,1.3,42.2,0.7,25.6,68.0,0.0,1001,,,,0.000,7.8,4.4,5
08/01/2011,18:00,129,2.2,15.7,0.7,25.0,70.8,0.0,1001,,,,0.000,4.2,1.5,4
08/01/2011,19:00,160,1.0,25.2,0.4,24.3,75.4,0.0,1001,,,,0.000,5.9,1.9,5
08/01/2011,20:00,155,0.9,40.0,0.6,24.0,75.9,0.0,1002,,,,0.000,11.6,8.4,6
08/01/2011,21:00,144,1.8,14.7,0.6,24.2,74.1,0.0,1003,,,,0.000,9.2,6.4,5
08/01/2011,22:00,140,1.9,16.2,0.7,23.9,76.0,0.0,1003,,,,0.000,12.5,8.5,5
08/01/2011,23:00,171,1.6,16.4,0.6,23.5,78.8,0.0,1002,,,,0.000,9.8,5.3,5
09/01/2011,00:00,156,1.7,20.7,0.6,23.4,80.1,0.0,1002,,,,,7.0,1.9,
09/01/2011,01:00,121,1.1,30.0,0.7,23.3,80.1,0.0,1001,,,,0.000,9.7,0.9,7
09/01/2011,02:00,188,1.1,44.3,0.5,22.9,82.1,0.0,1000,,,,0.001,9.9,1.8,6
09/01/2011,03:00,195,1.3,27.1,0.5,22.0,86.1,0.0,1000,,,,0.001,13.8,5.8,6
09/01/2011,04:00,187,1.3,18.9,0.6,21.9,86.8,0.0,1001,,,,0.001,8.9,1.6,6
09/01/2011,05:00,191,0.9,46.6,0.6,21.6,87.1,0.0,1001,,,,0.000,6.3,-1.6,6
09/01/2011,06:00,216,1.5,17.1,0.7,22.3,83.7,0.0,1002,,,,0.001,10.0,2.2,6
09/01/2011,07:00,191,2.3,21.0,1.1,23.9,76.9,0.0,1002,,,,0.001,11.0,2.7,6
09/01/2011,08:00,180,2.9,22.6,1.0,25.5,69.2,0.0,1001,,,,0.000,14.3,6.5,6
09/01/2011,09:00,173,2.8,24.9,1.2,26.9,64.2,0.0,1001,,,,0.000,,,5
09/01/2011,10:00,153,2.0,36.1,1.1,28.2,57.8,0.0,1001,,,,0.000,5.8,-0.8,5
09/01/2011,11:00,125,2.3,31.7,1.2,28.7,55.5,0.0,1000,,,,0.000,11.1,7.1,6
09/01/2011,12:00,91,2.7,37.3,1.4,29.0,55.1,0.0,999,,,,0.000,,,5
09/01/2011,13:00,58,5.0,19.6,1.5,28.5,58.3,0.0,999,,,,0.001,15.8,6.3,7
09/01/2011,14:00,61,5.2,14.8,0.8,27.8,62.0,0.0,999,,,,0.001,11.8,2.5,5
09/01/2011,15:00,58,5.1,10.1,1.0,27.2,65.2,0.0,998,,,,0.001,17.6,6.5,5
09/01/2011,16:00,63,4.7,12.1,0.8,26.5,71.8,0.0,999,,,,0.000,,,6
09/01/2011,17:00,54,3.8,11.4,0.8,26.0,74.8,0.0,999,,,,0.001,9.2,-3.3,7
09/01/2011,18:00,61,2.9,12.1,0.8,26.0,75.2,0.0,1000,,,,0.001,15.2,3.3,7
09/01/2011,19:00,85,2.9,18.6,0.8,26.1,75.0,0.0,1000,,,,0.001,14.5,5.1,5
09/01/2011,20:00,112,3.7,10.4,0.9,25.8,75.4,0.0,1000,,,,0.001,8.3,2.1,5
09/01/2011,21:00,119,3.0,11.9,0.9,25.4,75.5,0.0,1001,,,,0.004,7.9,1.9,4
09/01/2011,22:00,124,2.2,12.9,0.8,25.1,76.4,0.0,1001,,,,0.004,,,5
09/01/2011,23:00,135,2.0,14.7,0.6,24.5,77.7,0.0,1001,,,,0.002,0.9,-3.8,3
10/01/2011,00:00,169,1.3,23.6,0.4,23.7,78.1,0.0,1000,,,,,1.5,-1.7,
10/01/2011,01:00,199,1.2,17.1,0.3,23.1,80.5,0.0,1000,,,,0.001,4.0,1.1,3
10/01/2011,02:00,191,1.4,20.8,0.5,22.9,82.3,0.0,999,,,,0.001,1.5,-1.6,4
10/01/2011,03:00,160,1.3,21.4,0.5,23.6,79.0,0.0,999,,,,0.001,1.5,-0.2,2
10/01/2011,04:00,182,1.6,13.6,0.5,23.3,80.7,0.0,999,,,,0.001,2.6,0.4,2
10/01/2011,05:00,204,1.3,16.8,0.4,23.1,83.5,0.0,1000,,,,0.001,0.7,-1.9,5
10/01/2011,06:00,202,1.5,15.4,0.5,22.9,85.8,0.0,1000,,,,0.001,6.1,1.1,7
10/01/2011,07:00,191,0.7,57.0,0.6,24.7,78.6,0.0,1000,,,,0.001,6.5,1.6,5
10/01/2011,08:00,96,2.1,30.7,0.9,26.5,67.8,0.0,1000,,,,0.003,6.9,2.1,5
