Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),PM10 (µg/m^3),Visibility-reducing particles (Mm^-1)
01/01/2010,00:00,69,1.9,26.4,0.9,27.0,12.2,
01/01/2010,01:00,69,1.7,28.8,0.8,26.9,13.8,9
01/01/2010,02:00,55,1.5,45.3,1.0,25.6,12.1,9
01/01/2010,03:00,40,0.5,49.5,0.5,23.6,9.0,9
01/01/2010,04:00,235,0.3,102.3,0.5,23.7,8.0,8
01/01/2010,05:00,195,0.9,35.2,0.5,23.7,7.2,7
01/01/2010,06:00,67,0.5,110.0,0.7,24.2,9.8,8
01/01/2010,07:00,65,2.3,29.7,1.2,26.7,13.8,9
01/01/2010,08:00,70,2.1,27.8,1.0,28.9,13.4,10
01/01/2010,09:00,29,2.4,31.9,1.3,25.5,6.5,9
01/01/2010,10:00,24,1.2,36.5,0.9,26.6,13.0,11
01/01/2010,11:00,9,2.9,175.9,1.1,28.5,14.7,13
01/01/2010,12:00,356,3.0,165.5,1.2,28.7,15.6,12
01/01/2010,13:00,358,2.0,25.2,0.8,30.5,17.1,13
01/01/2010,14:00,8,2.6,168.4,1.0,29.5,16.7,14
01/01/2010,15:00,22,3.0,24.4,1.3,29.5,16.1,13
01/01/2010,16:00,33,2.4,30.7,1.2,28.7,16.6,14
01/01/2010,17:00,60,1.4,33.3,0.7,27.9,13.7,12
01/01/2010,18:00,50,1.1,36.8,0.7,27.9,16.8,13
01/01/2010,19:00,22,1.7,26.8,1.1,24.8,13.5,10
01/01/2010,20:00,285,1.2,54.5,0.7,24.1,12.3,10
01/01/2010,21:00,239,1.3,36.2,0.7,24.1,9.5,8
01/01/2010,22:00,234,1.1,47.5,0.6,24.0,6.1,7
01/01/2010,23:00,162,0.8,59.2,0.8,23.7,4.6,7
02/01/2010,00:00,193,0.8,26.8,0.4,23.9,5.9,
02/01/2010,01:00,237,1.4,18.8,0.4,23.6,7.4,8
02/01/2010,02:00,242,1.6,13.7,0.5,23.4,7.5,7
02/01/2010,03:00,233,1.5,24.6,0.6,23.2,7.7,8
02/01/2010,04:00,198,1.1,30.0,0.5,23.1,8.7,8
02/01/2010,05:00,307,1.3,39.8,0.5,23.1,8.5,7
02/01/2010,06:00,263,0.8,39.5,0.3,23.7,8.5,6
02/01/2010,07:00,180,1.4,22.5,0.5,24.6,8.7,7
02/01/2010,08:00,224,1.8,16.3,0.5,25.9,11.5,8
02/01/2010,09:00,232,0.9,49.8,0.6,28.0,12.6,10
02/01/2010,10:00,28,0.6,72.6,0.7,27.9,10.3,10
02/01/2010,11:00,71,1.3,47.3,0.8,29.4,12.5,10
02/01/2010,12:00,40,2.2,36.4,1.1,28.6,5.8,8
02/01/2010,13:00,16,1.5,178.9,1.0,29.9,4.6,7
02/01/2010,14:00,33,1.1,39.9,0.6,30.9,13.5,10
02/01/2010,15:00,65,1.9,29.1,1.1,29.3,14.6,10
02/01/2010,16:00,92,1.7,27.1,0.8,27.9,10.4,11
02/01/2010,17:00,81,1.3,39.5,0.7,28.2,9.1,11
02/01/2010,18:00,37,1.3,32.7,0.7,27.6,17.8,12
02/01/2010,19:00,55,0.6,38.4,0.4,27.1,14.0,12
02/01/2010,20:00,34,0.3,30.9,0.2,27.0,18.5,13
02/01/2010,21:00,318,0.3,53.9,0.2,26.5,22.2,16
02/01/2010,22:00,231,0.8,30.4,0.4,26.0,20.8,14
02/01/2010,23:00,211,0.8,15.7,0.3,25.7,15.3,12
03/01/2010,00:00,235,0.6,32.9,0.2,25.3,15.6,
03/01/2010,01:00,239,1.0,34.4,0.4,25.2,16.8,13
03/01/2010,02:00,240,1.0,19.0,0.3,24.9,14.3,12
03/01/2010,03:00,228,0.5,42.7,0.4,24.5,15.1,13
03/01/2010,04:00,218,0.8,35.4,0.4,24.4,16.1,12
03/01/2010,05:00,241,0.9,36.7,0.4,24.0,18.5,13
03/01/2010,06:00,201,1.0,22.1,0.4,27.1,21.1,13
03/01/2010,07:00,196,0.9,45.4,0.5,32.2,19.2,14
03/01/2010,08:00,21,0.6,73.4,0.5,31.9,18.4,17
03/01/2010,09:00,50,0.7,56.5,0.6,30.5,11.5,23
03/01/2010,10:00,79,2.1,36.6,1.0,32.8,17.4,33
03/01/2010,11:00,97,2.3,30.4,1.0,32.8,17.7,41
03/01/2010,12:00,42,2.0,34.6,0.9,31.2,17.7,38
03/01/2010,13:00,22,2.7,27.9,1.2,31.5,18.2,44
03/01/2010,14:00,12,2.8,20.9,1.0,32.2,21.3,44
03/01/2010,15:00,45,2.0,34.6,1.1,31.6,19.7,48
03/01/2010,16:00,58,2.1,27.6,0.9,30.4,15.9,49
03/01/2010,17:00,44,1.6,34.0,0.9,30.4,25.5,50
03/01/2010,18:00,30,1.2,25.2,0.6,28.2,33.8,50
03/01/2010,19:00,44,0.5,42.3,0.4,27.5,21.4,46
03/01/2010,20:00,27,0.7,22.7,0.4,26.8,19.3,39
03/01/2010,21:00,31,0.7,25.9,0.5,26.4,18.5,29
03/01/2010,22:00,43,0.6,35.1,0.4,26.3,13.1,17
03/01/2010,23:00,31,0.6,25.4,0.3,25.7,10.4,13
04/01/2010,00:00,25,0.7,23.0,0.4,25.7,10.4,
04/01/2010,01:00,27,0.8,23.1,0.5,25.6,9.9,11
04/01/2010,02:00,16,0.3,152.7,0.3,25.3,11.5,14
04/01/2010,03:00,224,0.5,42.0,0.3,24.5,14.5,21
04/01/2010,04:00,227,0.9,16.3,0.3,24.0,17.0,26
04/01/2010,05:00,229,1.1,14.3,0.3,23.6,20.7,26
04/01/2010,06:00,219,0.8,41.7,0.4,26.0,31.3,30
04/01/2010,07:00,188,0.7,69.9,0.6,30.9,28.8,20
04/01/2010,08:00,66,1.6,37.5,1.0,31.6,13.3,13
04/01/2010,09:00,81,2.2,28.9,1.0,32.3,,12
04/01/2010,10:00,85,2.1,34.1,1.1,31.8,16.5,15
04/01/2010,11:00,99,2.6,30.0,1.1,32.0,16.0,19
04/01/2010,12:00,102,2.7,26.1,1.2,31.7,16.3,23
04/01/2010,13:00,112,2.9,26.0,1.2,32.2,18.6,30
04/01/2010,14:00,106,2.6,27.0,1.2,32.0,24.6,34
04/01/2010,15:00,110,2.9,24.4,1.2,32.0,22.9,36
04/01/2010,16:00,95,2.8,25.4,1.2,30.6,22.2,40
04/01/2010,17:00,95,2.6,24.5,1.1,30.0,21.4,43
04/01/2010,18:00,99,2.2,23.3,1.1,28.8,20.8,41
04/01/2010,19:00,101,2.2,19.6,0.9,28.0,18.0,44
04/01/2010,20:00,99,2.6,20.8,1.1,28.0,18.4,41
04/01/2010,21:00,103,2.5,19.3,1.0,27.9,21.1,42
04/01/2010,22:00,95,2.0,23.6,0.9,26.1,19.8,42
04/01/2010,23:00,91,2.2,24.0,1.0,27.4,16.7,41
05/01/2010,00:00,87,2.4,26.7,1.2,27.5,14.9,
05/01/2010,01:00,81,2.1,27.9,1.0,27.4,14.6,36
05/01/2010,02:00,89,2.0,25.3,0.9,27.2,13.6,32
05/01/2010,03:00,90,1.8,25.1,0.9,27.1,14.2,28
05/01/2010,04:00,95,1.6,22.9,0.7,26.9,13.5,25
05/01/2010,05:00,92,1.5,23.4,0.7,26.9,17.5,25
05/01/2010,06:00,98,2.0,23.6,1.0,28.3,21.5,24
05/01/2010,07:00,107,2.3,20.2,1.0,29.1,18.7,22
05/01/2010,08:00,108,2.8,20.9,1.1,31.3,17.8,22
05/01/2010,09:00,110,2.8,24.0,1.2,31.5,14.6,21
05/01/2010,10:00,110,3.1,24.2,1.4,32.3,14.5,22
05/01/2010,11:00,110,2.8,27.9,1.2,32.1,15.5,23
05/01/2010,12:00,111,2.9,24.7,1.2,32.1,14.5,22
05/01/2010,13:00,114,2.9,24.2,1.2,32.7,13.9,23
05/01/2010,14:00,111,2.9,25.1,1.2,32.2,24.2,22
05/01/2010,15:00,109,2.8,23.3,1.2,31.1,30.2,23
05/01/2010,16:00,101,2.2,26.1,1.0,30.3,14.9,22
05/01/2010,17:00,93,1.9,28.0,0.9,29.5,10.3,21
05/01/2010,18:00,82,1.6,26.5,0.8,28.7,11.2,18
05/01/2010,19:00,90,1.6,26.2,0.8,28.4,10.7,16
05/01/2010,20:00,93,1.6,24.2,0.7,28.0,8.7,16
05/01/2010,21:00,82,1.4,26.5,0.7,27.7,9.7,16
05/01/2010,22:00,66,1.6,24.0,0.7,27.4,7.3,12
05/01/2010,23:00,51,1.2,32.6,0.8,25.6,9.1,11
06/01/2010,00:00,56,0.7,47.4,0.5,24.7,6.9,
06/01/2010,01:00,339,0.2,53.1,0.2,24.4,5.7,8
06/01/2010,02:00,228,0.9,18.7,0.4,24.3,8.4,11
06/01/2010,03:00,221,1.3,18.1,0.4,24.4,10.9,13
06/01/2010,04:00,246,1.0,23.5,0.4,24.0,9.6,9
06/01/2010,05:00,246,1.2,12.8,0.4,24.0,11.1,9
06/01/2010,06:00,252,1.0,20.4,0.4,26.1,19.7,12
06/01/2010,07:00,190,0.7,69.2,0.6,28.5,27.4,16
06/01/2010,08:00,104,2.0,26.1,0.9,31.8,19.9,22
06/01/2010,09:00,108,2.0,29.6,0.9,32.1,13.9,22
06/01/2010,10:00,106,2.3,31.2,1.0,32.2,13.4,21
06/01/2010,11:00,109,2.5,26.4,1.1,32.3,27.4,22
06/01/2010,12:00,109,2.4,30.2,1.2,32.3,13.1,20
06/01/2010,13:00,109,2.7,25.7,1.2,32.0,12.3,20
06/01/2010,14:00,114,2.8,25.8,1.2,32.4,20.6,19
06/01/2010,15:00,110,2.5,28.6,1.1,32.1,21.5,18
06/01/2010,16:00,103,2.4,29.0,1.0,31.2,12.8,16
06/01/2010,17:00,97,2.0,27.5,1.0,29.8,14.0,15
06/01/2010,18:00,102,2.0,23.8,0.8,29.0,13.2,15
06/01/2010,19:00,101,1.9,21.4,0.8,28.3,11.5,14
06/01/2010,20:00,108,1.9,20.5,0.8,28.1,9.6,11
06/01/2010,21:00,102,2.0,18.9,0.8,28.0,12.0,11
06/01/2010,22:00,111,1.7,20.1,0.7,27.8,13.1,11
06/01/2010,23:00,131,1.8,16.5,0.7,27.5,10.5,11
07/01/2010,00:00,128,1.4,22.8,0.5,27.4,9.3,
07/01/2010,01:00,138,1.6,54.1,1.3,25.8,10.3,13
07/01/2010,02:00,117,0.8,52.3,0.8,24.5,9.5,18
07/01/2010,03:00,220,1.5,15.9,0.6,24.4,7.8,12
07/01/2010,04:00,234,1.4,30.6,0.6,24.3,8.9,12
07/01/2010,05:00,228,1.5,13.6,0.4,24.2,10.1,9
07/01/2010,06:00,240,1.5,22.3,0.6,24.5,21.4,16
07/01/2010,07:00,31,1.0,46.2,0.6,24.8,10.5,15
07/01/2010,08:00,93,0.5,60.6,0.4,27.8,10.8,14
07/01/2010,09:00,119,1.2,36.3,0.7,31.3,,15
07/01/2010,10:00,81,1.5,41.1,0.8,31.8,,14
07/01/2010,11:00,120,2.4,25.9,1.0,32.0,,17
07/01/2010,12:00,123,3.0,20.8,1.2,32.1,,21
07/01/2010,13:00,131,3.4,19.9,1.1,31.2,,16
07/01/2010,14:00,128,3.1,20.3,1.1,30.5,6.0,17
07/01/2010,15:00,136,3.8,17.9,1.4,28.7,9.3,12
07/01/2010,16:00,141,4.5,13.7,1.4,27.3,1.3,9
07/01/2010,17:00,144,4.1,14.0,1.3,27.0,3.8,10
07/01/2010,18:00,156,3.3,14.5,1.1,26.0,2.9,7
07/01/2010,19:00,152,2.6,15.3,0.8,25.8,4.2,6
07/01/2010,20:00,156,3.2,13.9,1.0,25.1,4.2,6
07/01/2010,21:00,153,2.4,25.6,0.9,23.9,4.6,6
07/01/2010,22:00,173,2.3,22.7,0.8,23.4,3.9,6
07/01/2010,23:00,167,3.2,17.8,1.2,23.3,1.8,7
08/01/2010,00:00,176,2.1,18.1,0.9,23.0,5.2,
08/01/2010,01:00,177,1.9,18.9,0.7,23.2,5.8,6
08/01/2010,02:00,184,2.1,16.2,0.7,23.3,3.3,4
08/01/2010,03:00,187,1.8,27.8,0.8,23.4,3.9,4
08/01/2010,04:00,113,3.1,21.7,1.2,24.1,7.4,8
08/01/2010,05:00,125,4.0,16.0,1.5,23.7,7.7,10
08/01/2010,06:00,125,4.1,18.0,1.4,24.2,13.7,13
08/01/2010,07:00,122,3.6,16.2,1.4,25.5,11.9,12
08/01/2010,08:00,122,3.8,17.8,1.3,24.6,9.7,11
08/01/2010,09:00,134,3.5,18.4,1.3,24.8,12.2,13
08/01/2010,10:00,122,2.6,23.3,1.2,25.3,12.2,14
08/01/2010,11:00,136,4.8,15.3,1.7,24.6,,13
08/01/2010,12:00,126,4.4,15.7,1.6,24.6,,11
08/01/2010,13:00,134,3.5,19.4,1.5,24.3,,11
08/01/2010,14:00,131,3.3,19.9,1.4,23.9,,10
08/01/2010,15:00,105,3.2,25.7,1.4,23.8,0.3,12
08/01/2010,16:00,124,3.4,20.7,1.4,24.1,,11
08/01/2010,17:00,117,4.2,19.3,1.9,23.8,,12
08/01/2010,18:00,117,3.8,19.2,1.6,23.4,,11
08/01/2010,19:00,129,4.3,15.6,1.8,23.2,1.5,12
08/01/2010,20:00,110,4.0,18.8,1.7,23.6,6.4,11
08/01/2010,21:00,108,4.2,17.3,2.3,23.8,7.7,11
08/01/2010,22:00,114,4.1,17.7,1.6,23.6,9.5,11
08/01/2010,23:00,111,3.3,18.5,1.3,23.5,10.0,12
09/01/2010,00:00,113,3.3,21.0,1.4,24.3,12.6,
09/01/2010,01:00,110,3.5,16.8,1.5,25.4,10.8,10
09/01/2010,02:00,109,3.5,19.2,1.4,25.5,12.5,11
09/01/2010,03:00,116,3.5,16.7,1.5,24.3,16.1,13
09/01/2010,04:00,114,3.4,16.9,1.4,24.2,14.4,12
09/01/2010,05:00,109,3.0,20.2,1.2,25.7,14.0,11
09/01/2010,06:00,106,2.8,19.7,1.3,26.2,16.3,12
09/01/2010,07:00,96,2.8,21.3,1.2,26.7,16.9,12
09/01/2010,08:00,119,3.6,21.6,1.4,27.4,16.1,12
09/01/2010,09:00,105,2.5,25.9,1.3,25.2,13.6,11
09/01/2010,10:00,113,3.5,21.9,1.5,28.6,14.9,10
09/01/2010,11:00,114,4.1,19.5,1.7,30.5,11.4,11
09/01/2010,12:00,114,4.4,19.0,1.6,29.5,18.0,12
09/01/2010,13:00,115,3.9,20.0,1.6,29.5,14.4,12
09/01/2010,14:00,119,4.2,18.6,1.7,29.9,13.3,12
09/01/2010,15:00,114,4.0,20.5,1.5,29.1,16.1,13
09/01/2010,16:00,119,4.0,16.8,1.6,28.9,19.1,13
09/01/2010,17:00,123,4.1,16.9,1.5,28.3,21.3,15
09/01/2010,18:00,111,3.8,18.9,1.6,25.2,19.4,16
09/01/2010,19:00,120,4.1,17.6,1.5,26.9,19.3,15
09/01/2010,20:00,118,3.7,17.5,1.4,26.4,23.1,16
09/01/2010,21:00,125,4.0,20.3,1.8,24.5,21.6,17
09/01/2010,22:00,131,4.2,14.9,1.4,24.9,18.8,16
09/01/2010,23:00,105,2.8,23.5,1.7,23.5,16.3,17
10/01/2010,00:00,123,3.5,15.4,1.3,23.5,16.6,
10/01/2010,01:00,124,3.8,16.6,1.4,23.8,18.7,17
10/01/2010,02:00,132,3.5,22.0,1.4,23.7,19.0,16
10/01/2010,03:00,137,2.8,22.7,1.2,23.6,14.6,14
10/01/2010,04:00,124,3.1,20.7,1.2,25.7,20.4,15
10/01/2010,05:00,125,3.2,18.3,1.4,24.7,20.4,15
10/01/2010,06:00,145,2.9,24.0,1.4,25.7,22.3,15
10/01/2010,07:00,132,4.0,19.0,1.7,28.9,19.8,16
10/01/2010,08:00,124,4.7,16.7,1.7,30.1,22.2,15
10/01/2010,09:00,117,4.3,19.3,1.8,30.8,22.7,15
10/01/2010,10:00,122,4.6,17.2,1.7,31.2,23.3,14
10/01/2010,11:00,127,5.0,16.3,1.7,30.9,19.1,13
10/01/2010,12:00,132,5.0,15.2,1.5,31.1,24.2,14
10/01/2010,13:00,132,4.8,17.2,1.7,31.1,23.6,14
10/01/2010,14:00,127,5.0,16.5,1.8,31.1,18.9,13
10/01/2010,15:00,123,4.5,16.7,1.6,30.9,21.7,13
10/01/2010,16:00,126,4.3,17.1,1.5,30.5,22.3,13
10/01/2010,17:00,122,3.8,18.2,1.4,29.7,20.8,13
10/01/2010,18:00,121,3.4,17.5,1.4,27.8,18.1,13
10/01/2010,19:00,120,3.3,17.2,1.3,27.0,21.0,13
10/01/2010,20:00,114,3.2,18.3,1.2,26.8,21.0,14
10/01/2010,21:00,123,2.9,16.9,1.1,26.5,22.6,14
10/01/2010,22:00,122,3.0,17.3,1.1,26.6,23.7,15
10/01/2010,23:00,124,3.5,16.6,1.4,26.7,22.2,15
11/01/2010,00:00,114,3.3,17.8,1.3,26.0,20.6,
11/01/2010,01:00,116,3.1,18.7,1.2,25.4,20.2,16
11/01/2010,02:00,114,2.8,18.3,1.1,25.9,23.1,16
11/01/2010,03:00,114,2.9,19.1,1.2,25.9,17.2,14
11/01/2010,04:00,110,2.7,18.3,1.0,25.8,22.4,14
11/01/2010,05:00,117,2.9,17.5,1.1,25.9,22.0,14
11/01/2010,06:00,124,3.1,18.0,1.2,28.1,23.5,15
11/01/2010,07:00,124,3.1,18.9,1.1,29.4,27.5,14
11/01/2010,08:00,130,4.0,16.5,1.3,30.7,31.0,15
11/01/2010,09:00,133,4.4,15.1,1.5,30.7,33.0,16
11/01/2010,10:00,131,4.5,17.7,1.5,31.2,27.0,13
11/01/2010,11:00,131,5.2,15.5,1.5,30.3,23.5,13
11/01/2010,12:00,130,4.8,15.7,1.6,30.7,29.2,13
11/01/2010,13:00,128,4.9,15.6,1.6,31.0,25.0,13
11/01/2010,14:00,124,4.3,18.4,1.6,31.3,28.1,14
11/01/2010,15:00,128,4.6,17.1,1.6,30.9,34.9,14
11/01/2010,16:00,126,4.3,16.9,1.6,30.3,23.9,15
11/01/2010,17:00,119,3.6,19.3,1.4,29.8,22.6,15
11/01/2010,18:00,121,3.3,17.8,1.2,28.0,21.7,15
11/01/2010,19:00,113,3.1,19.5,1.3,27.2,22.1,14
11/01/2010,20:00,114,3.2,18.6,1.3,27.2,22.7,14
11/01/2010,21:00,118,3.1,19.4,1.2,27.0,24.9,15
11/01/2010,22:00,116,3.3,17.6,1.3,27.0,21.4,15
11/01/2010,23:00,116,3.3,18.9,1.3,26.8,19.6,15
12/01/2010,00:00,117,2.9,17.8,1.2,26.6,17.8,
12/01/2010,01:00,128,2.7,14.6,0.9,26.4,19.9,13
12/01/2010,02:00,139,2.4,20.7,1.1,25.9,21.5,14
12/01/2010,03:00,134,2.4,18.7,1.0,26.2,20.9,14
12/01/2010,04:00,169,1.7,20.0,0.8,24.7,19.1,14
12/01/2010,05:00,169,2.3,16.4,0.8,24.4,17.8,13
12/01/2010,06:00,170,2.5,18.6,1.0,23.4,22.2,15
12/01/2010,07:00,151,3.2,18.4,1.3,24.4,22.2,14
12/01/2010,08:00,142,4.1,15.5,1.3,26.9,23.0,15
12/01/2010,09:00,133,4.8,14.2,1.6,29.7,23.1,16
12/01/2010,10:00,128,4.7,15.6,1.6,30.4,20.9,14
12/01/2010,11:00,126,4.0,17.8,1.5,30.0,21.9,15
12/01/2010,12:00,108,4.0,20.5,1.5,31.0,20.8,15
12/01/2010,13:00,117,3.5,19.8,1.3,30.2,27.0,16
12/01/2010,14:00,116,3.8,21.5,1.4,31.2,27.7,15
12/01/2010,15:00,113,3.4,21.0,1.3,31.0,34.8,16
12/01/2010,16:00,119,3.5,19.4,1.3,30.2,24.1,14
12/01/2010,17:00,126,3.7,16.2,1.2,29.2,23.0,14
12/01/2010,18:00,124,3.1,18.4,1.3,28.1,22.2,15
12/01/2010,19:00,107,2.3,21.4,1.0,27.2,19.9,14
12/01/2010,20:00,104,2.4,18.0,1.0,27.1,21.1,15
12/01/2010,21:00,101,2.3,18.7,1.0,27.2,18.1,13
12/01/2010,22:00,103,2.4,17.6,1.0,26.8,18.4,13
12/01/2010,23:00,104,2.7,18.1,1.0,26.7,16.0,12
13/01/2010,00:00,103,2.1,22.2,0.9,26.4,13.6,
13/01/2010,01:00,100,1.5,20.1,0.7,25.9,19.2,12
13/01/2010,02:00,142,0.5,84.5,0.7,25.3,16.5,12
13/01/2010,03:00,242,1.7,22.0,0.8,23.4,19.4,13
13/01/2010,04:00,245,0.5,139.0,0.8,23.5,19.5,14
13/01/2010,05:00,196,0.9,34.3,0.5,23.4,17.0,14
13/01/2010,06:00,229,1.6,12.5,0.5,24.4,29.9,21
13/01/2010,07:00,128,1.4,52.6,1.1,30.1,23.5,16
13/01/2010,08:00,113,2.4,23.1,1.0,31.5,19.7,14
13/01/2010,09:00,113,2.6,25.0,1.1,31.8,24.5,14
13/01/2010,10:00,119,2.9,23.1,1.0,31.7,19.9,13
13/01/2010,11:00,116,2.9,22.8,1.2,31.7,26.5,14
13/01/2010,12:00,118,2.8,22.7,1.1,31.2,22.9,15
13/01/2010,13:00,108,2.8,25.2,1.2,31.0,24.1,14
13/01/2010,14:00,106,2.7,24.3,1.1,31.4,22.7,14
13/01/2010,15:00,99,2.6,31.5,1.1,31.1,27.2,15
13/01/2010,16:00,92,2.5,28.3,0.9,30.4,28.9,15
13/01/2010,17:00,83,2.0,30.3,1.0,29.6,21.5,15
13/01/2010,18:00,83,1.5,31.0,0.8,28.0,18.4,14
13/01/2010,19:00,98,1.1,26.3,0.6,27.1,17.8,15
13/01/2010,20:00,109,0.6,28.0,0.4,26.4,17.4,14
13/01/2010,21:00,123,0.6,43.0,0.4,26.2,17.3,13
13/01/2010,22:00,231,1.0,12.4,0.3,24.4,19.5,18
13/01/2010,23:00,240,1.0,14.3,0.3,23.2,16.2,17
14/01/2010,00:00,238,0.9,15.1,0.4,22.7,15.0,
14/01/2010,01:00,240,1.4,12.0,0.5,22.2,13.9,15
14/01/2010,02:00,255,0.9,19.7,0.4,22.1,15.0,14
14/01/2010,03:00,248,1.3,14.0,0.4,22.0,15.4,14
14/01/2010,04:00,241,1.6,10.5,0.5,21.7,15.1,13
14/01/2010,05:00,243,1.6,11.6,0.4,21.6,19.9,14
14/01/2010,06:00,245,1.6,11.1,0.5,24.6,50.9,26
14/01/2010,07:00,247,1.5,25.3,0.6,28.8,53.1,21
14/01/2010,08:00,177,1.2,46.8,0.7,31.5,32.4,17
14/01/2010,09:00,123,2.2,25.4,0.9,32.3,31.0,14
14/01/2010,10:00,119,2.6,23.9,1.1,32.4,17.0,12
14/01/2010,11:00,118,2.8,24.0,1.1,31.0,18.7,14
14/01/2010,12:00,121,2.8,19.6,1.1,30.7,22.5,13
14/01/2010,13:00,121,3.4,22.4,1.2,32.1,18.1,13
14/01/2010,14:00,113,3.1,23.7,1.3,31.8,28.4,22
14/01/2010,15:00,115,3.0,22.3,1.3,31.8,44.3,17
14/01/2010,16:00,108,3.3,20.9,1.3,30.7,15.9,12
14/01/2010,17:00,104,3.3,21.3,1.4,29.8,23.5,15
14/01/2010,18:00,107,2.6,21.0,1.1,28.2,16.5,14
14/01/2010,19:00,104,2.3,21.0,1.1,27.6,20.1,16
14/01/2010,20:00,112,2.5,19.6,1.0,27.4,17.9,15
14/01/2010,21:00,112,2.1,18.9,0.9,27.0,17.1,15
14/01/2010,22:00,108,1.6,19.7,0.7,26.7,17.9,14
14/01/2010,23:00,109,1.7,19.1,0.7,26.6,17.6,14
15/01/2010,00:00,110,1.3,21.0,0.6,26.5,16.3,
15/01/2010,01:00,228,1.0,59.5,0.7,24.8,13.1,14
15/01/2010,02:00,235,1.0,21.6,0.5,23.7,14.6,13
15/01/2010,03:00,232,0.9,28.8,0.4,23.5,16.0,13
15/01/2010,04:00,234,1.2,24.8,0.5,23.5,16.4,14
15/01/2010,05:00,239,1.6,18.5,0.5,23.1,19.7,15
15/01/2010,06:00,218,1.6,17.6,0.5,25.5,39.7,21
15/01/2010,07:00,194,2.1,21.0,0.8,27.6,62.2,27
15/01/2010,08:00,147,2.8,20.3,1.1,28.6,25.8,18
15/01/2010,09:00,139,4.4,13.9,1.4,30.0,24.8,18
15/01/2010,10:00,129,4.6,17.5,1.6,30.3,26.3,17
15/01/2010,11:00,132,5.3,15.4,1.8,28.9,17.7,15
15/01/2010,12:00,127,5.2,17.3,1.6,29.6,16.4,14
15/01/2010,13:00,133,5.1,15.9,1.7,28.2,7.3,10
15/01/2010,14:00,122,4.6,20.1,1.8,28.1,18.8,12
15/01/2010,15:00,130,4.1,17.6,1.4,24.9,13.0,10
15/01/2010,16:00,137,3.1,18.9,1.1,27.4,9.4,9
15/01/2010,17:00,128,3.4,16.1,1.1,27.9,14.5,12
15/01/2010,18:00,123,3.1,16.5,1.2,27.7,18.5,15
15/01/2010,19:00,112,2.9,19.6,1.2,27.2,19.7,15
15/01/2010,20:00,120,2.6,18.5,1.0,27.4,19.0,15
15/01/2010,21:00,119,3.0,17.0,1.1,27.4,21.3,15
15/01/2010,22:00,125,3.0,15.8,1.1,27.3,21.9,16
15/01/2010,23:00,129,3.2,15.9,1.2,27.3,20.1,16
16/01/2010,00:00,130,3.4,14.5,1.1,27.2,18.8,
16/01/2010,01:00,131,3.3,14.1,1.1,27.0,19.5,16
16/01/2010,02:00,136,3.7,12.9,1.1,26.9,20.2,16
16/01/2010,03:00,143,3.2,12.0,1.0,26.8,18.7,16
16/01/2010,04:00,146,3.3,13.9,1.1,26.4,18.4,15
16/01/2010,05:00,146,3.5,14.4,1.1,26.5,18.8,14
16/01/2010,06:00,172,2.6,17.0,0.9,26.7,20.9,14
16/01/2010,07:00,157,3.4,17.1,1.0,27.9,19.5,14
16/01/2010,08:00,141,4.1,14.4,1.2,29.5,20.6,14
16/01/2010,09:00,137,4.7,17.1,1.5,31.1,22.4,14
16/01/2010,10:00,135,4.6,16.5,1.5,31.3,24.2,14
16/01/2010,11:00,135,4.5,16.5,1.5,31.8,22.3,14
16/01/2010,12:00,132,4.4,17.0,1.6,31.9,24.0,13
16/01/2010,13:00,127,4.2,20.1,1.5,31.8,21.8,14
16/01/2010,14:00,129,4.5,18.5,1.4,31.6,17.2,12
16/01/2010,15:00,120,4.2,17.7,1.4,31.2,16.1,12
16/01/2010,16:00,120,4.1,18.4,1.5,30.8,18.3,12
16/01/2010,17:00,109,3.4,21.2,1.4,30.1,18.4,11
16/01/2010,18:00,115,3.1,17.8,1.2,28.4,17.8,12
16/01/2010,19:00,119,2.4,18.1,1.0,27.5,15.4,12
16/01/2010,20:00,120,2.3,17.6,0.9,27.3,13.8,11
16/01/2010,21:00,114,2.2,18.7,1.0,27.2,18.6,10
16/01/2010,22:00,109,1.7,21.9,0.8,27.1,15.8,10
16/01/2010,23:00,110,1.5,21.9,0.7,26.9,14.1,10
17/01/2010,00:00,106,1.0,53.4,0.8,26.6,14.4,
17/01/2010,01:00,255,1.2,19.9,0.5,24.2,14.3,12
17/01/2010,02:00,239,1.4,13.5,0.4,23.7,12.0,12
17/01/2010,03:00,246,1.0,13.0,0.3,23.2,11.4,11
17/01/2010,04:00,246,0.9,17.6,0.3,22.8,11.8,10
17/01/2010,05:00,233,1.2,14.7,0.4,22.5,10.9,10
17/01/2010,06:00,236,1.8,10.9,0.5,25.0,15.7,10
17/01/2010,07:00,211,1.8,18.1,0.6,29.4,15.7,10
17/01/2010,08:00,166,2.3,26.8,0.8,30.9,8.5,8
17/01/2010,09:00,128,2.2,27.5,1.0,32.4,15.3,8
17/01/2010,10:00,115,2.6,25.0,1.0,32.1,8.4,7
17/01/2010,11:00,104,2.7,22.1,1.2,31.9,14.1,8
17/01/2010,12:00,102,3.1,24.4,1.3,31.4,12.2,7
17/01/2010,13:00,96,3.0,26.0,1.3,31.3,14.1,8
