Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC)
01/01/2010,00:00,182,0.7,21.8,0.5,20.9
01/01/2010,01:00,184,1.0,24.8,0.8,20.9
01/01/2010,02:00,52,0.7,71.1,1.5,21.1
01/01/2010,03:00,48,2.6,53.9,1.9,21.7
01/01/2010,04:00,61,2.6,89.9,3.2,21.5
01/01/2010,05:00,70,2.2,35.2,1.2,22.5
01/01/2010,06:00,181,0.6,40.7,0.8,22.2
01/01/2010,07:00,229,0.4,71.4,1.0,22.5
01/01/2010,08:00,48,1.6,60.6,1.6,25.0
01/01/2010,09:00,43,4.8,15.4,1.5,26.0
01/01/2010,10:00,52,5.0,16.8,1.3,26.8
01/01/2010,11:00,79,4.7,17.8,1.4,27.0
01/01/2010,12:00,81,5.4,14.8,1.4,27.2
01/01/2010,13:00,81,5.5,14.9,1.4,27.0
01/01/2010,14:00,81,5.5,16.5,1.3,27.1
01/01/2010,15:00,79,5.7,15.1,1.4,26.8
01/01/2010,16:00,78,5.0,13.0,1.3,26.3
01/01/2010,17:00,79,4.5,15.2,1.1,25.7
01/01/2010,18:00,74,3.9,11.7,1.1,24.8
01/01/2010,19:00,64,3.5,10.0,0.9,24.4
01/01/2010,20:00,63,3.2,11.3,0.9,24.2
01/01/2010,21:00,64,2.7,10.6,0.7,24.1
01/01/2010,22:00,82,0.6,41.5,0.9,23.2
01/01/2010,23:00,67,2.4,16.9,1.1,23.4
02/01/2010,00:00,66,2.8,7.9,0.7,23.3
02/01/2010,01:00,,0.0,73.0,0.3,22.5
02/01/2010,02:00,,0.0,25.6,0.2,21.9
02/01/2010,03:00,217,0.2,81.3,0.3,21.7
02/01/2010,04:00,199,0.3,52.3,0.5,21.8
02/01/2010,05:00,,0.0,16.0,0.0,22.1
02/01/2010,06:00,180,0.4,33.3,0.6,22.7
02/01/2010,07:00,176,1.0,26.9,0.7,24.3
02/01/2010,08:00,156,0.4,86.2,0.7,25.5
02/01/2010,09:00,11,1.0,128.2,1.0,26.5
02/01/2010,10:00,45,2.2,150.5,1.5,27.9
02/01/2010,11:00,47,3.4,30.3,1.7,28.0
02/01/2010,12:00,57,2.9,35.4,1.5,28.8
02/01/2010,13:00,42,3.6,30.5,1.5,29.7
02/01/2010,14:00,46,4.1,15.8,1.2,28.9
02/01/2010,15:00,16,3.4,172.1,1.2,28.6
02/01/2010,16:00,5,3.6,15.5,1.0,27.9
02/01/2010,17:00,17,3.5,16.8,1.1,26.8
02/01/2010,18:00,37,2.2,14.6,0.8,25.6
02/01/2010,19:00,22,2.0,14.8,0.9,25.1
02/01/2010,20:00,22,1.3,16.7,0.9,24.7
02/01/2010,21:00,31,2.8,14.8,1.0,24.7
02/01/2010,22:00,22,1.8,14.0,1.2,24.6
02/01/2010,23:00,21,1.1,173.2,1.0,24.4
03/01/2010,00:00,,0.0,45.3,0.1,24.0
03/01/2010,01:00,11,0.5,175.5,0.7,23.9
03/01/2010,02:00,347,0.7,31.4,0.9,23.4
03/01/2010,03:00,,0.0,23.5,0.0,22.4
03/01/2010,04:00,,0.0,45.2,0.0,21.6
03/01/2010,05:00,,0.0,74.9,0.0,21.4
03/01/2010,06:00,,0.0,63.2,0.1,23.4
03/01/2010,07:00,345,2.1,31.3,1.5,26.6
03/01/2010,08:00,351,2.9,25.7,1.2,28.4
03/01/2010,09:00,3,2.4,170.1,1.2,29.0
03/01/2010,10:00,356,3.0,31.9,1.3,29.7
03/01/2010,11:00,11,2.9,174.2,1.1,29.8
03/01/2010,12:00,38,2.9,31.1,1.2,30.2
03/01/2010,13:00,38,3.4,25.3,1.4,30.3
03/01/2010,14:00,27,4.0,21.1,1.6,30.8
03/01/2010,15:00,3,4.4,21.4,1.2,30.6
03/01/2010,16:00,13,4.4,169.2,1.3,29.0
03/01/2010,17:00,27,4.7,14.0,1.2,27.6
03/01/2010,18:00,24,3.1,14.0,1.0,26.3
03/01/2010,19:00,24,2.3,15.0,0.7,25.1
03/01/2010,20:00,29,1.2,16.2,0.8,24.6
03/01/2010,21:00,36,0.7,45.9,0.9,24.8
03/01/2010,22:00,119,0.1,56.9,0.3,24.6
03/01/2010,23:00,42,1.3,18.9,0.7,24.4
04/01/2010,00:00,13,1.3,23.8,0.8,24.4
04/01/2010,01:00,53,0.1,43.3,0.4,23.2
04/01/2010,02:00,41,2.7,12.3,1.1,23.9
04/01/2010,03:00,43,1.2,51.8,1.1,23.9
04/01/2010,04:00,,0.0,20.8,0.1,23.3
04/01/2010,05:00,,0.0,29.5,0.0,23.9
04/01/2010,06:00,52,0.2,27.7,0.4,24.8
04/01/2010,07:00,48,2.2,25.7,1.1,26.4
04/01/2010,08:00,62,3.1,22.1,1.2,26.6
04/01/2010,09:00,315,0.4,140.3,1.3,26.6
04/01/2010,10:00,57,3.8,32.3,1.5,27.7
04/01/2010,11:00,94,3.7,31.8,1.7,27.5
04/01/2010,12:00,144,2.6,39.1,1.3,26.7
04/01/2010,13:00,114,1.6,45.5,1.1,26.9
04/01/2010,14:00,82,3.3,24.3,1.4,27.0
04/01/2010,15:00,76,3.9,14.8,1.1,26.2
04/01/2010,16:00,96,2.8,38.3,1.4,25.4
04/01/2010,17:00,111,1.8,35.1,1.1,24.7
04/01/2010,18:00,122,1.1,32.2,0.8,24.5
04/01/2010,19:00,92,1.5,45.6,1.5,22.7
04/01/2010,20:00,118,0.3,50.9,0.5,21.8
04/01/2010,21:00,132,0.2,58.8,0.5,21.9
04/01/2010,22:00,141,2.1,42.5,1.5,21.8
04/01/2010,23:00,142,1.6,44.4,1.4,21.5
05/01/2010,00:00,138,1.7,38.0,1.1,21.0
05/01/2010,01:00,171,1.8,33.8,1.2,20.7
05/01/2010,02:00,158,1.6,37.7,1.3,20.8
05/01/2010,03:00,170,1.3,33.4,1.0,20.6
05/01/2010,04:00,165,1.1,34.0,1.0,20.3
05/01/2010,05:00,172,0.9,65.0,0.9,20.6
05/01/2010,06:00,180,0.1,101.9,0.3,20.7
05/01/2010,07:00,188,0.3,88.9,0.5,21.3
05/01/2010,08:00,159,1.0,44.0,1.1,22.8
05/01/2010,09:00,126,1.6,42.0,1.2,23.7
05/01/2010,10:00,108,1.1,47.6,0.9,23.9
05/01/2010,11:00,106,1.5,50.1,1.2,24.8
05/01/2010,12:00,159,2.1,41.4,1.2,26.1
05/01/2010,13:00,78,2.7,30.3,1.0,27.1
05/01/2010,14:00,76,3.5,17.5,1.4,27.6
05/01/2010,15:00,69,5.5,10.5,1.2,27.4
05/01/2010,16:00,76,4.9,15.0,1.3,27.0
05/01/2010,17:00,77,5.5,15.4,1.6,26.2
05/01/2010,18:00,103,2.5,42.9,1.8,24.9
05/01/2010,19:00,152,1.4,33.3,0.9,23.2
05/01/2010,20:00,132,1.2,49.5,1.2,22.2
05/01/2010,21:00,132,0.6,41.4,0.7,22.2
05/01/2010,22:00,117,1.6,36.9,1.2,22.2
05/01/2010,23:00,107,1.5,34.7,1.4,22.1
06/01/2010,00:00,92,1.0,40.7,1.2,21.6
06/01/2010,01:00,110,0.1,83.2,0.3,21.4
06/01/2010,02:00,174,0.9,35.9,0.8,21.3
06/01/2010,03:00,158,0.1,84.2,0.2,21.1
06/01/2010,04:00,167,0.2,56.4,0.5,21.1
06/01/2010,05:00,125,0.5,39.2,0.7,21.3
06/01/2010,06:00,107,0.3,55.1,0.5,21.7
06/01/2010,07:00,142,0.7,55.5,0.8,22.3
06/01/2010,08:00,160,1.5,36.4,1.0,23.4
06/01/2010,09:00,120,1.7,41.8,1.1,24.9
06/01/2010,10:00,105,2.2,35.7,1.2,26.1
06/01/2010,11:00,86,2.9,28.9,1.3,27.5
06/01/2010,12:00,71,4.0,18.8,1.4,28.0
06/01/2010,13:00,69,5.6,11.5,1.3,27.9
06/01/2010,14:00,133,1.9,64.8,1.6,25.1
06/01/2010,15:00,239,1.1,42.9,0.7,23.3
06/01/2010,16:00,167,0.6,46.4,0.8,23.4
06/01/2010,17:00,150,1.4,32.0,1.1,23.3
06/01/2010,18:00,154,0.5,28.8,0.6,22.8
06/01/2010,19:00,175,0.6,16.7,0.5,22.6
06/01/2010,20:00,169,0.5,28.5,0.6,22.5
06/01/2010,21:00,138,0.4,46.5,0.7,22.4
06/01/2010,22:00,182,0.5,46.3,0.7,22.2
06/01/2010,23:00,164,0.7,60.2,0.9,21.9
07/01/2010,00:00,210,0.1,100.0,0.3,21.7
07/01/2010,01:00,136,0.1,36.4,0.4,21.5
07/01/2010,02:00,92,0.2,63.0,0.4,21.4
07/01/2010,03:00,156,0.2,68.1,0.5,21.5
07/01/2010,04:00,174,0.1,76.1,0.4,21.4
07/01/2010,05:00,176,0.1,82.0,0.3,21.9
07/01/2010,06:00,166,0.2,105.9,0.5,22.1
07/01/2010,07:00,182,0.7,48.1,0.9,23.2
07/01/2010,08:00,150,0.8,47.3,0.8,24.1
07/01/2010,09:00,140,1.9,38.7,1.2,25.0
07/01/2010,10:00,154,2.1,38.4,1.2,25.7
07/01/2010,11:00,165,2.3,39.1,1.3,26.6
07/01/2010,12:00,172,2.1,34.4,1.1,27.2
07/01/2010,13:00,161,1.9,38.2,1.2,27.6
07/01/2010,14:00,120,2.2,39.5,1.6,24.9
07/01/2010,15:00,111,2.2,37.4,1.8,21.5
07/01/2010,16:00,126,1.4,40.4,1.0,21.2
07/01/2010,17:00,134,1.7,38.4,1.2,21.4
07/01/2010,18:00,119,1.4,38.9,1.2,21.0
07/01/2010,19:00,119,0.6,50.9,0.7,20.3
07/01/2010,20:00,145,0.8,38.6,0.9,20.1
07/01/2010,21:00,169,0.9,35.9,0.7,20.3
07/01/2010,22:00,116,1.0,40.7,0.9,20.4
07/01/2010,23:00,141,0.5,73.7,1.0,20.4
08/01/2010,00:00,108,1.9,37.6,1.5,20.4
08/01/2010,01:00,92,2.7,21.9,1.3,20.1
08/01/2010,02:00,110,1.0,50.0,1.2,20.2
08/01/2010,03:00,212,1.5,11.3,0.5,19.7
08/01/2010,04:00,215,0.7,35.3,0.7,19.6
08/01/2010,05:00,219,0.4,26.1,0.6,20.0
08/01/2010,06:00,169,0.5,58.1,0.7,20.4
08/01/2010,07:00,163,0.5,58.0,0.6,21.5
08/01/2010,08:00,152,0.7,41.2,0.7,22.8
08/01/2010,09:00,133,1.3,41.8,1.1,24.0
08/01/2010,10:00,88,1.5,51.5,1.3,23.6
08/01/2010,11:00,87,2.7,39.1,2.2,21.2
08/01/2010,12:00,89,3.5,24.1,2.1,20.7
08/01/2010,13:00,109,1.2,37.3,1.1,21.3
08/01/2010,14:00,112,2.0,37.5,1.4,22.3
08/01/2010,15:00,95,2.6,21.1,1.0,23.4
08/01/2010,16:00,92,3.2,22.2,1.4,24.7
08/01/2010,17:00,102,3.4,28.0,1.6,24.4
08/01/2010,18:00,103,2.1,31.4,1.2,23.7
08/01/2010,19:00,117,1.7,38.1,1.1,23.5
08/01/2010,20:00,109,2.0,34.9,1.3,23.3
08/01/2010,21:00,105,2.5,32.6,1.4,23.4
08/01/2010,22:00,101,3.3,31.5,1.7,23.3
08/01/2010,23:00,112,1.9,39.3,1.4,23.0
09/01/2010,00:00,167,0.9,38.4,0.8,22.2
09/01/2010,01:00,168,0.7,42.2,0.7,21.3
09/01/2010,02:00,141,0.4,54.2,0.7,21.0
09/01/2010,03:00,72,0.6,35.5,0.6,20.2
09/01/2010,04:00,140,0.6,46.7,0.7,20.5
09/01/2010,05:00,162,0.8,36.2,0.8,20.8
09/01/2010,06:00,150,1.4,43.0,1.2,22.3
09/01/2010,07:00,133,2.5,35.6,1.4,24.3
09/01/2010,08:00,100,3.8,35.1,2.1,25.8
09/01/2010,09:00,91,5.1,23.8,2.1,26.8
09/01/2010,10:00,91,5.5,24.4,2.5,27.6
09/01/2010,11:00,80,7.5,16.3,2.3,28.3
09/01/2010,12:00,81,6.8,18.5,2.1,28.6
09/01/2010,13:00,84,6.5,21.7,2.2,28.7
09/01/2010,14:00,72,7.9,13.8,1.9,28.3
09/01/2010,15:00,70,8.2,11.6,1.7,27.8
09/01/2010,16:00,72,8.6,10.7,1.7,27.2
09/01/2010,17:00,84,6.3,17.7,2.0,26.5
09/01/2010,18:00,85,6.3,15.9,2.1,25.1
09/01/2010,19:00,91,4.5,18.3,1.5,24.5
09/01/2010,20:00,98,2.9,30.6,1.5,24.0
09/01/2010,21:00,111,1.7,43.4,1.4,23.6
09/01/2010,22:00,100,3.0,23.8,1.5,23.3
09/01/2010,23:00,102,2.9,25.5,1.3,23.1
10/01/2010,00:00,100,2.9,24.6,1.2,22.5
10/01/2010,01:00,137,1.7,38.0,1.1,22.0
10/01/2010,02:00,158,1.2,33.4,0.9,21.1
10/01/2010,03:00,150,1.3,42.7,1.1,20.9
10/01/2010,04:00,147,1.1,44.8,1.0,20.9
10/01/2010,05:00,174,1.1,32.8,0.8,20.9
10/01/2010,06:00,144,1.2,45.4,1.1,22.1
10/01/2010,07:00,102,2.9,37.7,1.9,24.5
10/01/2010,08:00,95,4.0,26.8,1.8,25.5
10/01/2010,09:00,95,4.6,22.4,1.8,26.4
10/01/2010,10:00,87,5.0,24.6,1.8,26.2
10/01/2010,11:00,80,5.0,23.9,1.8,27.4
10/01/2010,12:00,80,5.9,18.2,2.0,28.4
10/01/2010,13:00,71,7.5,16.0,1.8,28.4
10/01/2010,14:00,64,7.9,11.9,1.5,27.9
10/01/2010,15:00,69,7.7,12.9,1.8,28.0
10/01/2010,16:00,71,7.6,11.2,1.7,27.6
10/01/2010,17:00,71,7.9,11.4,1.7,26.4
10/01/2010,18:00,75,7.1,11.3,2.0,24.8
10/01/2010,19:00,86,4.3,19.8,1.7,24.6
10/01/2010,20:00,100,2.7,28.3,1.8,24.3
10/01/2010,21:00,108,1.9,27.1,1.1,23.6
10/01/2010,22:00,102,1.4,33.5,1.0,23.0
10/01/2010,23:00,118,0.7,36.0,0.9,22.3
11/01/2010,00:00,134,0.1,87.0,0.3,20.8
11/01/2010,01:00,,0.0,44.1,0.1,19.2
11/01/2010,02:00,,0.0,47.9,0.1,18.7
11/01/2010,03:00,,0.0,40.0,0.0,18.4
11/01/2010,04:00,,0.0,18.1,0.0,18.0
11/01/2010,05:00,,0.0,18.0,0.0,18.8
11/01/2010,06:00,,0.0,86.2,0.4,21.0
11/01/2010,07:00,138,1.0,50.2,1.0,23.5
11/01/2010,08:00,117,2.2,43.1,1.7,25.3
11/01/2010,09:00,89,4.4,27.9,1.9,27.3
11/01/2010,10:00,76,5.0,19.6,1.5,28.1
11/01/2010,11:00,72,5.6,21.9,1.9,28.7
11/01/2010,12:00,71,6.5,17.8,1.8,28.5
11/01/2010,13:00,70,6.7,12.3,1.5,28.6
11/01/2010,14:00,70,7.0,13.4,1.7,28.6
11/01/2010,15:00,71,7.5,12.9,1.7,28.3
11/01/2010,16:00,69,7.7,11.7,1.6,27.7
11/01/2010,17:00,73,7.7,11.1,1.7,26.5
11/01/2010,18:00,76,6.8,12.8,2.0,25.3
11/01/2010,19:00,85,4.7,19.4,1.7,24.9
11/01/2010,20:00,93,4.1,22.1,1.4,24.3
11/01/2010,21:00,93,3.3,20.9,1.3,23.6
11/01/2010,22:00,99,2.8,21.3,1.2,23.3
11/01/2010,23:00,118,1.9,37.4,1.2,22.9
12/01/2010,00:00,122,1.2,38.5,1.1,22.3
12/01/2010,01:00,142,0.6,44.1,0.8,21.3
12/01/2010,02:00,153,0.3,59.2,0.7,20.9
12/01/2010,03:00,194,0.2,74.2,0.4,20.3
12/01/2010,04:00,,0.0,2.0,0.1,19.9
12/01/2010,05:00,,0.0,15.8,0.0,19.3
12/01/2010,06:00,37,0.1,54.8,0.2,21.2
12/01/2010,07:00,154,1.4,46.7,1.2,23.9
12/01/2010,08:00,117,2.2,40.5,1.3,25.5
12/01/2010,09:00,88,3.9,26.9,1.7,26.8
12/01/2010,10:00,85,5.0,22.1,2.1,27.8
12/01/2010,11:00,67,6.8,14.3,1.8,28.0
12/01/2010,12:00,69,7.4,13.1,1.6,28.3
12/01/2010,13:00,68,8.1,11.5,1.7,28.0
12/01/2010,14:00,69,7.7,11.4,1.6,28.1
12/01/2010,15:00,71,6.8,13.3,1.7,28.0
12/01/2010,16:00,70,6.6,12.8,1.4,27.4
12/01/2010,17:00,76,5.2,17.4,1.5,26.5
12/01/2010,18:00,73,4.8,13.4,1.2,24.9
12/01/2010,19:00,83,3.1,17.3,1.2,24.1
12/01/2010,20:00,87,2.1,18.9,0.9,23.9
12/01/2010,21:00,94,0.7,41.7,0.9,23.5
12/01/2010,22:00,188,0.1,30.8,0.3,22.2
12/01/2010,23:00,230,0.2,87.6,0.4,20.8
13/01/2010,00:00,220,0.1,92.4,0.3,20.4
13/01/2010,01:00,,0.0,79.9,0.0,20.4
13/01/2010,02:00,190,0.2,29.0,0.4,19.8
13/01/2010,03:00,,0.0,2.0,0.1,19.5
13/01/2010,04:00,,0.0,67.1,0.1,19.2
13/01/2010,05:00,199,0.1,81.5,0.1,19.2
13/01/2010,06:00,,0.0,56.6,0.1,21.0
13/01/2010,07:00,136,1.6,36.9,1.2,24.2
13/01/2010,08:00,120,1.8,37.4,1.2,25.6
13/01/2010,09:00,91,1.5,55.9,1.3,26.6
13/01/2010,10:00,93,2.3,40.1,1.5,27.6
13/01/2010,11:00,76,3.0,43.8,1.7,28.2
13/01/2010,12:00,71,4.7,19.2,1.4,28.8
13/01/2010,13:00,73,5.5,15.3,1.3,28.4
13/01/2010,14:00,78,6.1,13.0,1.3,28.2
13/01/2010,15:00,77,5.7,16.4,1.4,27.9
13/01/2010,16:00,80,6.4,14.5,1.7,27.3
13/01/2010,17:00,77,5.2,16.3,1.8,26.7
13/01/2010,18:00,80,3.4,21.3,1.5,25.5
13/01/2010,19:00,76,2.8,20.0,1.2,24.6
13/01/2010,20:00,66,2.2,16.7,0.8,23.9
13/01/2010,21:00,59,2.1,18.3,0.9,23.4
13/01/2010,22:00,93,0.1,70.3,0.4,22.8
13/01/2010,23:00,213,0.3,11.4,0.4,22.0
14/01/2010,00:00,,0.0,26.3,0.1,22.0
14/01/2010,01:00,173,0.1,70.7,0.1,21.7
14/01/2010,02:00,,0.0,40.5,0.1,20.6
14/01/2010,03:00,,0.0,88.1,0.0,19.9
14/01/2010,04:00,150,0.2,118.9,0.5,19.7
14/01/2010,05:00,109,0.1,86.3,0.1,20.1
14/01/2010,06:00,139,0.2,70.7,0.5,21.9
14/01/2010,07:00,135,1.6,37.2,1.1,24.4
14/01/2010,08:00,135,1.5,40.6,1.0,26.2
14/01/2010,09:00,126,1.7,53.2,1.2,27.9
14/01/2010,10:00,113,2.1,51.5,1.5,28.5
14/01/2010,11:00,72,4.7,17.6,1.7,28.6
14/01/2010,12:00,72,6.6,14.3,1.6,28.6
14/01/2010,13:00,71,6.9,14.1,1.6,28.4
14/01/2010,14:00,68,6.8,12.6,1.5,28.6
14/01/2010,15:00,70,6.9,10.7,1.4,28.8
14/01/2010,16:00,72,7.4,13.2,1.7,28.0
14/01/2010,17:00,70,7.6,10.2,1.4,27.0
14/01/2010,18:00,76,6.8,11.6,1.7,25.0
14/01/2010,19:00,80,4.8,18.2,2.0,24.3
14/01/2010,20:00,92,3.1,23.5,1.4,24.1
14/01/2010,21:00,95,2.4,24.2,1.2,24.2
14/01/2010,22:00,147,1.2,36.1,1.0,23.9
14/01/2010,23:00,160,0.7,31.0,0.8,23.2
15/01/2010,00:00,161,1.5,27.2,0.9,22.0
15/01/2010,01:00,140,0.7,50.4,1.0,21.4
15/01/2010,02:00,122,0.6,40.8,0.8,21.4
15/01/2010,03:00,132,0.3,48.2,0.6,21.5
15/01/2010,04:00,154,0.1,56.3,0.4,21.4
15/01/2010,05:00,157,0.4,48.9,0.7,21.8
15/01/2010,06:00,109,0.9,43.7,0.9,22.4
15/01/2010,07:00,131,2.0,34.7,1.3,24.2
15/01/2010,08:00,119,2.5,35.5,1.4,25.2
15/01/2010,09:00,148,1.6,38.9,1.3,25.0
15/01/2010,10:00,93,3.4,38.2,2.3,25.1
15/01/2010,11:00,81,5.1,21.7,2.1,26.9
15/01/2010,12:00,73,5.8,18.9,1.9,27.9
15/01/2010,13:00,67,7.0,12.3,1.7,28.5
15/01/2010,14:00,72,7.1,17.3,1.9,28.3
15/01/2010,15:00,72,7.4,14.4,2.1,27.8
15/01/2010,16:00,74,8.0,11.0,1.8,26.6
15/01/2010,17:00,76,7.1,12.9,2.1,26.1
15/01/2010,18:00,79,5.3,14.8,1.6,25.1
15/01/2010,19:00,85,4.7,18.3,1.7,24.6
15/01/2010,20:00,89,2.8,19.5,1.3,24.3
15/01/2010,21:00,94,2.3,28.3,1.3,24.1
15/01/2010,22:00,100,1.6,33.3,1.2,24.0
15/01/2010,23:00,163,0.7,43.4,0.7,23.3
16/01/2010,00:00,186,1.2,19.0,0.6,22.0
16/01/2010,01:00,186,0.4,29.8,0.6,21.3
16/01/2010,02:00,234,0.1,57.7,0.3,19.9
16/01/2010,03:00,,0.0,58.6,0.0,19.2
16/01/2010,04:00,320,0.1,145.9,0.1,19.0
16/01/2010,05:00,306,0.1,138.1,0.3,19.6
16/01/2010,06:00,130,0.3,97.2,0.8,21.6
16/01/2010,07:00,152,1.6,45.3,1.1,24.1
16/01/2010,08:00,96,3.3,30.6,1.4,25.9
16/01/2010,09:00,88,4.1,24.7,1.6,27.1
16/01/2010,10:00,76,5.2,17.7,1.5,27.6
16/01/2010,11:00,67,5.8,14.6,1.4,27.7
16/01/2010,12:00,73,5.8,12.4,1.3,28.0
16/01/2010,13:00,73,6.7,12.1,1.5,28.9
16/01/2010,14:00,71,6.2,14.1,1.4,28.6
16/01/2010,15:00,79,5.2,16.7,1.3,28.4
16/01/2010,16:00,86,5.4,18.3,1.5,27.6
16/01/2010,17:00,72,6.0,14.4,1.5,26.4
16/01/2010,18:00,70,5.7,10.8,1.3,24.8
16/01/2010,19:00,75,3.8,14.3,1.3,24.1
16/01/2010,20:00,82,2.1,18.6,1.1,23.8
16/01/2010,21:00,85,0.3,69.5,0.8,23.2
16/01/2010,22:00,199,0.1,74.9,0.3,21.9
16/01/2010,23:00,223,0.3,16.0,0.5,21.6
17/01/2010,00:00,,0.0,22.5,0.0,21.8
17/01/2010,01:00,,0.0,19.6,0.0,21.2
17/01/2010,02:00,187,0.1,69.3,0.1,20.3
17/01/2010,03:00,,0.0,69.2,0.1,20.2
17/01/2010,04:00,,0.0,32.0,0.0,19.8
17/01/2010,05:00,210,0.2,78.0,0.3,19.6
17/01/2010,06:00,163,0.3,68.9,0.6,21.3
17/01/2010,07:00,168,1.0,44.3,0.9,24.0
17/01/2010,08:00,129,0.9,70.0,0.9,25.9
17/01/2010,09:00,107,0.5,97.1,0.9,27.2
17/01/2010,10:00,87,1.6,51.8,1.3,28.7
17/01/2010,11:00,72,1.2,78.0,1.6,29.9
17/01/2010,12:00,70,1.1,96.7,1.3,31.1
17/01/2010,13:00,80,3.0,31.7,1.5,31.6
17/01/2010,14:00,77,4.7,19.3,1.6,31.0
17/01/2010,15:00,60,6.4,14.5,1.4,29.7
17/01/2010,16:00,65,6.1,12.4,1.4,28.2
17/01/2010,17:00,69,4.9,13.0,1.2,26.4
17/01/2010,18:00,70,1.8,28.1,1.2,25.1
17/01/2010,19:00,36,0.4,101.7,1.1,23.7
17/01/2010,20:00,222,0.5,86.2,0.8,23.0
17/01/2010,21:00,,0.0,70.4,0.3,22.1
17/01/2010,22:00,,0.0,28.1,0.0,21.3
17/01/2010,23:00,160,0.1,71.0,0.1,20.6
18/01/2010,00:00,135,0.1,81.7,0.4,20.1
18/01/2010,01:00,,0.0,113.9,0.0,19.8
18/01/2010,02:00,228,0.1,110.2,0.3,19.6
18/01/2010,03:00,101,0.1,106.9,0.4,19.4
18/01/2010,04:00,188,0.1,77.4,0.4,19.3
18/01/2010,05:00,,0.0,68.4,0.0,19.7
18/01/2010,06:00,,0.0,46.3,0.0,21.1
18/01/2010,07:00,28,0.1,149.3,0.5,24.1
18/01/2010,08:00,345,1.9,32.4,1.1,26.0
18/01/2010,09:00,333,1.2,53.1,1.1,28.2
18/01/2010,10:00,328,1.6,53.5,1.2,29.5
18/01/2010,11:00,323,2.8,42.0,1.6,30.6
18/01/2010,12:00,355,3.3,24.5,1.2,31.0
18/01/2010,13:00,344,3.0,26.5,1.2,31.6
18/01/2010,14:00,350,3.3,20.1,1.1,31.8
18/01/2010,15:00,347,3.8,23.9,1.3,32.7
18/01/2010,16:00,345,3.8,24.1,1.2,31.9
18/01/2010,17:00,339,3.9,17.6,1.2,29.9
18/01/2010,18:00,344,3.0,25.5,1.3,27.7
18/01/2010,19:00,339,2.0,18.5,1.0,26.1
18/01/2010,20:00,338,0.5,44.7,0.8,25.3
18/01/2010,21:00,344,0.3,36.4,0.5,24.6
18/01/2010,22:00,201,1.3,60.6,1.5,24.8
18/01/2010,23:00,89,0.1,96.2,0.7,24.9
19/01/2010,00:00,329,0.7,43.8,0.7,24.0
19/01/2010,01:00,221,1.2,31.3,0.7,24.1
19/01/2010,02:00,,0.0,107.8,0.3,22.5
19/01/2010,03:00,,0.0,102.3,0.5,21.5
19/01/2010,04:00,198,0.1,92.1,0.2,21.0
19/01/2010,05:00,,0.0,46.6,0.0,20.6
19/01/2010,06:00,124,0.4,38.0,0.7,22.6
19/01/2010,07:00,158,2.0,30.4,1.4,25.6
19/01/2010,08:00,155,2.0,42.1,1.4,27.3
19/01/2010,09:00,123,1.5,51.5,1.1,28.8
19/01/2010,10:00,165,1.4,60.5,1.3,30.2
19/01/2010,11:00,250,0.3,101.3,1.1,31.3
19/01/2010,12:00,235,1.3,65.2,1.4,32.4
19/01/2010,13:00,227,1.1,69.3,1.2,33.2
19/01/2010,14:00,188,1.2,66.5,1.2,33.9
19/01/2010,15:00,64,4.6,22.4,1.5,32.0
19/01/2010,16:00,64,4.2,14.6,1.1,30.9
19/01/2010,17:00,73,3.6,12.5,1.3,29.2
19/01/2010,18:00,91,0.7,30.1,0.8,27.3
19/01/2010,19:00,263,0.2,110.3,0.5,24.2
19/01/2010,20:00,,0.0,88.9,0.2,21.9
19/01/2010,21:00,,0.0,84.4,0.1,20.2
19/01/2010,22:00,297,0.1,129.2,0.2,19.1
19/01/2010,23:00,,0.0,27.2,0.0,18.0
20/01/2010,00:00,,0.0,53.9,0.1,17.0
20/01/2010,01:00,,0.0,11.9,0.1,16.5
20/01/2010,02:00,,0.0,2.5,0.0,16.2
20/01/2010,03:00,,0.0,72.4,0.1,16.2
20/01/2010,04:00,141,0.1,92.3,0.2,16.9
20/01/2010,05:00,,0.0,58.7,0.0,17.4
20/01/2010,06:00,165,0.5,41.2,0.7,20.2
20/01/2010,07:00,92,1.5,39.1,1.3,23.4
20/01/2010,08:00,123,1.3,45.6,1.1,25.8
20/01/2010,09:00,85,1.8,46.2,1.1,27.5
20/01/2010,10:00,70,2.7,29.3,1.6,28.6
20/01/2010,11:00,80,3.0,34.8,1.5,29.2
20/01/2010,12:00,83,3.9,22.4,1.4,29.9
20/01/2010,13:00,80,4.3,19.7,1.4,29.9
20/01/2010,14:00,77,5.8,15.7,1.6,29.6
20/01/2010,15:00,74,6.7,15.3,1.8,28.8
20/01/2010,16:00,71,5.7,18.1,1.8,28.0
20/01/2010,17:00,62,5.1,17.0,1.4,27.0
20/01/2010,18:00,54,4.0,19.6,1.7,25.4
20/01/2010,19:00,79,2.9,20.0,1.3,24.9
20/01/2010,20:00,73,2.7,17.3,1.1,24.6
20/01/2010,21:00,73,1.3,29.8,1.4,23.8
20/01/2010,22:00,61,0.7,45.1,1.1,23.1
20/01/2010,23:00,172,0.1,69.1,0.3,21.7
21/01/2010,00:00,,0.0,78.3,0.0,20.3
21/01/2010,01:00,226,0.1,96.5,0.1,19.7
