Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC)
01/01/2010,00:00,117,2.8,11.5,0.6,17.7
01/01/2010,01:00,137,2.1,17.3,0.8,17.5
01/01/2010,02:00,137,1.0,46.5,0.9,17.2
01/01/2010,03:00,156,0.1,85.7,0.3,17.2
01/01/2010,04:00,198,0.3,75.3,0.5,16.8
01/01/2010,05:00,163,2.0,7.2,0.5,17.1
01/01/2010,06:00,146,2.1,10.1,0.5,18.0
01/01/2010,07:00,120,1.9,21.8,0.9,20.3
01/01/2010,08:00,86,3.1,23.1,1.3,22.4
01/01/2010,09:00,71,3.1,26.9,1.2,23.4
01/01/2010,10:00,98,4.1,17.5,1.5,24.6
01/01/2010,11:00,47,3.6,26.5,1.3,25.2
01/01/2010,12:00,61,3.0,39.6,1.5,26.4
01/01/2010,13:00,87,4.1,19.6,1.3,25.8
01/01/2010,14:00,44,3.8,21.8,1.0,25.1
01/01/2010,15:00,87,3.6,24.4,1.0,24.9
01/01/2010,16:00,88,4.5,11.7,1.0,23.0
01/01/2010,17:00,88,4.5,10.5,1.0,21.8
01/01/2010,18:00,83,3.7,9.1,0.9,20.6
01/01/2010,19:00,85,2.8,7.3,0.6,19.4
01/01/2010,20:00,86,2.0,9.7,0.5,18.9
01/01/2010,21:00,104,0.9,22.3,0.8,18.7
01/01/2010,22:00,115,1.9,6.8,0.4,18.3
01/01/2010,23:00,140,1.5,10.4,0.4,18.3
02/01/2010,00:00,164,0.5,20.9,0.5,18.2
02/01/2010,01:00,148,0.7,28.5,0.6,18.1
02/01/2010,02:00,133,1.0,14.4,0.8,17.8
02/01/2010,03:00,133,0.3,33.6,0.4,17.5
02/01/2010,04:00,117,0.6,8.1,0.4,17.0
02/01/2010,05:00,313,0.3,32.3,0.4,17.2
02/01/2010,06:00,180,0.2,72.8,0.4,18.7
02/01/2010,07:00,71,1.1,29.0,0.7,20.8
02/01/2010,08:00,76,2.1,31.9,1.1,23.3
02/01/2010,09:00,47,1.7,53.1,1.2,25.7
02/01/2010,10:00,34,2.3,40.6,1.3,26.6
02/01/2010,11:00,4,2.5,31.6,1.2,25.9
02/01/2010,12:00,280,1.1,108.2,1.4,25.6
02/01/2010,13:00,228,2.8,37.6,1.6,26.6
02/01/2010,14:00,30,1.8,157.8,1.3,27.8
02/01/2010,15:00,48,3.0,27.7,1.0,27.2
02/01/2010,16:00,296,1.0,120.3,2.3,25.4
02/01/2010,17:00,174,1.3,33.1,1.0,23.9
02/01/2010,18:00,52,1.6,38.3,1.0,22.5
02/01/2010,19:00,120,1.1,24.3,0.9,21.5
02/01/2010,20:00,114,1.6,26.1,0.5,21.1
02/01/2010,21:00,142,0.4,44.2,0.5,20.3
02/01/2010,22:00,158,1.7,23.2,0.8,20.0
02/01/2010,23:00,163,1.9,25.7,0.7,19.8
03/01/2010,00:00,102,0.5,42.8,0.5,19.5
03/01/2010,01:00,217,0.8,75.1,0.9,18.9
03/01/2010,02:00,163,0.2,82.1,0.7,18.4
03/01/2010,03:00,268,1.6,10.0,0.5,17.7
03/01/2010,04:00,313,1.3,35.7,0.4,17.5
03/01/2010,05:00,276,1.5,34.9,0.9,17.7
03/01/2010,06:00,273,2.6,11.6,0.9,20.5
03/01/2010,07:00,277,1.7,27.4,0.7,23.6
03/01/2010,08:00,264,4.0,18.2,1.2,25.6
03/01/2010,09:00,270,6.9,13.0,1.4,26.6
03/01/2010,10:00,266,5.5,22.9,2.4,27.7
03/01/2010,11:00,246,5.5,23.4,2.0,27.1
03/01/2010,12:00,61,3.7,63.6,2.7,25.8
03/01/2010,13:00,47,6.0,16.7,1.3,25.2
03/01/2010,14:00,63,5.6,28.2,1.6,26.5
03/01/2010,15:00,117,7.3,26.8,2.1,22.5
03/01/2010,16:00,101,3.1,27.8,1.7,18.8
03/01/2010,17:00,93,2.7,17.8,1.2,18.8
03/01/2010,18:00,61,3.7,17.3,0.8,18.3
03/01/2010,19:00,61,2.5,12.1,0.8,18.1
03/01/2010,20:00,42,1.0,161.4,1.1,18.0
03/01/2010,21:00,43,0.3,51.4,0.5,17.9
03/01/2010,22:00,2,0.4,157.2,0.4,18.0
03/01/2010,23:00,33,0.1,29.1,0.3,18.0
04/01/2010,00:00,196,0.4,101.6,0.7,17.7
04/01/2010,01:00,131,1.1,33.8,0.9,17.5
04/01/2010,02:00,122,2.2,11.3,0.5,17.8
04/01/2010,03:00,135,2.6,8.7,0.7,17.6
04/01/2010,04:00,128,2.1,8.8,0.6,17.4
04/01/2010,05:00,129,2.3,11.1,0.6,17.5
04/01/2010,06:00,134,2.7,10.5,0.9,18.4
04/01/2010,07:00,140,3.8,12.0,1.0,19.3
04/01/2010,08:00,139,4.9,11.1,1.0,20.0
04/01/2010,09:00,126,5.4,13.1,1.3,20.8
04/01/2010,10:00,128,6.7,12.9,1.5,21.9
04/01/2010,11:00,130,6.0,13.4,1.5,22.3
04/01/2010,12:00,135,6.0,12.6,1.8,22.3
04/01/2010,13:00,125,6.8,12.8,1.3,22.5
04/01/2010,14:00,117,7.2,12.1,1.5,22.5
04/01/2010,15:00,107,7.1,12.6,1.5,22.3
04/01/2010,16:00,143,7.0,28.0,1.5,20.7
04/01/2010,17:00,164,7.7,10.0,1.6,17.5
04/01/2010,18:00,158,6.4,12.6,1.5,16.2
04/01/2010,19:00,148,3.8,13.5,1.0,16.3
04/01/2010,20:00,138,2.5,9.4,0.7,16.3
04/01/2010,21:00,120,1.6,20.7,1.0,16.3
04/01/2010,22:00,105,1.3,25.8,0.4,15.7
04/01/2010,23:00,139,2.0,9.5,0.6,16.1
05/01/2010,00:00,135,2.3,9.5,0.6,16.1
05/01/2010,01:00,150,2.9,9.7,0.6,16.2
05/01/2010,02:00,160,2.4,10.1,0.8,16.0
05/01/2010,03:00,153,3.2,8.7,0.9,15.9
05/01/2010,04:00,141,2.7,8.9,0.8,15.8
05/01/2010,05:00,148,3.1,9.6,0.8,16.0
05/01/2010,06:00,142,3.1,12.6,0.8,16.6
05/01/2010,07:00,155,4.3,11.5,1.1,17.6
05/01/2010,08:00,146,4.3,12.9,1.0,18.9
05/01/2010,09:00,129,4.8,19.2,1.2,20.4
05/01/2010,10:00,119,5.0,14.8,1.4,21.5
05/01/2010,11:00,114,5.2,16.5,1.3,22.9
05/01/2010,12:00,120,4.5,19.7,1.3,23.0
05/01/2010,13:00,106,4.2,18.4,1.2,23.3
05/01/2010,14:00,90,3.8,20.3,1.0,23.4
05/01/2010,15:00,72,4.1,14.2,1.0,23.5
05/01/2010,16:00,76,4.0,16.8,0.9,23.0
05/01/2010,17:00,90,4.7,17.0,1.0,22.0
05/01/2010,18:00,104,5.1,10.5,1.1,20.6
05/01/2010,19:00,96,5.1,10.7,1.2,19.5
05/01/2010,20:00,81,2.8,7.5,0.8,18.7
05/01/2010,21:00,91,1.8,21.4,0.4,18.0
05/01/2010,22:00,84,1.0,144.0,0.9,17.6
05/01/2010,23:00,204,0.7,71.9,0.7,16.6
06/01/2010,00:00,274,1.5,18.6,0.9,15.7
06/01/2010,01:00,283,2.5,7.1,0.5,15.5
06/01/2010,02:00,288,2.6,5.2,0.4,15.4
06/01/2010,03:00,274,1.0,7.6,0.8,15.6
06/01/2010,04:00,278,2.2,15.2,0.7,15.8
06/01/2010,05:00,255,1.9,28.9,0.9,15.9
06/01/2010,06:00,276,2.8,17.3,1.1,17.8
06/01/2010,07:00,266,1.7,60.1,1.5,20.2
06/01/2010,08:00,146,1.3,44.1,0.8,21.5
06/01/2010,09:00,104,2.7,25.5,1.5,22.7
06/01/2010,10:00,114,3.8,22.9,1.2,23.8
06/01/2010,11:00,119,3.9,23.8,1.4,24.4
06/01/2010,12:00,133,3.7,20.1,1.4,24.9
06/01/2010,13:00,80,2.9,25.8,0.9,25.0
06/01/2010,14:00,96,3.8,20.0,1.0,25.2
06/01/2010,15:00,103,3.7,16.9,1.0,24.8
06/01/2010,16:00,80,4.0,13.4,0.9,24.2
06/01/2010,17:00,75,4.9,15.9,1.2,23.1
06/01/2010,18:00,91,4.3,10.7,1.0,22.0
06/01/2010,19:00,102,3.5,14.3,0.8,21.1
06/01/2010,20:00,115,3.2,9.4,0.7,20.3
06/01/2010,21:00,119,2.0,9.0,0.8,19.5
06/01/2010,22:00,144,1.8,7.7,0.4,19.3
06/01/2010,23:00,123,1.1,18.1,0.6,19.2
07/01/2010,00:00,157,0.6,33.7,0.5,19.1
07/01/2010,01:00,99,1.1,25.3,0.5,18.8
07/01/2010,02:00,116,1.3,28.5,0.6,18.6
07/01/2010,03:00,106,2.0,13.8,0.4,18.3
07/01/2010,04:00,110,1.6,13.8,0.4,17.9
07/01/2010,05:00,105,0.1,119.7,0.4,17.5
07/01/2010,06:00,88,0.5,136.7,0.5,18.5
07/01/2010,07:00,124,2.6,17.7,1.0,19.8
07/01/2010,08:00,119,3.0,21.5,1.0,21.5
07/01/2010,09:00,117,3.5,20.7,1.0,22.1
07/01/2010,10:00,82,2.8,30.4,1.1,23.9
07/01/2010,11:00,103,4.0,18.9,1.2,24.3
07/01/2010,12:00,112,5.6,17.3,1.5,24.5
07/01/2010,13:00,97,5.5,18.0,1.2,24.4
07/01/2010,14:00,90,7.0,14.0,1.6,24.9
07/01/2010,15:00,82,7.5,11.7,1.7,25.7
07/01/2010,16:00,87,8.1,11.7,1.6,24.2
07/01/2010,17:00,93,6.6,13.8,1.4,22.8
07/01/2010,18:00,88,4.8,13.0,1.1,21.4
07/01/2010,19:00,116,4.8,10.1,1.0,20.4
07/01/2010,20:00,116,3.9,8.7,0.8,19.7
07/01/2010,21:00,110,3.4,9.3,0.8,19.3
07/01/2010,22:00,111,2.8,7.9,0.5,18.6
07/01/2010,23:00,120,2.4,9.2,0.5,18.0
08/01/2010,00:00,144,2.3,10.4,0.6,17.9
08/01/2010,01:00,139,3.1,12.2,0.7,17.9
08/01/2010,02:00,144,2.5,12.3,0.5,17.5
08/01/2010,03:00,151,3.0,9.5,0.6,16.9
08/01/2010,04:00,164,3.2,7.1,0.6,16.4
08/01/2010,05:00,163,2.2,12.4,0.8,16.6
08/01/2010,06:00,148,3.5,12.6,1.6,18.7
08/01/2010,07:00,140,5.4,14.6,1.5,21.0
08/01/2010,08:00,143,6.9,13.3,1.6,22.1
08/01/2010,09:00,128,6.8,14.9,1.5,23.1
08/01/2010,10:00,133,7.5,19.3,1.7,23.7
08/01/2010,11:00,114,6.8,18.9,1.9,24.6
08/01/2010,12:00,103,7.2,17.5,1.9,26.0
08/01/2010,13:00,104,7.4,19.7,1.8,26.6
08/01/2010,14:00,74,7.3,15.4,2.1,25.6
08/01/2010,15:00,95,5.4,35.7,3.0,22.6
08/01/2010,16:00,165,5.0,14.1,1.0,20.0
08/01/2010,17:00,128,3.9,38.3,2.2,21.1
08/01/2010,18:00,98,4.2,20.0,1.2,20.7
08/01/2010,19:00,165,4.7,16.3,1.0,18.9
08/01/2010,20:00,168,2.8,6.5,0.5,17.5
08/01/2010,21:00,161,1.5,14.6,0.8,16.4
08/01/2010,22:00,171,0.5,28.6,0.6,15.2
08/01/2010,23:00,175,1.0,58.7,1.0,15.0
09/01/2010,00:00,265,0.6,46.4,0.5,14.7
09/01/2010,01:00,233,0.4,56.4,0.4,14.7
09/01/2010,02:00,169,0.8,28.8,0.5,14.4
09/01/2010,03:00,269,0.2,71.2,0.4,13.8
09/01/2010,04:00,224,0.6,60.4,0.5,13.5
09/01/2010,05:00,149,1.4,18.1,0.5,14.9
09/01/2010,06:00,149,2.3,22.7,1.5,17.6
09/01/2010,07:00,148,5.6,13.5,1.3,19.6
09/01/2010,08:00,120,4.9,19.6,1.3,21.3
09/01/2010,09:00,121,5.5,18.2,1.5,22.7
09/01/2010,10:00,112,5.0,22.0,1.7,24.3
09/01/2010,11:00,100,5.4,18.0,1.6,25.2
09/01/2010,12:00,116,5.7,22.5,1.7,26.7
09/01/2010,13:00,112,6.0,17.0,2.0,27.9
09/01/2010,14:00,98,6.3,17.1,2.1,28.2
09/01/2010,15:00,106,6.9,17.1,1.7,27.3
09/01/2010,16:00,102,6.8,18.4,1.8,26.5
09/01/2010,17:00,87,7.0,11.0,1.6,25.1
09/01/2010,18:00,84,6.0,10.2,1.3,22.9
09/01/2010,19:00,84,3.6,10.0,0.9,20.7
09/01/2010,20:00,89,3.8,9.0,0.7,19.4
09/01/2010,21:00,117,1.9,21.9,0.7,18.0
09/01/2010,22:00,149,1.7,11.7,0.3,16.5
09/01/2010,23:00,132,1.8,14.6,0.5,15.9
10/01/2010,00:00,145,1.4,14.7,0.4,14.9
10/01/2010,01:00,155,1.5,11.0,0.4,14.5
10/01/2010,02:00,295,1.3,54.9,0.6,13.0
10/01/2010,03:00,293,1.2,14.5,0.6,12.1
10/01/2010,04:00,287,0.8,17.7,0.7,11.7
10/01/2010,05:00,297,1.0,11.0,0.4,12.1
10/01/2010,06:00,292,1.5,11.8,1.2,15.9
10/01/2010,07:00,150,0.7,80.8,1.0,19.8
10/01/2010,08:00,48,1.5,55.8,1.0,22.3
10/01/2010,09:00,50,1.6,62.0,1.2,24.3
10/01/2010,10:00,25,1.9,52.8,1.3,25.9
10/01/2010,11:00,83,1.8,74.5,1.6,27.8
10/01/2010,12:00,101,2.7,60.9,2.0,28.6
10/01/2010,13:00,90,3.3,40.5,1.8,29.6
10/01/2010,14:00,107,4.3,31.9,2.2,29.6
10/01/2010,15:00,104,4.8,27.2,1.8,29.5
10/01/2010,16:00,99,5.0,18.5,1.6,28.6
10/01/2010,17:00,90,5.9,12.7,1.3,27.2
10/01/2010,18:00,92,5.8,9.1,1.2,24.4
10/01/2010,19:00,119,4.6,15.3,1.0,21.8
10/01/2010,20:00,127,2.9,7.8,0.5,19.9
10/01/2010,21:00,138,2.4,19.9,0.5,18.3
10/01/2010,22:00,154,2.8,10.2,0.5,17.3
10/01/2010,23:00,119,1.0,50.6,0.8,15.8
11/01/2010,00:00,263,0.3,56.0,0.6,13.9
11/01/2010,01:00,117,0.4,37.2,0.4,13.5
11/01/2010,02:00,352,0.2,123.1,0.6,12.3
11/01/2010,03:00,258,0.9,46.2,0.7,11.6
11/01/2010,04:00,295,1.2,27.5,0.6,12.1
11/01/2010,05:00,264,2.2,8.2,0.4,12.9
11/01/2010,06:00,272,1.8,22.8,0.4,16.6
11/01/2010,07:00,151,2.3,35.0,1.0,20.2
11/01/2010,08:00,130,3.0,30.1,1.5,21.6
11/01/2010,09:00,113,2.5,44.9,1.3,23.3
11/01/2010,10:00,102,4.5,35.4,2.0,25.9
11/01/2010,11:00,100,5.1,26.3,2.1,26.5
11/01/2010,12:00,97,6.2,19.4,2.1,27.6
11/01/2010,13:00,109,5.9,21.2,2.1,28.4
11/01/2010,14:00,105,6.2,20.9,1.9,28.4
11/01/2010,15:00,105,5.8,19.5,1.9,28.3
11/01/2010,16:00,85,6.2,16.7,1.8,27.6
11/01/2010,17:00,81,6.8,13.0,1.4,26.0
11/01/2010,18:00,73,6.6,11.8,1.6,23.1
11/01/2010,19:00,82,4.7,13.4,1.0,21.1
11/01/2010,20:00,90,3.1,10.1,0.9,20.1
11/01/2010,21:00,81,1.5,11.7,0.5,19.3
11/01/2010,22:00,72,1.5,20.3,0.5,19.1
11/01/2010,23:00,61,1.1,15.8,0.4,18.4
12/01/2010,00:00,99,1.2,7.1,0.3,17.3
12/01/2010,01:00,67,0.9,29.6,0.4,16.0
12/01/2010,02:00,317,0.6,15.6,0.5,14.6
12/01/2010,03:00,186,0.3,74.8,0.4,14.3
12/01/2010,04:00,253,0.6,32.2,0.6,13.7
12/01/2010,05:00,288,0.5,15.6,0.5,14.3
12/01/2010,06:00,299,0.5,78.0,0.6,18.5
12/01/2010,07:00,122,1.4,45.4,1.0,21.1
12/01/2010,08:00,99,2.4,41.3,1.2,22.9
12/01/2010,09:00,76,3.3,30.9,1.4,24.4
12/01/2010,10:00,85,3.8,28.2,1.6,25.8
12/01/2010,11:00,100,3.6,30.8,1.7,27.5
12/01/2010,12:00,121,4.5,30.6,1.8,28.2
12/01/2010,13:00,103,4.1,28.7,1.8,28.9
12/01/2010,14:00,109,3.3,41.9,1.6,29.5
12/01/2010,15:00,97,5.7,22.4,2.1,28.3
12/01/2010,16:00,86,6.4,14.5,1.4,27.5
12/01/2010,17:00,86,7.2,10.7,1.5,25.6
12/01/2010,18:00,98,6.8,9.7,1.4,22.8
12/01/2010,19:00,110,5.7,9.8,1.1,21.0
12/01/2010,20:00,110,4.6,9.8,1.1,19.7
12/01/2010,21:00,114,3.7,8.1,0.8,19.2
12/01/2010,22:00,111,1.5,9.2,0.5,18.7
12/01/2010,23:00,88,1.3,23.9,0.4,18.6
13/01/2010,00:00,88,0.9,16.9,0.3,18.4
13/01/2010,01:00,139,1.6,7.0,0.4,18.1
13/01/2010,02:00,139,1.4,2.2,0.3,17.3
13/01/2010,03:00,129,1.2,11.5,0.3,17.6
13/01/2010,04:00,115,1.1,3.2,0.5,17.1
13/01/2010,05:00,77,1.2,12.1,0.3,16.9
13/01/2010,06:00,59,1.4,11.4,0.4,18.4
13/01/2010,07:00,45,2.0,33.8,0.9,21.4
13/01/2010,08:00,51,2.1,33.9,1.0,21.9
13/01/2010,09:00,61,2.2,38.9,1.2,25.4
13/01/2010,10:00,62,3.1,43.2,1.7,26.4
13/01/2010,11:00,29,3.2,159.5,1.5,27.4
13/01/2010,12:00,55,2.8,46.0,1.4,28.8
13/01/2010,13:00,43,4.6,23.7,1.7,29.3
13/01/2010,14:00,49,4.0,30.7,1.8,29.9
13/01/2010,15:00,59,3.8,26.2,1.6,30.1
13/01/2010,16:00,69,3.3,28.8,1.4,29.7
13/01/2010,17:00,67,3.5,21.4,1.1,28.7
13/01/2010,18:00,84,5.6,16.4,1.8,25.6
13/01/2010,19:00,94,5.6,8.0,1.3,22.3
13/01/2010,20:00,112,3.1,15.1,0.7,20.7
13/01/2010,21:00,145,4.2,7.9,0.8,19.6
13/01/2010,22:00,139,2.5,9.3,0.9,18.6
13/01/2010,23:00,78,1.0,52.3,0.7,17.2
14/01/2010,00:00,124,0.8,18.1,0.6,16.5
14/01/2010,01:00,74,0.3,19.8,0.4,15.1
14/01/2010,02:00,123,0.1,79.4,0.4,14.5
14/01/2010,03:00,166,2.9,9.2,0.7,15.4
14/01/2010,04:00,175,0.9,94.1,1.0,15.0
14/01/2010,05:00,263,0.4,88.5,0.7,14.8
14/01/2010,06:00,253,0.8,65.9,0.7,17.8
14/01/2010,07:00,137,1.3,54.4,0.7,19.7
14/01/2010,08:00,37,2.5,32.2,1.1,22.4
14/01/2010,09:00,64,3.9,29.8,1.6,23.5
14/01/2010,10:00,76,4.4,22.6,1.6,24.4
14/01/2010,11:00,95,3.4,33.7,1.5,25.3
14/01/2010,12:00,97,2.8,45.7,1.8,26.4
14/01/2010,13:00,120,4.5,20.0,1.7,27.7
14/01/2010,14:00,96,4.2,23.2,1.5,28.7
14/01/2010,15:00,119,4.7,25.3,1.8,28.8
14/01/2010,16:00,100,5.8,18.2,1.6,27.7
14/01/2010,17:00,94,6.3,13.2,1.3,26.1
14/01/2010,18:00,91,6.7,9.8,1.3,23.6
14/01/2010,19:00,101,5.4,9.0,1.2,21.7
14/01/2010,20:00,98,4.0,9.0,0.9,20.4
14/01/2010,21:00,114,3.8,8.6,1.1,19.6
14/01/2010,22:00,121,4.8,9.0,0.9,19.3
14/01/2010,23:00,128,3.5,13.0,0.8,18.5
15/01/2010,00:00,148,3.7,8.5,0.6,18.2
15/01/2010,01:00,137,2.9,7.9,0.6,17.6
15/01/2010,02:00,165,2.0,12.2,0.7,16.6
15/01/2010,03:00,156,3.0,8.5,0.6,16.6
15/01/2010,04:00,145,2.9,10.2,0.6,16.2
15/01/2010,05:00,132,1.5,23.4,0.8,16.5
15/01/2010,06:00,148,3.5,14.4,1.1,18.6
15/01/2010,07:00,137,4.5,17.2,1.3,20.7
15/01/2010,08:00,113,4.4,21.7,1.2,22.2
15/01/2010,09:00,108,4.9,21.8,1.4,23.6
15/01/2010,10:00,107,4.2,21.6,1.3,25.2
15/01/2010,11:00,120,4.8,24.9,1.9,26.1
15/01/2010,12:00,98,6.3,17.3,1.6,26.1
15/01/2010,13:00,123,5.5,17.5,1.7,26.0
15/01/2010,14:00,110,6.0,17.9,2.0,26.3
15/01/2010,15:00,105,5.4,21.2,1.5,26.7
15/01/2010,16:00,112,5.8,15.7,1.3,25.8
15/01/2010,17:00,94,6.9,13.8,1.7,25.6
15/01/2010,18:00,100,7.5,9.7,1.7,23.0
15/01/2010,19:00,92,5.9,10.7,1.6,21.7
15/01/2010,20:00,93,3.3,13.6,1.2,20.3
15/01/2010,21:00,123,3.4,10.0,0.7,19.5
15/01/2010,22:00,125,2.0,10.1,1.0,18.0
15/01/2010,23:00,164,1.4,20.2,0.4,16.4
16/01/2010,00:00,195,0.9,15.0,0.5,15.2
16/01/2010,01:00,196,0.8,14.9,0.5,14.7
16/01/2010,02:00,260,1.3,16.9,0.3,13.7
16/01/2010,03:00,303,1.0,14.2,0.3,13.2
16/01/2010,04:00,247,0.3,42.3,0.4,12.3
16/01/2010,05:00,206,0.6,55.0,0.9,13.2
16/01/2010,06:00,288,0.8,48.7,0.7,17.6
16/01/2010,07:00,116,1.9,36.9,1.3,21.2
16/01/2010,08:00,89,3.5,23.8,1.3,22.4
16/01/2010,09:00,85,2.9,33.5,1.3,23.8
16/01/2010,10:00,81,3.7,31.2,1.3,25.0
16/01/2010,11:00,116,2.9,40.1,1.6,26.0
16/01/2010,12:00,122,2.7,44.7,1.6,27.4
16/01/2010,13:00,109,3.5,43.3,2.0,28.2
16/01/2010,14:00,89,3.4,37.2,1.7,29.0
16/01/2010,15:00,90,4.3,30.4,1.4,28.2
16/01/2010,16:00,78,4.6,20.3,1.5,27.3
16/01/2010,17:00,78,5.3,17.6,1.3,26.6
16/01/2010,18:00,79,6.0,11.0,1.3,24.2
16/01/2010,19:00,82,4.4,10.9,1.1,21.9
16/01/2010,20:00,94,3.3,11.3,1.1,20.4
16/01/2010,21:00,110,1.5,8.5,0.6,18.8
16/01/2010,22:00,163,0.7,29.7,0.7,17.4
16/01/2010,23:00,171,0.6,65.0,0.7,16.7
17/01/2010,00:00,331,2.0,28.7,1.1,16.2
17/01/2010,01:00,244,1.9,30.9,0.7,16.6
17/01/2010,02:00,49,1.5,95.7,1.1,16.6
17/01/2010,03:00,42,1.3,18.0,0.5,16.5
17/01/2010,04:00,117,1.3,44.4,0.9,16.4
17/01/2010,05:00,146,1.1,21.7,0.6,17.1
17/01/2010,06:00,215,0.6,42.9,0.5,18.9
17/01/2010,07:00,344,0.6,77.0,0.7,22.4
17/01/2010,08:00,353,0.8,175.0,0.8,24.7
17/01/2010,09:00,249,1.4,78.5,1.4,26.9
17/01/2010,10:00,296,1.4,139.9,2.1,28.4
17/01/2010,11:00,12,1.2,162.3,1.5,30.3
17/01/2010,12:00,286,3.4,59.6,2.4,32.0
17/01/2010,13:00,331,2.5,55.1,1.9,32.9
17/01/2010,14:00,327,1.7,68.7,1.6,31.9
17/01/2010,15:00,64,3.2,42.9,1.8,31.5
17/01/2010,16:00,74,4.5,15.4,1.2,30.5
17/01/2010,17:00,68,3.4,21.1,0.8,30.8
17/01/2010,18:00,59,4.0,13.4,1.0,28.8
17/01/2010,19:00,73,5.1,11.6,1.1,25.4
17/01/2010,20:00,122,4.6,17.3,0.9,24.0
17/01/2010,21:00,144,4.6,33.2,1.4,20.9
17/01/2010,22:00,149,3.0,40.3,1.2,19.0
17/01/2010,23:00,150,2.3,19.2,0.9,18.8
18/01/2010,00:00,186,1.9,46.6,1.0,18.2
18/01/2010,01:00,180,0.6,100.8,1.3,17.9
18/01/2010,02:00,228,0.8,25.1,0.8,16.9
18/01/2010,03:00,226,1.2,38.0,0.8,16.0
18/01/2010,04:00,294,1.8,10.6,0.8,15.2
18/01/2010,05:00,279,3.1,5.4,0.5,15.1
18/01/2010,06:00,287,3.4,10.9,0.6,17.1
18/01/2010,07:00,267,4.2,10.5,0.6,20.0
18/01/2010,08:00,265,5.9,13.4,2.0,23.3
18/01/2010,09:00,283,8.4,12.4,2.1,26.2
18/01/2010,10:00,289,9.1,12.8,1.5,27.9
18/01/2010,11:00,294,7.7,18.5,1.7,30.2
18/01/2010,12:00,289,7.2,21.4,2.4,31.1
18/01/2010,13:00,286,11.0,15.1,2.5,32.4
18/01/2010,14:00,292,11.9,13.5,2.4,32.6
18/01/2010,15:00,272,11.3,19.4,2.3,32.1
18/01/2010,16:00,251,11.9,10.9,2.2,30.4
18/01/2010,17:00,261,11.1,10.1,1.9,28.6
18/01/2010,18:00,264,9.1,6.9,1.9,25.8
18/01/2010,19:00,255,6.1,7.9,1.8,22.8
18/01/2010,20:00,268,3.8,14.2,0.8,19.7
18/01/2010,21:00,289,4.1,11.4,0.8,18.0
18/01/2010,22:00,297,2.7,14.1,0.6,17.4
18/01/2010,23:00,290,4.5,8.9,0.8,16.1
19/01/2010,00:00,298,5.2,6.0,0.5,15.4
19/01/2010,01:00,296,5.3,4.7,0.7,14.8
19/01/2010,02:00,288,4.9,5.7,0.6,12.5
19/01/2010,03:00,282,6.1,3.4,0.5,12.6
19/01/2010,04:00,284,6.1,4.0,0.6,12.0
19/01/2010,05:00,284,5.6,6.0,0.6,11.5
19/01/2010,06:00,276,5.7,7.2,0.8,14.5
19/01/2010,07:00,271,6.1,7.2,0.7,18.5
19/01/2010,08:00,278,4.2,18.9,1.3,22.1
19/01/2010,09:00,267,6.6,27.0,3.1,24.4
19/01/2010,10:00,260,6.5,23.2,1.9,26.3
19/01/2010,11:00,279,6.9,26.5,2.5,27.8
19/01/2010,12:00,281,8.7,20.9,2.5,28.5
19/01/2010,13:00,260,7.8,28.0,2.3,28.9
19/01/2010,14:00,251,6.9,27.3,2.4,29.0
19/01/2010,15:00,247,7.3,23.6,2.1,28.5
19/01/2010,16:00,247,6.7,18.8,1.8,28.0
19/01/2010,17:00,260,7.9,10.5,1.4,26.7
19/01/2010,18:00,258,6.8,6.6,1.2,23.6
19/01/2010,19:00,180,1.1,72.4,1.1,19.3
19/01/2010,20:00,131,3.1,14.8,0.8,18.7
19/01/2010,21:00,157,3.9,9.0,0.8,17.8
19/01/2010,22:00,157,1.9,9.9,1.1,16.3
19/01/2010,23:00,164,0.4,23.4,0.4,14.5
20/01/2010,00:00,304,1.4,24.4,0.7,12.8
20/01/2010,01:00,281,3.0,6.2,0.5,12.6
20/01/2010,02:00,275,2.8,3.9,0.4,12.0
20/01/2010,03:00,278,2.2,6.9,0.6,10.7
20/01/2010,04:00,288,3.0,3.2,0.4,10.2
20/01/2010,05:00,285,3.2,5.1,0.5,10.6
20/01/2010,06:00,277,3.8,9.6,0.9,13.7
20/01/2010,07:00,275,3.4,11.0,1.0,17.7
20/01/2010,08:00,272,0.9,61.1,0.8,21.9
20/01/2010,09:00,245,1.2,70.4,1.5,24.7
20/01/2010,10:00,250,2.1,51.3,1.9,27.1
20/01/2010,11:00,292,1.3,87.7,1.6,29.0
20/01/2010,12:00,310,2.3,52.1,1.9,30.1
20/01/2010,13:00,272,2.1,76.9,2.0,31.5
20/01/2010,14:00,356,1.5,66.2,1.5,32.3
20/01/2010,15:00,34,0.8,153.0,1.1,32.8
20/01/2010,16:00,86,3.5,40.6,1.9,31.4
20/01/2010,17:00,86,4.7,12.6,1.4,29.3
20/01/2010,18:00,92,2.6,12.9,1.3,26.5
20/01/2010,19:00,80,2.0,18.8,1.2,22.6
20/01/2010,20:00,97,2.0,14.1,1.4,20.7
20/01/2010,21:00,156,1.1,20.4,0.7,19.1
20/01/2010,22:00,161,1.0,11.9,0.5,18.2
20/01/2010,23:00,157,0.8,57.5,0.7,17.2
