Date,Time,Wind Direction,Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%RH),Rainfall (mm)
01/01/2010,00:00,184,0.3,33.4,0.2,21.4,80.1,0.0
01/01/2010,01:00,215,0.2,49.3,0.2,20.9,82.4,0.0
01/01/2010,02:00,256,0.1,92.8,0.1,20.7,84.1,0.0
01/01/2010,03:00,212,0.7,10.2,0.4,20.4,85.1,0.0
01/01/2010,04:00,213,0.7,19.5,0.4,20.0,86.8,0.0
01/01/2010,05:00,212,0.8,18.2,0.4,19.9,87.6,0.0
01/01/2010,06:00,199,0.5,32.1,0.3,21.2,85.4,0.0
01/01/2010,07:00,220,0.4,67.8,0.4,23.5,73.8,0.0
01/01/2010,08:00,7,0.8,170.3,0.7,24.2,68.9,0.0
01/01/2010,09:00,51,1.0,41.9,0.6,24.9,63.5,0.0
01/01/2010,10:00,36,1.1,52.1,0.8,26.4,54.6,0.0
01/01/2010,11:00,344,1.7,158.9,0.8,26.3,55.1,0.0
01/01/2010,12:00,314,0.7,41.9,0.5,26.6,56.6,0.0
01/01/2010,13:00,15,0.7,159.7,0.4,27.5,55.1,0.0
01/01/2010,14:00,74,1.6,38.3,0.9,27.2,56.1,0.0
01/01/2010,15:00,78,2.3,22.6,1.0,26.0,63.7,0.0
01/01/2010,16:00,52,1.7,27.1,0.9,25.3,65.7,0.0
01/01/2010,17:00,52,1.5,24.3,0.7,25.0,65.7,0.0
01/01/2010,18:00,63,1.3,23.1,0.6,24.6,68.3,0.0
01/01/2010,19:00,45,0.8,26.1,0.5,23.9,72.0,0.0
01/01/2010,20:00,47,0.7,24.3,0.4,23.2,75.5,0.0
01/01/2010,21:00,12,0.3,158.1,0.2,22.4,82.3,0.3
01/01/2010,22:00,208,0.2,49.0,0.2,21.8,84.9,0.0
01/01/2010,23:00,23,0.1,189.3,0.1,22.0,85.0,0.1
02/01/2010,00:00,295,0.2,68.4,0.2,21.9,87.7,0.0
02/01/2010,01:00,10,0.3,153.6,0.4,21.6,88.3,0.5
02/01/2010,02:00,70,0.3,43.4,0.2,21.3,89.6,0.0
02/01/2010,03:00,116,0.3,56.3,0.2,21.2,89.9,0.0
02/01/2010,04:00,165,0.1,86.9,0.2,21.3,90.3,0.0
02/01/2010,05:00,213,0.3,75.8,0.2,21.3,90.8,0.0
02/01/2010,06:00,319,0.1,94.4,0.2,21.7,90.1,0.0
02/01/2010,07:00,67,0.9,25.2,0.4,23.2,83.5,0.0
02/01/2010,08:00,29,0.9,51.2,0.7,24.9,74.7,0.0
02/01/2010,09:00,7,1.4,179.8,0.7,26.3,65.6,0.0
02/01/2010,10:00,343,1.7,35.8,0.8,27.6,58.3,0.0
02/01/2010,11:00,342,1.7,35.4,0.9,28.4,55.1,0.0
02/01/2010,12:00,2,1.8,34.6,0.9,29.6,48.9,0.0
02/01/2010,13:00,4,2.0,176.6,1.1,30.3,46.2,0.0
02/01/2010,14:00,317,2.5,22.1,1.0,30.0,46.5,0.0
02/01/2010,15:00,23,1.8,33.7,0.9,29.6,55.5,0.0
02/01/2010,16:00,29,1.7,26.5,0.7,29.3,58.0,0.0
02/01/2010,17:00,20,1.7,27.6,0.9,28.3,59.0,0.0
02/01/2010,18:00,26,1.4,28.3,0.7,27.4,65.8,0.0
02/01/2010,19:00,38,1.0,27.2,0.6,25.6,72.7,0.0
02/01/2010,20:00,44,0.7,34.2,0.4,24.9,76.0,0.0
02/01/2010,21:00,59,0.6,36.8,0.4,24.3,79.6,0.0
02/01/2010,22:00,256,0.1,89.6,0.2,24.2,81.8,0.0
02/01/2010,23:00,218,0.2,79.8,0.2,23.8,83.8,0.0
03/01/2010,00:00,302,0.1,141.2,0.2,23.6,85.0,0.0
03/01/2010,01:00,204,0.2,72.0,0.3,23.3,86.1,0.0
03/01/2010,02:00,263,0.1,88.7,0.2,23.3,87.4,0.0
03/01/2010,03:00,162,0.2,77.6,0.2,23.1,88.2,0.0
03/01/2010,04:00,35,0.2,125.6,0.2,22.8,89.4,0.0
03/01/2010,05:00,352,0.5,62.1,0.4,22.6,89.1,0.0
03/01/2010,06:00,147,0.3,67.6,0.3,24.1,85.9,0.0
03/01/2010,07:00,139,0.5,58.8,0.5,25.7,77.4,0.0
03/01/2010,08:00,222,0.5,69.0,0.4,26.9,70.4,0.0
03/01/2010,09:00,176,0.6,66.9,0.5,27.8,66.9,0.0
03/01/2010,10:00,192,1.0,51.6,0.9,28.6,61.5,1.7
03/01/2010,11:00,344,0.4,94.7,0.5,26.1,74.7,1.8
03/01/2010,12:00,199,1.2,37.0,0.8,30.3,53.4,0.0
03/01/2010,13:00,51,1.2,77.0,1.5,28.9,60.2,0.0
03/01/2010,14:00,312,1.6,130.2,1.5,23.6,86.4,1.3
03/01/2010,15:00,77,0.9,31.7,0.6,23.1,87.2,1.2
03/01/2010,16:00,330,0.4,82.8,0.4,23.0,86.8,0.0
03/01/2010,17:00,309,0.7,26.5,0.3,23.5,83.1,0.0
03/01/2010,18:00,267,0.4,78.9,0.4,23.8,84.6,0.0
03/01/2010,19:00,245,0.3,110.1,0.3,23.4,83.9,0.0
03/01/2010,20:00,255,0.3,142.4,0.5,23.2,86.3,0.0
03/01/2010,21:00,269,0.3,76.7,0.3,23.3,82.8,0.0
03/01/2010,22:00,160,0.2,85.3,0.3,23.7,78.8,0.0
03/01/2010,23:00,244,0.2,84.1,0.4,23.2,78.2,0.0
04/01/2010,00:00,198,0.6,26.1,0.4,22.8,81.0,0.0
04/01/2010,01:00,218,0.7,21.2,0.4,22.1,82.0,0.0
04/01/2010,02:00,202,0.6,22.1,0.3,22.0,80.9,0.0
04/01/2010,03:00,202,0.7,32.3,0.4,21.7,82.1,0.0
04/01/2010,04:00,217,1.1,15.6,0.5,21.8,80.5,0.0
04/01/2010,05:00,202,0.9,21.7,0.5,22.0,79.9,0.0
04/01/2010,06:00,209,1.0,19.9,0.4,22.4,78.8,0.0
04/01/2010,07:00,186,0.8,36.3,0.6,23.7,75.4,0.0
04/01/2010,08:00,188,0.9,30.3,0.5,24.6,69.3,0.0
04/01/2010,09:00,205,1.1,29.3,0.7,24.9,65.0,0.0
04/01/2010,10:00,149,0.9,54.7,0.8,24.9,66.2,0.0
04/01/2010,11:00,153,1.0,55.4,0.9,24.5,66.7,0.0
04/01/2010,12:00,221,0.9,45.5,0.6,25.3,65.7,0.0
04/01/2010,13:00,106,1.8,27.9,0.9,25.6,63.2,0.0
04/01/2010,14:00,169,1.4,48.6,1.1,25.1,63.9,0.0
04/01/2010,15:00,262,1.1,31.8,0.6,22.5,79.4,0.0
04/01/2010,16:00,248,1.5,19.9,0.6,21.7,81.7,0.0
04/01/2010,17:00,234,0.3,84.3,0.5,22.0,73.9,0.0
04/01/2010,18:00,109,0.8,32.7,0.4,22.4,68.2,0.0
04/01/2010,19:00,273,0.9,17.8,0.4,21.9,72.2,0.0
04/01/2010,20:00,269,1.0,20.1,0.5,21.6,71.5,0.0
04/01/2010,21:00,272,1.1,16.6,0.5,21.1,72.5,0.0
04/01/2010,22:00,266,0.2,89.9,0.5,20.6,73.6,0.0
04/01/2010,23:00,270,1.4,18.9,0.6,20.6,73.2,0.0
05/01/2010,00:00,198,1.3,21.3,0.6,20.2,74.4,0.0
05/01/2010,01:00,201,1.3,16.9,0.6,20.1,75.0,0.0
05/01/2010,02:00,210,1.3,16.8,0.6,19.6,75.7,0.0
05/01/2010,03:00,211,1.6,17.8,0.7,19.5,76.0,0.0
05/01/2010,04:00,217,1.7,14.6,0.6,19.4,74.2,0.0
05/01/2010,05:00,211,1.6,14.5,0.6,19.5,74.5,0.0
05/01/2010,06:00,204,1.3,20.5,0.6,20.4,73.4,0.0
05/01/2010,07:00,209,1.6,22.6,0.7,22.0,69.6,0.0
05/01/2010,08:00,204,1.6,27.7,0.8,23.4,62.0,0.0
05/01/2010,09:00,203,1.4,27.1,0.8,24.5,58.9,0.0
05/01/2010,10:00,216,1.0,48.9,0.7,26.1,54.3,0.0
05/01/2010,11:00,198,0.4,87.2,0.7,27.4,51.0,0.0
05/01/2010,12:00,159,0.5,77.9,0.7,27.9,49.3,0.0
05/01/2010,13:00,216,0.5,98.8,0.8,29.0,46.3,0.0
05/01/2010,14:00,77,1.9,24.9,0.8,27.7,50.6,0.0
05/01/2010,15:00,81,2.0,23.4,0.7,27.1,53.9,0.0
05/01/2010,16:00,83,1.9,22.4,0.8,26.3,55.8,0.0
05/01/2010,17:00,84,2.0,17.1,0.7,25.2,58.8,0.0
05/01/2010,18:00,87,1.3,22.2,0.5,24.3,61.7,0.0
05/01/2010,19:00,120,0.6,56.4,0.6,23.4,63.6,0.0
05/01/2010,20:00,192,0.2,87.7,0.3,22.7,63.8,0.0
05/01/2010,21:00,278,0.3,64.3,0.2,22.1,64.7,0.0
05/01/2010,22:00,254,0.9,18.2,0.3,21.2,73.4,0.0
05/01/2010,23:00,263,0.8,20.8,0.4,20.5,73.3,0.0
06/01/2010,00:00,208,1.0,22.5,0.4,20.5,73.6,0.0
06/01/2010,01:00,196,0.9,19.6,0.4,20.3,74.0,0.0
06/01/2010,02:00,218,1.1,24.2,0.5,20.3,73.8,0.0
06/01/2010,03:00,212,1.1,23.4,0.5,20.5,72.6,0.0
06/01/2010,04:00,205,1.1,22.0,0.5,20.2,73.3,0.0
06/01/2010,05:00,199,0.9,25.0,0.4,20.3,74.4,0.0
06/01/2010,06:00,201,1.0,19.5,0.5,20.6,74.8,0.0
06/01/2010,07:00,209,1.2,19.1,0.6,22.1,70.9,0.0
06/01/2010,08:00,209,0.9,35.2,0.6,23.6,67.3,0.0
06/01/2010,09:00,186,0.6,43.2,0.5,25.1,64.3,0.0
06/01/2010,10:00,252,0.5,59.1,0.5,26.7,59.5,0.0
06/01/2010,11:00,274,0.3,81.7,0.4,27.4,57.8,0.0
06/01/2010,12:00,2,1.0,158.9,0.9,27.7,58.4,0.0
06/01/2010,13:00,39,1.1,138.8,0.9,27.7,59.5,0.0
06/01/2010,14:00,71,1.6,33.6,0.8,28.1,59.1,0.0
06/01/2010,15:00,90,2.1,22.0,0.7,27.9,60.0,0.0
06/01/2010,16:00,286,0.3,142.8,0.7,25.8,70.1,0.0
06/01/2010,17:00,78,2.1,19.5,0.8,25.9,67.8,0.0
06/01/2010,18:00,66,1.5,24.9,0.7,25.0,71.2,0.0
06/01/2010,19:00,30,0.6,34.8,0.4,24.2,76.1,0.0
06/01/2010,20:00,21,0.5,34.4,0.3,23.6,77.7,0.0
06/01/2010,21:00,294,0.7,30.7,0.4,23.3,79.5,0.0
06/01/2010,22:00,284,0.2,77.8,0.2,22.9,80.8,0.0
06/01/2010,23:00,200,0.4,50.3,0.2,22.3,82.6,0.0
07/01/2010,00:00,211,0.6,39.3,0.3,22.1,84.5,0.0
07/01/2010,01:00,206,0.6,17.7,0.2,22.1,85.7,0.0
07/01/2010,02:00,227,0.3,61.9,0.3,22.1,85.3,0.0
07/01/2010,03:00,212,0.5,25.8,0.4,22.0,87.0,0.0
07/01/2010,04:00,206,0.7,16.1,0.3,21.8,87.3,0.0
07/01/2010,05:00,201,0.8,23.4,0.4,21.7,87.1,0.0
07/01/2010,06:00,219,1.1,20.1,0.5,22.4,86.2,0.0
07/01/2010,07:00,209,0.9,27.7,0.5,24.0,76.3,0.0
07/01/2010,08:00,213,0.7,42.8,0.5,25.7,65.8,0.0
07/01/2010,09:00,110,0.5,78.0,0.6,26.4,60.9,0.0
07/01/2010,10:00,90,1.6,28.4,0.7,27.0,57.4,0.0
07/01/2010,11:00,87,1.9,28.5,0.8,27.5,53.7,0.0
07/01/2010,12:00,87,2.2,21.4,0.9,27.8,53.2,0.0
07/01/2010,13:00,79,3.1,18.4,1.1,27.6,53.8,0.0
07/01/2010,14:00,92,3.2,17.2,1.0,28.0,49.4,0.0
07/01/2010,15:00,79,2.8,19.6,1.0,27.8,49.7,0.0
07/01/2010,16:00,188,2.3,14.9,0.8,26.9,53.2,0.0
07/01/2010,17:00,135,1.4,47.3,0.7,25.9,58.7,0.0
07/01/2010,18:00,159,0.6,33.6,0.5,24.9,66.3,0.0
07/01/2010,19:00,134,0.4,36.6,0.3,23.9,72.6,0.0
07/01/2010,20:00,227,0.1,79.1,0.2,23.3,76.0,0.0
07/01/2010,21:00,133,0.3,58.7,0.3,22.9,78.1,0.0
07/01/2010,22:00,271,0.5,21.7,0.3,22.0,80.5,0.0
07/01/2010,23:00,273,0.7,21.5,0.3,21.6,83.1,0.0
08/01/2010,00:00,213,1.2,13.6,0.4,21.0,84.3,0.0
08/01/2010,01:00,214,1.1,16.7,0.4,20.8,84.3,0.0
08/01/2010,02:00,200,0.9,13.6,0.4,20.6,84.6,0.0
08/01/2010,03:00,211,1.1,17.8,0.4,20.3,85.9,0.0
08/01/2010,04:00,213,1.1,15.2,0.4,20.0,86.8,0.0
08/01/2010,05:00,213,1.1,22.3,0.5,20.3,85.1,0.0
08/01/2010,06:00,213,1.1,17.9,0.5,20.8,83.6,0.0
08/01/2010,07:00,196,0.8,26.4,0.4,22.2,77.8,0.0
08/01/2010,08:00,224,0.8,48.0,0.5,24.6,67.6,0.0
08/01/2010,09:00,98,2.0,29.1,1.0,26.7,54.1,0.0
08/01/2010,10:00,84,2.5,22.2,1.0,27.7,51.8,0.0
08/01/2010,11:00,89,1.7,38.7,1.0,27.9,50.7,0.5
08/01/2010,12:00,99,2.5,21.6,1.1,28.3,50.2,0.0
08/01/2010,13:00,89,2.7,18.7,0.9,28.4,48.0,0.0
08/01/2010,14:00,185,2.8,16.8,1.1,27.1,52.7,0.0
08/01/2010,15:00,128,1.9,46.3,1.1,27.7,51.7,0.0
08/01/2010,16:00,181,1.7,19.5,0.7,25.7,61.4,0.0
08/01/2010,17:00,148,0.9,48.5,0.6,25.1,64.6,0.0
08/01/2010,18:00,107,0.5,58.9,0.4,24.7,66.5,0.0
08/01/2010,19:00,123,0.4,30.3,0.2,23.6,71.2,0.0
08/01/2010,20:00,265,0.1,90.8,0.3,22.6,72.4,0.0
08/01/2010,21:00,267,0.7,25.2,0.3,21.7,77.8,0.0
08/01/2010,22:00,266,0.8,16.6,0.4,21.2,80.5,0.0
08/01/2010,23:00,263,1.0,21.4,0.5,20.9,81.1,0.0
09/01/2010,00:00,212,0.8,23.1,0.5,20.5,83.6,0.0
09/01/2010,01:00,195,1.1,12.2,0.3,20.1,84.5,0.0
09/01/2010,02:00,215,1.1,17.0,0.4,19.6,85.8,0.0
09/01/2010,03:00,218,1.2,12.4,0.4,19.1,87.8,0.0
09/01/2010,04:00,218,1.4,15.2,0.6,18.9,88.4,0.0
09/01/2010,05:00,212,1.3,17.2,0.5,19.5,86.2,0.0
09/01/2010,06:00,210,1.1,20.0,0.5,21.3,79.7,0.0
09/01/2010,07:00,209,1.3,26.5,0.7,23.1,71.1,0.0
09/01/2010,08:00,187,0.5,62.7,0.5,25.4,60.8,0.0
09/01/2010,09:00,85,1.4,36.3,0.9,26.6,54.8,0.0
09/01/2010,10:00,86,2.2,33.9,1.1,28.1,46.1,0.0
09/01/2010,11:00,89,2.2,27.0,0.9,28.3,42.4,0.0
09/01/2010,12:00,86,2.2,27.3,1.0,29.2,41.1,0.0
09/01/2010,13:00,81,2.3,25.9,1.0,29.7,37.5,0.0
09/01/2010,14:00,72,2.5,23.5,1.2,29.6,39.6,0.0
09/01/2010,15:00,73,2.7,20.4,1.0,29.0,43.4,0.0
09/01/2010,16:00,77,3.1,19.6,1.0,28.4,46.9,0.0
09/01/2010,17:00,71,2.7,20.9,1.1,27.1,54.1,0.0
09/01/2010,18:00,61,1.4,25.2,0.7,25.8,59.9,0.0
09/01/2010,19:00,52,1.1,28.2,0.6,24.5,62.9,0.0
09/01/2010,20:00,289,0.5,46.2,0.3,23.2,67.5,0.0
09/01/2010,21:00,307,0.6,40.8,0.4,22.5,71.3,0.0
09/01/2010,22:00,205,0.2,87.8,0.3,21.7,75.6,0.0
09/01/2010,23:00,260,0.6,51.3,0.4,20.5,80.4,0.0
10/01/2010,00:00,210,0.6,15.8,0.2,19.9,84.4,0.0
10/01/2010,01:00,226,1.0,12.0,0.3,19.1,87.0,0.0
10/01/2010,02:00,213,0.9,16.3,0.4,18.7,85.6,0.0
10/01/2010,03:00,209,1.2,13.2,0.5,18.6,84.7,0.0
10/01/2010,04:00,215,0.9,14.9,0.3,18.2,88.2,0.0
10/01/2010,05:00,194,0.8,14.3,0.3,18.2,87.5,0.0
10/01/2010,06:00,198,0.8,20.4,0.4,19.7,80.9,0.0
10/01/2010,07:00,200,0.8,33.3,0.5,22.1,71.8,0.0
10/01/2010,08:00,232,0.5,71.1,0.4,24.8,61.2,0.0
10/01/2010,09:00,75,0.7,75.2,0.7,26.4,52.5,0.0
10/01/2010,10:00,359,0.7,155.0,0.6,27.9,48.2,0.0
10/01/2010,11:00,27,0.7,149.7,0.7,29.0,42.2,0.0
10/01/2010,12:00,53,0.1,132.8,0.6,29.5,38.4,0.0
10/01/2010,13:00,33,0.3,118.5,0.7,30.7,36.9,0.0
10/01/2010,14:00,38,0.5,102.0,0.9,31.5,37.4,0.0
10/01/2010,15:00,62,1.4,50.0,1.0,31.5,38.3,0.0
10/01/2010,16:00,49,1.8,32.6,0.8,30.8,40.8,0.0
10/01/2010,17:00,46,1.6,26.4,0.8,29.4,44.0,0.0
10/01/2010,18:00,29,1.2,28.0,0.6,27.4,47.2,0.0
10/01/2010,19:00,38,1.1,26.0,0.5,25.1,53.7,0.0
10/01/2010,20:00,28,0.8,31.4,0.4,23.9,62.5,0.0
10/01/2010,21:00,318,0.5,30.0,0.3,22.1,71.1,0.0
10/01/2010,22:00,332,0.4,145.5,0.3,21.8,75.6,0.0
10/01/2010,23:00,91,0.2,68.3,0.2,20.9,79.4,0.0
11/01/2010,00:00,210,0.6,23.7,0.3,20.0,83.7,0.0
11/01/2010,01:00,223,0.9,22.9,0.4,19.3,84.7,0.0
11/01/2010,02:00,209,1.1,18.4,0.4,18.8,84.7,0.0
11/01/2010,03:00,220,1.1,16.8,0.4,18.6,85.5,0.0
11/01/2010,04:00,217,0.8,17.0,0.4,18.3,88.2,0.0
11/01/2010,05:00,193,1.0,14.9,0.3,17.8,88.1,0.0
11/01/2010,06:00,212,0.1,90.8,0.4,19.2,82.9,0.0
11/01/2010,07:00,146,0.7,56.9,0.5,21.8,72.9,0.0
11/01/2010,08:00,235,0.4,79.6,0.5,24.5,62.7,0.0
11/01/2010,09:00,39,0.9,56.8,0.7,26.3,55.0,0.0
11/01/2010,10:00,60,0.6,123.0,0.8,27.7,50.0,0.0
11/01/2010,11:00,78,1.1,53.4,0.9,29.0,46.1,0.0
11/01/2010,12:00,46,1.0,60.4,0.8,29.8,44.8,0.0
11/01/2010,13:00,40,1.4,39.9,0.8,30.2,45.1,0.0
11/01/2010,14:00,55,1.8,40.1,0.9,29.8,47.1,0.0
11/01/2010,15:00,77,2.5,21.9,1.0,29.5,49.2,0.0
11/01/2010,16:00,87,2.4,18.8,0.8,28.9,50.5,0.0
11/01/2010,17:00,77,2.3,16.5,0.7,28.0,54.6,0.0
11/01/2010,18:00,72,1.9,14.4,0.7,26.7,59.4,0.0
11/01/2010,19:00,33,1.1,32.9,1.7,24.9,64.2,0.0
11/01/2010,20:00,292,1.2,14.9,0.4,23.7,69.2,0.0
11/01/2010,21:00,297,0.9,15.8,0.3,23.1,74.8,0.0
11/01/2010,22:00,288,0.3,43.4,0.2,22.5,78.5,0.0
11/01/2010,23:00,263,0.5,50.6,0.3,21.6,82.0,0.0
12/01/2010,00:00,193,0.2,62.3,0.2,20.3,85.1,0.0
12/01/2010,01:00,220,0.4,35.1,0.2,19.7,87.3,0.0
12/01/2010,02:00,213,0.3,31.3,0.2,19.3,89.2,0.0
12/01/2010,03:00,216,0.8,10.9,0.4,19.0,89.7,0.0
12/01/2010,04:00,203,0.9,24.5,0.4,18.8,88.9,0.0
12/01/2010,05:00,226,1.1,18.0,0.4,18.5,89.9,0.0
12/01/2010,06:00,210,1.0,23.0,0.4,20.1,86.8,0.0
12/01/2010,07:00,207,1.0,25.9,0.6,22.7,74.4,0.0
12/01/2010,08:00,188,0.5,56.9,0.5,25.5,60.4,0.0
12/01/2010,09:00,101,0.6,86.1,0.7,27.4,53.2,0.0
12/01/2010,10:00,75,1.7,33.7,1.0,28.3,51.6,0.0
12/01/2010,11:00,85,1.5,39.6,0.9,29.4,47.1,0.0
12/01/2010,12:00,65,1.1,53.9,0.8,30.0,43.3,0.0
12/01/2010,13:00,83,2.1,23.9,1.0,29.7,47.5,0.0
12/01/2010,14:00,76,2.1,26.2,0.8,29.7,50.2,0.0
12/01/2010,15:00,74,2.2,24.8,0.8,28.6,53.3,0.0
12/01/2010,16:00,74,2.9,18.4,1.0,27.7,56.5,0.0
12/01/2010,17:00,77,2.6,17.8,1.0,26.7,59.7,0.0
12/01/2010,18:00,72,2.2,14.9,0.8,25.2,65.2,0.0
12/01/2010,19:00,52,1.2,31.5,0.7,24.1,67.9,0.0
12/01/2010,20:00,293,0.9,14.8,0.3,23.1,71.6,0.0
12/01/2010,21:00,296,1.0,13.4,0.3,23.0,71.3,0.0
12/01/2010,22:00,283,0.9,18.6,0.4,23.3,71.2,0.0
12/01/2010,23:00,284,0.8,22.5,0.4,23.1,71.7,0.0
13/01/2010,00:00,22,0.5,28.5,0.3,22.6,74.2,0.0
13/01/2010,01:00,36,0.3,31.3,0.2,22.3,76.4,0.0
13/01/2010,02:00,106,0.2,69.9,0.1,21.6,79.3,0.0
13/01/2010,03:00,215,0.3,49.5,0.2,20.8,84.1,0.0
13/01/2010,04:00,209,0.3,61.8,0.3,20.2,85.8,0.0
13/01/2010,05:00,197,0.2,50.9,0.2,20.4,85.0,0.0
13/01/2010,06:00,205,0.1,80.6,0.2,21.4,82.3,0.0
13/01/2010,07:00,77,0.2,109.9,0.3,23.5,71.0,0.0
13/01/2010,08:00,5,0.6,171.5,0.6,25.2,56.9,0.0
13/01/2010,09:00,354,0.8,157.1,0.8,26.3,50.0,0.0
13/01/2010,10:00,4,1.0,172.2,0.9,27.4,47.4,0.0
13/01/2010,11:00,356,1.3,50.6,0.9,28.1,44.8,0.0
13/01/2010,12:00,16,1.2,173.2,1.0,29.1,43.2,0.0
13/01/2010,13:00,17,1.2,53.1,0.9,29.8,41.0,0.0
13/01/2010,14:00,28,1.3,40.3,0.7,30.3,37.9,0.0
13/01/2010,15:00,335,1.1,144.1,0.8,31.2,36.6,0.0
13/01/2010,16:00,27,1.5,32.3,0.8,30.9,38.7,0.0
13/01/2010,17:00,29,1.7,28.5,0.8,29.4,47.4,0.0
13/01/2010,18:00,44,1.7,27.5,0.8,27.4,52.5,0.0
13/01/2010,19:00,59,1.6,22.2,0.6,25.2,58.8,0.0
13/01/2010,20:00,72,1.6,17.0,0.7,23.6,63.3,0.0
13/01/2010,21:00,317,0.1,142.1,0.2,22.6,68.8,0.0
13/01/2010,22:00,310,0.2,63.9,0.2,21.7,72.9,0.0
13/01/2010,23:00,293,0.2,75.6,0.3,22.0,73.3,0.0
14/01/2010,00:00,331,0.3,65.8,0.2,21.5,74.5,0.0
14/01/2010,01:00,232,0.2,62.4,0.1,21.4,75.8,0.0
14/01/2010,02:00,201,0.5,21.8,0.3,21.0,79.2,0.0
14/01/2010,03:00,200,0.8,20.4,0.4,20.8,80.3,0.0
14/01/2010,04:00,193,0.7,17.9,0.3,20.7,79.3,0.0
14/01/2010,05:00,218,1.0,17.4,0.4,20.7,80.5,0.0
14/01/2010,06:00,224,1.0,17.6,0.5,21.2,79.8,0.0
14/01/2010,07:00,233,0.5,47.9,0.4,23.6,70.9,0.0
14/01/2010,08:00,71,0.4,62.0,0.4,25.6,61.4,0.0
14/01/2010,09:00,23,0.3,184.3,0.6,26.7,57.2,0.0
14/01/2010,10:00,13,1.0,184.4,0.9,27.5,54.3,0.0
14/01/2010,11:00,71,0.9,59.9,0.8,29.0,46.6,0.0
14/01/2010,12:00,69,1.4,52.9,0.9,30.0,39.7,0.0
14/01/2010,13:00,82,1.5,45.2,0.9,30.5,36.5,0.0
14/01/2010,14:00,67,2.5,25.3,1.2,30.0,38.7,0.0
14/01/2010,15:00,75,2.2,29.5,1.1,30.0,39.3,0.0
14/01/2010,16:00,78,2.6,20.4,1.0,29.4,41.9,0.0
14/01/2010,17:00,74,2.2,17.0,0.9,28.4,45.5,0.0
14/01/2010,18:00,65,2.1,18.8,0.8,26.7,54.4,0.0
14/01/2010,19:00,69,1.4,17.9,0.5,25.0,60.7,0.0
14/01/2010,20:00,56,0.8,28.4,0.5,23.9,62.1,0.0
14/01/2010,21:00,50,0.1,106.5,0.3,23.3,67.1,0.0
14/01/2010,22:00,271,0.3,73.2,0.3,22.9,70.0,0.0
14/01/2010,23:00,,0.0,115.1,0.2,22.6,72.6,0.0
15/01/2010,00:00,213,0.2,66.7,0.2,22.0,78.1,0.0
15/01/2010,01:00,239,0.5,25.2,0.3,21.2,80.0,0.0
15/01/2010,02:00,203,0.8,20.3,0.4,20.5,83.5,0.0
15/01/2010,03:00,209,1.1,18.5,0.4,19.9,83.8,0.0
15/01/2010,04:00,219,1.2,14.7,0.5,19.5,84.1,0.0
15/01/2010,05:00,204,1.0,18.0,0.4,19.3,85.6,0.0
15/01/2010,06:00,203,0.8,22.4,0.5,20.9,79.8,0.0
15/01/2010,07:00,206,0.5,46.4,0.4,23.6,69.3,0.0
15/01/2010,08:00,215,0.6,54.6,0.5,24.8,62.9,0.0
15/01/2010,09:00,82,0.7,93.8,0.9,25.9,58.3,0.0
15/01/2010,10:00,99,1.5,30.9,0.7,26.6,54.6,0.0
15/01/2010,11:00,100,2.2,23.1,1.0,27.0,50.1,0.0
15/01/2010,12:00,113,1.1,52.0,0.8,28.3,47.2,0.0
15/01/2010,13:00,81,1.5,44.3,1.0,29.0,44.5,0.0
15/01/2010,14:00,84,1.6,39.9,1.0,29.7,41.4,0.0
15/01/2010,15:00,88,1.8,29.6,0.8,29.1,42.3,0.0
15/01/2010,16:00,77,2.3,18.4,0.8,28.7,44.8,0.0
15/01/2010,17:00,82,3.0,15.8,1.0,27.5,48.5,0.0
15/01/2010,18:00,81,2.5,16.6,0.9,26.0,55.2,0.0
15/01/2010,19:00,69,1.2,25.3,0.8,24.3,59.3,0.0
15/01/2010,20:00,78,1.1,18.9,0.5,23.6,63.6,0.0
15/01/2010,21:00,101,0.1,99.4,0.2,22.5,67.9,0.0
15/01/2010,22:00,235,0.5,33.0,0.2,21.9,70.5,0.0
15/01/2010,23:00,257,0.8,8.3,0.3,21.3,73.0,0.0
16/01/2010,00:00,208,0.8,21.2,0.3,20.4,77.9,0.0
16/01/2010,01:00,217,0.8,20.4,0.3,19.4,78.7,0.0
16/01/2010,02:00,225,1.1,11.7,0.4,18.9,80.9,0.0
16/01/2010,03:00,222,1.1,14.5,0.4,18.7,81.5,0.0
16/01/2010,04:00,207,0.9,22.9,0.5,18.5,82.6,0.0
16/01/2010,05:00,198,0.6,17.6,0.2,18.7,80.8,0.0
16/01/2010,06:00,191,0.7,21.2,0.3,19.7,77.1,0.0
16/01/2010,07:00,205,0.6,42.1,0.5,22.4,68.1,0.0
16/01/2010,08:00,266,0.8,52.1,0.5,25.4,55.6,0.0
16/01/2010,09:00,237,0.8,49.8,0.5,25.8,54.9,0.0
16/01/2010,10:00,312,0.7,66.6,0.6,27.9,48.5,0.0
16/01/2010,11:00,69,0.5,72.8,0.6,28.2,46.8,0.0
16/01/2010,12:00,59,1.0,149.5,0.8,28.9,45.8,0.0
16/01/2010,13:00,70,1.5,46.7,1.0,29.1,44.6,0.0
16/01/2010,14:00,59,1.8,46.4,1.1,29.3,44.3,0.0
16/01/2010,15:00,41,1.8,39.0,0.9,29.3,45.6,0.0
